排名,代號,名稱,成交,漲跌 價,漲跌 幅,持股 資料 月份,非獨 董監 持股 (萬張),非獨 董監 增減 張數,非獨 董監 持股 (%),非獨 董監 質押 (萬張),非獨 董監 質押 (%),獨立 董監 持股 (萬張),獨立 董監 增減 張數,獨立 董監 持股 (%),獨立 董監 質押 (萬張),獨立 董監 質押 (%),全體 董監 持股 (萬張),全體 董監 增減 張數,全體 董監 持股 (%),全體 董監 質押 (萬張),全體 董監 質押 (%)
901,2646,星宇航空,20.2,-0.1,-0.49,26M08,166.0,0.0,55.3,0,0,0.0,0.0,0.0,0,0,166.0,0.0,55.3,0,0
902,2701,萬企,10.35,-0.05,-0.48,26M08,8.98,0.0,20.0,0,0,0.0,0.0,0.01,0,0,8.98,0.0,20.0,0,0
903,2704,國賓,45.75,-0.25,-0.54,26M08,7.72,0.0,21.0,0,0,0.0,0.0,0.0,0,0,7.72,0.0,21.0,0,0
904,2705,六福,15.5,-0.05,-0.32,26M08,2.48,0.0,13.0,0,0,0.0,0.0,0.0,0,0,2.48,0.0,13.0,0,0
905,2706,第一店,12.2,-0.05,-0.41,26M08,9.9,0.0,19.8,0,0,0.0,0.0,0.0,0,0,9.9,0.0,19.8,0,0
906,2707,晶華,177.5,0.0,0.0,26M08,1.34,0.0,10.5,0,0,0.0,0.0,0.0,0,0,1.34,0.0,10.5,0,0
907,2712,遠雄來,14.25,-0.2,-1.38,26M08,5.37,0.0,51.1,0,0,0.0,0.0,0.0,0,0,5.37,0.0,51.1,0,0
908,2718,全心投控,40.0,-0.6,-1.48,26M08,1.04,0.0,11.9,0,0,0.0,0.0,0.0,0,0,1.04,0.0,11.9,0,0
909,2723,美食-KY,77.7,-1.6,-2.02,26M08,8.34,0.0,46.3,0,0,0.0,0.0,0.0,0,0,8.34,0.0,46.3,0,0
910,2724,藝舍-KY,10.7,0.0,0.0,26M08,2.73,0.0,45.8,0,0,0.0,0.0,0.0,0,0,2.73,0.0,45.8,0,0
911,2726,雅茗-KY,8.09,0.04,0.5,26M08,0.91,0.0,24.0,0,0,0.0,0.0,0.0,0,0,0.91,0.0,24.0,0,0
912,2727,王品,229.0,-0.5,-0.22,26M08,0.57,0.0,6.83,0,0,0.0,0.0,0.0,0,0,0.57,0.0,6.83,0,0
913,2731,雄獅,141.0,-0.5,-0.35,26M08,1.63,0.0,17.5,0,0,0.0,0.0,0.0,0,0,1.63,0.0,17.5,0,0
914,2736,富野,11.45,0.0,0.0,26M08,3.4,0.0,42.5,0,0,0.0,0.0,0.0,0,0,3.4,0.0,42.5,0,0
915,2745,五福,85.4,-1.4,-1.61,26M08,0.77,0.0,22.8,0,0,0.0,0.0,0.0,0,0,0.77,0.0,22.8,0,0
916,2748,雲品,38.8,-0.4,-1.02,26M08,6.2,0.0,58.6,0,0,0.0,0.0,0.02,0,0,6.2,0.0,58.6,0,0
917,2751,王座,52.6,-0.7,-1.31,26M08,1.2,0.0,60.6,0,0,0.0,0.0,0.0,0,0,1.2,0.0,60.6,0,0
918,2752,豆府,177.0,-2.5,-1.39,26M08,0.61,0.0,23.0,0,0,0.0,0.0,0.0,0,0,0.61,0.0,23.0,0,0
919,2754,亞洲藏壽司,69.4,0.0,0.0,26M08,3.12,0.0,66.5,0,0,0.0,0.0,0.0,0,0,3.12,0.0,66.5,0,0
920,2756,聯發國際,62.0,-2.0,-3.12,26M08,0.71,0.0,28.8,0,0,0.0,0.0,0.0,0,0,0.71,0.0,28.8,0,0
921,2762,世界健身-KY,79.9,-0.8,-0.99,26M08,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0,0
922,2801,彰銀,27.9,1.05,3.91,26M08,303.0,73880.0,25.1,0,0,0.01,2.22,0.0,0,0,303.0,73882.0,25.1,0,0
923,2816,旺旺保,39.6,0.55,1.41,26M08,4.67,0.0,20.9,0,0,0.0,0.0,0.0,0,0,4.67,0.0,20.9,0,0
924,2834,臺企銀,18.0,0.1,0.56,26M08,252.0,164883.0,24.2,0,0,0.0,0.08,0.0,0,0,252.0,164883.0,24.2,0,0
925,2838,聯邦銀,21.05,0.15,0.72,26M08,52.2,0.0,12.0,0,0,0.0,0.0,0.0,0,0,52.2,0.0,12.0,0,0
926,2845,遠東銀,13.7,0.25,1.86,26M08,36.3,0.0,7.47,0,0,0.0,0.0,0.0,0,0,36.3,0.0,7.47,0,0
