排名,代號,名稱,成交,漲跌 價,漲跌 幅,法人 買賣 日期,當日 賣出 佔 成交,2日 賣出 佔 成交,3日 賣出 佔 成交,5日 賣出 佔 成交,10日 賣出 佔 成交,1個月 賣出 佔 成交,3個月 賣出 佔 成交,半年 賣出 佔 成交,1年 賣出 佔 成交,3年 賣出 佔 成交,10年 賣出 佔 成交,今年 賣出 佔 成交
1,9925,新保,39.8,-0.15,-0.38,08/27,93.4,92.3,90.1,90.5,88.0,77.2,53.9,49.4,32.8,13.0,4.59,41.5
2,00982B,FT投資級債20+,9.51,0.0,0.0,08/27,0.0,0.0,89.3,83.6,82.2,55.9,32.0,15.0,5.08,,,10.7
3,00836B,永豐10年A公司債,28.13,0.0,0.0,08/27,0.0,0.0,89.2,48.9,72.6,42.8,42.8,33.6,4.21,2.42,,3.87
4,2106,建大,17.1,-0.15,-0.87,08/27,84.3,79.6,82.5,81.5,78.4,65.0,48.7,47.4,45.0,37.5,30.7,45.1
5,2347,聯強,86.8,-0.3,-0.34,08/27,75.7,75.3,82.1,71.4,64.8,58.3,59.6,55.1,57.1,54.2,49.8,52.0
6,00867B,台新A-BBB電信債,29.61,0.0,0.0,08/27,0.0,16.4,80.4,74.4,59.7,33.4,15.9,10.7,2.14,1.22,,8.95
7,3036,文曄,193.0,-3.5,-1.78,08/27,79.7,76.3,79.2,77.7,60.8,52.4,47.0,47.3,50.3,42.0,37.9,47.0
8,1707,葡萄王,90.6,0.4,0.44,08/27,75.3,81.4,78.7,79.7,72.8,63.8,46.7,41.8,39.9,35.4,26.2,40.6
9,3596,智易,160.0,0.5,0.31,08/27,71.0,76.6,78.3,80.4,81.0,75.0,53.7,52.9,56.3,42.2,22.6,54.0
10,1104,環泥,26.6,-0.2,-0.75,08/27,70.9,73.8,78.1,76.1,70.4,64.0,51.5,46.9,33.4,34.4,29.6,44.9
11,2704,國賓,45.85,-0.5,-1.08,08/27,67.6,75.3,78.0,81.0,83.7,71.8,56.1,51.6,54.5,35.6,24.9,51.8
12,5531,鄉林,7.35,-0.05,-0.68,08/27,65.7,74.2,75.5,66.7,54.6,53.6,44.1,37.8,31.4,30.1,21.3,34.8
13,2834,臺企銀,16.35,-0.1,-0.61,08/27,63.9,73.0,75.3,75.8,69.5,61.8,46.4,50.1,46.5,39.8,34.4,49.8
