排名,代號,名稱,成交,漲跌 價,漲跌 幅,成交 張數,更新 日期,當日 增減 張數,2日 增減 張數,3日 增減 張數,5日 增減 張數,10日 增減 張數,1個月 增減 張數,3個月 增減 張數,半年 增減 張數,1年 增減 張數,今年 增減 張數
1,3481,群創,48.6,2.35,5.08,314569,08/28,13238,13563,15133,16232,6274.0,7180.0,-117621.0,23428.0,157589.0,112139.0
2,2303,聯電,130.0,11.5,9.7,325936,08/28,-2820,-8522,-5555,8645,-2971.0,19842.0,32006.0,75399.0,120045.0,137944.0
3,009829,大華韓國KOSPI50,10.41,-0.13,-1.23,30336,08/28,-590,386,-1087,8139,,,,,,
4,00406A,主動中信台灣收益,9.81,0.11,1.13,176496,08/28,-3737,-1416,3095,7755,13380.0,16874.0,,,,
5,00405A,主動富邦台灣龍耀,8.78,0.1,1.15,76542,08/28,-412,-1197,6258,6773,-101.0,-5512.0,,,,
6,3231,緯創,178.0,-1.5,-0.84,26485,08/28,720,4038,3951,5960,7122.0,-3170.0,-11941.0,-18381.0,-5994.0,-7836.0
7,1312,國喬,14.15,-0.15,-1.05,212554,08/28,5027,5370,5436,5551,5648.0,11131.0,29104.0,28884.0,27451.0,30232.0
8,3049,精金,13.5,0.8,6.3,54731,08/28,1865,2095,2819,5195,5195.0,5195.0,5195.0,4412.0,2519.0,3471.0
9,2313,華通,241.0,-3.0,-1.23,87192,08/28,4315,4676,4933,4703,5928.0,3681.0,-7468.0,107.0,7360.0,-976.0
10,2301,光寶科,317.5,16.5,5.48,50425,08/28,-464,-1214,887,4650,8006.0,4911.0,2665.0,1420.0,6171.0,950.0
11,6147,頎邦,182.5,-5.0,-2.67,53168,08/28,817,4521,6035,4283,2993.0,5024.0,-11624.0,33181.0,33177.0,32684.0
12,1303,南亞,220.5,-7.0,-3.08,192491,08/28,317,597,2877,4133,-6368.0,24157.0,9713.0,8715.0,11465.0,-5637.0
13,00992A,主動群益科技創新,18.68,0.23,1.25,57482,08/28,-391,4066,3558,4069,-1721.0,4090.0,-16183.0,17589.0,,15265.0
14,00708L,期元大S&P黃金正2,88.15,-1.6,-1.78,5163,08/28,651,1722,2804,3831,5831.0,7301.0,7794.0,8171.0,5231.0,10855.0
15,2426,鼎元,96.1,-0.5,-0.52,61918,08/28,3106,4289,8262,3752,12247.0,15496.0,2868.0,23944.0,23753.0,23700.0
16,3605,宏致,131.0,11.5,9.62,19149,08/28,1313,2140,2967,3267,1028.0,8866.0,10970.0,9548.0,6784.0,10160.0
17,9945,潤泰新,28.0,-0.6,-2.1,10360,08/28,641,881,938,3158,3616.0,2657.0,495.0,2114.0,-231.0,-350.0
18,009826,貝萊德世界股票,10.13,-0.03,-0.3,19445,08/28,17,646,1657,3109,4157.0,,,,,
19,6213,聯茂,582.0,19.0,3.37,25939,08/28,580,582,3275,2928,2080.0,5627.0,4705.0,-1812.0,310.0,2009.0
20,00686R,群益臺灣加權反1,0.99,0.0,0.0,7459,08/28,1622,1648,2275,2729,2398.0,6672.0,1549.0,571.0,2118.0,397.0
