證券代號,證券名稱,交易別,成交價,成交股數,成交金額
1402,遠東新,配對交易,30.35,"1,389,000","42,156,150"
1436,華友聯,配對交易,44.90,"1,855,000","83,289,500"
1907,永豐餘,配對交易,30.55,"500,000","15,275,000"
1907,永豐餘,配對交易,30.50,"1,036,000","31,598,000"
1907,永豐餘,配對交易,30.45,"899,000","27,374,550"
1907,永豐餘,配對交易,30.40,"503,000","15,291,200"
1907,永豐餘,配對交易,30.35,"916,000","27,800,600"
1907,永豐餘,配對交易,30.30,"500,000","15,150,000"
2308,台達電,配對交易,"1,903.94","9,000","17,135,460"
2317,鴻海,配對交易,238.05,"554,000","131,879,700"
2317,鴻海,配對交易,238.04,"120,000","28,564,800"
2327,國巨*,配對交易,921.86,"18,000","16,593,480"
2330,台積電,配對交易,"2,472.67","15,000","37,090,050"
2330,台積電,配對交易,"2,470.84","15,000","37,062,600"
2330,台積電,配對交易,"2,450.00","1,425,000","3,491,250,000"
2330,台積電,配對交易,"2,448.57","7,000","17,139,990"
2330,台積電,配對交易,"2,443.81","8,000","19,550,480"
2330,台積電,配對交易,"2,433.87","18,937","46,090,196"
2330,台積電,配對交易,"2,433.85","69,000","167,935,650"
2330,台積電,配對交易,"2,433.84","24,763","60,269,180"
2330,台積電,配對交易,"2,415.00","2,550,000","6,158,250,000"
2344,華邦電,配對交易,176.50,"2,046,000","361,119,000"
2379,瑞昱,配對交易,831.46,"75,000","62,359,500"
2454,聯發科,配對交易,"3,973.76","182,000","723,224,320"
2454,聯發科,配對交易,"3,961.41","235,480","932,832,827"
2454,聯發科,配對交易,"3,961.40","605,520","2,398,706,928"
2883,凱基金,配對交易,30.78,"628,000","19,329,840"
2884,玉山金,配對交易,34.80,"485,000","16,878,000"
2884,玉山金,配對交易,34.79,"1,379,000","47,975,410"
2889,國票金,配對交易,15.70,"11,200,000","175,840,000"
3017,奇鋐,配對交易,"2,378.50","77,910","185,308,935"
3017,奇鋐,配對交易,"2,378.48","69,090","164,329,183"
3533,嘉澤,配對交易,"1,959.76","9,000","17,637,840"
3665,貿聯-KY,配對交易,"1,877.50","223,000","418,682,500"
3702,大聯大,配對交易,106.75,"183,000","19,535,250"
3711,日月光投控,配對交易,672.50,"205,000","137,862,500"
6669,緯穎,配對交易,"5,040.00","52,384","264,015,360"
6770,力積電,配對交易,71.50,"6,411,000","458,386,500"
6770,力積電,配對交易,71.10,"700,000","49,770,000"
7610,聯友金屬-創,配對交易,"2,405.00","50,000","120,250,000"
8046,南電,配對交易,"1,215.00","1,450,000","1,761,750,000"
8996,高力,配對交易,"1,249.67","20,000","24,993,400"
9931,欣高,配對交易,36.50,"4,168,628","152,154,922"
總計,,,,"42,886,712","18,999,688,801"
