排名,代號,名稱,成交,漲跌 價,漲跌 幅,成交 張數,更新 日期,當日 增減 張數,2日 增減 張數,3日 增減 張數,5日 增減 張數,10日 增減 張數,1個月 增減 張數,3個月 增減 張數,半年 增減 張數,1年 增減 張數,今年 增減 張數
1,00685L,群益臺灣加權正2,11.12,0.63,6.01,424393,08/05,-21962,-24682,-24422,-35344,9775,99763,185681.0,185675.0,185360.0,185698.0
2,00953B,群益優選非投等債,9.77,0.0,0.0,35459,08/05,-10930,-22622,-26484,-25112,23076,-8159,12867.0,38558.0,75417.0,47946.0
3,00403A,主動統一升級50,9.81,0.27,2.83,337665,08/05,-19294,-27193,-42271,-22378,3324,19716,,,,
4,00631L,元大台灣50正2,34.15,2.0,6.22,392064,08/05,-35361,-33802,-29931,-18130,1716,29103,120999.0,254992.0,252487.0,254729.0
5,00753L,中信中國50正2,10.13,0.19,1.91,11413,08/05,-1903,-2580,-7959,-11357,-15370,-23028,-28241.0,-19879.0,-31453.0,-26949.0
6,2344,華邦電,169.0,12.0,7.64,232657,08/05,7200,9116,5981,-8908,-12763,-5960,-19936.0,-12584.0,80350.0,-26980.0
7,3231,緯創,193.0,-2.0,-1.03,206766,08/05,-13864,-11918,-11927,-7666,-13310,-5613,-14042.0,-19322.0,1271.0,-12332.0
8,009816,凱基台灣TOP50,15.0,0.44,3.02,183825,08/05,-2040,-2538,-3565,-6909,46,-4037,2276.0,28025.0,,
9,00673R,期元大S&P原油反1,14.1,0.97,7.39,32359,08/05,-1213,-1993,-1951,-6296,3446,3022,-55725.0,25196.0,21806.0,46846.0
10,3167,大量,645.0,58.0,9.88,228,08/05,-285,-289,-288,-4597,-6378,-5464,-4542.0,-324.0,-6641.0,-1868.0
11,2412,中華電,137.0,0.5,0.37,11911,08/05,-641,-818,-1094,-4309,902,2927,3036.0,2722.0,2801.0,2683.0
12,00990A,主動元大AI新經濟,16.2,0.71,4.58,19239,08/05,-4407,-4363,-4523,-4159,-3881,-3678,9455.0,10411.0,,3592.0
13,2883,凱基金,31.6,1.05,3.44,65465,08/05,-1579,-2501,-1642,-4005,-5053,-6428,-988.0,-7303.0,-13202.0,-8324.0
14,0050,元大台灣50,103.8,3.15,3.13,168906,08/05,-4406,-6102,-8287,-3901,-23504,12351,15884.0,17759.0,18120.0,16925.0
15,00981B,第一金優選非投債,9.34,0.0,0.0,12729,08/05,-1206,-2130,-3067,-3838,-4679,-4273,-4195.0,-7204.0,4012.0,-15108.0
16,00407A,主動凱基台灣,9.28,0.29,3.23,85688,08/05,-1745,-2041,-3999,-3661,-9524,-9672,,,,
17,2324,仁寶,36.95,-0.05,-0.14,48333,08/05,-459,-917,-2494,-3544,-6284,-10220,-3351.0,18070.0,39809.0,18795.0
18,1605,華新,34.85,1.1,3.26,38468,08/05,-1272,-1720,-2641,-3342,-3896,-9084,3397.0,-35421.0,11267.0,-18913.0
19,2301,光寶科,249.0,-3.0,-1.19,90356,08/05,-1886,-6020,-4040,-3219,-4921,-5123,-5447.0,-7948.0,2345.0,-7180.0
20,6443,元晶,27.7,1.9,7.36,8136,08/05,-8,-20,-44,-3114,-5300,-10112,-16665.0,-29617.0,-6977.0,-13364.0
21,1802,台玻,53.9,1.6,3.06,41349,08/05,-324,-336,-393,-2832,-11239,-18089,-27130.0,-20065.0,-5986.0,-24117.0
22,6182,合晶,104.0,7.1,7.33,10845,08/05,-3675,-5774,-6967,-2768,-12918,-7162,27696.0,42951.0,48793.0,44640.0
23,00648R,元大S&P500反1,3.88,-0.1,-2.51,3270,08/05,-433,-760,-531,-2539,-489,928,2165.0,-3237.0,-2310.0,-3443.0
24,00665L,富邦恒生國企正2,9.8,0.04,0.41,10587,08/05,392,817,596,-2509,-10744,-26705,-18295.0,-18356.0,-47886.0,-31518.0
25,2812,台中銀,18.8,-0.1,-0.53,16913,08/05,-249,-237,-393,-2174,-1759,-1656,-2152.0,-1009.0,-1237.0,-663.0
26,2457,飛宏,23.8,0.8,3.48,1545,08/05,-194,-224,-324,-2113,-3268,-3024,-78.0,-5507.0,2019.0,-3201.0
27,2317,鴻海,258.5,8.5,3.4,72634,08/05,-745,-671,-985,-2104,-4812,-6531,-4451.0,-15274.0,-2788.0,-11046.0
28,1815,富喬,83.9,3.8,4.74,35594,08/05,-2094,-2108,-1969,-1928,-10632,-18587,-18126.0,-30221.0,-39858.0,-38761.0
29,00706L,期元大S&P日圓正2,19.41,-0.05,-0.26,1634,08/05,11,-217,-907,-1926,-2927,-3841,1039.0,1742.0,2940.0,1467.0
30,2327,國巨*,578.0,12.0,2.12,63678,08/05,850,1494,1443,-1913,-9352,-18922,5772.0,-6436.0,26966.0,-10140.0
31,2313,華通,218.0,19.5,9.82,29232,08/05,-651,-505,-531,-1901,-11808,-14442,-13754.0,-12259.0,3743.0,-6558.0
32,00671R,富邦NASDAQ反1,2.41,-0.08,-3.21,10121,08/05,-1653,-1654,-1654,-1868,-4378,-5643,-12801.0,-15302.0,-3169.0,-12749.0
33,5371,中光電,90.5,7.8,9.43,24660,08/05,31,-886,-933,-1790,-6322,-5074,-5030.0,-16265.0,-5801.0,-18002.0
34,5864,致和證,31.15,0.3,0.97,5155,08/05,-14,-119,-87,-1771,-2822,-3547,-364.0,-7655.0,3494.0,2156.0
35,1717,長興,66.5,2.9,4.56,10615,08/05,-523,-920,-1087,-1728,-4193,-5261,-10918.0,-19179.0,9402.0,2375.0
36,2332,友訊,22.9,-0.95,-3.98,71893,08/05,-1191,-1249,-2018,-1705,2107,6042,7378.0,6726.0,5761.0,6873.0
37,2371,大同,25.5,0.25,0.99,6665,08/05,-187,-613,-1059,-1685,-4711,-7117,-27207.0,-25144.0,-27172.0,-32372.0
38,2330,台積電,2405.0,85.0,3.66,36782,08/05,-1539,-777,-63,-1606,-2702,-4885,1542.0,6952.0,13712.0,7460.0
39,2312,金寶,32.0,-0.3,-0.93,16707,08/05,664,167,-1768,-1596,-4053,-8276,-8078.0,2578.0,4828.0,-5755.0
40,2634,漢翔,63.5,3.0,4.96,38862,08/05,-208,-2448,-1822,-1538,-5895,441,1246.0,-977.0,4969.0,-1975.0
41,2486,一詮,218.5,-2.5,-1.13,8316,08/05,-51,-433,-429,-1495,-2258,-1903,-226.0,-1485.0,1510.0,-1811.0
42,009819,中信數據及電力,10.42,0.31,3.07,23487,08/05,-1011,-1063,-1055,-1405,-1461,-1994,-3392.0,,,
43,0056,元大高股息,51.45,0.85,1.68,59266,08/05,-665,-407,-1294,-1387,-883,375,4707.0,3520.0,1495.0,1417.0
44,6282,康舒,48.0,0.1,0.21,11306,08/05,-330,-288,-753,-1368,-6350,-7763,-9398.0,-16085.0,6285.0,-7680.0
45,00982A,主動群益台灣強棒,22.33,0.72,3.33,23251,08/05,-504,-480,-1345,-1365,-324,1113,-1898.0,-2212.0,-5358.0,-4741.0
46,2610,華航,22.6,0.15,0.67,40607,08/05,565,1586,-1268,-1346,-4985,-5306,-4963.0,1485.0,718.0,-5220.0
47,6226,光鼎,20.8,-1.2,-5.45,18438,08/05,-270,-584,-428,-1265,-32,-187,2536.0,2536.0,2536.0,2536.0
48,2002,中鋼,18.9,0.05,0.27,18037,08/05,-417,-124,-5,-1258,-3967,-6992,673.0,8752.0,21567.0,13334.0
49,6217,中探針,147.0,13.0,9.7,221,08/05,-14,-96,-135,-1241,-2531,-6179,-3113.0,-1959.0,7589.0,2995.0
50,3035,智原,171.5,5.5,3.31,5535,08/05,-321,-526,-1238,-1202,-1222,-2505,-8326.0,-6449.0,-3133.0,-6279.0
51,2867,三商壽,9.77,0.01,0.1,16413,08/05,99,-722,-790,-1190,-1010,-987,1964.0,1964.0,1964.0,1964.0
52,2388,威盛,83.0,2.7,3.36,13128,08/05,-700,-753,-1005,-1144,-1440,-2122,-5311.0,-4807.0,-2123.0,-4280.0
53,2887,台新新光金,35.7,0.15,0.42,36201,08/05,-206,-588,-323,-1082,-3195,-4670,-8639.0,-32907.0,-89389.0,-43908.0
54,00927,群益半導體收益,36.01,0.99,2.83,17633,08/05,-185,-112,-696,-1074,-3131,-1952,9583.0,10478.0,12065.0,12368.0
55,1785,光洋科,111.5,0.5,0.45,7049,08/05,-61,-236,-49,-1064,-4978,-16075,-20653.0,2562.0,2480.0,-3086.0
56,3706,神達,91.9,0.6,0.66,19463,08/05,239,-595,-1093,-1004,-2110,-4463,-5576.0,-10294.0,-26918.0,-14046.0
57,00650L,復華香港正2,17.9,-0.01,-0.06,3435,08/05,-107,-146,-111,-966,-3674,-7835,-6617.0,-7683.0,-16573.0,-10683.0
58,00919,群益台灣精選高息,29.94,0.43,1.46,61770,08/05,-1429,-1668,-1844,-963,379,-403,1340.0,1082.0,-15271.0,-707.0
59,3026,禾伸堂,547.0,49.0,9.84,1210,08/05,-34,-458,-1051,-952,-2263,-2673,-9818.0,4250.0,7004.0,4063.0
60,4927,泰鼎-KY,31.9,1.45,4.76,2866,08/05,-141,-65,-144,-930,-5787,-10604,-17840.0,-5473.0,9814.0,-10048.0
61,00663L,國泰臺灣加權正2,97.6,5.55,6.03,12410,08/05,-252,-620,-926,-912,680,1713,5512.0,6739.0,9245.0,7535.0
62,5530,龍巖,47.5,0.05,0.11,227,08/05,-2,-7,-22,-899,-1015,-1074,-1306.0,-2029.0,-3694.0,-1822.0
63,3532,台勝科,316.5,25.0,8.58,1134,08/05,-45,-79,-97,-889,-1437,-3083,361.0,4282.0,4477.0,3611.0
64,00928,中信上櫃ESG30,31.27,1.25,4.16,819,08/05,-1,-64,-102,-863,-1931,-407,483.0,507.0,456.0,543.0
65,2359,所羅門,145.0,13.0,9.85,8315,08/05,219,152,-333,-851,-1361,-407,-594.0,-1489.0,-2795.0,-1305.0
66,4906,正文,37.65,3.4,9.93,3862,08/05,-508,-623,-757,-842,-2710,-4744,146.0,13233.0,16450.0,14179.0
67,2367,燿華,41.6,1.15,2.84,10002,08/05,-42,-79,-10,-831,-7177,-10973,-12442.0,-8714.0,-8785.0,-7509.0
68,00675L,富邦臺灣加權正2,295.1,17.0,6.11,2464,08/05,-613,-659,-551,-830,-429,-227,1080.0,655.0,-1404.0,71.0
69,00918,大華優利高填息30,33.66,0.41,1.23,18035,08/05,-57,-283,-400,-823,-277,-1176,2326.0,719.0,-1830.0,-341.0
70,6285,啟碁,260.0,7.5,2.97,11917,08/05,131,-230,-554,-823,-2374,-3356,-8583.0,-14579.0,8219.0,5705.0
71,8028,昇陽半導體,282.0,14.0,5.22,1547,08/05,-239,-408,-472,-814,-1692,-4936,-8807.0,-5519.0,-4748.0,-6531.0
72,00888,永豐台灣ESG,32.09,0.71,2.26,10218,08/05,7,-97,-863,-804,-711,2338,3757.0,4376.0,4297.0,4250.0
73,00907,永豐優息存股,16.85,0.08,0.48,776,08/05,1,-176,-454,-797,4,-45,-6.0,-136.0,-292.0,52.0
74,2885,元大金,69.4,0.4,0.58,16914,08/05,25,159,104,-774,-1195,-636,830.0,1422.0,-752.0,1100.0
75,5328,華容,65.9,-0.5,-0.75,22691,08/05,-139,-90,345,-739,1150,159,1488.0,1214.0,4252.0,1598.0
76,00988A,主動統一全球創新,17.19,0.96,5.91,70769,08/05,-3381,-6672,-10024,-723,-10915,-8932,31115.0,55259.0,,59017.0
77,4442,竣邦-KY,53.1,-5.8,-9.85,1093,08/05,45,138,138,-711,170,167,159.0,43.0,,89.0
78,1310,台苯,8.17,0.74,9.96,7230,08/05,167,-101,-120,-706,-2004,-1834,454.0,7671.0,9167.0,7469.0
79,2855,統一證,45.85,1.1,2.46,4435,08/05,-331,-430,-507,-685,-1238,-1636,952.0,-8026.0,1691.0,2865.0
80,3006,晶豪科,239.0,21.5,9.89,12064,08/05,237,-534,-282,-673,-1102,-4749,-5522.0,-9904.0,7382.0,4124.0
81,00937B,群益ESG投等債20+,14.73,0.11,0.75,35572,08/05,-529,-1032,-913,-664,960,8641,8840.0,1879.0,-2593.0,-773.0
82,5314,世紀*,56.8,0.4,0.71,2471,08/05,-136,-149,-176,-653,-3127,-3983,-3762.0,-7197.0,-2433.0,-6085.0
