排名,代號,名稱,成交,漲跌 價,漲跌 幅,持股 資料 週別,更新 日期,持股 800張 以下 (%),800張 以下 增減,持股 1千張 以下 (%),1千張 以下 增減,持股 超過 1千張 (%),超過 1千張 增減
2101,3555,博士旺,156.5,-1.0,-0.63,26W29,07/17,22.3,0.0,22.3,0.0,77.7,0.0
2102,5278,尚凡*,24.65,0.0,0.0,26W29,07/17,21.3,-0.02,22.5,-0.03,77.5,0.03
2103,1735,日勝化,20.5,-0.1,-0.49,26W29,07/17,22.2,0.0,22.2,0.0,77.8,0.0
2104,2433,互盛電,41.95,0.15,0.36,26W29,07/17,22.2,0.02,22.2,0.02,77.8,-0.02
2105,5546,永固-KY,14.0,0.3,2.19,26W29,07/17,20.9,0.0,22.0,0.0,78.0,0.0
2106,2897B,王道銀乙特,11.5,0.05,0.44,26W29,07/17,20.4,0.0,21.9,0.0,78.1,0.0
2107,3332,幸康,61.9,0.0,0.0,26W29,07/17,20.2,0.0,22.1,0.0,77.9,0.0
2108,2211,長榮鋼,88.1,1.9,2.2,26W29,07/17,19.8,0.22,21.1,0.22,78.9,-0.22
2109,6666,羅麗芬-KY,42.5,0.2,0.47,26W29,07/17,22.0,0.04,22.0,0.04,78.0,-0.04
2110,1459,聯發,12.9,-0.05,-0.39,26W29,07/17,18.5,-0.2,20.3,-0.2,79.7,0.2
2111,8464,億豐,381.0,-1.0,-0.26,26W29,07/17,20.4,0.28,22.2,-0.01,77.8,0.01
2112,2597,潤弘,166.0,1.5,0.91,26W29,07/17,21.0,0.03,21.8,0.03,78.2,-0.03
2113,1808,潤隆,33.05,1.2,3.77,26W29,07/17,21.7,-0.08,22.2,-0.17,77.8,0.17
2114,4148,全宇生技-KY,30.3,-0.5,-1.62,26W29,07/17,21.8,0.0,21.8,0.0,78.2,0.0
2115,6464,台數科,78.0,0.7,0.91,26W29,07/17,19.7,0.23,21.8,-0.39,78.2,0.39
2116,9940,信義,20.8,0.45,2.21,26W29,07/17,21.5,-0.06,22.0,-0.06,78.0,0.06
