證券代號,證券名稱,交易別,成交價,成交股數,成交金額
2442,新美齊,逐筆交易,19.90,"948,530","18,875,747"
2308,台達電,配對交易,"1,760.00","1,370,000","2,411,200,000"
2317,鴻海,配對交易,244.97,"285,000","69,816,450"
2330,台積電,配對交易,"2,410.00","124,000","298,840,000"
2330,台積電,配對交易,"2,394.25","9,975","23,882,644"
2330,台積電,配對交易,"2,394.23","11,025","26,396,386"
2330,台積電,配對交易,"2,375.00","950,000","2,256,250,000"
2330,台積電,配對交易,"2,370.00","600,000","1,422,000,000"
2345,智邦,配對交易,"2,035.00","9,000","18,315,000"
2357,華碩,配對交易,921.00,"100,000","92,100,000"
2357,華碩,配對交易,915.73,"82,000","75,089,860"
2383,台光電,配對交易,"5,905.00","32,000","188,960,000"
2383,台光電,配對交易,"5,762.00","93,120","536,557,440"
2383,台光電,配對交易,"5,761.98","98,880","569,744,582"
2395,研華,配對交易,650.86,"41,000","26,685,260"
2454,聯發科,配對交易,"3,725.00","645,230","2,403,481,750"
2881,富邦金,配對交易,132.27,"339,000","44,839,530"
2881,富邦金,配對交易,128.75,"144,000","18,540,000"
2890,永豐金,配對交易,39.62,"830,000","32,884,600"
2891,中信金,配對交易,63.75,"303,000","19,316,250"
3044,健鼎,配對交易,483.25,"40,000","19,330,000"
3044,健鼎,配對交易,464.00,"76,704","35,590,656"
3044,健鼎,配對交易,463.00,"93,296","43,196,048"
3533,嘉澤,配對交易,"1,622.50","12,000","19,470,000"
3702,大聯大,配對交易,111.00,"1,440,000","159,840,000"
4746,台耀,配對交易,59.20,"505,000","29,896,000"
總計,,,,"9,182,760","10,861,098,203"
