排名,代號,名稱,成交,漲跌 價,漲跌 幅,更新 日期,當日 增減 (萬元),2日 增減 (萬元),3日 增減 (萬元),5日 增減 (萬元),10日 增減 (萬元),1個月 增減 (萬元),3個月 增減 (萬元),半年 增減 (萬元),1年 增減 (萬元),今年 增減 (萬元)
1,2344,華邦電,182.5,1.0,0.55,08/31,501861.0,711985.0,751164.0,868752,642794.0,-602159.0,-997158.0,683963.0,474431.0,788636.0
2,2408,南亞科,543.0,3.0,0.56,08/31,359252.0,370423.0,518351.0,544432,241693.0,-977219.0,539045.0,471839.0,648694.0,833351.0
3,8299,群聯,2165.0,15.0,0.7,08/31,0.0,77875.0,215539.0,459723,790564.0,1459081.0,1242859.0,2909014.0,3356817.0,3384237.0
4,3231,緯創,178.0,0.0,0.0,08/31,199801.0,241878.0,317866.0,436424,687141.0,557940.0,1759312.0,839449.0,2562356.0,1768873.0
5,6488,環球晶,912.0,-60.0,-6.17,08/31,0.0,146253.0,267104.0,364765,784266.0,752179.0,-162186.0,-560063.0,-783138.0,-173833.0
6,8996,高力,1175.0,-90.0,-7.11,08/31,56211.0,126901.0,181812.0,271006,313994.0,452974.0,469173.0,451916.0,230462.0,437678.0
7,4958,臻鼎-KY,500.0,19.5,4.06,08/31,85307.0,172461.0,222966.0,245368,585756.0,1187206.0,361717.0,622552.0,-163075.0,628423.0
8,2317,鴻海,250.0,-3.0,-1.19,08/31,10241.0,15455.0,40476.0,191483,230203.0,-624831.0,-190658.0,-327215.0,-1214391.0,-128790.0
9,2368,金像電,1165.0,35.0,3.1,08/31,89092.0,154802.0,157174.0,184333,163968.0,300768.0,139197.0,-566805.0,-508184.0,-690781.0
10,3036,文曄,196.0,0.0,0.0,08/31,10417.0,38347.0,72345.0,183033,241658.0,200760.0,463606.0,1164321.0,1451658.0,1190092.0
11,2449,京元電子,257.0,-13.0,-4.81,08/31,35137.0,69353.0,101863.0,156319,255032.0,815941.0,-452217.0,1202031.0,1197636.0,1091790.0
12,3711,日月光投控,584.0,-37.0,-5.96,08/31,60495.0,69498.0,69077.0,147737,171806.0,1040080.0,-2577464.0,-322895.0,-2090480.0,-362520.0
13,5483,中美晶,178.0,-5.5,-3.0,08/31,76841.0,93945.0,104013.0,147023,251235.0,250607.0,617999.0,606839.0,657017.0,575138.0
14,2327,國巨*,545.0,-52.0,-8.71,08/31,91122.0,116437.0,103362.0,140540,285948.0,598633.0,643206.0,773458.0,464044.0,455947.0
15,6446,藥華藥,1395.0,-150.0,-9.71,08/31,130932.0,131089.0,129337.0,132769,131611.0,25375.0,187237.0,108275.0,-476073.0,-378143.0
16,6669,緯穎,7095.0,-105.0,-1.46,08/31,30087.0,107334.0,140845.0,121089,132399.0,56654.0,-486824.0,1162042.0,2986812.0,1807582.0
17,2454,聯發科,3925.0,-60.0,-1.51,08/31,51739.0,66619.0,139183.0,120669,727839.0,1001367.0,891410.0,922614.0,524493.0,263410.0
18,3491,昇達科,1380.0,-130.0,-8.61,08/31,36415.0,76375.0,96380.0,106910,152721.0,156200.0,525763.0,506651.0,213584.0,452723.0
19,8046,南電,1230.0,-10.0,-0.81,08/31,19716.0,51804.0,75982.0,106541,219106.0,343909.0,43546.0,257933.0,-37248.0,204638.0
20,6805,富世達,2305.0,-40.0,-1.71,08/31,9862.0,50104.0,70785.0,100890,213258.0,455570.0,440283.0,460144.0,502324.0,491358.0
21,2303,聯電,129.0,-1.0,-0.77,08/31,33060.0,37751.0,70557.0,99806,99718.0,-91050.0,-6323239.0,-6107208.0,-9375699.0,-7117861.0
22,1519,華城,729.0,-26.0,-3.44,08/31,11057.0,44171.0,71691.0,99487,148223.0,93784.0,294272.0,1227297.0,841277.0,908502.0
23,3189,景碩,819.0,-80.0,-8.9,08/31,89307.0,104111.0,102717.0,99341,167447.0,150083.0,111200.0,-249966.0,-148526.0,-109879.0
24,2884,玉山金,39.75,1.0,2.58,08/31,39739.0,58912.0,55263.0,94723,187289.0,250509.0,-159538.0,-141575.0,743690.0,126002.0
25,6139,亞翔,755.0,-20.0,-2.58,08/31,17339.0,45864.0,68479.0,85621,122012.0,237006.0,530986.0,513228.0,463575.0,517376.0
26,2834,臺企銀,16.95,0.5,3.04,08/31,15620.0,27696.0,44415.0,82449,146028.0,274055.0,249250.0,678641.0,692989.0,714297.0
27,3443,創意,6100.0,85.0,1.41,08/31,6400.0,25844.0,79442.0,75332,-37809.0,-63369.0,209339.0,210769.0,-33691.0,238693.0
28,3163,波若威,741.0,-13.0,-1.72,08/31,1253.0,2621.0,11311.0,70766,84688.0,158614.0,314016.0,442070.0,271127.0,414411.0
29,3529,力旺,2400.0,-140.0,-5.51,08/31,33072.0,46625.0,42929.0,70366,147462.0,521809.0,178634.0,-624803.0,92913.0,-437967.0
30,3026,禾伸堂,742.0,0.0,0.0,08/31,64150.0,72977.0,67212.0,60415,160189.0,270846.0,436017.0,419252.0,427982.0,396697.0
31,1101,台泥,24.4,0.1,0.41,08/31,16709.0,24523.0,31101.0,56086,100960.0,135023.0,459471.0,1156083.0,1191211.0,1290834.0
32,6290,良維,253.5,5.5,2.22,08/31,0.0,13424.0,19523.0,50120,64496.0,-11537.0,140743.0,237512.0,216938.0,179476.0
33,6415,矽力*-KY,412.5,-45.5,-9.93,08/31,10467.0,26102.0,37367.0,49125,18962.0,64675.0,-293120.0,-508669.0,-361277.0,-188681.0
34,3533,嘉澤,1690.0,-45.0,-2.59,08/31,36245.0,37101.0,40200.0,48670,81333.0,214897.0,-9666.0,-360384.0,-396184.0,-274201.0
35,4979,華星光,609.0,-1.0,-0.16,08/31,598.0,-4674.0,24696.0,45864,63224.0,101550.0,132603.0,55359.0,-40951.0,99884.0
36,6182,合晶,105.5,-4.5,-4.09,08/31,0.0,15311.0,20977.0,43609,227748.0,307246.0,326250.0,246245.0,338355.0,256828.0
37,2887,台新新光金,38.55,1.05,2.8,08/31,36304.0,44583.0,36990.0,43042,116217.0,65342.0,402868.0,799631.0,821794.0,567839.0
38,6223,旺矽,5130.0,100.0,1.99,08/31,0.0,26492.0,20554.0,37956,102738.0,406733.0,533077.0,1085170.0,1012778.0,929883.0
39,6239,力成,277.0,-10.0,-3.48,08/31,4039.0,3780.0,27821.0,37493,25738.0,-60025.0,-377308.0,-134544.0,-482959.0,-191671.0
40,4749,新應材,769.0,-21.0,-2.66,08/31,14453.0,25914.0,33688.0,37014,44906.0,58028.0,359542.0,205074.0,465331.0,247024.0
41,6278,台表科,199.5,-2.0,-0.99,08/31,3059.0,9064.0,22477.0,36026,41221.0,23793.0,-244285.0,201600.0,213683.0,195099.0
42,2645,長榮航太,173.0,-1.0,-0.57,08/31,3171.0,18093.0,28556.0,35910,61577.0,73722.0,16664.0,-15586.0,74273.0,42418.0
43,4991,環宇-KY,539.0,19.0,3.65,08/31,7596.0,11536.0,14002.0,34584,97281.0,108571.0,109908.0,135185.0,87298.0,134161.0
44,2412,中華電,136.0,0.5,0.37,08/31,7763.0,18500.0,22224.0,34496,55265.0,81113.0,186115.0,353500.0,585625.0,505065.0
