排名,代號,名稱,成交,漲跌 價,漲跌 幅,法人 買賣 日期,當日 買賣超 佔 成交,2日 買賣超 佔 成交,3日 買賣超 佔 成交,5日 買賣超 佔 成交,10日 買賣超 佔 成交,1個月 買賣超 佔 成交,3個月 買賣超 佔 成交,半年 買賣超 佔 成交,1年 買賣超 佔 成交,3年 買賣超 佔 成交,10年 買賣超 佔 成交,今年 買賣超 佔 成交
1,00709,富邦歐洲,40.56,-0.6,-1.46,07/28,0.0,6.35,43.5,53.7,47.8,23.9,6.9,2.63,1.03,0.46,,2.25
2,00741B,富邦全球非投等債,37.88,-0.12,-0.32,07/28,0.0,10.1,53.6,46.8,39.5,22.7,9.09,4.7,1.73,0.37,,3.94
3,009814,富邦標普500,11.11,-0.11,-0.98,07/28,0.0,25.5,42.2,41.8,37.5,18.2,4.27,1.71,,,,1.31
4,2542,興富發,42.95,-0.55,-1.26,07/28,0.66,1.27,0.87,28.1,34.0,26.8,15.8,10.1,6.07,1.1,0.41,8.76
5,00645,富邦日本,55.9,-1.55,-2.7,07/28,0.0,20.7,26.6,25.9,19.2,7.53,1.6,0.69,0.28,0.04,0.02,0.61
6,2880,華南金,41.4,0.0,0.0,07/28,19.7,18.9,16.7,25.6,21.8,14.3,20.6,13.5,13.1,8.95,3.7,12.8
7,2912,統一超,237.5,-2.0,-0.84,07/28,16.7,17.9,20.1,23.7,21.1,13.2,22.2,9.98,6.08,6.45,2.33,7.93
8,8938,明安,55.8,-1.2,-2.11,07/28,-2.51,-1.72,-0.98,21.2,10.6,13.8,3.05,1.35,0.67,0.19,0.03,1.17
9,3665,貿聯-KY,2215.0,65.0,3.02,07/28,16.4,14.6,14.5,18.6,16.6,10.6,-0.11,0.12,-0.74,0.88,0.4,-1.73
10,3702,大聯大,110.0,-6.0,-5.17,07/28,0.85,0.8,20.7,18.1,9.86,21.3,-0.36,-2.22,-5.17,-2.22,-0.22,-3.02
11,2637,慧洋-KY,81.9,-0.4,-0.49,07/28,23.0,26.2,19.6,17.1,11.9,5.83,-5.42,-4.03,-2.59,0.27,0.28,-5.08
12,2474,可成,184.5,-4.0,-2.12,07/28,5.8,6.99,4.96,17.0,17.6,14.7,-3.58,-5.18,-7.45,0.1,0.59,-7.21
13,5871,中租-KY,120.0,0.0,0.0,07/28,7.17,7.74,8.2,15.6,17.0,7.48,14.8,7.24,-2.02,2.34,1.06,4.25
14,1216,統一,77.4,0.3,0.39,07/28,10.9,11.0,9.75,14.9,14.7,9.77,12.9,4.92,7.85,7.36,2.84,2.76
15,4764,雙鍵,281.0,-13.5,-4.58,07/28,11.5,14.9,15.3,14.4,9.14,8.88,5.0,2.11,1.43,1.4,,1.84
16,00740B,富邦全球投等債,38.18,-0.05,-0.13,07/28,0.0,4.64,13.5,14.2,10.0,3.97,0.93,0.53,-0.24,0.05,,0.48
17,5287,數字,145.0,-2.0,-1.36,07/28,-1.67,-1.05,-0.79,12.9,6.72,12.7,2.96,1.52,1.0,0.25,0.05,1.35
18,9946,三發地產,17.75,-0.35,-1.93,07/28,0.0,1.98,2.72,12.6,11.2,7.19,1.45,1.02,0.73,0.14,0.05,0.96
19,2801,彰銀,24.55,-0.15,-0.61,07/28,0.62,1.22,1.01,12.2,17.7,26.6,11.0,6.58,2.29,0.66,0.69,2.66
20,2886,兆豐金,49.45,0.05,0.1,07/28,7.3,6.71,5.33,12.0,8.58,28.2,23.6,13.8,7.24,4.5,1.84,12.2
