排名,代號,名稱,成交,漲跌 價,漲跌 幅,持股 資料 週別,更新 日期,持股 超過 600張 (%),超過 600張 增減,持股 超過 800張 (%),超過 800張 增減,持股 超過 1千張 (%),超過 1千張 增減
1,00719B,元大美債1-3,31.45,-0.02,-0.06,26W31,07/31,60.8,1.88,60.0,1.9,58.7,2.06
2,4989,榮科,65.7,-2.0,-2.95,26W31,07/31,34.6,14.4,31.8,14.5,31.3,16.5
3,00657,國泰日經225,77.65,-0.2,-0.26,26W31,07/31,15.4,-2.24,15.4,-2.24,15.4,-2.24
4,00989B,台新美國非投等債,10.26,0.0,0.0,26W31,07/31,49.1,-7.77,46.8,-8.17,43.4,-7.43
5,009826,貝萊德世界股票,10.22,-0.06,-0.58,26W31,07/31,27.7,,27.4,,25.6,
6,00982T,平衡兆豐台美動能,15.24,0.0,0.0,26W31,07/31,36.2,0.03,28.3,0.03,23.9,0.7
7,00689R,國泰20年美債反1,22.9,0.19,0.84,26W31,07/31,76.8,3.32,66.5,3.32,66.5,3.32
8,00666R,富邦恒生國企反1,9.02,-0.02,-0.22,26W31,07/31,81.3,-1.5,81.3,-1.5,81.3,-1.5
9,00731,復華富時高息低波,91.0,0.5,0.55,26W31,07/31,15.3,-2.96,9.47,-1.88,5.76,5.76
10,00799B,國泰A級醫療債,29.35,-0.21,-0.71,26W31,07/31,19.3,0.07,16.6,-2.67,12.7,1.21
11,00676R,富邦臺灣加權反1,5.77,0.04,0.7,26W31,07/31,39.1,5.95,35.6,6.24,31.2,6.71
12,00401A,主動摩根台灣鑫收,13.23,-0.16,-1.19,26W31,07/31,23.0,-0.03,22.6,-0.38,21.8,0.37
13,8996,高力,1045.0,-90.0,-7.93,26W31,07/31,42.4,-0.43,38.6,-0.73,36.8,1.37
14,00986B,FT金融債10+,9.72,-0.03,-0.31,26W31,07/31,80.5,0.13,77.5,0.13,77.5,0.13
15,009817,國泰日本不動產,9.19,-0.04,-0.43,26W31,07/31,22.8,1.48,21.9,1.79,20.7,1.77
16,00715L,期街口布蘭特正2,43.02,4.54,11.8,26W31,07/31,38.2,-0.07,35.4,-0.99,35.4,-0.13
17,00983B,大華優利美公債20,15.36,-0.15,-0.97,26W31,07/31,54.4,0.17,54.4,2.78,51.2,2.78
18,6271,同欣電,193.5,1.5,0.78,26W31,07/31,48.8,-0.33,46.3,-0.04,42.9,-1.39
19,00664R,國泰臺灣加權反1,1.68,0.01,0.6,26W31,07/31,50.1,-0.19,44.1,0.55,39.3,1.06
20,5475,德宏,123.5,0.5,0.41,26W31,07/31,41.6,2.81,40.1,3.95,38.7,2.48
21,00928,中信上櫃ESG30,31.55,-0.87,-2.68,26W31,07/31,16.3,-3.62,13.2,-2.3,13.2,-2.3
22,00686R,群益臺灣加權反1,1.02,0.01,0.99,26W31,07/31,58.6,2.06,53.4,4.14,47.6,3.83
23,00675L,富邦臺灣加權正2,292.0,-1.0,-0.34,26W31,07/31,17.8,-0.43,16.0,-1.1,14.5,-0.96
24,00642U,期元大S&P石油,25.8,1.16,4.71,26W31,07/31,40.4,3.3,37.4,3.21,36.3,2.11
25,00962,台新AI優息動能,14.93,-0.09,-0.6,26W31,07/31,21.2,-0.25,19.9,-0.25,16.2,1.43
26,7835,永悅健康-創,27.3,2.05,8.12,26W31,07/31,70.4,-0.34,66.3,-0.34,60.6,-2.44
27,00943,兆豐電子高息等權,21.51,-0.19,-0.88,26W31,07/31,34.4,0.75,32.6,-1.04,30.2,-1.14
28,00694B,富邦美債1-3,42.29,-0.05,-0.12,26W31,07/31,70.9,-0.01,68.8,-0.01,68.8,-0.01
29,3211,順達,338.5,-18.0,-5.05,26W31,07/31,46.6,-1.29,42.5,-2.17,39.0,-1.67
30,00645,富邦日本,57.45,0.15,0.26,26W31,07/31,19.0,0.2,19.0,0.2,14.8,0.2
31,4163,鐿鈦,144.0,9.5,7.06,26W31,07/31,65.7,0.0,64.4,0.0,62.6,0.0
32,1718,中纖,9.91,-0.29,-2.84,26W31,07/31,51.3,0.38,49.8,0.38,48.7,0.28
33,5464,霖宏,62.6,-5.0,-7.4,26W31,07/31,69.6,0.22,65.7,0.42,61.6,0.42
34,00752,中信中國50,23.99,-0.01,-0.04,26W31,07/31,32.0,-0.23,30.9,-0.3,29.9,-0.67
35,9949,琉園,23.55,0.25,1.07,26W31,07/31,66.7,0.29,64.0,0.27,53.9,0.28
