代號,名稱,成交,漲跌 價,漲跌 幅,法人 買賣 週別,更新 日期,外資 連續 買賣 週數,外資 連續 買賣 張數,外資 連續 買賣 佔 成交 (%),外資 連續 買賣 佔發 行量 (%),投信 連續 買賣 週數,投信 連續 買賣 張數,投信 連續 買賣 佔 成交 (%),投信 連續 買賣 佔發 行量 (%),自營 商 連續 買賣 週數,自營 商 連續 買賣 張數,自營 商 連續 買賣 佔 成交 (%),自營 商 連續 買賣 佔發 行量 (%),三大 法人 連續 買賣 週數,三大 法人 連續 買賣 張數,三大 法人 連續 買賣 佔 成交 (%),三大 法人 連續 買賣 佔發 行量 (%)
0050,元大台灣50,107.6,1.9,1.8,26W23,06/03,-6,-464507,-15.6,-2.43,18,124738,1.13,0.65,-8,-310188,-7.69,-1.62,-6,-684130,-23.0,-3.57
6679,鈺太,297.5,-1.0,-0.34,26W23,06/03,3,531,6.55,0.97,9,245,0.88,0.45,-2,-244,-5.44,-0.44,3,398,4.91,0.72
6531,愛普*,1100.0,25.0,2.33,26W23,06/03,-6,-7891,-4.13,-4.85,8,11274,3.67,6.92,-2,-194,-0.26,-0.12,-1,-372,-1.55,-0.23
009803,玉山市值動能50,22.63,0.52,2.35,26W23,06/03,1,696,5.43,0.49,7,2255,2.86,1.6,-2,-5366,-20.0,-3.81,-2,-3875,-14.4,-2.75
2330,台積電,2425.0,45.0,1.89,26W23,06/03,-1,-3024,-2.3,-0.01,7,58622,4.22,0.23,3,3683,0.67,0.01,-1,-368,-0.28,0.0
3026,禾伸堂,640.0,-10.0,-1.54,26W23,06/03,5,6357,4.14,3.83,7,12533,5.92,7.55,-1,-44,-0.73,-0.03,5,18509,12.1,11.2
2344,華邦電,177.5,-7.0,-3.79,26W23,06/03,-1,-43373,-4.83,-0.96,6,160321,2.34,3.56,-1,-3463,-0.39,-0.08,-1,-26111,-2.91,-0.58
3706,神達,100.0,4.8,5.04,26W23,06/03,3,50966,11.2,3.84,6,16172,2.39,1.22,3,4036,0.88,0.3,3,70823,15.5,5.34
5269,祥碩,1575.0,-15.0,-0.94,26W23,06/03,1,13,0.17,0.02,6,1156,1.75,1.56,1,31,0.43,0.04,1,271,3.72,0.37
8028,昇陽半導體,344.5,9.5,2.84,26W23,06/03,1,143,0.44,0.08,6,7056,1.64,3.93,-3,-1297,-0.75,-0.72,1,740,2.29,0.41
0056,元大高股息,53.8,1.0,1.89,26W23,06/03,3,126484,17.5,0.93,5,5785,0.38,0.04,6,403788,22.1,2.97,6,764222,41.7,5.63
00646,元大S&P500,75.2,0.2,0.27,26W23,06/03,2,170,0.74,0.03,5,1559,1.68,0.28,-3,-21779,-46.6,-3.9,-3,-21189,-45.3,-3.79
