排名,代號,名稱,成交,漲跌 價,漲跌 幅,持股 資料 週別,更新 日期,持股 100張 以下 (%),100張 以下 增減,持股 200張 以下 (%),200張 以下 增減,持股 400張 以下 (%),400張 以下 增減,持股 600張 以下 (%),600張 以下 增減
1501,1446,宏和,13.4,-0.05,-0.37,26W35,08/28,24.2,-0.22,29.8,-0.17,34.0,-0.01,36.5,0.01
1502,3022,威強電,95.9,8.7,9.98,26W35,08/28,26.7,0.03,30.6,0.26,33.9,0.21,37.3,-0.47
1503,6934,心誠鎂,72.6,-1.4,-1.89,26W35,08/28,20.2,0.02,25.9,0.01,33.9,0.01,35.2,-0.01
1504,00686R,群益臺灣加權反1,0.98,0.0,0.0,26W35,08/28,14.9,-0.02,23.1,-0.3,33.9,-0.72,41.6,0.19
1505,2883B,凱基金乙特,8.22,0.01,0.12,26W35,08/28,21.1,0.0,27.0,-0.09,33.8,-0.05,38.0,-0.01
1506,9945,潤泰新,28.45,0.2,0.71,26W35,08/28,24.9,0.04,29.7,0.05,33.8,0.05,35.9,0.1
1507,4569,六方科-KY,180.0,7.5,4.35,26W35,08/28,16.0,-0.02,19.1,0.0,33.8,0.0,37.5,0.0
1508,6465,威潤,46.0,0.0,0.0,26W35,08/28,23.3,0.15,30.2,0.47,33.8,0.72,36.3,0.01
1509,6951,青新-創,71.0,-0.8,-1.11,26W35,08/28,25.0,0.0,29.7,0.0,33.8,0.0,34.6,0.0
1510,4571,鈞興-KY,161.5,7.0,4.53,26W35,08/28,26.9,0.38,30.4,0.47,33.8,0.06,38.8,0.06
1511,1324,地球,10.1,-0.15,-1.46,26W35,08/28,29.2,-0.01,31.7,-0.01,33.8,-0.01,36.2,-0.01
1512,1799,易威,29.7,-0.05,-0.17,26W35,08/28,25.1,0.01,30.3,0.01,33.7,0.01,35.1,0.25
1513,2542,興富發,48.55,-0.1,-0.21,26W35,08/28,26.7,-0.19,31.0,-0.26,33.7,-0.32,35.1,-0.27
1514,3704,合勤控,40.1,0.1,0.25,26W35,08/28,26.6,0.12,30.2,0.0,33.7,0.41,37.0,0.25
1515,3205,佰研,46.2,-0.85,-1.81,26W35,08/28,23.3,-0.17,27.6,0.02,33.7,0.0,35.9,0.0
1516,3617,碩天,248.0,6.5,2.69,26W35,08/28,19.4,0.18,23.8,-0.29,33.7,0.45,39.6,0.52
1517,8916,光隆,40.95,0.0,0.0,26W35,08/28,23.4,-0.12,28.6,-0.03,33.7,-0.04,35.8,-0.04
1518,8462,柏文,165.5,0.0,0.0,26W35,08/28,23.1,-0.07,27.8,0.21,33.7,0.21,37.2,0.17
1519,1532,勤美,23.0,-0.05,-0.22,26W35,08/28,23.3,-0.24,28.7,-0.16,33.6,0.12,37.6,0.0
1520,5468,凱鈺,24.7,0.25,1.02,26W35,08/28,25.9,0.1,29.1,-0.07,33.6,-0.07,35.4,-0.11
1521,4205,中華食,69.8,0.1,0.14,26W35,08/28,23.4,0.04,27.4,0.23,33.6,0.0,37.1,0.0
1522,4747,強生*,24.85,0.0,0.0,26W35,08/28,17.2,0.0,23.7,0.0,33.6,0.0,41.8,0.0
1523,2941,米斯特,33.9,2.4,7.62,26W35,08/28,15.8,0.0,22.8,0.0,33.5,0.0,51.8,0.0
1524,8481,政伸,41.0,0.4,0.99,26W35,08/28,16.5,-0.02,24.5,-0.32,33.5,-0.01,39.3,0.0
1525,4576,大銀微系統,238.0,7.0,3.03,26W35,08/28,27.0,0.01,30.0,0.19,33.5,-0.17,35.6,-0.65
1526,3432,台端,14.55,0.0,0.0,26W35,08/28,26.7,0.01,32.1,0.0,33.5,0.0,35.9,0.0
1527,7769,鴻勁,5980.0,110.0,1.87,26W35,08/28,17.9,0.0,24.8,-0.04,33.5,-0.1,38.4,-0.1
1528,6409,旭隼,965.0,-7.0,-0.72,26W35,08/28,20.1,-0.12,26.2,0.03,33.4,-0.31,40.1,-0.96
1529,2705,六福,15.75,0.1,0.64,26W35,08/28,25.8,-0.02,29.8,-0.12,33.4,-0.01,36.3,0.0
1530,3577,泓格,112.5,3.0,2.74,26W35,08/28,22.1,0.5,27.8,0.55,33.4,0.21,38.0,0.07
1531,7714,創泓科技,160.5,0.5,0.31,26W35,08/28,27.1,0.02,31.3,0.0,33.4,0.0,41.1,0.0
1532,4190,佐登-KY,25.95,0.15,0.58,26W35,08/28,27.2,-0.01,30.5,-0.34,33.3,0.0,33.3,0.0
1533,2377,微星,161.5,11.0,7.31,26W35,08/28,28.2,-0.26,30.5,-0.13,33.3,-0.17,36.0,-0.18
1534,1608,華榮,36.5,0.15,0.41,26W35,08/28,28.3,-1.15,31.2,-1.17,33.3,-1.29,34.5,-1.31
1535,6776,展碁國際,53.1,0.4,0.76,26W35,08/28,26.9,-0.22,29.6,0.0,33.3,-0.01,36.1,0.0
1536,2755,揚秦,100.5,-2.0,-1.95,26W35,08/28,22.0,0.03,25.7,0.04,33.3,0.01,38.4,0.01
1537,1717,長興,76.1,-0.7,-0.91,26W35,08/28,26.5,-1.05,29.9,-0.95,33.2,-0.9,35.4,-1.33
1538,6846,綠茵,58.1,-0.2,-0.34,26W35,08/28,22.1,-0.03,25.8,-0.03,33.2,0.0,33.2,0.0
1539,6697,東捷資訊,40.6,-0.65,-1.58,26W35,08/28,29.3,0.0,33.2,0.0,33.2,0.0,36.5,0.0
1540,9914,美利達,79.3,-0.3,-0.38,26W35,08/28,24.4,0.22,28.1,0.27,33.1,0.48,36.2,1.01
1541,00683L,期元大美元指正2,21.22,-0.2,-0.93,26W35,08/28,21.6,0.11,31.1,0.07,33.1,0.07,41.1,0.1
1542,8045,達運光電,50.2,-0.2,-0.4,26W35,08/28,20.2,-0.01,26.7,0.07,33.1,0.14,38.8,0.79
1543,2852,第一保,28.3,0.05,0.18,26W35,08/28,21.6,-0.19,27.5,-0.24,33.0,-0.18,35.8,-0.18
1544,8182,加高,38.85,0.85,2.24,26W35,08/28,28.9,-0.14,31.2,-0.04,33.0,0.17,34.3,0.18
1545,1455,集盛,9.96,-0.01,-0.1,26W35,08/28,26.6,-0.01,29.9,-0.08,33.0,0.07,35.0,-0.01
1546,2059,川湖,13860.0,410.0,3.05,26W35,08/28,18.0,-0.25,26.9,-0.4,32.9,-0.2,39.0,-0.23
1547,6605,帝寶,138.5,1.5,1.09,26W35,08/28,24.3,-0.4,28.2,-0.2,32.9,-0.32,35.9,-0.13
1548,8210,勤誠,986.0,38.0,4.01,26W35,08/28,24.8,0.46,27.7,0.44,32.9,0.34,34.9,0.05
1549,5604,中連,31.35,0.4,1.29,26W35,08/28,18.3,-0.01,25.5,-0.01,32.8,-0.01,39.1,-0.01
1550,8941,關中,44.0,0.2,0.46,26W35,08/28,15.1,0.03,21.8,0.04,32.8,0.0,39.1,0.0
1551,6474,華豫寧,36.55,0.0,0.0,26W35,08/28,17.0,0.03,23.5,0.09,32.8,0.09,42.1,0.0
1552,1467,南緯,8.19,-0.02,-0.24,26W35,08/28,23.5,-0.1,28.5,-0.11,32.8,-0.1,35.6,-0.31
1553,1218,泰山,14.45,0.1,0.7,26W35,08/28,25.4,0.1,29.4,0.02,32.8,0.0,34.3,0.06
1554,6121,新普,397.0,2.5,0.63,26W35,08/28,19.9,0.13,24.7,0.05,32.7,-0.24,41.1,-0.44
1555,4807,日成-KY,28.55,1.0,3.63,26W35,08/28,18.8,1.02,24.0,1.71,32.6,0.83,33.8,0.0
1556,4527,方土霖,40.8,0.2,0.49,26W35,08/28,22.1,-0.03,26.3,-0.03,32.6,-0.03,36.3,-0.03
1557,1227,佳格,28.55,0.0,0.0,26W35,08/28,27.8,0.01,30.4,0.04,32.6,0.06,33.9,0.02
1558,4995,晶達,50.1,-0.3,-0.6,26W35,08/28,21.1,-0.19,26.8,0.08,32.6,-0.09,40.4,-0.09
1559,9136,巨騰-DR,11.0,0.1,0.92,26W35,08/28,23.1,0.05,27.3,0.04,32.5,-0.05,34.8,0.31
1560,8093,保銳,26.35,-0.2,-0.75,26W35,08/28,21.9,-0.26,27.0,0.02,32.4,0.0,34.3,0.0
1561,6576,逸達,80.0,-0.3,-0.37,26W35,08/28,22.0,-0.16,27.4,-0.09,32.4,-0.09,34.6,-0.1
1562,8433,弘帆,54.6,-0.1,-0.18,26W35,08/28,23.9,0.04,28.1,0.0,32.4,0.0,36.7,0.0
1563,9934,成霖,11.1,0.05,0.45,26W35,08/28,21.9,-0.02,27.9,0.02,32.4,0.07,36.4,-0.04
1564,6525,捷敏-KY,138.0,2.5,1.85,26W35,08/28,24.0,-0.29,28.0,0.23,32.4,0.3,35.4,-0.06
1565,6482,弘煜科,25.15,0.4,1.62,26W35,08/28,27.9,-0.02,28.7,-0.72,32.4,0.0,34.2,0.0
1566,3265,台星科,176.5,3.5,2.02,26W35,08/28,26.6,0.04,29.4,-0.15,32.4,-0.04,36.2,0.34
1567,1220,台榮,10.7,0.0,0.0,26W35,08/28,22.6,0.05,26.9,-0.01,32.3,-0.01,34.5,-0.01
1568,2393,億光,64.8,0.2,0.31,26W35,08/28,25.2,-0.31,28.4,-0.3,32.3,-0.36,35.6,0.09
1569,6617,共信-KY,123.0,9.5,8.37,26W35,08/28,22.8,0.0,28.3,0.37,32.3,0.04,35.3,0.02
1570,2729,瓦城,156.0,0.5,0.32,26W35,08/28,27.4,0.07,29.4,0.09,32.2,0.96,34.8,0.0
1571,9911,櫻花,81.2,-0.9,-1.1,26W35,08/28,25.6,0.02,28.4,0.0,32.2,-0.18,34.9,-0.27
1572,6829,千附精密,243.5,12.0,5.18,26W35,08/28,24.3,-0.82,27.3,-0.87,32.2,0.19,33.7,0.07
1573,6417,韋僑,108.0,3.5,3.35,26W35,08/28,14.8,0.01,22.9,-0.03,32.1,-0.04,37.6,0.0
1574,2476,鉅祥,121.0,-1.5,-1.22,26W35,08/28,24.5,-0.28,29.1,-0.42,32.1,-0.58,34.6,-0.38
1575,3465,進泰電子,29.05,-0.05,-0.17,26W35,08/28,19.6,-0.28,26.4,0.02,32.1,0.02,33.2,0.02
1576,2850,新產,159.0,0.0,0.0,26W35,08/28,22.8,0.07,27.2,0.09,32.1,0.08,35.5,-0.11
1577,3504,揚明光,89.7,1.9,2.16,26W35,08/28,27.2,-2.79,29.9,-3.46,32.0,-2.4,34.6,-2.31
1578,5511,德昌,69.3,-0.7,-1.0,26W35,08/28,19.6,0.1,25.8,0.28,32.0,0.3,36.8,0.42
1579,6569,醫揚,91.8,0.8,0.88,26W35,08/28,24.1,0.17,27.5,-0.54,31.9,-0.06,37.3,0.0
1580,1521,大億,25.75,-0.05,-0.19,26W35,08/28,27.3,0.0,29.0,0.0,31.9,0.0,32.6,0.0
1581,5864,致和證,37.15,0.85,2.34,26W35,08/28,20.5,-0.15,26.6,-0.11,31.9,-0.01,35.0,-0.02
1582,6903,巨漢,312.5,7.0,2.29,26W35,08/28,25.3,0.03,28.4,0.3,31.9,0.0,32.6,0.0
1583,2441,超豐,116.0,2.5,2.2,26W35,08/28,26.7,0.44,29.3,0.5,31.9,0.39,33.8,0.38
1584,6691,洋基工程,619.0,16.0,2.65,26W35,08/28,20.9,0.57,25.6,0.9,31.9,0.36,38.5,1.51
1585,00852L,國泰美國道瓊正2,36.01,0.85,2.42,26W35,08/28,19.8,0.48,24.1,2.57,31.9,-0.05,36.9,0.03
1586,3040,遠見,35.7,0.05,0.14,26W35,08/28,24.0,0.08,26.2,0.09,31.9,0.14,36.3,0.14
1587,1313,聯成,11.9,0.0,0.0,26W35,08/28,24.3,-0.15,28.3,-0.18,31.8,-0.13,33.7,-0.29
1588,7822,倍利科,922.0,24.0,2.67,26W35,08/28,26.4,-0.32,29.7,0.0,31.8,0.0,33.1,0.0
1589,2327,國巨*,562.0,51.0,9.98,26W35,08/28,26.3,0.49,28.7,0.49,31.8,0.49,33.7,0.42
1590,1904,正隆,24.8,-0.3,-1.2,26W35,08/28,25.0,-0.18,28.8,-0.13,31.8,-0.1,33.2,-0.16
1591,7777,能率亞洲,38.3,0.25,0.66,26W35,08/28,27.3,-0.06,29.7,-0.13,31.7,0.15,33.3,-0.14
1592,4192,杏國,18.9,0.4,2.16,26W35,08/28,25.8,-0.17,29.5,-0.17,31.7,-0.01,33.4,0.0
