證券代號,證券名稱,交易別,成交價,成交股數,成交金額
1402,遠東新,配對交易,26.97,"633,000","17,072,010"
2327,國巨*,配對交易,566.00,"11,500,000","6,509,000,000"
2330,台積電,配對交易,"2,420.00","15,000","36,300,000"
2330,台積電,配對交易,"2,362.88","10,000","23,628,800"
2330,台積電,配對交易,"2,362.87","10,000","23,628,700"
2330,台積電,配對交易,"2,342.16","40,000","93,686,400"
2330,台積電,配對交易,"2,340.00","30,000","70,200,000"
2330,台積電,配對交易,"2,327.71","6,700","15,595,657"
2330,台積電,配對交易,"2,327.67","8,300","19,319,661"
2330,台積電,配對交易,"2,326.99","88,500","205,938,615"
2330,台積電,配對交易,"2,326.98","29,500","68,645,910"
2330,台積電,配對交易,"2,326.35","30,000","69,790,500"
2330,台積電,配對交易,"2,318.60","15,407","35,722,670"
2330,台積電,配對交易,"2,318.50","15,593","36,152,370"
2330,台積電,配對交易,"2,317.50","60,000","139,050,000"
2360,致茂,配對交易,"1,873.70","15,000","28,105,500"
2368,金像電,配對交易,882.42,"21,000","18,530,820"
2449,京元電子,配對交易,243.75,"84,000","20,475,000"
2454,聯發科,配對交易,"3,952.50","5,000","19,762,500"
2454,聯發科,配對交易,"3,865.00","457,000","1,766,305,000"
2882,國泰金,配對交易,98.90,"220,000","21,758,000"
3037,欣興,配對交易,924.00,"183,000","169,092,000"
3231,緯創,配對交易,186.00,"6,000,000","1,116,000,000"
3653,健策,配對交易,"4,062.50","6,000","24,375,000"
3711,日月光投控,配對交易,606.00,"39,000","23,634,000"
3711,日月光投控,配對交易,583.18,"125,000","72,897,500"
3711,日月光投控,配對交易,583.17,"188,000","109,635,960"
3711,日月光投控,配對交易,579.30,"28,210","16,342,053"
3711,日月光投控,配對交易,579.26,"33,790","19,573,195"
4557,永新-KY,配對交易,49.65,"306,000","15,192,900"
4904,遠傳,配對交易,100.55,"703,000","70,686,650"
4904,遠傳,配對交易,100.53,"487,000","48,958,110"
6415,矽力*-KY,配對交易,423.75,"46,000","19,492,500"
7769,鴻勁,配對交易,"6,430.00","4,000","25,720,000"
7769,鴻勁,配對交易,"6,307.19","94,000","592,875,860"
總計,,,,"21,537,000","11,563,143,842"
