"排名","代號","名稱","成交","漲跌價","漲跌幅","持股資料週別","更新日期","持股800張以下(%)","800張以下增減","持股1千張以下(%)","1千張以下增減","持股超過1千張(%)","超過1千張增減"
"93","009825","聯邦美國金融創新","10.05","+0.03","+0.3","","","","","","","",""
"94","00898","國泰基因免疫革命","9.68","+0.07","+0.73","26W28","07/09","87.5","-0.49","90.1","-1","9.89","+1"
"95","4977","眾達-KY","133.5","-5","-3.61","26W28","07/09","87.1","+1.22","89.3","+1.43","10.7","-1.43"
"96","00920","富邦ESG綠色電力","24.58","+0.06","+0.24","26W28","07/09","83.1","+3.26","87.3","-1.44","12.7","+1.44"
"97","00891","中信關鍵半導體","34.75","-0.34","-0.97","26W28","07/09","89.4","+0.64","89.9","+0.65","10.1","-0.65"
"98","6207","雷科","99.9","-4.1","-3.94","26W28","07/09","86","-0.82","87.8","+0.06","12.2","-0.06"
"99","6104","創惟","93","-2","-2.11","26W28","07/09","84.4","-1.05","86.4","-1.01","13.6","+1.01"
"100","00738U","期元大道瓊白銀","50.05","+0.36","+0.72","26W28","07/09","86.5","-0.37","87.6","+0.03","12.4","-0.03"
"101","2002A","中鋼特","37.45","+0.05","+0.13","26W28","07/09","86.2","0","88.5","0","11.5","0"
"102","00982A","主動群益台灣強棒","22.39","-0.32","-1.41","26W28","07/09","87.8","+1.25","88.5","+1.17","11.5","-1.17"
"103","6683","雍智科技","1120","-65","-5.49","26W28","07/09","85.4","0","88.8","0","11.2","0"
"104","00875","國泰網路資安","55.65","+0.1","+0.18","26W28","07/09","94","-5.97","100","0","0","0"
"105","00402A","主動安聯美國科技","9.75","-0.02","-0.2","26W28","07/09","88.3","+3.41","89.8","+3.48","10.2","-3.48"
"106","00675L","富邦臺灣加權正2","292","-1","-0.34","26W28","07/09","85.3","+0.44","86.2","+0.43","13.8","-0.43"
"107","00885","富邦越南","18.22","-0.12","-0.65","26W28","07/09","86.7","+0.58","88.2","+0.6","11.8","-0.6"
"108","00858","永豐美國500大","36.38","-0.12","-0.33","26W28","07/09","87","-0.88","87.8","-0.87","12.2","+0.87"
"109","00403A","主動統一升級50","9.72","-0.19","-1.92","26W28","07/09","88.2","+1.83","89.6","+1.79","10.4","-1.79"
"110","00730","富邦臺灣優質高息","29.07","0","0","26W28","07/09","84.9","-0.02","86.1","+0.05","13.9","-0.05"
"111","00771","元大US高息特別股","15.68","-0.03","-0.19","26W28","07/09","88.1","0","88.1","0","11.9","0"
"112","00645","富邦日本","57.45","+0.15","+0.26","26W28","07/09","80.9","-0.3","85.1","-0.23","14.9","+0.23"
"113","6150","撼訊","57.6","+0.2","+0.35","26W28","07/09","88.2","0","88.2","0","11.8","0"
"114","00900","富邦特選高股息30","18.64","-0.03","-0.16","26W28","07/09","86.5","-0.33","86.9","-0.33","13.1","+0.33"
"115","00735","國泰臺韓科技","95.55","-1.35","-1.39","26W28","07/09","88.3","+1.08","88.3","+1.08","11.7","-1.09"
"116","00984A","主動安聯台灣高息","14.87","-0.1","-0.67","26W28","07/09","90.8","+4.22","91.8","+3.95","9.4","-2.74"
"117","3025","星通","53.5","-2.5","-4.46","26W28","07/09","84.2","+1.99","87.6","+1.99","12.4","-1.99"
"118","00986A","主動台新龍頭成長","14.81","-0.01","-0.07","26W28","07/09","88","-0.84","92.3","-0.89","7.65","+0.89"
"119","4989","榮科","65.7","-2","-2.95","26W28","07/09","69.6","-4.84","71","-5.42","29","+5.42"
"120","00911","兆豐洲際半導體","54.25","+0.2","+0.37","26W28","07/09","100","0","100","0","0","0"
"121","6538","倉和","145","-5","-3.33","26W28","07/09","81.9","+0.28","89.2","+0.27","10.8","-0.27"
"122","6237","驊訊","33.45","-0.05","-0.15","26W28","07/09","85","+0.25","86","0","14","0"
"123","00897","富邦基因免疫生技","11.33","+0.03","+0.27","26W28","07/09","88.2","+0.12","89.4","+0.13","10.6","-0.13"
"124","00708L","期元大S&P黃金正2","77.6","+0.45","+0.58","26W28","07/09","85.3","+0.14","87.5","+0.03","12.5","-0.03"
"125","3689","湧德","107.5","-3","-2.71","26W28","07/09","78.9","+0.47","82.9","-2.59","17.1","+2.58"
"126","00910","第一金太空衛星","61.05","-0.05","-0.08","26W28","07/09","88.2","+1.06","88.2","+1.06","11.8","-1.06"
"127","00987A","主動台新優勢成長","14.92","-0.5","-3.24","26W28","07/09","86.7","+0.97","87.9","+0.98","12.1","-0.98"
"128","3455","由田","190","+0.5","+0.26","26W28","07/09","84.2","+0.17","87.1","0","12.9","0"
"129","00971","野村美國研發龍頭","17.86","-0.03","-0.17","26W28","07/09","85","-0.38","87.9","-0.51","12.1","+0.51"
"130","00788B","元大10年IG電能債","29.58","-0.23","-0.77","26W28","07/09","84.9","-0.12","92.1","0","7.93","0"
"131","00996A","主動兆豐台灣豐收","13.27","-0.21","-1.56","26W28","07/09","87","+2.87","88.2","+2.87","11.8","-2.87"
"132","00962","台新AI優息動能","14.93","-0.09","-0.6","26W28","07/09","76.8","+1.18","80.5","+1.25","19.5","-1.25"
"133","3094","聯傑","34.85","-0.75","-2.11","26W28","07/09","84.7","-2.79","86.8","-1.73","13.2","+1.73"
"134","00994A","主動第一金台股優","16.27","-0.23","-1.39","26W28","07/09","86.4","+3.7","87.6","+3.46","12.4","-3.46"
"135","00660","元大歐洲50","47.47","+0.17","+0.36","26W28","07/09","87.8","+0.05","100","0","0","0"
"136","4931","新盛力","216.5","-2","-0.92","26W28","07/09","74.8","-4.23","78.9","-2.91","21.1","+2.9"
"137","00923","群益台ESG低碳50","40.95","-0.31","-0.75","26W28","07/09","84.5","+0.05","84.8","+0.05","15.2","-0.05"
"138","4967","十銓","280","0","0","26W28","07/09","87.7","+2.4","88.6","+0.7","11.7","-0.37"
"139","3556","禾瑞亞","63.8","+0.4","+0.63","26W28","07/09","86.3","0","86.3","0","13.7","0"
"140","009803","玉山市值動能50","20.84","-0.13","-0.62","26W28","07/09","87.6","+1.36","89.3","+1.42","10.7","-1.42"
"141","00954","中信日本半導體","18.68","-0.59","-3.06","26W28","07/09","84.3","-0.69","85","-1.59","15","+1.59"
"142","6164","華興","11.75","-0.1","-0.84","26W28","07/09","84.7","+1.72","84.7","-0.59","15.3","+0.59"
"143","00881","國泰台灣科技龍頭","52.25","-0.5","-0.95","26W28","07/09","87.3","+0.17","87.5","+0.17","12.5","-0.17"
"144","4303","信立","45.05","-0.15","-0.33","26W28","07/09","83.5","-0.85","86.2","+0.08","13.8","-0.08"
"145","00995A","主動中信台灣卓越","16.39","-0.45","-2.67","26W28","07/09","89.7","+2.36","90.4","+2.37","9.62","-2.37"
"146","00894","中信小資高價30","46.67","-0.83","-1.75","26W28","07/09","86.7","+2.08","88.5","+3.24","11.5","-3.24"
"147","00915","凱基優選高股息30","31.9","-0.02","-0.06","26W28","07/09","84.9","+0.03","85.2","+0.03","14.8","-0.03"
"148","3483","力致","74.4","-2.1","-2.75","26W28","07/09","83.2","+0.18","87","+1.12","13","-1.12"
"149","6129","普誠","14.5","-0.5","-3.33","26W28","07/09","85","-0.04","85.6","+0.51","14.4","-0.51"
"150","00985A","主動野村台灣50","21.48","-0.29","-1.33","26W28","07/09","87.3","+0.45","88.3","+0.46","11.7","-0.46"
"151","3095","及成","39.4","+0.1","+0.25","26W28","07/09","76.8","+0.01","86","0","14","0"
"152","00636","國泰中國A50","28.69","+0.34","+1.2","26W28","07/09","83.8","+0.83","84.7","+0.84","15.3","-0.84"
"153","1558","伸興","92.4","+0.9","+0.98","26W28","07/09","85.5","-0.15","89.8","-1.64","10.2","+1.64"
"154","00902","中信電池及儲能","13.35","+0.24","+1.83","26W28","07/09","85.9","-0.67","86.8","-0.67","13.2","+0.67"
"155","3490","單井","30.4","+0.7","+2.36","26W28","07/09","86.3","-1.64","87.9","-0.03","12.1","+0.03"
"156","009816","凱基台灣TOP50","14.88","-0.08","-0.53","26W28","07/09","88.2","+0.62","89.2","+0.65","10.8","-0.65"
"157","009819","中信數據及電力","10.31","+0.01","+0.1","26W28","07/09","89.4","+0.01","90.7","+0.28","9.26","-0.28"
"158","6788","華景電","340","-16.5","-4.63","26W28","07/09","83.7","0","85.8","0","14.2","0"
"159","00964","中信亞太高股息","14.05","-0.05","-0.35","26W28","07/09","83.1","+0.85","85.6","-0.58","14.4","+0.58"
"160","00400A","主動國泰動能高息","13.74","-0.15","-1.08","26W28","07/09","90.9","+5.62","92","+5.9","8.37","-5.56"
"161","3043","科風","19.95","-0.1","-0.5","26W28","07/09","85.6","0","85.6","0","14.4","0"
"162","009811","統一美國50","13.5","-0.04","-0.3","26W28","07/09","84.4","+0.83","86.2","+1.21","13.8","-1.21"
"163","00892","富邦台灣半導體","39.92","-0.2","-0.5","26W28","07/09","85.5","+0.49","86.4","+0.42","13.6","-0.42"
"164","009814","富邦標普500","11.53","-0.05","-0.43","26W28","07/09","85.4","+0.29","86.1","+0.3","13.9","-0.3"
"165","3060","銘異","29","-0.15","-0.51","26W28","07/09","78.1","+0.51","80.8","+1.26","19.2","-1.26"
"166","3441","聯一光","84.4","-4","-4.52","26W28","07/09","83.2","+0.05","85.4","+0.05","14.6","-0.05"
"167","00960","野村全球航運龍頭","18.94","+0.36","+1.94","26W28","07/09","87.5","-0.6","87.5","-2.08","12.5","+2.08"
"168","3149","正達","62.8","-0.3","-0.48","26W28","07/09","81.1","+0.33","83.1","-0.41","16.9","+0.41"
"169","00782B","國泰A級公用債","29.83","-0.26","-0.86","26W28","07/09","83","-0.07","92.8","-0.33","7.18","+0.33"
"170","00913","兆豐台灣晶圓製造","46.35","-0.86","-1.82","26W28","07/09","96.2","+7.04","96.2","+5.06","3.82","-5.06"
