單位名稱,買進金額,賣出金額,買賣差額
自營商(自行買賣),"8,793,363,407","11,432,867,252","-2,639,503,845"
自營商(避險),"49,541,524,694","63,886,172,073","-14,344,647,379"
投信,"62,802,564,362","55,585,671,951","7,216,892,411"
外資及陸資(不含外資自營商),"590,443,430,438","629,035,783,079","-38,592,352,641"
外資自營商,0,0,0
合計,"711,580,882,901","759,940,494,355","-48,359,611,454"
