證券代號,證券名稱,交易別,成交價,成交股數,成交金額
2308,台達電,配對交易,"1,933.88","40,470","78,264,124"
2308,台達電,配對交易,"1,933.87","172,530","333,650,591"
2308,台達電,配對交易,"1,892.99","9,000","17,036,910"
2308,台達電,配對交易,"1,892.66","9,000","17,033,940"
2345,智邦,配對交易,"2,307.50","33,000","76,147,500"
2360,致茂,配對交易,"2,372.33","81,000","192,158,730"
2379,瑞昱,配對交易,717.00,"31,090","22,291,530"
2379,瑞昱,配對交易,715.00,"32,910","23,530,650"
2382,廣達,配對交易,333.50,"330,000","110,055,000"
2382,廣達,配對交易,333.25,"429,000","142,964,250"
2449,京元電子,配對交易,249.47,"207,000","51,640,290"
2881,富邦金,配對交易,142.00,"600,000","85,200,000"
2882,國泰金,配對交易,98.38,"798,000","78,507,240"
2890,永豐金,配對交易,38.93,"592,000","23,046,560"
2890,永豐金,配對交易,38.92,"785,000","30,552,200"
3443,創意,配對交易,"5,877.88","3,000","17,633,640"
3661,世芯-KY,配對交易,"4,097.01","4,000","16,388,040"
3711,日月光投控,配對交易,619.48,"161,000","99,736,280"
3711,日月光投控,配對交易,619.47,"76,000","47,079,720"
5534,長虹,配對交易,85.00,"180,000","15,300,000"
5871,中租-KY,配對交易,111.25,"173,000","19,246,250"
8464,億豐,配對交易,370.57,"177,080","65,620,536"
8464,億豐,配對交易,370.56,"55,920","20,721,715"
8464,億豐,配對交易,368.75,"173,000","63,793,750"
總計,,,,"5,153,000","1,647,599,446"
