" "," ","#","股票代號/名稱","類別","20260320","0327","0402","0410","0417","0424"," ","走 勢","總增減"," ","上週持有%","今日收盤價","今日漲跌"," "
" "," ","1","8028昇陽半導體","半導體","8.08","1.89","-5.05","7.55","-7.62","9.28"," ","31","14.13"," ","50.85","242.00","22.00"," "
" "," ","2","3026禾伸堂","電子零組件","0.63","1.79","2.15","5.41","3.45","-0.24"," ","10","13.19"," ","54.23","216.00","-7.50"," "
" "," ","3","2464盟立","其他電子","4.02","-0.17","-1.76","-0.69","0.92","8.53"," ","50","10.85"," ","43.25","91.70","7.10"," "
" "," ","4","1721三晃","化學","1.31","0.64","0.19","-0.54","0.77","8.16"," ","50","10.53"," ","46.35","27.30","-2.65"," "
" "," ","5","3583辛耘","半導體","2.54","3.08","-0.51","3.19","1.93","-1.01"," ","10","9.22"," ","61.60","815.00","-78.00"," "
" "," ","6","2484希華","電子零組件","0.23","-0.70","0.90","0.83","11.08","-3.14"," ","30","9.20"," ","30.12","40.20","-3.00"," "
" "," ","7","3042晶技","電子零組件","0.53","0.05","0.38","1.35","5.93","0.73"," ","30","8.97"," ","67.73","144.50","-8.50"," "
" "," ","8","3057喬鼎","電腦週邊","0.00","0.00","0.00","0.00","8.63","0.00"," ","30","8.63"," ","30.91","19.30","0.45"," "
" "," ","9","3450聯鈞","半導體","-0.51","4.74","-6.14","7.35","5.16","-2.11"," ","10","8.49"," ","40.99","318.00","-15.50"," "
" "," ","10","8438昶昕","綠能","0.70","1.03","0.90","2.97","0.86","1.86"," ","31","8.32"," ","80.80","85.00","1.00"," "
" "," ","11","6451訊芯-KY","半導體","6.06","2.62","0.34","1.33","-2.01","-0.13"," ","31","8.21"," ","77.25","402.00","-44.50"," "
" "," ","12","4989榮科","電子零組件","-5.80","-3.97","-0.64","9.73","10.23","-1.64"," ","30","7.91"," ","47.43","109.00","-0.50"," "
" "," ","13","6278台表科","光電","-0.08","0.19","0.11","-0.42","6.27","1.72"," ","30","7.79"," ","73.48","145.00","2.50"," "
" "," ","14","4916事欣科","電腦週邊","4.33","-2.63","-1.73","0.31","4.81","2.59"," ","30","7.68"," ","36.10","65.80","-0.30"," "
" "," ","15","2497怡利電","汽車","4.47","-0.14","0.33","0.71","0.52","1.78"," ","31","7.67"," ","68.32","58.40","-2.90"," "
" "," ","16","4540全球傳動","電機","-0.04","0.17","0.17","-0.37","3.83","3.81"," ","30","7.57"," ","45.93","53.80","-1.10"," "
" "," ","17","1597直得","電機","0.16","1.61","-0.36","1.94","5.58","-1.75"," ","30","7.18"," ","55.21","108.50","1.00"," "
" "," ","18","2476鉅祥","電子零組件","-0.20","0.26","0.41","2.65","1.11","2.72"," ","31","6.95"," ","60.46","123.50","6.00"," "
" "," ","19","6531愛普*","半導體","3.23","-0.08","-0.58","-0.46","2.39","2.26"," ","30","6.76"," ","69.45","788.00","3.00"," "
" "," ","20","2351順德","半導體","2.65","0.69","1.06","0.77","0.35","1.19"," ","31","6.71"," ","71.03","147.00","-4.00"," "
" "," ","21","3209全科","電子通路","3.18","0.44","0.58","0.38","1.32","0.61"," ","30","6.51"," ","46.38","54.50","4.95"," "
" "," ","22","2376技嘉","電腦週邊","1.76","-0.28","0.00","1.31","2.49","1.20"," ","30","6.48"," ","67.56","278.00","3.00"," "
" "," ","23","3673TPK-KY","光電","0.31","1.53","-0.23","1.90","2.68","0.28"," ","30","6.47"," ","52.92","58.90","-2.80"," "
" "," ","24","2605新興","航運","5.60","0.75","0.08","0.25","0.02","-0.31"," ","10","6.39"," ","55.65","33.50","0.40"," "
" "," ","25","4919新唐","半導體","2.78","-1.77","-0.01","-0.55","3.65","2.22"," ","30","6.32"," ","69.08","145.00","-2.00"," "
