單位名稱,買進金額,賣出金額,買賣差額
自營商(自行買賣),"8,093,888,080","10,266,982,257","-2,173,094,177"
自營商(避險),"25,794,226,744","41,228,275,068","-15,434,048,324"
投信,"40,844,402,975","35,181,664,548","5,662,738,427"
外資及陸資(不含外資自營商),"370,993,980,968","382,979,792,388","-11,985,811,420"
外資自營商,0,0,0
合計,"445,726,498,767","469,656,714,261","-23,930,215,494"
