排名,代號,名稱,成交,漲跌 價,漲跌 幅,持股 資料 週別,更新 日期,持股 800張 以下 (%),800張 以下 增減,持股 1千張 以下 (%),1千張 以下 增減,持股 超過 1千張 (%),超過 1千張 增減
2101,6997,博弘,68.2,0.1,0.15,26W34,08/21,17.7,0.0,22.3,0.0,77.7,0.0
2102,3555,博士旺,163.0,-3.5,-2.1,26W34,08/21,22.3,0.0,22.3,0.0,77.7,0.0
2103,1459,聯發,14.7,0.2,1.38,26W34,08/21,20.9,-0.02,22.2,0.31,77.8,-0.31
2104,5546,永固-KY,14.0,0.4,2.94,26W34,08/21,21.1,0.0,22.2,0.01,77.8,-0.01
2105,5278,尚凡*,24.4,0.05,0.21,26W34,08/21,21.1,-0.03,22.2,-0.02,77.8,0.02
2106,1735,日勝化,20.45,0.05,0.25,26W34,08/21,22.2,-0.01,22.2,-0.01,77.8,0.01
2107,2433,互盛電,41.85,0.0,0.0,26W34,08/21,22.2,0.0,22.2,0.0,77.8,0.0
2108,6101,寬魚國際,39.1,0.05,0.13,26W34,08/21,17.9,0.27,22.2,-0.56,77.8,0.56
2109,2897B,王道銀乙特,11.55,0.0,0.0,26W34,08/21,20.6,0.05,22.1,0.05,77.9,-0.05
2110,1307,三芳,31.15,0.4,1.3,26W34,08/21,21.8,0.13,22.1,0.13,77.9,-0.13
2111,3332,幸康,62.0,0.0,0.0,26W34,08/21,20.2,-0.02,22.0,-0.02,78.0,0.02
2112,6666,羅麗芬-KY,44.3,2.55,6.11,26W34,08/21,22.0,0.0,22.0,0.0,78.0,0.0
2113,9940,信義,21.05,0.25,1.2,26W34,08/21,21.4,-0.02,22.0,0.11,78.0,-0.11
2114,2105,正新,31.55,0.05,0.16,26W34,08/21,21.1,-0.06,21.9,-0.09,78.1,0.09
2115,4148,全宇生技-KY,31.9,-0.1,-0.31,26W34,08/21,21.9,0.03,21.9,0.03,78.1,-0.03
2116,2597,潤弘,169.5,0.5,0.3,26W34,08/21,21.0,0.01,21.9,0.01,78.1,-0.01
2117,2890,永豐金,39.6,0.25,0.64,26W34,08/21,21.0,-0.4,21.9,-0.42,78.1,0.42
2118,6199,天品,93.9,-0.2,-0.21,26W34,08/21,21.8,0.0,21.8,0.0,78.2,0.0
2119,7713,威力德生醫,73.0,1.9,2.67,26W34,08/21,19.9,0.0,21.7,0.0,78.3,0.0
2120,7642,昶瑞機電,79.3,0.3,0.38,26W34,08/21,21.6,0.0,21.6,0.0,78.4,0.0
2121,3523,迎輝,15.2,0.5,3.4,26W34,08/21,21.6,0.0,21.6,0.0,78.4,0.0
2122,1236,宏亞,25.55,0.0,0.0,26W34,08/21,17.1,-0.1,21.5,-0.11,78.5,0.11
2123,9946,三發地產,19.2,0.15,0.79,26W34,08/21,20.6,0.0,21.5,0.0,78.5,0.0
2124,1808,潤隆,37.0,2.5,7.25,26W34,08/21,21.0,-0.21,21.5,-0.22,78.5,0.22
2125,8931,大汽電,40.95,0.35,0.86,26W34,08/21,20.7,0.02,21.5,0.01,78.5,-0.01
2126,2618,長榮航,42.6,0.35,0.83,26W34,08/21,20.6,-0.24,21.4,-0.25,78.6,0.25
2127,00772B,中信高評級公司債,32.47,-0.28,-0.85,26W34,08/21,21.0,0.1,21.4,0.1,78.6,-0.1
2128,3702,大聯大,111.0,6.5,6.22,26W34,08/21,20.0,0.99,21.2,1.07,78.8,-1.07
2129,3521,台鋼建設,12.15,-0.05,-0.41,26W34,08/21,21.2,-0.01,21.2,-0.01,78.8,0.01
2130,3036,文曄,206.0,0.5,0.24,26W34,08/21,19.8,0.71,21.2,0.77,78.8,-0.77
2131,2637,慧洋-KY,102.0,7.3,7.71,26W34,08/21,19.7,-0.3,21.2,-0.3,78.8,0.3
2132,5345,馥鴻,22.3,0.4,1.83,26W34,08/21,21.1,0.0,21.1,0.0,78.9,0.0
2133,2891,中信金,65.0,1.6,2.52,26W34,08/21,20.4,0.07,21.1,0.06,78.9,-0.06
2134,2645,長榮航太,177.0,-2.0,-1.12,26W34,08/21,20.4,2.16,21.1,1.89,78.9,-1.89
2135,1442,名軒,30.55,0.25,0.83,26W34,08/21,17.2,-0.14,21.0,-0.1,79.0,0.1
2136,4994,傳奇,83.2,-2.8,-3.26,26W34,08/21,19.5,-0.04,21.0,0.0,79.0,0.0
2137,1326,台化,60.1,1.7,2.91,26W34,08/21,20.1,0.2,20.9,0.29,79.1,-0.29
2138,1102,亞泥,34.95,0.25,0.72,26W34,08/21,20.4,-0.61,20.9,-0.55,79.1,0.54
2139,4166,友霖,24.05,0.0,0.0,26W34,08/21,19.0,-0.35,20.8,0.0,79.2,0.0
2140,2424,隴華,8.1,0.08,1.0,26W34,08/21,19.1,0.0,20.8,0.0,79.2,0.0
2141,8411,福貞-KY,12.8,-0.15,-1.16,26W34,08/21,19.6,-0.02,20.8,-0.02,79.2,0.02
2142,2528,皇普,20.55,0.15,0.74,26W34,08/21,19.6,0.18,20.8,-0.23,79.2,0.23
2143,2880,華南金,39.6,0.8,2.06,26W34,08/21,20.0,-0.17,20.7,-0.15,79.3,0.15
2144,8454,富邦媒,250.5,-3.5,-1.38,26W34,08/21,20.3,0.03,20.7,0.38,79.3,-0.38
2145,5450,南良,15.25,0.1,0.66,26W34,08/21,20.6,0.0,20.6,0.0,79.4,0.0
2146,6171,大城地產,23.55,0.0,0.0,26W34,08/21,16.9,0.0,20.6,0.0,79.4,0.0
2147,5530,龍巖,50.5,0.4,0.8,26W34,08/21,19.9,-0.05,20.6,-0.05,79.4,0.05
2148,5704,老爺知,23.3,0.3,1.3,26W34,08/21,19.1,0.02,20.5,0.0,79.5,0.0
2149,2724,藝舍-KY,10.7,0.0,0.0,26W34,08/21,19.2,-1.37,20.5,0.0,79.5,0.0
2150,1541,錩泰,21.8,0.1,0.46,26W34,08/21,19.3,0.0,20.5,0.0,79.5,0.0
2151,3489,森寶,22.2,0.5,2.3,26W34,08/21,20.2,-3.72,20.2,-3.72,79.8,3.72
