"排名","代號","名稱","成交","漲跌價","漲跌幅","持股資料週別","更新日期","持股100張以下(%)","100張以下增減","持股200張以下(%)","200張以下增減","持股400張以下(%)","400張以下增減","持股600張以下(%)","600張以下增減"
"601","4903","聯光通","36.75","+0.15","+0.41","26W29","07/17","50.3","-0.18","53.9","+0.02","57.3","-0.1","61.1","-0.63"
"602","2731","雄獅","145","+0.5","+0.35","26W29","07/17","47.6","+0.24","52.2","+0.77","57.5","-0.53","60.3","-0.06"
"603","4946","辣椒","93.9","+1","+1.08","26W29","07/17","48.4","0","49.6","0","57.4","0","57.4","0"
"604","2241","艾姆勒","35.5","+0.15","+0.42","26W29","07/17","37.6","-0.77","44.7","-1.42","53.9","-0.98","61.4","+0.58"
"605","00679B","元大美債20年","25.85","-0.19","-0.73","26W29","07/17","40.5","+0.33","49.9","+0.42","56.1","+0.46","58.6","+0.47"
"606","6477","安集","37.05","-1.1","-2.88","26W29","07/17","49.1","+2.42","52.7","+2.04","56.8","+1.53","59.7","+1.86"
"607","6167","久正","10.8","-0.15","-1.37","26W29","07/17","43.5","-0.07","50.5","+0.11","57","+0.3","58.9","+0.03"
"608","6425","易發","65.2","+3.1","+4.99","26W29","07/17","47.4","+0.63","50.7","-0.33","57.1","+0.02","61","+0.01"
"609","00646","元大S&P500","76.85","-0.1","-0.13","26W29","07/17","52.2","-0.17","56.8","-0.15","59.9","-0.26","61.6","-0.29"
"610","8289","泰藝","46.35","-0.65","-1.38","26W29","07/17","44.9","-0.4","50.1","+0.38","57.7","+0.68","61.7","+0.09"
"611","1316","上曜","11.15","-0.6","-5.11","26W29","07/17","44.8","-3.05","51.6","-3.35","57.1","-3.95","61.4","-4.47"
"612","6259","百徽","31.75","+1.5","+4.96","26W29","07/17","47.5","+2.82","51.5","+1.91","57.2","+2.12","58.9","0"
"613","4111","濟生","28.75","-0.05","-0.17","26W29","07/17","39.1","+0.1","47.4","-0.07","56.5","-0.05","61.2","-0.05"
"614","00981D","主動中信非投等債","10.29","-0.05","-0.48","26W29","07/17","28.4","+0.05","41.5","+0.26","52.9","+0.37","59.5","+0.07"
"615","3714","富采","62.6","-0.9","-1.42","26W29","07/17","48.5","-0.2","54.4","-0.15","58.6","-0.27","61.4","-0.14"
"616","8050","廣積","56.4","-0.9","-1.57","26W29","07/17","48.1","-0.06","52.9","-0.11","57.4","+0.37","59.4","-0.09"
"617","1760","寶齡富錦","58.3","-0.3","-0.51","26W29","07/17","44.7","+0.33","50.7","-0.45","57.7","+0.01","62.6","+0.01"
"618","6158","禾昌","16.5","0","0","26W29","07/17","42.8","0","47.8","-0.01","57.6","+0.15","58.5","+0.15"
"619","6486","互動","77.4","0","0","26W29","07/17","46.8","-0.28","52.8","+0.08","57","-0.04","57","-0.04"
"620","2636","台驊控股","68.9","-0.6","-0.86","26W29","07/17","49.8","+1.14","54.6","+0.56","58.8","+0.17","62.2","+1.1"
"621","00642U","期元大S&P石油","27.65","+0.49","+1.8","26W29","07/17","51.9","-0.81","57.8","-0.76","62.9","-0.55","64.8","-0.92"
"622","6123","上奇","43.5","+0.15","+0.35","26W29","07/17","44.4","-0.05","50.4","+0.26","56.8","+0.01","63.9","0"
"623","3027","盛達","18.35","-0.2","-1.08","26W29","07/17","47.7","+0.07","52.8","+0.27","57.5","+0.4","61.8","+0.47"
"624","5291","邑昇","68.5","+2.1","+3.16","26W29","07/17","39.6","+0.59","46.3","+2.96","53.4","+1.05","67.1","-1.13"
"625","00965","元大航太防衛科技","26.18","+0.06","+0.23","26W29","07/17","49.7","+0.07","56.1","+0.05","58.7","+0.1","59.7","0"
"626","3376","新日興","217","+7","+3.33","26W29","07/17","43.5","-0.04","48.1","+0.04","55.4","-0.42","61.4","-0.09"
"627","8261","富鼎","187.5","+2.5","+1.35","26W29","07/17","42.6","-0.26","44","-0.3","47.8","+0.88","49.1","+0.02"
"628","1733","五鼎","32.1","-0.3","-0.93","26W29","07/17","45.8","-0.61","52","-1.07","58.3","-0.92","59.5","-0.33"
"629","8112","至上","90.9","-1.3","-1.41","26W29","07/17","57.3","+0.68","60.9","+0.66","64.9","+0.62","67.2","+0.74"
"630","6426","統新","263.5","+4","+1.54","26W29","07/17","45.1","-0.8","50.5","-0.47","57.3","-1.03","58.4","+0.06"
"631","4128","中天","15.3","+0.1","+0.66","26W29","07/17","44.8","+0.12","51.3","+0.11","56.2","+0.07","58.2","+0.05"
"632","4173","久裕","17.4","-0.1","-0.57","26W29","07/17","46.2","-0.03","52.9","+0.01","56.4","-0.01","57","-0.01"
"633","1785","光洋科","103.5","+0.5","+0.49","26W29","07/17","47.6","+3.49","52.2","+3.54","56.2","+3.05","58.5","+2.47"
"634","6645","金萬林-創","12.4","-0.5","-3.88","26W29","07/17","38.6","0","50.7","+0.25","56.3","-0.06","62.4","-0.02"
"635","8271","宇瞻","232.5","-1.5","-0.64","26W29","07/17","48.8","-0.37","53.2","-0.13","57.9","+0.29","61.8","+0.35"
"636","1711","永光","43.9","+0.4","+0.92","26W29","07/17","47.5","-0.4","51.4","-0.48","55.9","-0.61","58.1","-0.57"
"637","4557","永新-KY","51","-0.9","-1.73","26W29","07/17","35.9","-0.02","45.1","+0.03","56.9","0","61.4","0"
"638","3257","虹冠電","50.3","+0.35","+0.7","26W29","07/17","46.8","+0.15","50.6","-0.19","56.2","+0.39","57.6","+0.39"
"639","2233","宇隆","172.5","-2","-1.15","26W29","07/17","38.8","+0.02","43","-0.17","49.5","-0.69","53.9","-3.49"
"640","9110","越南控-DR","3.1","-0.04","-1.27","26W29","07/17","32.5","-0.18","43.5","-0.14","55.9","-0.09","62.7","-0.09"
"641","6163","華電網","43.3","-0.2","-0.46","26W29","07/17","46.2","-0.51","51.6","+0.06","55.4","-0.15","59.1","+0.49"
"642","6527","明達醫","74.5","-0.8","-1.06","26W29","07/17","28.2","-0.18","39.2","-0.17","57.4","-0.27","65.4","-0.27"
"643","4109","加捷生醫","11.25","-0.05","-0.44","26W29","07/17","42.8","+0.04","51","-0.19","56.6","-0.17","61","-0.65"
"644","4746","台耀","49.35","-0.4","-0.8","26W29","07/17","43","-0.22","50.3","+0.38","56.4","-0.52","62.5","+0.62"
