排名,代號,名稱,成交,漲跌 價,漲跌 幅,持股 資料 週別,更新 日期,持股 100張 以下 (%),100張 以下 增減,持股 200張 以下 (%),200張 以下 增減,持股 400張 以下 (%),400張 以下 增減,持股 600張 以下 (%),600張 以下 增減
1,00860B,群益1-5Y投資級債,37.66,-0.24,-0.63,26W35,08/28,87.4,1.54,91.9,1.54,100.0,0.0,100.0,0.0
2,0057,富邦摩台,319.55,0.6,0.19,26W35,08/28,64.3,-6.35,100.0,0.0,100.0,0.0,100.0,0.0
3,00657K,國泰日經225+U,24.8,0.14,0.57,26W35,08/28,100.0,0.0,100.0,0.0,100.0,0.0,100.0,0.0
4,00668K,國泰美國道瓊+U,19.63,0.06,0.31,26W35,08/28,100.0,0.0,100.0,0.0,100.0,0.0,100.0,0.0
5,00636K,國泰中國A50+U,8.79,0.01,0.11,26W35,08/28,100.0,0.0,100.0,0.0,100.0,0.0,100.0,0.0
6,006204,永豐臺灣加權,230.7,0.9,0.39,26W35,08/28,67.0,-0.76,85.6,-0.76,100.0,0.0,100.0,0.0
7,00643K,群益深証中小+R,3.91,0.0,0.0,26W35,08/28,100.0,0.0,100.0,0.0,100.0,0.0,100.0,0.0
8,00793B,群益AAA-A醫療債,29.72,-0.28,-0.93,26W35,08/28,61.8,-4.64,61.8,-4.64,100.0,0.0,100.0,0.0
9,00625K,富邦上証+R,8.57,0.0,0.0,26W35,08/28,65.5,0.0,100.0,0.0,100.0,0.0,100.0,0.0
10,009818,華南永昌NASDAQxT,19.9,0.15,0.76,26W35,08/28,82.8,1.14,91.2,0.93,96.9,1.05,98.2,1.14
11,00728,第一金工業30,69.2,0.95,1.39,26W35,08/28,85.4,-2.11,90.0,-2.15,95.3,-2.96,96.4,-1.85
12,00899,FT潔淨能源,23.41,-0.01,-0.04,26W35,08/28,83.1,0.42,88.9,-0.21,94.3,0.03,94.3,0.03
13,00701,國泰股利精選30,38.3,0.6,1.59,26W35,08/28,90.3,-0.3,92.4,-0.2,94.2,-0.01,95.7,-0.29
14,00861,元大全球未來通訊,85.4,-0.6,-0.7,26W35,08/28,89.1,0.09,91.2,0.04,94.0,0.04,94.0,0.04
15,00939,統一台灣高息動能,22.79,0.07,0.31,26W35,08/28,81.6,-0.01,89.9,-0.02,93.1,-0.06,93.9,-0.06
16,00905,FT臺灣Smart,26.57,0.22,0.83,26W35,08/28,82.4,-0.11,89.1,-0.06,92.1,0.04,93.2,0.05
17,00893,國泰智能電動車,42.89,0.16,0.37,26W35,08/28,83.7,-0.03,88.6,-0.08,91.4,-0.11,92.4,-0.27
18,00896,中信綠能及電動車,28.04,0.25,0.9,26W35,08/28,82.9,0.19,89.2,0.13,91.2,0.19,91.7,0.05
19,00930,永豐ESG低碳高息,23.89,-0.05,-0.21,26W35,08/28,85.9,0.1,89.2,0.1,91.2,0.09,91.7,0.09
20,009808,華南永昌優選50,30.76,0.33,1.08,26W35,08/28,75.4,0.44,81.8,0.52,90.8,0.61,92.2,1.98
21,00944,野村趨勢動能高息,21.0,0.11,0.53,26W35,08/28,83.2,-0.35,87.3,-0.35,90.8,0.31,92.5,-0.53
22,00895,富邦未來車,50.3,0.35,0.7,26W35,08/28,84.5,0.59,88.5,0.62,90.7,0.64,91.4,0.7
23,00961,FT臺灣永續高息,13.17,0.0,0.0,26W35,08/28,69.1,0.08,82.4,0.5,90.3,0.66,93.2,0.71
24,00907,永豐優息存股,17.11,-0.09,-0.52,26W35,08/28,80.2,0.63,86.7,0.85,90.0,0.93,90.9,1.5
25,00929,復華台灣科技優息,29.13,0.08,0.28,26W35,08/28,76.0,-0.36,86.0,-0.35,89.9,-0.4,91.0,-0.36
26,006208,富邦台50,245.1,1.95,0.8,26W35,08/28,86.6,-0.03,88.9,-0.03,89.8,-0.02,90.2,-0.02
27,00936,台新永續高息中小,21.35,-0.11,-0.51,26W35,08/28,82.7,-0.48,88.3,-0.5,89.8,-0.73,90.3,-0.46
28,009804,聯邦台精彩50,22.69,0.29,1.29,26W35,08/28,75.3,0.34,84.3,0.11,89.8,0.1,91.9,0.12
29,8349A,恒耀甲特,45.6,0.05,0.11,26W35,08/28,55.7,-0.02,66.3,-0.02,89.8,0.0,100.0,0.0
30,00878,國泰永續高股息,33.0,0.29,0.89,26W35,08/28,75.2,-0.17,84.7,-0.17,89.1,-0.13,90.5,-0.12
31,00888,永豐台灣ESG,33.76,0.85,2.58,26W35,08/28,81.6,0.73,86.6,0.79,89.1,0.69,90.0,0.75
32,00657,國泰日經225,78.0,0.45,0.58,26W35,08/28,69.6,3.47,74.5,5.43,88.8,5.59,88.8,5.59
33,00934,中信成長高股息,29.61,0.15,0.51,26W35,08/28,81.5,-0.95,86.9,-0.95,88.8,-0.98,89.6,-1.25
34,00700,富邦恒生國企,17.39,0.0,0.0,26W35,08/28,62.9,-0.19,72.0,0.21,88.8,1.63,96.9,0.08
35,00783,富邦中証500,28.27,-0.08,-0.28,26W35,08/28,61.4,-0.62,75.3,1.37,88.7,0.79,88.7,0.79
36,00919,群益台灣精選高息,31.44,0.13,0.42,26W35,08/28,72.7,-0.29,83.3,-0.31,88.7,-0.31,90.3,-0.28
37,00918,大華優利高填息30,34.26,0.14,0.41,26W35,08/28,75.2,0.15,84.3,0.17,88.6,0.21,89.9,0.22
38,2314,台揚,11.6,-0.15,-1.28,26W35,08/28,77.8,-0.1,83.8,-0.16,88.5,-0.02,91.1,0.0
39,00894,中信小資高價30,46.94,0.57,1.23,26W35,08/28,80.4,0.14,84.5,0.15,88.4,0.61,89.2,0.35
40,009819,中信數據及電力,9.89,-0.02,-0.2,26W35,08/28,77.1,0.38,84.4,0.38,88.4,0.43,90.1,0.61
41,00690,兆豐藍籌30,78.1,1.55,2.02,26W35,08/28,80.9,0.16,86.1,0.05,88.2,0.03,90.3,0.04
42,0056,元大高股息,53.85,0.25,0.47,26W35,08/28,76.0,-0.09,84.2,-0.11,88.2,-0.14,89.5,-0.13
43,00932,兆豐永續高息等權,17.52,-0.12,-0.68,26W35,08/28,80.2,-0.47,86.3,-0.35,88.1,-0.86,88.5,-0.86
44,00927,群益半導體收益,36.71,0.46,1.27,26W35,08/28,77.0,0.22,84.1,0.11,88.0,0.02,89.3,0.02
45,00653L,富邦印度正2,46.83,0.08,0.17,26W35,08/28,59.5,1.7,79.6,3.67,87.9,4.13,87.9,4.13
46,3580,友威科,82.3,1.4,1.73,26W35,08/28,67.4,-0.19,75.1,0.03,87.8,0.01,91.2,0.02
47,00903,富邦元宇宙,21.31,0.18,0.85,26W35,08/28,78.9,0.72,85.3,0.78,87.7,0.81,88.9,2.03
48,00770,國泰北美科技,68.3,0.75,1.11,26W35,08/28,76.9,0.8,82.8,0.8,87.7,1.15,88.2,1.74
49,00940,元大台灣價值高息,12.69,0.02,0.16,26W35,08/28,70.2,0.03,81.5,0.0,87.6,-0.06,89.6,-0.06
50,00921,兆豐龍頭等權重,24.48,-0.16,-0.65,26W35,08/28,81.5,-0.27,85.0,-0.3,87.6,-0.18,87.6,-0.18
51,00910,第一金太空衛星,58.35,-0.1,-0.17,26W35,08/28,80.9,2.0,84.5,2.25,87.6,2.27,89.2,2.31
52,9103,美德醫療-DR,5.08,-0.06,-1.17,26W35,08/28,69.2,0.03,79.7,0.33,87.6,-0.17,91.7,0.01
53,00952,凱基台灣AI50,18.23,0.11,0.61,26W35,08/28,75.2,-0.19,83.5,-0.29,87.3,-0.19,89.5,-0.01
54,0051,元大中型100,146.0,0.2,0.14,26W35,08/28,81.9,-0.17,84.9,-0.15,87.3,-1.7,93.6,0.0
55,00891,中信關鍵半導體,34.58,0.31,0.9,26W35,08/28,75.2,-0.72,82.8,-0.78,87.1,-0.84,88.2,-0.83
56,00999A,主動野村臺灣高息,11.44,0.13,1.15,26W35,08/28,75.0,0.36,83.2,0.36,86.9,0.31,88.4,0.24
57,00901,永豐智能車供應鏈,46.27,0.54,1.18,26W35,08/28,81.5,0.66,85.8,0.7,86.7,0.71,91.4,1.58
58,00941,中信上游半導體,25.46,-0.22,-0.86,26W35,08/28,77.3,0.16,83.6,0.24,86.7,0.1,88.0,-0.01
59,009825,聯邦美國金融創新,10.19,-0.02,-0.2,26W35,08/28,65.4,0.31,79.9,-0.26,86.7,-0.67,91.4,0.1
60,00670L,富邦NASDAQ正2,200.8,1.7,0.85,26W35,08/28,75.2,1.0,82.0,1.15,86.5,1.19,87.7,0.41
61,00886,永豐美國科技,47.51,0.5,1.06,26W35,08/28,73.9,0.42,86.5,4.71,86.5,-0.04,86.5,-0.04
62,009821,野村稀土關鍵資源,15.92,0.0,0.0,26W35,08/28,76.2,0.85,82.9,1.17,86.3,1.46,87.9,1.27
63,00916,國泰全球品牌50,26.75,-0.1,-0.37,26W35,08/28,79.1,0.21,83.6,0.41,86.2,0.22,88.5,0.66
64,00982A,主動群益台灣強棒,22.54,0.19,0.85,26W35,08/28,72.5,-0.28,81.4,-0.15,86.2,-0.17,88.2,-0.06
65,00917,中信特選金融,24.08,-0.1,-0.41,26W35,08/28,77.6,0.95,83.7,1.09,86.2,0.87,88.6,0.87
66,00909,國泰數位支付服務,47.82,0.87,1.85,26W35,08/28,78.7,-1.43,82.8,-1.65,85.9,-1.7,87.3,-1.29
67,00904,台新臺灣半導體30,40.5,0.21,0.52,26W35,08/28,77.7,-0.44,83.4,-0.54,85.8,-0.56,86.4,-1.01
68,009802,富邦旗艦50,19.54,0.27,1.4,26W35,08/28,73.1,0.04,81.2,0.02,85.7,0.18,88.3,0.1
69,00923,群益台ESG低碳50,39.77,0.38,0.96,26W35,08/28,79.0,-0.53,83.7,-0.55,85.7,-0.59,86.3,-0.56
70,009824,群益美國科技巨頭,10.01,0.04,0.4,26W35,08/28,73.6,0.88,80.6,1.19,85.5,1.21,89.4,1.3
71,00733,富邦臺灣中小,68.75,0.5,0.73,26W35,08/28,79.9,0.0,82.7,-0.22,85.5,0.01,86.2,-0.71
72,00987A,主動台新優勢成長,16.62,0.03,0.18,26W35,08/28,77.2,0.39,83.1,0.78,85.5,0.85,87.4,0.84
73,006207,復華滬深,32.35,-0.1,-0.31,26W35,08/28,53.0,0.06,66.4,-1.06,85.4,0.26,90.3,-2.2
74,00858,永豐美國500大,35.84,0.0,0.0,26W35,08/28,71.0,0.11,79.1,0.4,85.2,0.35,87.3,0.35
75,00881,國泰台灣科技龍頭,50.0,0.39,0.79,26W35,08/28,76.2,-0.69,82.0,-0.73,85.0,-0.69,85.8,-0.68
76,00771,元大US高息特別股,15.42,-0.01,-0.06,26W35,08/28,74.4,0.19,80.8,0.16,84.9,0.16,88.1,0.0
77,00737,國泰AI機器人,41.33,0.46,1.13,26W35,08/28,76.8,0.22,79.6,0.19,84.8,0.16,88.5,0.16
78,00900,富邦特選高股息30,19.03,-0.01,-0.05,26W35,08/28,72.4,-0.27,80.9,-0.41,84.8,-0.41,86.2,-0.4
79,00892,富邦台灣半導體,40.06,0.04,0.1,26W35,08/28,76.5,0.66,81.3,0.83,84.6,0.77,85.1,0.78
80,3094,聯傑,40.8,2.7,7.09,26W35,08/28,69.4,-0.41,76.9,-0.75,84.5,-0.76,86.0,-0.28
81,6530,創威,86.9,-2.1,-2.36,26W35,08/28,65.6,-2.0,74.3,0.34,84.5,-0.06,84.5,-0.06
82,00915,凱基優選高股息30,31.76,0.17,0.54,26W35,08/28,80.0,0.29,82.7,0.3,84.2,0.32,85.4,0.44
83,4968,立積,92.0,-1.6,-1.71,26W35,08/28,73.8,-0.57,78.5,0.16,83.9,0.28,86.6,0.25
