"排名","代號","名稱","成交","漲跌價","漲跌幅","法人買賣日期","當日買賣超佔成交","2日買賣超佔成交","3日買賣超佔成交","5日買賣超佔成交","10日買賣超佔成交","1個月買賣超佔成交","3個月買賣超佔成交","半年買賣超佔成交","1年買賣超佔成交","3年買賣超佔成交","10年買賣超佔成交","今年買賣超佔成交"
"149","3033","威健","50.9","+1.3","+2.62","07/13","+28.8","+28.4","+25.4","+21.7","+15.2","+12.2","+7.39","+6.64","+3.19","+0.54","+0.66","+5.85"
"150","2385","群光","106","-1","-0.93","07/13","+4.93","+26.6","+37.8","+21.7","-0.93","-3.54","-6.5","-3.5","-6.13","-1.8","-1.74","-3.93"
"151","5607","遠雄港","51.1","-0.3","-0.58","07/13","+3.94","+12.2","+16.3","+21.6","+14.1","+5.15","+13.2","+7.12","+5.64","+0.81","+0.3","+7.24"
"152","8021","尖點","508","-13","-2.5","07/13","+18.7","+19.8","+34.1","+21.3","+2.21","+2.07","+0.49","+0.77","+0.02","+0.11","+0.07","+0.84"
"153","2359","所羅門","148","+10","+7.25","07/13","+35.2","+32.8","+29.3","+21.1","+15","+11.3","+3.22","+2.92","+1.06","+0.01","+0.09","+2.83"
"154","00999A","主動野村臺灣高息","10.56","-0.14","-1.31","07/13","+31.9","+36.7","+21.9","+21.1","+43.1","+40.7","","","","","",""
"155","7786","東方風能","134","+1.5","+1.13","07/13","+30.9","+25.3","+28.1","+21.1","+26.6","+22.2","+1.28","+0.26","","","","+2.17"
"156","1783","和康生","40","-0.35","-0.87","07/13","+9.08","+12.1","+11.7","+21","+19","+7.36","-1.96","+0.17","-2","-0.69","+0.03","+0.24"
"157","00725B","國泰投資級公司債","35.23","-0.22","-0.62","07/13","-45.1","-25.9","+20.7","+20.9","+19.5","+25.4","+34.9","+30.5","+12.8","-6.83","","+30.5"
"158","1723","中碳","86.5","+2.1","+2.49","07/13","+41.1","+32.7","+26.5","+20.9","+6.24","+8.25","+11.3","+7.54","+1.42","-1.1","+0.06","+7.37"
"159","1604","聲寶","23.45","+0.05","+0.21","07/13","+20.1","+13.4","+7.97","+20.8","+27.1","+20","-2.23","-0.8","-1.89","-2.12","-2.46","-1.54"
"160","6414","樺漢","388.5","-5.5","-1.4","07/13","+19.4","+10.3","+11.1","+20.8","+20.8","+18.7","+18","+12.6","+7.75","+2.44","+0.49","+12"
"161","6217","中探針","242.5","-7.5","-3","07/13","+23.5","+14.6","+20.7","+20.8","+4.06","-2.26","-2.51","-0.51","-0.15","-0.01","-0.07","-0.15"
"162","00741B","富邦全球非投等債","37.73","+0.02","+0.05","07/13","-28.1","-0.4","+2.35","+20.7","+20.3","+13.3","+9.36","+11.2","+4.56","-1.48","","+10.7"
"163","00930","永豐ESG低碳高息","24.48","0","0","07/13","+17","+13.2","+18.9","+20.6","+18.1","+23.4","+45.1","+49.5","+50.9","-2.24","","+51.1"
"164","6469","大樹","78.5","+0.5","+0.64","07/13","+41","+45.9","+30.6","+20.6","+24.1","+15.7","+1.57","-6.94","-3.85","-1.31","-0.48","-6.21"
"165","2539","櫻花建","40.95","+1.65","+4.2","07/13","+29.8","+32","+11.1","+20.6","+18.8","+8.03","-5.31","-5.63","-10.2","-1.72","-0.35","-5.84"
"166","00713","元大台灣高息低波","60.55","0","0","07/13","+3.11","+7.65","+7.76","+20.4","+26.6","+22.4","+54.4","+51.2","+44.9","-13.7","","+52.2"
"167","2201","裕隆","28.25","-0.2","-0.7","07/13","+6.73","+4.85","-0.32","+20.3","+20.4","+7.72","+1.08","-1.8","-2.53","-2.61","-0.71","-3.85"
"168","6176","瑞儀","90","-0.6","-0.66","07/13","-2.39","+10.4","+19.7","+20.2","+10.8","-0.92","-9.39","-9.06","-8.59","-1.67","-0.09","-9.11"
"169","2106","建大","17.5","+0.1","+0.57","07/13","+19.3","+17.2","+17.3","+20.2","+7.05","-5.17","-3.33","-4.03","-6.26","+1.35","-0.41","-5.07"
"170","4974","亞泰","70.8","+0.3","+0.43","07/13","+15.1","+29.8","+20.9","+20.1","+28.2","-0.35","+3.7","-1.24","-3.36","-0.52","0","-0.93"
"171","5515","建國","41.75","+0.55","+1.33","07/13","+27.6","+25.2","+17.5","+20","+7.55","-6.47","-0.07","+5.21","+3.29","+1.98","+0.84","+5.4"
"172","4166","友霖","26.95","-0.3","-1.1","07/13","-10.1","-6.31","+4.15","+19.9","+16","+11.1","+1.07","-0.71","","","","-0.96"
"173","5258","虹堡","54.6","+1.8","+3.41","07/13","+22.4","+25.5","+23.8","+19.8","+16.1","+10.2","-3.48","-3.79","-1.66","-0.17","","-3.88"
