"排名","代號","名稱","成交","漲跌價","漲跌幅","持股資料月份","非獨董監持股(萬張)","非獨董監增減張數","非獨董監持股(%)","非獨董監質押(萬張)","非獨董監質押(%)","獨立董監持股(萬張)","獨立董監增減張數","獨立董監持股(%)","獨立董監質押(萬張)","獨立董監質押(%)","全體董監持股(萬張)","全體董監增減張數","全體董監持股(%)","全體董監質押(萬張)","全體董監質押(%)"
"1821","7822","倍利科","873","-19","-2.13","26M05","2.26","0","49.5","0","0","0","0","0","0","0","2.26","0","49.5","0","0"
"1822","7823","奧義賽博-KY創","84.8","-0.5","-0.59","26M05","0.76","0","22.7","0","0","0","0","0","0","0","0.76","0","22.7","0","0"
"1823","7827","漢康-KY創","161","+2","+1.26","26M05","5.74","-423","44.1","0","0","0","0","0.01","0","0","5.74","-423","44.1","0","0"
"1824","7828","創新服務","1720","-155","-8.27","26M05","1.22","0","30.1","0","0","0","0","0","0","0","1.22","0","30.1","0","0"
"1825","7835","永悅健康-創","24.1","-0.75","-3.02","26M05","1.91","0","","0","0","0","0","","0","0","1.91","0","","0","0"
"1826","7839","達人網","45.8","+0.05","+0.11","26M05","0.92","0","69.2","0","0","0","0","0","0","0","0.92","0","69.2","0","0"
"1827","7842","天能綠電","85","-4","-4.49","26M05","1.16","-185","77.3","0","0","0","0","0","0","0","1.16","-185","77.3","0","0"
"1828","7855","和運租車","44.05","-0.3","-0.68","26M05","19","0","98.7","0","0","0","0","0","0","0","19","0","98.7","0","0"
"1829","8021","尖點","434","+5","+1.17","26M05","1.22","0","8.43","0","0","0","0","0","0","0","1.22","0","8.43","0","0"
"1830","8024","佑華","13.6","-0.15","-1.09","26M05","0.62","0","13.8","0","0","0","0","0","0","0","0.62","0","13.8","0","0"
"1831","8028","昇陽半導體","263","-4.5","-1.68","26M05","2.3","0","12.8","0","0","0","0","0","0","0","2.3","0","12.8","0","0"
"1832","8032","光菱","36.85","-0.2","-0.54","26M05","2.51","0","48.4","0","0","0","0","0","0","0","2.51","0","48.4","0","0"
"1833","8038","長園科","31.1","-0.9","-2.81","26M05","0.39","-1,300","6.21","0","0","0","0","0","0","0","0.39","-1,300","6.21","0","0"
"1834","8039","台虹","272.5","+23","+9.22","26M05","2.73","+2,825","10.4","0","0","0","0","0","0","0","2.73","+2,825","10.4","0","0"
"1835","8040","九暘","73","-1.2","-1.62","26M05","2.82","0","29.3","0","0","0","0","0","0","0","2.82","0","29.3","0","0"
"1836","8043","蜜望實","146","-8","-5.19","26M05","0.96","0","12","0","0","0","0","0","0","0","0.96","0","12","0","0"
"1837","8044","網家","26.45","+0.05","+0.19","26M05","8.54","0","41.5","0","0","0","0","0","0","0","8.54","0","41.5","0","0"
"1838","8046","南電","1305","+90","+7.41","26M05","41","-9,794","63.4","0","0","0","0","0","0","0","41","-9,794","63.4","0","0"
"1839","8047","星雲","45.1","-0.6","-1.31","26M05","1.25","0","30","0","0","0","0","0","0","0","1.25","0","30","0","0"
"1840","8048","德勝","51.5","-0.9","-1.72","26M05","0.51","0","8.78","0","0","0","0","0.05","0","0","0.51","0","8.82","0","0"
"1841","8049","晶采","26.45","+0.05","+0.19","26M05","0.89","0","7.56","0","0","0.02","0","0.17","0","0","0.91","0","7.73","0","0"
"1842","8054","安國","82.6","-2.2","-2.59","26M05","2.16","0","20.5","0","0","0","0","0","0","0","2.16","0","20.5","0","0"
"1843","8059","凱碩","14.1","-0.6","-4.08","26M05","13","0","67","0","0","0","0","0","0","0","13","0","67","0","0"
"1844","8066","來思達","14.75","0","0","26M05","0.36","0","9.72","0","0","0","0","0","0","0","0.36","0","9.72","0","0"
"1845","8067","志旭","12.5","-0.65","-4.94","26M05","1.07","0","51.7","0","0","0","0","0","0","0","1.07","0","51.7","0","0"
"1846","8068","全達","17.6","-0.05","-0.28","26M05","1.98","0","24.6","0","0","0","0","0","0","0","1.98","0","24.6","0","0"
"1847","8069","元太","165.5","-5.5","-3.22","26M05","3.32","0","2.87","0","0","0","0","0","0","0","3.32","0","2.87","0","0"
"1848","8070","長華*","49.65","+0.7","+1.43","26M05","22","0","30.3","0","0","0","0","0","0","0","22","0","30.3","0","0"
"1849","8071","能率網通","24.4","-0.75","-2.98","26M05","0.89","-1","14.7","0","0","0","0","0","0","0","0.89","-1","14.7","0","0"
"1850","8072","陞泰","26.55","+0.15","+0.57","26M05","3.11","0","38.8","0","0","0","0","0","0","0","3.11","0","38.8","0","0"
"1851","8074","鉅橡","56.7","+0.2","+0.35","26M05","0.89","0","10.9","0","0","0","0","0.06","0","0","0.89","0","11","0","0"
"1852","8077","洛碁","44.3","+0.1","+0.23","26M05","1.31","0","59.9","0","0","0","0","0","0","0","1.31","0","59.9","0","0"
"1853","8080","泰霖","28.05","-0.45","-1.58","26M05","3.23","0","48.1","0","0","0","0","0","0","0","3.23","0","48.1","0","0"
"1854","8081","致新","258","-11","-4.09","26M05","0.83","0","9.68","0","0","0","0","0","0","0","0.83","0","9.68","0","0"
"1855","8084","巨虹","52","0","0","26M05","0.37","0","5.29","0","0","0","0","0","0","0","0.37","0","5.29","0","0"
"1856","8085","福華","11.25","-0.15","-1.32","26M05","3.16","0","22.6","0","0","0","0","0","0","0","3.16","0","22.6","0","0"
"1857","8086","宏捷科","114","-3","-2.56","26M05","6.26","0","31.9","0","0","0","0","0","0","0","6.26","0","31.9","0","0"
"1858","8088","品安","48.25","-0.75","-1.53","26M05","0.66","-117","10.8","0","0","0","0","0","0","0","0.66","-117","10.8","0","0"
"1859","8089","康全電訊","17.9","-0.15","-0.83","26M05","2.21","0","33.5","0","0","0","0","0","0","0","2.21","0","33.5","0","0"
"1860","8091","翔名","230","-3","-1.29","26M05","0.31","-7","5.91","0","0","0.01","0","0.16","0","0","0.32","-7","6.07","0","0"
"1861","8092","建暐","12.5","-0.35","-2.72","26M05","1.11","0","19.5","0","0","0","0","0","0","0","1.11","0","19.5","0","0"
"1862","8093","保銳","25.4","+1.3","+5.39","26M05","0.99","0","17.5","0","0","0","0","0","0","0","0.99","0","17.5","0","0"
"1863","8096","擎亞","116.5","-9","-7.17","26M05","3.02","0","20.3","0","0","0","0","0","0","0","3.02","0","20.3","0","0"
"1864","8102","傑霖科技","71.4","+2.8","+4.08","26M05","0.59","0","25.1","0","0","0","0","0","0","0","0.59","0","25.1","0","0"
"1865","8103","瀚荃","78.9","-1.2","-1.5","26M05","0.76","0","9.63","0","0","0","0","0","0","0","0.76","0","9.63","0","0"
"1866","8104","錸寶","31.85","+0.25","+0.79","26M05","2.93","0","28.2","0","0","0","0","0","0","0","2.93","0","28.2","0","0"
"1867","8109","博大","131","+1","+0.77","26M05","1.74","0","21.1","0","0","0","0","0","0","0","1.74","0","21.1","0","0"
"1868","8110","華東","46.85","+0.7","+1.52","26M05","18.8","-1,860","36.4","0","0","0.02","0","0.03","0","0","18.9","-1,860","36.4","0","0"
"1869","8111","立碁","55.5","-2.6","-4.48","26M05","1.75","0","16","0","0","0","0","0","0","0","1.75","0","16","0","0"
"1870","8114","振樺電","204","-10.5","-4.9","26M05","0.16","0","2.15","0","0","0","0","0.01","0","0","0.17","0","2.16","0","0"
"1871","8121","越峰","29.6","-0.9","-2.95","26M05","7.35","0","34.5","0","0","0","0","0","0","0","7.35","0","34.5","0","0"
"1872","8131","福懋科","65.2","-0.8","-1.21","26M05","27.7","0","62.7","0","0","0","0","0","0","0","27.7","0","62.7","0","0"
"1873","8150","南茂","91.9","-1","-1.08","26M05","8.44","0","12","0","0","0","0","0","0","0","8.44","0","12","0","0"
"1874","8162","微矽電子-創","59.6","+0.1","+0.17","26M05","1.72","0","25","0","0","0","0","0","0","0","1.72","0","25","0","0"
"1875","8163","達方","31.95","-0.2","-0.62","26M05","6.26","0","22.4","0","0","0","0","0","0","0","6.26","0","22.4","0","0"
"1876","8176","智捷","10.1","-0.1","-0.98","26M05","0.58","0","8.03","0","0","0","0","0","0","0","0.58","0","8.03","0","0"
"1877","8182","加高","40.1","-2.2","-5.2","26M05","5.67","0","53","0","0","0","0","0","0","0","5.67","0","53","0","0"
"1878","8183","精星","30.05","-0.45","-1.48","26M05","3.37","0","27.8","0","0","0","0","0","0","0","3.37","0","27.8","0","0"
"1879","8201","無敵","11.85","-0.1","-0.84","26M05","2.34","0","37.5","0","0","0","-1.3","0","0","0","2.34","-1.3","37.5","0","0"
"1880","8210","勤誠","1000","+10","+1.01","26M05","1.5","0","11.9","0","0","0","0","0.02","0","0","1.5","0","12","0","0"
"1881","8213","志超","33","-0.3","-0.9","26M05","1.21","0","4.45","0","0","0.03","0","0.12","0","0","1.24","0","4.58","0","0"
"1882","8215","明基材","24.6","-0.6","-2.38","26M05","12.5","0","38.8","0","0","0","0","0","0","0","12.5","0","38.8","0","0"
"1883","8222","寶一","41.3","+1.75","+4.42","26M05","0.87","+70","12.8","0","0","0","0","0","0","0","0.87","+70","12.8","0","0"
"1884","8227","巨有科技","151.5","-6","-3.81","26M05","0.44","0","11.1","0","0","0","0","0.01","0","0","0.44","0","11.1","0","0"
"1885","8234","新漢","69.4","-0.4","-0.57","26M05","1.44","0","10.2","0","0","0","0","0","0","0","1.44","0","10.2","0","0"
"1886","8240","華宏","42.65","-0.45","-1.04","26M05","3.06","0","30.6","0","0","0","0","0","0","0","3.06","0","30.6","0","0"
"1887","8249","菱光","42.05","-0.9","-2.1","26M05","4.3","0","31.2","0","0","0","0","0","0","0","4.3","0","31.2","0","0"
"1888","8255","朋程","149","-3","-1.97","26M05","3.38","0","33.2","0","0","0","0","0","0","0","3.38","0","33.2","0","0"
"1889","8261","富鼎","185","-17","-8.42","26M05","3.82","0","32.1","0","0","0","0","0","0","0","3.82","0","32.1","0","0"
"1890","8271","宇瞻","233","+3.5","+1.53","26M05","2.25","-675","17.4","0","0","0.01","0","0.05","0","0","2.26","-675","17.4","0","0"
"1891","8272","全景軟體","64.6","-0.2","-0.31","26M05","0.6","+420","31.8","0","0","0","0","0","0","0","0.6","+420","31.8","0","0"
"1892","8277","商丞","8.11","0","0","26M05","1.11","0","12.1","0","0","0","0","0","0","0","1.11","0","12.1","0","0"
"1893","8279","生展","87.2","-1.8","-2.02","26M05","1.27","0","46.7","0","0","0","0","0","0","0","1.27","0","46.7","0","0"
"1894","8284","三竹","65.7","+1.7","+2.66","26M05","1.14","+253","24.2","0","0","0","0","0","0","0","1.14","+253","24.2","0","0"
"1895","8289","泰藝","47.1","-0.7","-1.46","26M05","1.05","+166","15.4","0","0","0","-6.2","0.02","0","0","1.05","+160","15.4","0","0"
"1896","8291","尚茂","35","-1.4","-3.85","26M05","1.19","-669","68.1","0","0","0","0","0","0","0","1.19","-669","68.1","0","0"
"1897","8342","益張","88.8","+0.8","+0.91","26M05","0.8","0","23.7","0","0","0","0","0","0","0","0.8","0","23.7","0","0"
"1898","8354","冠好","17.7","-0.1","-0.56","26M05","1.29","0","16.5","0","0","0","0","0","0","0","1.29","0","16.5","0","0"
"1899","8358","金居","428.5","+7.5","+1.78","26M05","2.22","0","8.79","0","0","0","0","0","0","0","2.22","0","8.79","0","0"
"1900","8374","羅昇","85.7","-0.9","-1.04","26M05","6.26","0","55.8","0","0","0","0","0","0","0","6.26","0","55.8","0","0"
"1901","8383","千附","75.1","+4.3","+6.07","26M05","1.06","0","9.33","0","0","0","0","0","0","0","1.06","0","9.33","0","0"
"1902","8390","金益鼎","99.4","-1.1","-1.09","26M05","2.16","0","22.5","0","0","0","0","0","0","0","2.16","0","22.5","0","0"
"1903","8409","商之器","18.1","0","0","26M05","0.75","+72","23.4","0","0","0.01","0","0.44","0","0","0.76","+72","23.8","0","0"
"1904","8410","森田","31.9","+0.05","+0.16","26M05","0.83","0","22.7","0","0","0","0","0.03","0","0","0.83","0","22.7","0","0"
"1905","8411","福貞-KY","12.95","+0.05","+0.39","26M05","1.28","0","5.84","0","0","0","0","0","0","0","1.28","0","5.84","0","0"
"1906","8416","實威","169","-1","-0.59","26M05","0.57","0","20.4","0","0","0","0","0","0","0","0.57","0","20.4","0","0"
"1907","8421","旭源","13.5","-0.2","-1.46","26M05","1.86","0","34","0","0","0","0","0","0","0","1.86","0","34","0","0"
"1908","8422","可寧衛*","26.4","-0.05","-0.19","26M05","8.74","0","6.44","0","0","0.02","0","0.02","0","0","8.77","0","6.46","0","0"
"1909","8423","保綠-KY","17.8","+0.1","+0.56","26M05","0.34","0","8.08","0","0","0","0","0","0","0","0.34","0","8.08","0","0"
"1910","8426","紅木-KY","21.35","-0.1","-0.47","26M05","1.66","0","33","0","0","0","0","0","0","0","1.66","0","33","0","0"
"1911","8429","金麗-KY","6.04","+0.03","+0.5","26M05","2.9","-130","15.6","0","0","0","0","0","0","0","2.9","-130","15.6","0","0"
"1912","8432","東生華","50.5","-0.4","-0.79","26M05","2.17","0","56.5","0","0","0","0","0","0","0","2.17","0","56.5","0","0"
"1913","8433","弘帆","54.8","+0.2","+0.37","26M05","0.85","0","15.6","0","0","0","0","0.01","0","0","0.85","0","15.6","0","0"
"1914","8435","鉅邁","53.1","-0.8","-1.48","26M05","0.54","+3","15.3","0","0","0","0","0","0","0","0.54","+3","15.3","0","0"
"1915","8438","昶昕","67.2","-1.4","-2.04","26M05","2.98","0","42.6","0","0","0","0","0","0","0","2.98","0","42.6","0","0"
"1916","8440","綠電","20.1","+0.25","+1.26","26M05","1.22","0","24.3","0","0","0","0","0","0","0","1.22","0","24.3","0","0"
"1917","8442","威宏-KY","43.7","0","0","26M05","2.71","0","38.6","0","0","0","0","0.06","0","0","2.71","0","38.7","0","0"
"1918","8450","霹靂","15.2","+0.15","+1","26M05","0.67","0","13","0","0","0","0","0","0","0","0.67","0","13","0","0"
"1919","8454","富邦媒","262.5","-3.5","-1.32","26M05","14.7","0","55.5","0","0","0","0","0","0","0","14.7","0","55.5","0","0"
"1920","8455","大拓-KY","26","+1.05","+4.21","26M05","1.99","0","79","0","0","0","0","0","0","0","1.99","0","79","0","0"
"1921","8463","潤泰材","21.4","+0.75","+3.63","26M05","7.01","0","46.7","0","0","0","0","0","0","0","7.01","0","46.7","0","0"
"1922","8466","美吉吉-KY","16.1","-0.15","-0.92","26M05","2.24","0","28","0","0","0","0","0","0","0","2.24","0","28","0","0"
"1923","8467","波力-KY","101.5","-2","-1.93","26M05","0.46","0","9.61","0","0","0","+22","0.05","0","0","0.47","+22","9.65","0","0"
"1924","8472","夠麻吉","69.2","0","0","26M05","1.09","0","61.2","0","0","0","0","0.2","0","0","1.09","0","61.4","0","0"
"1925","8477","創業家","15.95","0","0","26M05","4.17","0","65","0","0","0","0","0","0","0","4.17","0","65","0","0"
"1926","8481","政伸","41","-0.1","-0.24","26M05","2.43","+30","36.5","0","0","0","0","0.07","0","0","2.43","+30","36.5","0","0"
"1927","8482","商億-KY","47.75","-0.05","-0.1","26M05","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"1928","8487","愛爾達-創","72.2","0","0","26M05","1.01","0","38.2","0","0","0","0","0","0","0","1.01","0","38.2","0","0"
"1929","8488","吉源-KY","9.94","+0.02","+0.2","26M05","0.67","0","9.16","0","0","0","0","0","0","0","0.67","0","9.16","0","0"
"1930","8499","鼎炫-KY","262","+1","+0.38","26M05","2.01","0","48.9","0","0","0","0","0.01","0","0","2.01","0","48.9","0","0"
"1931","8906","花王","27.8","-0.05","-0.18","26M05","0.56","0","12.7","0","0","0","0","0","0","0","0.56","0","12.7","0","0"
"1932","8917","欣泰","53.3","-0.2","-0.37","26M05","5.81","+79","35.7","0","0","0","0","0","0","0","5.81","+79","35.7","0","0"
"1933","8921","沈氏","17.45","0","0","26M05","1.93","0","41.4","0","0","0","0","0","0","0","1.93","0","41.4","0","0"
"1934","8923","時報","18.7","-0.15","-0.8","26M05","1.68","0","55.5","0","0","0.01","0","0.4","0","0","1.7","0","55.9","0","0"
"1935","8924","大田","51.4","-0.2","-0.39","26M05","1.4","0","16.7","0","0","0","0","0","0","0","1.4","0","16.7","0","0"
"1936","8926","台汽電","56.7","+0.9","+1.61","26M05","27.2","+29,416","32.7","0","0","0","0","0","0","0","27.2","+29,416","32.7","0","0"
"1937","8928","鉅明","23.6","-0.05","-0.21","26M05","1.15","0","22.7","0","0","0.03","0","0.56","0","0","1.18","0","23.3","0","0"
"1938","8929","富堡","13.4","-0.05","-0.37","26M05","1.4","0","27.6","0","0","0","0","0","0","0","1.4","0","27.6","0","0"
"1939","8930","青鋼","29.6","-0.4","-1.33","26M05","0.67","+10","8.17","0","0","0","0","0","0","0","0.67","+10","8.17","0","0"
"1940","8931","大汽電","40.7","-0.1","-0.25","26M05","8.6","0","70.4","0","0","0","0","0.01","0","0","8.6","0","70.4","0","0"
"1941","8935","邦泰","18.25","+0.45","+2.53","26M05","1.63","0","14.4","0","0","0","0","0","0","0","1.63","0","14.4","0","0"
"1942","8937","合騏*","24","-0.5","-2.04","26M05","8.79","0","20.4","0","0","0","0","0","0","0","8.79","0","20.4","0","0"
"1943","8938","明安","52.3","-0.2","-0.38","26M05","1.65","0","10.5","0","0","0","0","0","0","0","1.65","0","10.5","0","0"
"1944","8940","新天地","15.6","+0.45","+2.97","26M05","1.9","+4,651","28.1","0","0","0","0","0.02","0","0","1.9","+4,651","28.1","0","0"
"1945","9802","鈺齊-KY","71.6","-1.1","-1.51","26M05","0.78","0","3.86","0","0","0","0","0","0","0","0.78","0","3.86","0","0"
"1946","9902","台火","13.7","-0.15","-1.08","26M05","2.05","0","20.9","0","0","0","0","0","0","0","2.05","0","20.9","0","0"
"1947","9904","寶成","25.25","+1.35","+5.65","26M05","22.6","0","7.67","0","0","0","0","0","0","0","22.6","0","7.67","0","0"
"1948","9905","大華","21.4","-0.05","-0.23","26M05","7.34","0","24.1","0","0","0","0","0","0","0","7.34","0","24.1","0","0"
"1949","9907","統一實","14.85","-0.15","-1","26M05","75.9","0","48.1","0","0","0","0","0","0","0","75.9","0","48.1","0","0"
"1950","9910","豐泰","69.4","-0.9","-1.28","26M05","14.4","0","14.6","0","0","0","0","0","0","0","14.4","0","14.6","0","0"
"1951","9911","櫻花","81.8","-0.2","-0.24","26M05","2.03","0","9.12","0","0","0","0","0","0","0","2.03","0","9.12","0","0"
"1952","9912","偉聯","12.8","-0.1","-0.78","26M05","0.4","0","7.45","0","0","0","0","0","0","0","0.4","0","7.45","0","0"
"1953","9914","美利達","83.3","-2.2","-2.57","26M05","6.73","+1,500","22.5","0","0","0.14","0","0.46","0","0","6.87","+1,500","23","0","0"
"1954","9921","巨大","101","-4","-3.81","26M05","6.7","0","17.1","0","0","0","0","0","0","0","6.7","0","17.1","0","0"
"1955","9924","福興","38.35","0","0","26M05","2.44","+7,778","16.2","0","0","0","0","0","0","0","2.44","+7,778","16.2","0","0"
"1956","9925","新保","40.1","+0.1","+0.25","26M05","6.21","0","16","0","0","0","0","0","0","0","6.21","0","16","0","0"
"1957","9927","泰銘","69.3","-0.3","-0.43","26M05","5","0","41.6","0","0","0","0","0.02","0","0","5","0","41.7","0","0"
"1958","9928","中視","18.6","+0.2","+1.09","26M05","3.62","0","51.2","0","0","0","0","0","0","0","3.62","0","51.2","0","0"
"1959","9929","秋雨","11.4","0","0","26M05","1.46","+5,373","14.4","0.27","18.8","0","0","0","0","0","1.46","+5,373","14.4","0.27","18.8"
"1960","9930","中聯資源","62.8","+0.4","+0.64","26M05","17.1","0","68.6","0","0","0","0","0","0","0","17.1","0","68.6","0","0"
"1961","9933","中鼎","42.9","+0.7","+1.66","26M05","6.8","-53","7.55","0","0","0","0","0","0","0","6.8","-53","7.55","0","0"
"1962","9938","百和","42.4","+0.25","+0.59","26M05","2.13","+85","7.16","0","0","0","0","0","0","0","2.13","+85","7.16","0","0"
"1963","9940","信義","20.85","-0.3","-1.42","26M05","3.02","0","4.1","0","0","0","0","0","0","0","3.02","0","4.1","0","0"
"1964","9941","裕融","84.4","-1.7","-1.97","26M05","25.3","0","44","0","0","0","0","0","0","0","25.3","0","44","0","0"
"1965","9942","茂順","115.5","-0.5","-0.43","26M05","1.17","+10","14","0","0","0","0","0","0","0","1.17","+10","14","0","0"
"1966","9943","好樂迪","50.8","-0.4","-0.78","26M05","4.24","0","33.8","0","0","0","0","0","0","0","4.24","0","33.8","0","0"
"1967","9944","新麗","17.7","+0.15","+0.85","26M05","3.34","0","31.5","0","0","0","0","0","0","0","3.34","0","31.5","0","0"
"1968","9949","琉園","24.15","0","0","26M05","0.83","0","18.4","0","0","0","0","0.01","0","0","0.83","0","18.4","0","0"
"1969","9950","萬國通","10.35","-0.05","-0.48","26M05","9.07","0","54.1","0","0","0","0","0","0","0","9.07","0","54.1","0","0"
"1970","9955","佳龍","24.55","-0.35","-1.41","26M05","4.05","0","38.7","0","0","0","0","0","0","0","4.05","0","38.7","0","0"
"1971","9960","邁達康","30.9","-0.3","-0.96","26M05","0.24","-2,102","7.24","0","0","0","0","0","0","0","0.24","-2,102","7.24","0","0"
"1972","9962","有益","10.25","-0.1","-0.97","26M05","1","0","11.1","0","0","0","0","0","0","0","1","0","11.1","0","0"
