排名,代號,名稱,成交,漲跌 價,漲跌 幅,成交 張數,更新 日期,當日 增減 (%),2日 增減 (%),3日 增減 (%),5日 增減 (%),10日 增減 (%),1個月 增減 (%),3個月 增減 (%),半年 增減 (%),1年 增減 (%),今年 增減 (%)
1,00989B,台新美國非投等債,10.29,-0.01,-0.1,7161,08/12,2.65,760.0,2480.0,2480.0,,5060.0,25700.0,,,
2,00898,國泰基因免疫革命,10.28,0.02,0.19,2495,08/12,-1.15,19.2,1044.0,1126.0,1188.0,2.18,2139.0,410.0,126.0,520.0
3,00875,國泰網路資安,57.4,-0.25,-0.43,121,08/12,-15.4,,1000.0,,,1000.0,1000.0,267.0,-52.2,267.0
4,00968B,元大優息投等債,9.12,0.01,0.11,2661,08/12,1.51,107.0,531.0,724.0,724.0,742.0,486.0,486.0,108.0,254.0
5,5547,久舜,20.1,0.3,1.52,21,08/12,10.5,40.0,320.0,,,,,,,
6,00683L,期元大美元指正2,21.56,-0.05,-0.23,75,08/12,3.21,240.0,252.0,257.0,207.0,173.0,95.3,-43.9,-65.1,-41.1
7,8411,福貞-KY,13.05,0.05,0.38,86,08/12,7.32,41.9,132.0,69.2,175.0,83.3,100.0,-33.3,-12.0,15.8
8,7805,威聯通,698.0,11.0,1.6,160,08/12,45.5,33.3,129.0,178.0,205.0,137.0,,,,
9,0051,元大中型100,144.9,2.2,1.54,91,08/12,100.0,100.0,100.0,-33.3,100.0,33.3,-89.5,-20.0,300.0,100.0
10,8481,政伸,40.8,0.05,0.12,11,08/12,0.0,100.0,100.0,100.0,100.0,150.0,66.7,0.0,0.0,150.0
11,7711,永擎,447.5,40.5,9.95,1898,08/12,31.1,58.4,98.5,194.0,181.0,162.0,,,,
12,3624,光頡,86.5,1.3,1.53,6053,08/12,10.6,41.7,90.5,84.3,68.7,3.75,-13.3,-4.56,185.0,-0.8
13,6121,新普,431.5,-3.0,-0.69,1431,08/12,10.6,89.5,83.3,84.1,84.5,88.2,48.9,83.7,123.0,108.0
14,7786,東方風能,130.5,0.0,0.0,183,08/12,3.59,5.49,80.2,85.0,107.0,3.28,,,,
15,6907,雅特力-KY,170.5,-16.5,-8.82,3680,08/12,30.2,34.8,75.6,244.0,,,,,,
16,1416,廣豐,11.4,0.45,4.11,4622,08/12,70.8,69.6,74.2,74.7,76.6,71.2,49.1,33.3,34.3,40.1
17,1580,新麥,110.5,-3.0,-2.64,517,08/12,-15.6,22.7,68.8,58.8,58.8,-34.1,50.0,17.4,-94.4,0.0
18,7631,聚賢研發-創,139.5,1.5,1.09,45,08/12,16.2,34.7,67.9,78.9,139.0,,,,,
19,6527,明達醫,73.2,-1.5,-2.01,32,08/12,25.0,66.7,66.7,66.7,-16.7,-28.6,,,,
