排名,代號,名稱,成交,漲跌 價,漲跌 幅,持股 資料 週別,更新 日期,持股 超過 600張 (%),超過 600張 增減,持股 超過 800張 (%),超過 800張 增減,持股 超過 1千張 (%),超過 1千張 增減
1,00719B,元大美債1-3,31.45,-0.02,-0.06,26W30,07/24,58.9,0.38,58.1,0.37,56.7,0.39
2,4989,榮科,65.7,-2.0,-2.95,26W30,07/24,20.2,-3.97,17.3,-5.83,14.7,-5.72
3,00657,國泰日經225,77.65,-0.2,-0.26,26W30,07/24,17.6,4.22,17.6,4.22,17.6,17.6
4,00989B,台新美國非投等債,10.26,0.0,0.0,26W30,07/24,56.9,0.37,55.0,0.37,50.9,0.44
5,009826,貝萊德世界股票,10.22,-0.06,-0.58,,,,,,,,
6,00982T,平衡兆豐台美動能,15.24,0.0,0.0,26W30,07/24,36.1,0.47,28.3,0.15,23.2,0.4
7,00689R,國泰20年美債反1,22.9,0.19,0.84,26W30,07/24,73.5,-1.41,63.2,-1.42,63.2,-1.42
8,00666R,富邦恒生國企反1,9.02,-0.02,-0.22,26W30,07/24,82.8,-1.95,82.8,-1.95,82.8,-1.95
9,00731,復華富時高息低波,91.0,0.5,0.55,26W30,07/24,18.2,-2.53,11.4,-6.29,0.0,-10.2
10,00799B,國泰A級醫療債,29.35,-0.21,-0.71,26W30,07/24,19.3,-0.18,19.3,-0.18,11.5,-0.55
11,00676R,富邦臺灣加權反1,5.77,0.04,0.7,26W30,07/24,33.1,-2.53,29.4,-2.33,24.4,-1.86
12,00401A,主動摩根台灣鑫收,13.23,-0.16,-1.19,26W30,07/24,23.0,-1.92,23.0,-1.92,21.4,-2.37
13,8996,高力,1045.0,-90.0,-7.93,26W30,07/24,42.8,-0.74,39.4,0.99,35.4,0.87
14,00986B,FT金融債10+,9.72,-0.03,-0.31,26W30,07/24,80.4,-0.01,77.4,-0.01,77.4,-0.01
15,009817,國泰日本不動產,9.19,-0.04,-0.43,26W30,07/24,21.4,0.74,20.1,0.74,18.9,1.13
16,00715L,期街口布蘭特正2,43.02,4.54,11.8,26W30,07/24,38.3,0.15,36.4,0.47,35.5,-0.4
17,00983B,大華優利美公債20,15.36,-0.15,-0.97,26W30,07/24,54.2,1.36,51.6,-1.25,48.5,-1.25
18,6271,同欣電,193.5,1.5,0.78,26W30,07/24,49.2,-0.26,46.3,0.17,44.2,1.03
19,00664R,國泰臺灣加權反1,1.68,0.01,0.6,26W30,07/24,50.3,-0.59,43.5,-1.53,38.3,-1.61
20,5475,德宏,123.5,0.5,0.41,26W30,07/24,38.8,1.07,36.2,1.58,36.2,1.58
21,00928,中信上櫃ESG30,31.55,-0.87,-2.68,26W30,07/24,19.9,9.42,15.5,6.57,15.5,8.8
22,00686R,群益臺灣加權反1,1.02,0.01,0.99,26W30,07/24,56.6,2.28,49.2,1.81,43.8,1.26
23,00675L,富邦臺灣加權正2,292.0,-1.0,-0.34,26W30,07/24,18.3,1.94,17.1,1.95,15.4,1.95
24,00642U,期元大S&P石油,25.8,1.16,4.71,26W30,07/24,37.1,1.97,34.2,1.95,34.2,1.95
25,00962,台新AI優息動能,14.93,-0.09,-0.6,26W30,07/24,21.5,-0.62,20.1,-0.62,14.8,-2.31
26,7835,永悅健康-創,27.3,2.05,8.12,26W30,07/24,70.8,-14.5,66.7,-17.2,63.0,-20.9
27,00943,兆豐電子高息等權,21.51,-0.19,-0.88,26W30,07/24,33.6,-1.11,33.6,-1.11,31.4,-1.16
28,00694B,富邦美債1-3,42.29,-0.05,-0.12,26W30,07/24,71.0,-3.26,68.8,-1.89,68.8,-1.89
29,3211,順達,338.5,-18.0,-5.05,26W30,07/24,47.9,-0.77,44.7,-0.7,40.7,-1.17
30,00645,富邦日本,57.45,0.15,0.26,26W30,07/24,18.8,-0.97,18.8,-0.97,14.6,-0.98
31,4163,鐿鈦,144.0,9.5,7.06,26W30,07/24,65.7,0.0,64.4,0.0,62.6,0.0
32,1718,中纖,9.91,-0.29,-2.84,26W30,07/24,51.0,-0.82,49.4,-0.88,48.4,-0.99
33,5464,霖宏,62.6,-5.0,-7.4,26W30,07/24,69.4,0.73,65.3,0.73,61.1,0.73
34,00752,中信中國50,23.99,-0.01,-0.04,26W30,07/24,32.2,-0.68,31.2,-0.66,30.6,-0.67
35,9949,琉園,23.55,0.25,1.07,26W30,07/24,66.4,1.54,63.7,0.18,53.6,0.2
36,8358,金居,352.0,-32.0,-8.33,26W30,07/24,48.8,-1.61,46.4,-1.09,45.7,-0.73
37,00700,富邦恒生國企,17.75,0.0,0.0,26W30,07/24,8.36,-0.94,8.36,0.99,8.36,0.99
38,00907,永豐優息存股,16.85,0.08,0.48,26W30,07/24,12.3,-0.45,11.4,-0.02,10.3,-0.57
39,2483,百容,35.45,-2.0,-5.34,26W30,07/24,64.0,1.2,62.6,1.88,61.0,0.28
40,5490,同亨,30.7,-2.65,-7.95,26W30,07/24,31.5,1.29,30.2,1.38,27.3,-0.45
41,3090,日電貿,150.5,-4.5,-2.9,26W30,07/24,64.3,-0.77,63.6,-0.05,61.8,-0.39
42,0055,元大MSCI金融,43.9,0.28,0.64,26W30,07/24,43.4,1.07,38.8,0.15,38.8,0.15
43,00981D,主動中信非投等債,10.47,-0.02,-0.19,26W30,07/24,41.2,0.67,37.2,0.8,33.3,0.93
44,6831,邁科,637.0,-19.0,-2.9,26W30,07/24,55.5,-0.92,46.9,0.0,41.5,-0.24
45,2492,華新科,251.0,-5.5,-2.14,26W30,07/24,71.0,-0.42,70.2,-0.29,68.3,-0.86
46,4971,IET-KY,460.5,-19.5,-4.06,26W30,07/24,34.3,-1.22,24.2,0.03,22.1,0.03
47,00963,中信全球高股息,13.35,-0.01,-0.07,26W30,07/24,27.6,0.26,25.6,0.53,23.7,0.6
48,5011,久陽,17.75,-0.65,-3.53,26W30,07/24,46.5,-0.26,43.4,0.53,37.9,-0.31
49,5483,中美晶,168.5,-9.0,-5.07,26W30,07/24,62.0,-1.44,59.7,-1.44,57.0,-1.2
50,00687B,國泰20年美債,27.49,-0.27,-0.97,26W30,07/24,41.5,-0.85,40.0,-0.89,39.0,-0.88
51,00665L,富邦恒生國企正2,9.63,0.05,0.52,26W30,07/24,52.9,-3.22,48.4,-3.53,45.5,-3.25
52,2233,宇隆,201.0,-3.0,-1.47,26W30,07/24,45.3,-0.85,40.1,1.63,34.1,1.76
53,2243,宏旭-KY,40.05,-2.85,-6.64,26W30,07/24,61.9,-0.28,60.1,0.54,53.9,0.4
54,3081,聯亞,2305.0,-70.0,-2.95,26W30,07/24,43.5,1.88,39.1,0.42,37.2,4.53
55,8028,昇陽半導體,254.0,-20.5,-7.47,26W30,07/24,45.6,-3.92,43.0,-2.41,39.6,-3.35
56,8043,蜜望實,126.0,-9.0,-6.67,26W30,07/24,38.4,-0.89,37.5,-1.7,37.5,-0.62
57,6907,雅特力-KY,189.0,-6.0,-3.08,26W30,07/24,65.1,-0.02,64.0,-0.02,64.0,-0.02
58,1459,聯發,12.9,-0.05,-0.39,26W30,07/24,83.4,0.03,81.5,0.03,79.7,0.03
59,6672,騰輝電子-KY,229.0,-3.5,-1.51,26W30,07/24,27.5,-2.23,19.9,-3.15,18.7,-1.97
60,009822,華南永昌未來金融,9.57,-0.14,-1.44,26W30,07/24,9.52,0.77,7.46,0.64,6.5,0.61
61,00882,中信中國高股息,14.96,-0.04,-0.27,26W30,07/24,22.2,0.83,19.9,0.71,17.9,0.86
62,6187,萬潤,1130.0,-45.0,-3.83,26W30,07/24,41.4,-0.04,37.8,0.64,33.1,-0.31
63,8071,能率網通,23.15,0.0,0.0,26W30,07/24,29.0,1.14,24.3,0.0,22.9,0.0
64,00985D,主動貝萊德優投等,10.05,-0.06,-0.59,26W30,07/24,58.9,-0.99,58.1,0.0,53.6,-0.89
65,00693U,期街口S&P黃豆,21.65,0.15,0.7,26W30,07/24,36.3,2.1,35.4,2.06,34.2,2.01
66,4764,雙鍵,236.5,-26.0,-9.9,26W30,07/24,72.9,0.6,68.7,-1.04,66.6,0.17
67,4551,智伸科,167.5,-2.5,-1.47,26W30,07/24,79.1,-1.32,78.0,-1.27,75.7,-2.08
68,2368,金像電,982.0,-3.0,-0.3,26W30,07/24,75.1,-0.48,72.7,-0.13,70.9,0.39
69,6796,晉弘,56.3,-0.5,-0.88,26W30,07/24,41.0,0.0,37.6,0.0,35.5,0.0
