排名,代號,名稱,成交,漲跌 價,漲跌 幅,法人 買賣 日期,當日 買賣超 佔 發行 張數,2日 買賣超 佔 發行 張數,3日 買賣超 佔 發行 張數,5日 買賣超 佔 發行 張數,10日 買賣超 佔 發行 張數,1個月 買賣超 佔 發行 張數,3個月 買賣超 佔 發行 張數,半年 買賣超 佔 發行 張數,1年 買賣超 佔 發行 張數,3年 買賣超 佔 發行 張數,10年 買賣超 佔 發行 張數,今年 買賣超 佔 發行 張數
1,4931,新盛力,261.0,-6.0,-2.25,08/13,0.57,4.66,6.42,9.65,7.43,9.59,9.62,8.23,-13.7,13.4,,-4.36
2,5351,鈺創,129.0,7.0,5.74,08/13,0.58,1.21,2.12,8.44,17.7,8.09,13.8,17.2,26.6,26.7,18.8,20.5
3,8112,至上,97.8,0.9,0.93,08/13,1.03,-0.27,5.58,7.78,11.5,12.8,3.49,-1.5,-3.43,-2.36,-2.94,3.59
4,00898,國泰基因免疫革命,10.37,0.09,0.88,08/13,1.4,2.65,2.95,7.36,8.24,11.6,23.0,35.7,57.4,124.0,,41.9
5,6265,方土昶,58.9,2.1,3.7,08/13,2.64,4.12,5.17,6.17,7.25,7.57,5.26,5.36,5.96,6.2,7.91,4.43
6,2465,麗臺,105.0,9.5,9.95,08/13,1.23,3.51,2.77,5.97,7.82,6.89,7.4,10.6,8.25,12.0,6.0,10.7
7,2464,盟立,196.0,-0.5,-0.25,08/13,-0.06,2.44,3.96,5.05,7.0,7.7,4.12,15.5,15.6,6.6,3.77,16.2
8,2436,偉詮電,71.2,3.6,5.33,08/13,1.34,2.01,2.09,5.01,4.71,2.82,10.6,9.58,9.75,8.35,11.4,12.4
9,6213,聯茂,469.0,5.0,1.08,08/13,0.58,0.96,1.61,4.45,4.52,1.0,8.73,7.0,4.88,10.9,3.19,10.3
10,00989A,主動摩根美國科技,17.63,0.16,0.92,08/13,0.02,0.03,0.02,3.91,4.76,5.94,11.3,51.9,,,,66.4
11,009821,野村稀土關鍵資源,14.98,-0.07,-0.47,08/13,0.15,0.99,2.16,3.68,5.51,7.06,,,,,,
12,6770,力積電,74.9,1.2,1.63,08/13,1.21,3.63,3.72,3.28,3.22,-0.01,-1.48,-7.9,1.28,-5.26,,-5.86
13,3234,光環,141.0,8.0,6.02,08/13,1.32,2.54,2.8,3.26,4.04,3.89,6.22,2.75,6.26,7.31,3.48,5.94
14,9921,巨大,105.0,-4.0,-3.67,08/13,0.35,0.95,2.1,3.18,3.46,3.92,4.14,3.69,3.8,4.21,4.18,5.04
15,00920,富邦ESG綠色電力,25.52,0.75,3.03,08/13,2.28,0.97,3.1,3.09,3.4,6.51,5.69,16.2,29.2,44.0,,16.8
16,6913,鴻呈,149.5,-0.5,-0.33,08/13,0.92,1.69,1.67,3.04,3.78,3.72,4.65,5.03,5.02,,,5.41
17,3605,宏致,132.0,12.0,10.0,08/13,0.84,2.02,2.3,2.87,5.95,8.89,15.2,15.5,6.46,16.9,16.3,13.1
18,2359,所羅門,157.0,14.0,9.79,08/13,1.64,2.21,1.64,2.86,6.01,2.25,7.17,8.35,5.75,4.6,6.25,8.78
19,6279,胡連,129.5,-1.0,-0.77,08/13,0.16,0.42,0.55,2.77,3.29,3.18,2.71,-0.65,-7.01,-0.38,-16.9,-2.07
20,1513,中興電,171.0,5.5,3.32,08/13,1.8,2.6,2.65,2.69,3.43,3.46,-1.17,-6.87,-7.83,0.5,-1.54,-2.72
