排名,代號,名稱,成交,漲跌 價,漲跌 幅,法人 買賣 日期,當日 買賣超 佔 發行 張數,2日 買賣超 佔 發行 張數,3日 買賣超 佔 發行 張數,5日 買賣超 佔 發行 張數,10日 買賣超 佔 發行 張數,1個月 買賣超 佔 發行 張數,3個月 買賣超 佔 發行 張數,半年 買賣超 佔 發行 張數,1年 買賣超 佔 發行 張數,3年 買賣超 佔 發行 張數,10年 買賣超 佔 發行 張數,今年 買賣超 佔 發行 張數
1,00741B,富邦全球非投等債,37.81,-0.19,-0.5,07/30,0.0,0.44,0.44,3.28,6.89,6.89,6.89,6.89,6.89,6.89,,6.89
2,4979,華星光,346.5,-38.0,-9.88,07/30,0.0,0.0,1.27,3.17,2.99,0.4,-2.25,-0.98,1.22,5.6,9.49,2.31
3,00980A,主動野村臺灣優選,19.56,-0.02,-0.1,07/30,2.9,2.9,2.9,2.9,2.9,2.47,2.9,2.9,2.9,,,2.9
4,4764,雙鍵,236.5,-16.5,-6.52,07/30,0.58,0.58,1.17,2.41,4.59,6.75,9.09,8.96,9.09,9.09,,9.09
5,3081,聯亞,1485.0,-55.0,-3.57,07/30,0.03,0.08,0.45,1.93,1.46,0.51,-1.85,-0.45,3.91,11.9,11.2,1.9
6,009814,富邦標普500,11.04,-0.12,-1.08,07/30,0.0,0.61,0.61,1.6,3.53,3.53,3.53,3.53,,,,3.53
7,00709,富邦歐洲,40.82,0.04,0.1,07/30,0.0,0.65,0.65,1.2,2.84,2.84,2.84,2.84,2.84,2.84,,2.84
8,3450,聯鈞,338.5,-26.0,-7.13,07/30,0.0,0.0,0.13,1.07,2.05,2.05,6.75,7.03,2.44,7.47,6.88,6.54
9,3665,貿聯-KY,1910.0,-180.0,-8.61,07/30,0.07,0.19,0.65,1.02,3.03,3.65,0.01,0.62,-3.12,10.9,12.7,-3.96
10,8021,尖點,294.0,-22.5,-7.11,07/30,0.02,0.03,0.03,0.89,1.31,1.39,0.78,-1.21,-1.16,-1.04,-1.26,2.08
11,6669,緯穎,4900.0,-235.0,-4.58,07/30,0.06,0.13,0.21,0.81,0.82,2.5,3.61,4.77,3.92,2.55,,3.39
12,3653,健策,3135.0,-175.0,-5.29,07/30,0.04,0.31,0.59,0.78,1.14,0.88,-0.06,1.32,-1.02,-2.89,8.02,0.2
13,1560,中砂,582.0,-12.0,-2.02,07/30,0.0,0.21,0.38,0.74,1.04,0.81,1.36,-2.66,-6.82,2.86,3.71,-2.3
14,2360,致茂,1910.0,75.0,4.09,07/30,0.29,0.43,0.53,0.66,1.14,0.82,-0.4,0.76,3.17,3.89,5.21,0.42
15,3231,緯創,160.0,-9.5,-5.6,07/30,0.01,0.05,0.2,0.64,0.36,0.92,3.43,3.3,0.11,-1.28,4.12,2.84
16,3008,大立光,3715.0,-135.0,-3.51,07/30,0.06,0.15,0.29,0.61,1.06,0.93,2.57,1.44,3.27,3.16,3.07,2.18
17,6805,富世達,1230.0,-35.0,-2.77,07/30,0.04,0.04,0.2,0.51,0.85,-1.86,-6.59,-5.53,-8.98,,,-11.6
18,7734,印能科技,3065.0,-25.0,-0.81,07/30,0.05,0.12,0.24,0.48,1.02,1.42,2.17,6.37,6.35,,,6.42
19,3702,大聯大,105.5,-0.5,-0.47,07/30,0.0,0.02,0.02,0.39,0.82,3.17,0.08,-2.18,-8.41,-8.38,-1.84,-3.33
20,00645,富邦日本,55.85,-0.05,-0.09,07/30,0.0,0.14,0.14,0.39,0.75,0.75,0.75,0.75,0.75,0.75,0.52,0.75
21,6830,汎銓,316.0,-21.0,-6.23,07/30,0.0,0.3,0.3,0.36,0.39,-0.18,-0.21,0.26,0.26,0.12,,0.46
22,2449,京元電子,203.5,-9.0,-4.24,07/30,0.32,0.32,0.33,0.35,0.21,0.65,-7.18,-7.03,-3.6,-4.99,-9.42,-7.69
23,3017,奇鋐,2110.0,15.0,0.72,07/30,0.09,0.05,0.13,0.34,0.69,1.13,0.72,2.95,0.13,-6.85,5.15,0.26
24,2059,川湖,7140.0,-5.0,-0.07,07/30,0.06,0.1,0.18,0.31,0.48,1.05,1.79,3.05,-0.36,3.31,7.37,0.22
25,5274,信驊,13205.0,295.0,2.29,07/30,0.14,0.16,0.17,0.3,1.12,0.53,-0.72,0.89,3.89,3.27,-2.14,1.78
26,3037,欣興,716.0,28.0,4.07,07/30,0.14,0.26,0.28,0.28,0.52,1.19,2.05,6.22,8.4,6.59,11.1,7.57
27,5347,世界,138.0,5.0,3.76,07/30,0.28,0.12,0.21,0.27,-0.11,-0.41,0.53,-2.8,-8.31,9.34,9.56,-5.32
28,6223,旺矽,4800.0,10.0,0.21,07/30,0.21,0.23,0.25,0.27,0.63,1.23,3.0,3.21,6.26,17.5,15.2,2.15
29,2486,一詮,171.0,-13.5,-7.32,07/30,0.1,0.13,0.17,0.26,0.4,0.17,-1.33,-0.72,0.59,0.34,0.49,0.59
30,00652,富邦印度,33.68,0.06,0.18,07/30,0.0,0.08,0.08,0.24,0.44,0.44,0.44,0.44,0.44,0.08,0.18,0.44
31,2027,大成鋼,43.7,0.45,1.04,07/30,0.19,0.43,0.36,0.22,0.43,1.71,-1.13,-0.5,0.71,-0.92,0.77,-0.14
32,2912,統一超,230.0,-2.0,-0.86,07/30,-0.01,0.05,0.09,0.22,0.87,1.0,6.68,4.71,4.17,8.38,8.32,4.12
33,2637,慧洋-KY,78.1,-2.3,-2.86,07/30,0.0,0.03,0.09,0.22,0.38,0.48,-1.78,-2.18,-3.74,1.76,6.49,-3.29
34,006201,元大富櫃50,34.95,-1.04,-2.89,07/30,0.52,0.66,0.41,0.21,0.25,1.58,3.35,2.56,-4.78,-4.39,-71.5,0.82
35,4966,譜瑞-KY,532.0,-29.0,-5.17,07/30,0.0,0.0,0.0,0.2,-0.19,-0.39,3.27,2.13,6.98,4.01,1.53,3.69
36,2464,盟立,122.5,-0.5,-0.41,07/30,0.07,0.2,0.2,0.2,0.2,0.1,0.2,0.15,0.14,0.2,-0.8,0.15
37,4770,上品,212.0,-0.5,-0.24,07/30,0.0,0.0,0.0,0.18,0.18,0.58,0.58,0.61,-2.78,-0.56,,0.61
38,3529,力旺,2290.0,205.0,9.83,07/30,0.09,0.1,0.24,0.18,0.22,-1.3,-2.68,-0.63,-0.29,-4.46,3.72,-0.73
39,4915,致伸,63.6,0.6,0.95,07/30,0.0,0.0,0.23,0.17,-0.23,0.88,2.1,-0.05,-1.07,12.9,15.3,0.84
40,2357,華碩,737.0,-24.0,-3.15,07/30,0.07,0.08,0.09,0.16,-0.09,-0.3,-0.14,0.54,3.7,9.71,13.4,-0.57
41,1717,長興,55.7,0.9,1.64,07/30,0.08,0.08,0.09,0.16,0.16,0.22,0.42,-0.01,0.66,0.7,0.81,0.48
42,2855,統一證,40.1,-0.7,-1.72,07/30,0.03,0.07,0.13,0.16,0.31,0.56,5.21,5.45,5.51,5.59,5.52,5.27
43,6548,長科*,59.1,-0.5,-0.84,07/30,0.0,0.15,0.15,0.15,0.54,1.32,1.7,1.62,3.87,3.18,,2.82
44,2006,東和鋼鐵,73.4,1.0,1.38,07/30,0.0,0.02,0.04,0.15,0.22,0.53,-3.71,-4.72,-6.5,-4.59,-0.71,-5.14
45,3211,順達,285.5,-22.5,-7.31,07/30,0.03,-0.07,0.05,0.14,0.34,3.84,-1.7,-6.53,-14.5,12.4,12.4,-10.4
46,006205,富邦上証,40.73,-0.17,-0.42,07/30,0.0,0.04,0.04,0.13,0.28,-0.14,-0.56,-1.29,-1.29,-3.39,-57.4,-1.29
