排名,代號,名稱,市 場,成交,漲跌 價,漲跌 幅,成交 張數,法人 買賣 日期,外資 買賣超 張數,投信 買賣超 張數,自營 買賣超 張數,合計 買賣超 張數,外資 持有 (千張),外資 持股 (%),法人 買賣超 註記
601,4123,晟德,櫃,38.4,0.15,0.39,1001,07/27,62,0,48,110,80.2,10.4,＋・＋
602,1904,正隆,市,21.55,0.1,0.47,823,07/27,83,0,24,107,115.0,10.4,＋・＋
603,1527,鑽全,市,34.0,0.4,1.19,194,07/27,31,0,1,32,14.4,10.4,＋・＋
604,6788,華景電,櫃,341.5,-6.5,-1.87,281,07/27,5,0,-7,-2,4.0,10.3,＋・－
605,6419,京晨科,櫃,134.5,-2.5,-1.82,90,07/27,-19,0,1,-18,1.36,10.3,－・＋
606,4162,智擎,櫃,65.8,-0.1,-0.15,372,07/27,-3,0,0,-3,15.0,10.3,－・－
607,3546,宇峻,櫃,74.5,-0.5,-0.67,164,07/27,-8,0,-17,-25,6.01,10.3,－・－
608,4956,光鋐,市,29.15,-0.6,-2.02,584,07/27,110,0,0,110,10.3,10.3,＋・・
609,6799,來頡,市,81.8,-0.3,-0.37,185,07/27,-34,0,0,-34,4.48,10.2,－・－
610,1611,中電,市,11.95,-0.05,-0.42,457,07/27,-167,0,2,-165,33.0,10.2,－・＋
611,2409,友達,市,23.9,-1.6,-6.27,152133,07/27,-7944,33,-1185,-9095,771.0,10.2,－＋－
612,9924,福興,市,39.7,-0.1,-0.25,120,07/27,29,0,2,31,15.4,10.2,＋・＋
613,3030,德律,市,296.5,4.0,1.37,1199,07/27,-190,0,-19,-209,24.1,10.2,－・－
614,8936,國統,櫃,53.1,0.6,1.14,741,07/27,-84,0,10,-74,25.3,10.2,－・＋
615,6143,振曜,櫃,93.8,-1.9,-1.99,427,07/27,-32,0,0,-32,8.76,10.2,－・－
616,6462,神盾,櫃,98.7,-3.3,-3.24,611,07/27,-133,0,-16,-149,9.19,10.1,－・－
617,1314,中石化,市,8.04,-0.23,-2.78,34383,07/27,-9712,0,-130,-9842,380.0,10.0,－・－
618,3167,大量,市,595.0,-25.0,-4.03,1190,07/27,154,-356,31,-171,8.95,10.0,＋－＋
619,6277,宏正,市,78.9,0.9,1.15,342,07/27,-1,0,3,2,11.9,10.0,－・＋
620,2820,華票,市,16.55,0.0,0.0,1571,07/27,630,0,21,651,134.0,10.0,＋・＋
621,6234,高僑,櫃,35.45,-0.55,-1.53,457,07/27,-102,0,0,-102,9.98,9.9,－・＋
622,1541,錩泰,市,22.0,-0.05,-0.23,21,07/27,4,0,1,5,7.81,9.9,＋・＋
623,7805,威聯通,櫃,603.0,-5.0,-0.82,24,07/27,-3,0,-1,-4,3.28,9.9,－・－
624,1708,東鹼,市,52.5,-0.2,-0.38,2262,07/27,77,10,7,94,24.6,9.9,＋＋＋
625,2538,基泰,市,10.05,0.1,1.01,913,07/27,463,0,2,465,44.0,9.9,＋・＋
626,4745,合富-KY,櫃,12.6,-0.85,-6.32,224,07/27,10,0,1,11,6.89,9.9,＋・＋
627,6155,鈞寶,市,55.0,-0.7,-1.26,1357,07/27,45,3,1,49,8.62,9.8,＋＋＋
628,2704,國賓,市,46.0,0.4,0.88,49,07/27,7,0,1,8,35.9,9.8,＋・＋
629,6494,九齊,櫃,48.7,-0.7,-1.42,130,07/27,-18,0,0,-18,3.09,9.8,－・・
630,2066,世德,櫃,62.0,-1.1,-1.74,28,07/27,-8,0,0,-8,4.33,9.7,－・・
631,5534,長虹,市,79.3,-0.6,-0.75,257,07/27,-96,0,7,-89,30.7,9.7,－・＋
632,2472,立隆電,市,260.5,2.0,0.77,2337,07/27,282,0,-3,279,16.0,9.7,＋・－
633,2362,藍天,市,44.05,-0.1,-0.23,640,07/27,37,0,10,47,60.5,9.7,＋・＋
634,3402,漢科,櫃,130.0,-6.5,-4.76,1256,07/27,-581,0,-29,-610,7.07,9.7,－・－
635,8210,勤誠,市,1120.0,25.0,2.28,521,07/27,22,0,7,29,12.1,9.7,＋・＋
636,4543,萬在,櫃,31.4,0.25,0.8,75,07/27,19,0,0,19,5.77,9.6,＋・・
637,3356,奇偶,市,59.2,0.9,1.54,331,07/27,-7,0,0,-7,7.76,9.6,－・＋
638,5309,系統電,櫃,52.6,0.4,0.77,1236,07/27,187,0,2,190,22.1,9.6,＋・＋
639,4743,合一,櫃,46.25,-0.1,-0.22,1214,07/27,-122,0,-3,-125,46.1,9.6,－・－
640,4905,台聯電,櫃,65.4,0.0,0.0,5,07/27,0,0,0,0,2.8,9.6,・・・
641,2636,台驊控股,市,65.9,0.2,0.3,159,07/27,56,0,3,59,13.5,9.5,＋・＋
642,6532,瑞耘,櫃,68.8,0.0,0.0,118,07/27,9,0,-2,7,3.57,9.5,＋・－
643,4542,科嶠,櫃,311.5,-4.5,-1.42,76,07/27,-21,0,10,-11,3.29,9.5,－・＋
644,1806,冠軍,市,8.17,-0.01,-0.12,98,07/27,34,0,3,37,37.1,9.5,＋・＋
645,3015,全漢,市,55.1,0.6,1.1,393,07/27,13,6,1,20,17.8,9.5,＋＋＋
646,2105,正新,市,30.8,-0.45,-1.44,9117,07/27,-1443,21,336,-1086,307.0,9.5,－＋＋
647,3062,建漢,市,20.7,-0.1,-0.48,1774,07/27,7,0,-16,-9,31.3,9.5,＋・－
648,8163,達方,市,31.35,-0.55,-1.72,989,07/27,-94,0,-5,-99,26.5,9.5,－・－
649,3466,德晉,櫃,29.05,-0.35,-1.19,65,07/27,-6,0,0,-6,7.37,9.4,－・＋
650,9958,世紀鋼,市,109.0,-1.5,-1.36,2820,07/27,269,0,-5,264,23.3,9.4,＋・－
651,1813,寶利徠,櫃,11.85,0.05,0.42,7,07/27,0,0,0,0,4.39,9.4,・・・
652,7795,長廣,市,402.5,10.0,2.55,522,07/27,-38,0,1,-37,7.43,9.4,－・＋
653,6153,嘉聯益,市,16.1,-0.5,-3.01,3842,07/27,-1100,0,15,-1085,59.9,9.4,－・＋
654,00982B,FT投資級債20+,櫃,9.75,0.05,0.52,88,07/27,0,0,88,88,2.67,9.4,・・＋
655,2476,鉅祥,市,118.5,-0.5,-0.42,1531,07/27,-351,0,8,-343,20.5,9.4,－・＋
656,2889,國票金,市,15.7,-0.05,-0.32,3998,07/27,131,2,53,186,341.0,9.4,＋＋＋
657,6546,正基,櫃,59.9,0.1,0.17,213,07/27,-45,0,2,-43,6.26,9.4,－・＋
658,6668,中揚光,市,34.7,0.75,2.21,905,07/27,-69,0,1,-68,10.0,9.4,－・＋
659,3388,崇越電,櫃,73.5,-0.8,-1.08,428,07/27,42,0,-13,29,6.93,9.4,＋・－
660,2332,友訊,市,24.3,2.2,9.95,74549,07/27,7280,0,-448,6833,56.1,9.3,＋・－
661,2387,精元,市,38.5,-0.35,-0.9,242,07/27,-24,0,2,-22,18.1,9.3,－・＋
662,1723,中碳,市,86.4,-1.7,-1.93,752,07/27,-336,0,-15,-351,21.9,9.2,－・－
663,2845,遠東銀,市,13.4,0.05,0.37,5614,07/27,2494,509,72,3075,449.0,9.2,＋＋＋
664,2425,承啟,市,46.0,-0.85,-1.81,6905,07/27,-875,3,-1,-873,8.88,9.2,－＋－
665,1909,榮成,市,10.05,0.0,0.0,1571,07/27,-150,0,30,-120,122.0,9.2,－・＋
666,2812,台中銀,市,20.75,0.3,1.47,35425,07/27,24494,25,104,24623,553.0,9.2,＋＋＋
667,6568,宏觀,櫃,141.0,0.0,0.0,80,07/27,8,0,-4,4,2.83,9.2,＋・－
668,2617,台航,市,28.8,-0.4,-1.37,570,07/27,-68,0,-108,-176,38.2,9.2,－・－
669,2329,華泰,市,44.45,-0.6,-1.33,2637,07/27,-313,0,-39,-352,60.3,9.2,－・－
670,9960,邁達康,櫃,32.45,0.45,1.41,26,07/27,7,0,0,7,3.08,9.2,＋・－
671,1319,東陽,市,73.0,0.9,1.25,1491,07/27,584,0,8,592,54.0,9.1,＋・＋
672,2340,台亞,市,30.7,0.05,0.16,1830,07/27,-82,0,-20,-102,40.1,9.1,－・－
673,6120,達運,市,12.6,-0.4,-3.08,3447,07/27,-2086,0,70,-2016,54.6,9.1,－・＋
674,5469,瀚宇博,市,71.4,-0.6,-0.83,948,07/27,-205,0,4,-201,44.2,9.1,－・＋
675,6909,創控,市,41.45,-0.25,-0.6,350,07/27,-55,0,1,-54,6.09,9.0,－・＋
676,2851,中再保,市,35.35,0.1,0.28,1077,07/27,-22,0,10,-12,72.4,9.0,－・＋
677,3716,中化控股,市,33.3,-0.1,-0.3,116,07/27,41,0,8,49,13.5,9.0,＋・＋
678,6426,統新,市,171.5,7.5,4.57,1033,07/27,-11,0,3,-8,3.48,9.0,－・＋
679,2731,雄獅,市,146.0,1.0,0.69,323,07/27,-22,0,6,-16,8.41,9.0,－・＋
680,7788,松川精密,市,207.5,0.5,0.24,667,07/27,91,0,-1,90,7.16,9.0,＋・－
