排名,代號,名稱,成交,漲跌 價,漲跌 幅,更新 日期,當日 增減 (%),2日 增減 (%),3日 增減 (%),5日 增減 (%),10日 增減 (%),1個月 增減 (%),3個月 增減 (%),半年 增減 (%),1年 增減 (%),今年 增減 (%)
1,2726,雅茗-KY,8.99,-0.01,-0.11,07/13,,,,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0
2,8923,時報,19.25,0.0,0.0,07/13,,,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0
3,7610,聯友金屬-創,2425.0,215.0,9.73,07/13,0.0,33.3,-20.0,-85.2,-91.5,-85.5,,,,
4,6838,台新藥,24.0,-0.3,-1.23,07/13,0.0,-66.7,-66.7,-66.7,-66.7,-74.5,-95.6,-99.2,-99.3,-99.2
5,4130,健亞,28.15,0.3,1.08,07/13,0.0,0.0,-9.87,-59.8,-80.3,-82.0,-84.9,-64.8,-45.0,-63.2
6,6899,創為精密,53.8,-0.9,-1.65,07/13,-58.3,-57.7,-57.7,-59.5,-58.9,-56.5,100.0,-9.09,-9.09,-9.09
7,1301,台塑,60.2,5.4,9.85,07/13,-1.41,-13.3,-21.4,-54.4,-67.5,-85.7,-90.5,-90.6,-91.8,-90.6
8,3055,蔚華科,163.0,5.5,3.49,07/13,-0.97,-1.12,-0.3,-51.1,-53.0,-35.6,-32.6,-37.0,-49.1,-38.5
9,4502,健信,15.65,-0.1,-0.63,07/13,0.0,0.0,0.0,-50.0,-61.9,-75.4,-84.0,-82.2,-80.7,-82.2
10,4545,銘鈺,36.35,-1.95,-5.09,07/13,0.38,0.38,1.55,-49.1,-48.7,-62.0,-61.0,-64.9,-33.8,-62.7
11,6907,雅特力-KY,192.5,-2.5,-1.28,07/13,6.48,-47.0,-48.0,-49.1,-46.0,-15.4,,,,
12,009805,台新美國電力基建,16.48,-0.12,-0.72,07/13,0.0,0.0,-0.36,-46.6,-47.3,-47.6,-60.3,-12.7,23500.0,-18.5
13,3152,璟德,262.0,-13.0,-4.73,07/13,-87.1,-88.6,-88.2,-42.9,,-98.7,-99.8,-99.8,-99.4,-99.8
14,2368,金像電,1045.0,-30.0,-2.79,07/13,-23.6,-28.9,-24.1,-40.3,-15.3,-42.2,-87.0,-91.9,-82.9,-90.6
15,00950B,凱基A級公司債,14.04,-0.07,-0.5,07/13,0.0,-18.1,-39.8,-40.1,-40.1,-47.8,-1.5,-44.3,-58.1,-54.1
16,3567,逸昌,29.8,-0.25,-0.83,07/13,0.0,-1.39,-1.39,-39.6,-46.0,-49.5,23.5,122.0,71.2,122.0
17,2360,致茂,1850.0,30.0,1.65,07/13,-26.8,-26.7,-30.3,-38.6,-60.3,-84.4,-80.6,-87.8,-83.9,-89.0
18,2881,富邦金,127.0,2.5,2.01,07/13,-17.6,-27.0,-31.7,-38.2,-41.9,-48.9,-82.1,-71.7,-83.0,-73.5
19,8033,雷虎,249.5,22.5,9.91,07/13,-1.24,-5.14,-8.41,-37.7,-41.8,-43.2,-28.6,-1.02,36.2,3.93
20,3588,通嘉,64.6,-2.2,-3.29,07/13,-1.75,-8.17,-10.3,-37.1,-39.2,-43.6,-46.7,-49.5,107.0,-51.2
21,4306,炎洲,14.75,-0.05,-0.34,07/13,-36.4,-36.4,-36.1,-35.6,-35.7,-44.9,-48.0,-55.4,-60.8,-59.5
22,3060,銘異,34.35,-2.8,-7.54,07/13,-0.67,-26.0,-26.6,-35.0,-59.4,-69.6,-77.6,-86.4,-67.8,-85.7
23,1336,台翰,14.5,0.15,1.05,07/13,-4.37,-13.8,-13.1,-34.4,-44.6,-44.3,-47.4,-51.9,-52.4,-51.9
24,8467,波力-KY,110.0,-4.5,-3.93,07/13,0.0,0.0,-33.0,-33.4,-33.4,-35.1,-44.3,-45.5,-16.7,-40.8
25,6276,安鈦克,21.75,-0.35,-1.58,07/13,-25.9,-25.9,-25.9,-33.3,-33.3,-35.5,-78.0,-84.5,-87.3,-84.5
26,3149,正達,92.3,2.8,3.13,07/13,-20.0,-25.4,-31.8,-32.9,-1.58,-0.7,29.7,-15.2,219.0,-1.7
27,5465,富驊,24.85,-0.05,-0.2,07/13,-21.1,-21.1,-21.1,-31.5,-35.5,-46.7,-56.9,-49.4,-26.0,-41.9
28,1710,東聯,16.1,-0.3,-1.83,07/13,0.16,-13.1,-19.6,-31.3,-20.8,-25.4,-47.4,82.4,8.02,58.5
29,6624,萬年清,38.35,-2.25,-5.54,07/13,0.0,0.0,0.0,-31.2,-31.2,-31.2,-45.0,-63.3,22.2,-57.7
30,6214,精誠,141.0,-2.5,-1.74,07/13,-2.16,-23.4,-27.3,-31.2,-40.5,-37.3,-67.5,-68.8,-33.3,-64.1
31,6477,安集,40.55,1.05,2.66,07/13,-16.0,-16.2,-17.3,-31.1,-33.9,-32.2,-35.2,-50.9,-54.6,-48.6
32,4702,中美實,9.85,-0.05,-0.51,07/13,0.0,0.0,0.0,-31.0,-62.7,-65.3,-51.3,-65.4,-57.8,-62.5
33,2105,正新,32.85,0.45,1.39,07/13,-1.9,-19.1,-20.3,-30.7,-36.7,-17.3,34.8,-41.4,-1.45,-37.7
34,3711,日月光投控,670.0,-7.0,-1.03,07/13,-1.69,-22.8,-26.5,-29.7,-27.9,-46.9,-18.4,8.05,-54.4,10.3
35,8284,三竹,61.2,0.0,0.0,07/13,0.0,-17.4,-17.4,-29.6,-20.8,-20.8,-20.8,-17.4,-50.0,-17.4
36,2401,凌陽,31.9,-1.1,-3.33,07/13,6.83,-4.27,-27.1,-29.5,-21.5,-39.8,-53.0,-62.0,-14.8,-61.2
37,6770,力積電,69.0,-2.1,-2.95,07/13,2.31,-2.83,0.26,-29.2,-32.9,-63.3,-25.8,25.3,-36.9,14.0
38,6614,資拓宏宇,40.75,0.75,1.88,07/13,-38.5,-37.3,-34.7,-28.9,-42.9,433.0,,,,
39,3176,基亞,36.0,-2.2,-5.76,07/13,-1.14,-6.21,-22.9,-28.5,-30.6,-22.7,86.0,417.0,0.0,572.0
40,2441,超豐,137.5,-7.0,-4.84,07/13,8.84,-6.06,-27.8,-28.5,-42.5,-66.5,-27.9,-56.9,125.0,-56.6
41,2755,揚秦,138.0,0.0,0.0,07/13,0.0,0.0,-28.3,-28.3,-54.8,-60.9,-49.6,-83.7,-68.6,-83.6
42,9908,大台北,29.85,0.1,0.34,07/13,-25.1,-25.1,-25.1,-28.1,-29.8,-45.5,-33.0,176.0,66.0,177.0
43,00719B,元大美債1-3,31.43,-0.01,-0.03,07/13,0.0,-28.3,-28.1,-28.1,-32.4,-6.4,-29.1,-12.6,-3.36,15.5
44,7721,微程式,69.3,-1.7,-2.39,07/13,1.46,2.96,11.2,-27.9,-33.4,-29.2,109.0,,,
45,3615,安可,47.55,-1.6,-3.26,07/13,-2.65,-2.2,-20.8,-27.7,-25.6,-33.8,-0.31,6.89,36.5,14.7
46,6187,萬潤,1035.0,-15.0,-1.43,07/13,3.76,-22.1,-25.8,-27.6,-39.8,-44.4,-28.9,-75.4,-79.0,-78.2
47,1614,三洋電,32.0,-0.1,-0.31,07/13,-24.6,-24.6,-24.6,-27.4,-32.2,-31.1,-29.9,-41.4,-53.7,-43.0
48,3004,豐達科,154.5,1.0,0.65,07/13,0.74,-4.5,-19.1,-27.2,-32.7,-46.6,-20.9,-41.1,78.2,-30.2
49,8917,欣泰,52.4,-1.6,-2.96,07/13,0.0,0.0,0.0,-26.9,-29.3,-52.5,-40.9,182.0,224.0,224.0
50,3516,亞帝歐,25.25,-1.15,-4.36,07/13,1.18,-25.3,-25.3,-26.5,-26.5,-31.3,-10.6,-11.5,-44.6,-11.5
51,00983A,主動中信ARK創新,12.09,-0.15,-1.23,07/13,0.0,-0.49,-5.87,-26.4,-40.6,-40.6,-75.5,-59.3,950.0,-64.4
52,2235,謚源,30.9,0.85,2.83,07/13,0.0,0.0,0.0,-26.3,-26.3,-26.3,-39.1,-39.1,-58.8,-39.1
53,2317,鴻海,236.5,-1.0,-0.42,07/13,-0.45,0.59,-1.6,-26.3,-1.35,-3.31,-55.5,52.9,-61.9,42.8
