代號,名稱,成交,漲跌 價,漲跌 幅,法人 買賣 日期,外資 連續 買賣 日數,外資 連續 買賣 張數,外資 連續 買賣 佔 成交 (%),外資 連續 買賣 佔發 行量 (%),投信 連續 買賣 日數,投信 連續 買賣 張數,投信 連續 買賣 佔 成交 (%),投信 連續 買賣 佔發 行量 (%),自營 商 連續 買賣 日數,自營 商 連續 買賣 張數,自營 商 連續 買賣 佔 成交 (%),自營 商 連續 買賣 佔發 行量 (%),三大 法人 連續 買賣 日數,三大 法人 連續 買賣 張數,三大 法人 連續 買賣 佔 成交 (%),三大 法人 連續 買賣 佔發 行量 (%)
2884,玉山金,39.75,1.0,2.58,08/31,1,12894,17.0,0.07,18,100586,14.4,0.57,-4,-2906,-1.92,-0.02,1,12070,15.9,0.07
3491,昇達科,1380.0,-130.0,-8.61,08/31,-7,-1109,-7.99,-1.61,14,1168,4.77,1.7,3,61,0.74,0.09,-2,-258,-4.63,-0.37
2301,光寶科,305.0,-12.5,-3.94,08/31,-1,-4477,-17.1,-0.19,10,14351,3.59,0.62,2,364,0.47,0.02,-1,-4064,-15.5,-0.18
3105,穩懋,447.5,8.5,1.94,08/31,-1,-6359,-12.3,-1.5,10,10020,3.52,2.36,1,401,0.77,0.09,-1,-5437,-10.5,-1.28
1303,南亞,242.5,22.0,9.98,08/31,5,39556,5.81,0.5,8,24859,2.82,0.31,1,1042,0.6,0.01,5,63641,9.35,0.8
2313,華通,248.5,7.5,3.11,08/31,4,19741,8.0,1.6,8,11155,3.3,0.9,1,221,0.33,0.02,4,26980,10.9,2.19
3532,台勝科,379.0,-20.0,-5.01,08/31,-5,-2679,-4.77,-0.69,8,3327,3.74,0.86,-2,-281,-1.86,-0.07,-2,-682,-4.52,-0.18
9941,裕融,86.9,0.3,0.35,08/31,1,196,8.61,0.03,8,1078,8.39,0.19,-1,-75,-3.29,-0.01,1,413,18.2,0.07
3605,宏致,139.0,8.0,6.11,08/31,-7,-13861,-12.3,-7.93,6,2388,2.23,1.37,3,265,0.38,0.15,-7,-11130,-9.91,-6.37
8436,大江,126.0,0.5,0.4,08/31,-6,-847,-17.4,-0.72,6,365,7.49,0.31,-6,-27,-0.55,-0.02,-3,-477,-17.5,-0.41
2449,京元電子,257.0,-13.0,-4.81,08/31,-1,-16652,-44.2,-1.3,5,4578,3.52,0.36,-1,-1068,-2.84,-0.08,-1,-15129,-40.2,-1.18
2481,強茂,151.0,-3.0,-1.95,08/31,-1,-5152,-23.3,-1.35,5,1320,0.88,0.35,-1,-327,-1.48,-0.09,-1,-5446,-24.7,-1.43
2618,長榮航,42.0,0.2,0.48,08/31,1,606,2.89,0.01,5,816,0.77,0.02,-5,-1983,-1.86,-0.04,1,442,2.11,0.01
2887,台新新光金,38.55,1.05,2.8,08/31,1,35114,18.9,0.14,5,4872,1.45,0.02,-3,-2077,-0.81,-0.01,1,35163,18.9,0.14
1717,長興,82.5,4.8,6.18,08/31,3,26777,23.0,2.26,4,5652,4.55,0.48,4,2695,2.17,0.23,3,34894,30.0,2.95
3008,大立光,7650.0,585.0,8.28,08/31,-1,-509,-13.7,-0.39,4,823,6.09,0.63,-2,-185,-2.15,-0.14,-1,-192,-5.19,-0.15
3450,聯鈞,646.0,11.0,1.73,08/31,5,6994,8.1,4.8,4,2602,3.58,1.79,-1,-1,0.0,0.0,4,8034,11.0,5.51
4763,材料*-KY,46.3,0.65,1.42,08/31,1,1622,37.9,0.16,4,13,0.06,0.0,1,63,1.48,0.01,1,1686,39.4,0.17
2412,中華電,136.0,0.5,0.37,08/31,-4,-6831,-16.8,-0.09,3,646,1.97,0.01,-1,-32,-0.21,0.0,-4,-6051,-14.9,-0.08
2881,富邦金,144.0,0.0,0.0,08/31,-1,-1983,-5.95,-0.01,3,6020,8.41,0.04,-2,-543,-1.09,0.0,-1,-787,-2.36,-0.01
6640,均華,1140.0,80.0,7.55,08/31,-3,-64,-4.65,-0.22,3,37,2.69,0.13,1,13,2.03,0.05,1,10,1.46,0.03
1319,東陽,82.6,0.5,0.61,08/31,2,1096,26.9,0.19,2,5,0.12,0.0,6,104,1.05,0.02,2,1138,28.0,0.19
1476,儒鴻,309.0,-2.5,-0.8,08/31,-4,-797,-25.0,-0.29,2,69,4.02,0.03,-3,-59,-2.28,-0.02,-4,-783,-24.6,-0.29
2303,聯電,129.0,-1.0,-0.77,08/31,-1,-12716,-5.84,-0.1,2,10276,1.89,0.08,-1,-1126,-0.52,-0.01,-1,-7502,-3.44,-0.06
2317,鴻海,250.0,-3.0,-1.19,08/31,-1,-3855,-10.9,-0.03,2,332,0.5,0.0,-2,-1094,-1.63,-0.01,-1,-4201,-11.9,-0.03
2356,英業達,66.7,1.8,2.77,08/31,1,5121,23.8,0.14,2,1589,4.71,0.04,1,780,3.62,0.02,1,6650,30.9,0.19
2357,華碩,999.0,34.0,3.52,08/31,1,986,19.0,0.13,2,336,4.77,0.05,1,83,1.59,0.01,1,1296,25.0,0.17
2368,金像電,1165.0,35.0,3.1,08/31,-1,-941,-4.48,-0.18,2,2108,6.63,0.41,-1,-657,-3.13,-0.13,2,1496,4.71,0.29
2379,瑞昱,721.0,-1.0,-0.14,08/31,-3,-500,-8.25,-0.1,2,207,4.99,0.04,-2,-28,-0.66,-0.01,1,31,1.02,0.01
2382,廣達,338.5,6.0,1.8,08/31,1,2660,14.5,0.06,2,1766,6.09,0.04,-1,-318,-1.74,-0.01,1,3800,20.8,0.09
2542,興富發,46.65,-0.35,-0.74,08/31,-1,-1803,-32.5,-0.08,2,1025,9.32,0.05,1,216,3.89,0.01,-1,-571,-10.3,-0.03
2603,長榮,233.5,2.0,0.86,08/31,-2,-1575,-8.26,-0.07,2,277,1.45,0.01,-2,-397,-2.08,-0.02,-2,-1694,-8.89,-0.08
2855,統一證,49.55,1.0,2.06,08/31,4,4185,31.2,0.26,2,478,6.87,0.03,0,0,0.0,0.0,4,4601,34.3,0.29
2882,國泰金,110.5,5.0,4.74,08/31,2,12280,15.5,0.08,2,3649,4.6,0.02,-1,-123,-0.21,0.0,2,15991,20.1,0.11
2891,中信金,64.7,0.3,0.47,08/31,2,1088,1.47,0.01,2,5172,6.98,0.03,-5,-2578,-1.71,-0.01,2,5008,6.76,0.03
3034,聯詠,540.0,-5.0,-0.92,08/31,1,63,1.15,0.01,2,733,8.8,0.12,-3,-100,-0.85,-0.02,1,477,8.69,0.08
3231,緯創,178.0,0.0,0.0,08/31,-3,-19585,-16.9,-0.62,2,1476,2.26,0.05,1,216,0.56,0.01,-3,-18557,-16.0,-0.58
3324,雙鴻,1250.0,110.0,9.65,08/31,3,4790,23.6,5.15,2,1020,6.32,1.1,2,362,2.24,0.39,3,6068,29.9,6.52
3374,精材,422.5,36.5,9.46,08/31,6,11247,8.68,4.14,2,9021,12.6,3.32,-1,-108,-0.26,-0.04,6,21263,16.4,7.84
3406,玉晶光,1005.0,88.0,9.6,08/31,3,3441,10.1,3.05,2,1959,7.65,1.74,-1,-100,-0.9,-0.09,5,5959,13.0,5.29
3653,健策,5990.0,205.0,3.54,08/31,-2,-91,-3.4,-0.06,2,202,7.52,0.14,2,27,1.0,0.02,3,285,6.19,0.19
3661,世芯-KY,4075.0,10.0,0.25,08/31,2,446,10.9,0.52,2,135,3.32,0.16,2,142,3.49,0.16,2,723,17.8,0.84
3706,神達,92.5,0.4,0.43,08/31,-1,-411,-4.28,-0.03,2,1422,8.62,0.11,4,514,1.89,0.04,4,4568,16.8,0.34
4958,臻鼎-KY,500.0,19.5,4.06,08/31,1,2178,4.44,0.2,2,1666,2.0,0.16,1,587,1.2,0.05,3,7585,6.86,0.71
5269,祥碩,1425.0,-25.0,-1.72,08/31,-2,-158,-20.2,-0.21,2,30,3.87,0.04,1,2,0.53,0.0,-2,-154,-19.7,-0.21
