排名,代號,名稱,成交,漲跌 價,漲跌 幅,更新 日期,當日 增減 (%),2日 增減 (%),3日 增減 (%),5日 增減 (%),10日 增減 (%),1個月 增減 (%),3個月 增減 (%),半年 增減 (%),1年 增減 (%),今年 增減 (%)
1,009825,聯邦美國金融創新,10.28,0.11,1.08,08/26,,,,-100.0,,,,,,
2,1563,巧新,66.0,0.9,1.38,08/26,,,,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0
3,5905,南仁湖,7.9,0.0,0.0,08/26,0.0,0.0,-91.1,-91.1,-91.1,-92.4,-99.2,-99.7,-99.8,-99.8
4,2301,光寶科,307.0,11.0,3.72,08/26,-0.57,20.1,-1.82,-69.1,-72.1,-84.8,-90.8,-76.5,-87.7,-58.2
5,7631,聚賢研發-創,146.0,-1.0,-0.68,08/26,0.0,0.0,0.0,-66.7,0.0,,,,,
6,3498,陽程,203.5,3.5,1.75,08/26,0.0,-25.5,-45.3,-54.1,-62.8,-68.8,-30.0,-58.7,-66.9,-47.8
7,00992A,主動群益科技創新,18.16,0.46,2.6,08/26,-48.8,-48.3,-48.0,-53.0,-51.1,-79.4,-75.2,242.0,,887.0
8,3653,健策,5725.0,520.0,9.99,08/26,-20.6,-36.2,-36.7,-41.8,-41.6,-33.7,-31.5,-58.5,82.3,-53.6
9,2451,創見,301.0,2.0,0.67,08/26,-27.2,-35.8,-36.0,-39.3,-42.0,-41.9,-1.69,195.0,188.0,141.0
10,00937B,群益ESG投等債20+,14.41,0.09,0.63,08/26,1.51,4.99,-16.8,-39.1,-19.9,37.8,-18.7,-3.8,-65.4,-48.2
11,1102,亞泥,35.2,0.3,0.86,08/26,-17.5,-26.4,-30.6,-38.9,-34.8,-28.8,-81.6,-60.5,176.0,15.9
12,2634,漢翔,69.0,2.3,3.45,08/26,-1.36,-6.15,-15.8,-38.5,-38.2,-31.4,-54.3,-34.0,-52.7,-53.9
13,1909,榮成,11.0,0.0,0.0,08/26,0.15,-1.52,-36.5,-37.6,-38.5,-38.1,-55.2,92.5,6.33,67.6
14,2603,長榮,231.0,-15.0,-6.1,08/26,-16.1,-20.4,-20.7,-37.3,-54.4,-65.4,-78.0,-74.9,-70.8,-78.0
15,5210,寶碩,29.7,0.6,2.06,08/26,-35.0,-35.4,-35.2,-36.0,-35.0,62.2,,,,
16,2107,厚生,26.95,0.25,0.94,08/26,1.1,-31.8,-31.5,-36.0,-33.9,-25.5,-52.0,-19.5,-53.9,-43.3
17,1437,勤益控,32.15,0.4,1.26,08/26,1.51,-23.8,-22.2,-35.7,-33.0,-20.5,-35.6,-3.99,-27.2,-24.4
