排名,代號,名稱,成交,漲跌 價,漲跌 幅,持股 資料 週別,更新 日期,持股 100張 以下 (%),100張 以下 增減,持股 200張 以下 (%),200張 以下 增減,持股 400張 以下 (%),400張 以下 增減,持股 600張 以下 (%),600張 以下 增減
1501,2324,仁寶,39.7,-0.05,-0.13,26W35,08/28,28.9,0.27,31.6,0.36,34.0,0.43,35.8,0.48
1502,4402,郡都開發,14.5,-0.35,-2.36,26W35,08/28,23.3,-0.03,29.6,-0.03,34.0,-0.02,37.8,-0.01
1503,1446,宏和,13.65,0.05,0.37,26W35,08/28,24.2,-0.22,29.8,-0.17,34.0,-0.01,36.5,0.01
1504,3022,威強電,90.3,-1.2,-1.31,26W35,08/28,26.7,0.03,30.6,0.26,33.9,0.21,37.3,-0.47
1505,6934,心誠鎂,74.1,1.7,2.35,26W35,08/28,20.2,0.02,25.9,0.01,33.9,0.01,35.2,-0.01
1506,00686R,群益臺灣加權反1,0.99,0.0,0.0,26W35,08/28,14.9,-0.02,23.1,-0.3,33.9,-0.72,41.6,0.19
1507,2883B,凱基金乙特,8.18,-0.01,-0.12,26W35,08/28,21.1,0.0,27.0,-0.09,33.8,-0.05,38.0,-0.01
1508,9945,潤泰新,28.0,-0.6,-2.1,26W35,08/28,24.9,0.04,29.7,0.05,33.8,0.05,35.9,0.1
1509,4569,六方科-KY,165.5,-3.0,-1.78,26W35,08/28,16.0,-0.02,19.1,0.0,33.8,0.0,37.5,0.0
1510,6465,威潤,48.4,1.9,4.09,26W35,08/28,23.3,0.15,30.2,0.47,33.8,0.72,36.3,0.01
1511,6951,青新-創,72.0,0.4,0.56,26W35,08/28,25.0,0.0,29.7,0.0,33.8,0.0,34.6,0.0
1512,4571,鈞興-KY,160.5,-0.5,-0.31,26W35,08/28,26.9,0.38,30.4,0.47,33.8,0.06,38.8,0.06
1513,1324,地球,10.25,0.05,0.49,26W35,08/28,29.2,-0.01,31.7,-0.01,33.8,-0.01,36.2,-0.01
1514,1799,易威,29.95,-0.1,-0.33,26W35,08/28,25.1,0.01,30.3,0.01,33.7,0.01,35.1,0.25
1515,2542,興富發,47.0,-0.75,-1.57,26W35,08/28,26.7,-0.19,31.0,-0.26,33.7,-0.32,35.1,-0.27
1516,3704,合勤控,42.0,-0.45,-1.06,26W35,08/28,26.6,0.12,30.2,0.0,33.7,0.41,37.0,0.25
1517,3205,佰研,47.1,-0.7,-1.46,26W35,08/28,23.3,-0.17,27.6,0.02,33.7,0.0,35.9,0.0
1518,3617,碩天,243.5,-5.0,-2.01,26W35,08/28,19.4,0.18,23.8,-0.29,33.7,0.45,39.6,0.52
