排名,代號,名稱,成交,漲跌 價,漲跌 幅,法人 買賣 日期,當日 賣出 佔 成交,2日 賣出 佔 成交,3日 賣出 佔 成交,5日 賣出 佔 成交,10日 賣出 佔 成交,1個月 賣出 佔 成交,3個月 賣出 佔 成交,半年 賣出 佔 成交,1年 賣出 佔 成交,3年 賣出 佔 成交,10年 賣出 佔 成交,今年 賣出 佔 成交
1,3293,鈊象,704.0,2.0,0.28,08/27,40.8,30.0,25.2,25.5,22.7,13.2,5.72,4.61,3.77,4.28,2.95,4.88
2,3264,欣銓,219.5,2.0,0.92,08/27,25.9,20.1,22.5,24.3,14.4,4.81,7.74,5.07,3.88,5.93,4.2,4.27
3,2428,興勤,253.0,7.0,2.85,08/27,23.7,39.2,37.4,21.4,8.39,4.45,1.11,2.09,1.46,1.06,0.65,2.18
4,2360,致茂,1990.0,10.0,0.51,08/27,14.2,9.52,18.4,17.5,14.7,11.8,9.99,6.05,5.08,4.65,3.36,5.86
5,6223,旺矽,5090.0,50.0,0.99,08/27,23.6,22.2,20.8,17.5,16.8,11.2,5.4,4.34,5.12,3.43,2.24,5.57
6,7734,印能科技,2870.0,-230.0,-7.42,08/27,17.8,13.0,18.4,16.9,24.5,15.2,7.72,3.76,2.34,,,2.78
7,00997A,主動群益美國增長,11.37,0.3,2.71,08/27,0.0,0.0,23.1,16.2,18.8,8.34,1.68,,,,,
8,6515,穎崴,6105.0,80.0,1.33,08/27,36.5,20.9,20.1,15.8,26.2,20.6,16.6,12.8,6.63,5.28,,10.2
9,1210,大成,52.4,-0.3,-0.57,08/27,0.0,0.0,0.0,13.3,7.7,2.08,1.09,4.66,6.08,4.09,2.49,5.06
10,6683,雍智科技,1245.0,110.0,9.69,08/27,0.0,3.65,6.08,13.1,5.51,4.34,1.55,2.12,1.42,1.33,,1.71
11,2637,慧洋-KY,94.6,3.4,3.73,08/27,0.09,0.05,12.0,13.1,10.2,8.76,11.2,7.73,5.36,4.3,1.95,8.08
12,2383,台光電,5500.0,-395.0,-6.7,08/27,10.4,9.19,10.7,12.6,8.46,4.31,3.72,3.07,3.65,5.18,4.23,3.67
13,2345,智邦,2090.0,35.0,1.7,08/27,0.78,11.6,10.6,12.1,10.3,6.59,4.69,3.33,3.44,4.04,3.69,3.56
14,6510,精測,2740.0,120.0,4.58,08/27,0.03,14.1,12.3,11.7,6.88,8.78,11.6,10.3,7.35,6.04,3.86,9.28
15,3533,嘉澤,1625.0,0.0,0.0,08/27,0.14,4.4,11.6,11.0,8.57,6.64,8.37,5.94,5.27,5.05,5.99,4.94
16,5274,信驊,15305.0,-385.0,-2.45,08/27,25.7,15.0,11.4,10.9,10.8,5.27,6.82,5.57,4.04,4.25,4.59,4.93
17,2727,王品,233.5,-1.5,-0.64,08/27,0.0,13.9,10.1,10.5,4.74,1.06,0.94,1.31,2.56,1.41,1.0,1.23
18,3227,原相,198.0,0.5,0.25,08/27,0.36,0.63,0.4,10.5,5.09,8.2,3.03,2.68,2.2,2.14,1.64,2.88
19,2376,技嘉,345.0,-6.5,-1.85,08/27,9.95,19.8,14.8,10.4,3.42,2.54,2.43,1.85,2.32,3.02,2.8,2.04
20,6831,邁科,593.0,17.0,2.95,08/27,0.0,6.68,7.3,10.3,12.9,9.24,5.07,2.51,,,,2.38
21,3211,順達,397.5,33.5,9.2,08/27,0.01,1.91,2.63,10.2,11.0,6.34,4.36,4.13,4.76,2.81,2.18,4.56
22,7769,鴻勁,6345.0,10.0,0.16,08/27,10.6,10.0,12.4,10.0,7.3,6.67,6.07,5.16,,,,3.25
23,4904,遠傳,101.5,0.5,0.5,08/27,0.07,4.67,10.0,9.6,11.2,6.46,9.35,9.87,10.3,10.2,5.73,10.2
24,3711,日月光投控,605.0,13.0,2.2,08/27,11.3,9.15,10.4,9.44,16.7,7.44,7.97,5.3,5.57,6.07,,4.78
25,9939,宏全,133.0,0.0,0.0,08/27,0.12,9.55,7.52,9.13,4.31,1.78,0.79,1.45,0.74,0.33,0.09,1.32
