排名,代號,名稱,成交,漲跌 價,漲跌 幅,持股 資料 週別,更新 日期,持股 800張 以下 (%),800張 以下 增減,持股 1千張 以下 (%),1千張 以下 增減,持股 超過 1千張 (%),超過 1千張 增減
2101,6997,博弘,69.3,0.0,0.0,26W33,08/14,17.7,0.0,22.3,0.0,77.7,0.0
2102,3555,博士旺,162.0,-5.0,-2.99,26W33,08/14,22.3,0.0,22.3,0.0,77.7,0.0
2103,5278,尚凡*,24.45,-0.15,-0.61,26W33,08/14,21.1,-0.01,22.2,-0.01,77.8,0.01
2104,5546,永固-KY,13.75,0.4,3.0,26W33,08/14,21.1,0.02,22.2,0.03,77.8,-0.03
2105,1735,日勝化,20.5,-0.05,-0.24,26W33,08/14,22.2,0.0,22.2,0.0,77.8,0.0
2106,2433,互盛電,41.85,-0.1,-0.24,26W33,08/14,22.2,0.0,22.2,0.0,77.8,0.0
2107,2211,長榮鋼,80.5,-4.8,-5.63,26W33,08/14,21.0,0.67,22.1,0.07,77.9,-0.07
2108,8464,億豐,377.0,9.0,2.45,26W33,08/14,20.3,0.06,22.1,0.08,77.9,-0.08
2109,2897B,王道銀乙特,11.5,0.0,0.0,26W33,08/14,20.6,0.0,22.1,0.0,77.9,0.0
2110,3332,幸康,64.0,1.5,2.4,26W33,08/14,20.2,0.0,22.1,0.0,77.9,0.0
2111,2395,研華,683.0,-15.0,-2.15,26W33,08/14,20.2,0.23,22.0,0.55,78.0,-0.55
2112,6666,羅麗芬-KY,43.0,0.35,0.82,26W33,08/14,22.0,0.0,22.0,0.0,78.0,0.0
2113,2105,正新,30.4,-0.3,-0.98,26W33,08/14,21.2,0.3,22.0,0.37,78.0,-0.37
2114,1307,三芳,30.4,-0.15,-0.49,26W33,08/14,21.7,0.49,22.0,0.26,78.0,-0.26
2115,1459,聯發,14.0,-0.05,-0.36,26W33,08/14,20.9,-0.09,21.9,-0.09,78.1,0.09
