排名,代號,名稱,成交,漲跌 價,漲跌 幅,持股 資料 週別,更新 日期,持股 800張 以下 (%),800張 以下 增減,持股 1千張 以下 (%),1千張 以下 增減,持股 超過 1千張 (%),超過 1千張 增減
1801,1521,大億,25.75,0.2,0.78,26W33,08/14,33.6,-0.39,33.6,-0.39,66.4,0.39
1802,6196,帆宣,510.0,-1.0,-0.2,26W33,08/14,33.1,0.89,33.5,0.49,66.5,-0.49
1803,2754,亞洲藏壽司,69.5,0.5,0.72,26W33,08/14,31.6,0.0,33.5,0.0,66.5,0.0
1804,2887I,台新新光辛特,9.51,0.0,0.0,26W33,08/14,31.5,-0.04,33.4,-0.03,66.6,0.03
1805,4192,杏國,18.75,-0.1,-0.53,26W33,08/14,33.4,0.0,33.4,0.0,66.6,0.0
1806,6005,群益證,30.9,0.3,0.98,26W33,08/14,32.2,1.05,33.4,1.1,66.6,-1.1
1807,1713,國化,45.45,-0.55,-1.2,26W33,08/14,32.2,-0.59,33.4,0.0,66.6,0.0
1808,6914,阜爾運通,147.5,0.0,0.0,26W33,08/14,32.1,0.01,33.3,0.01,66.7,-0.01
1809,2109,華豐,14.7,-0.05,-0.34,26W33,08/14,30.7,0.0,33.3,0.0,66.7,0.0
1810,3664,安瑞-KY,6.1,0.0,0.0,26W33,08/14,33.2,0.0,33.2,0.0,66.8,0.0
1811,3284,太普高,22.9,1.4,6.51,26W33,08/14,32.4,0.0,33.2,0.0,66.8,0.0
1812,3168,眾福科,41.7,-0.15,-0.36,26W33,08/14,29.4,0.0,33.2,0.0,66.8,0.0
1813,5212,凌網,46.7,0.0,0.0,26W33,08/14,30.3,0.0,33.0,0.0,67.0,0.0
1814,8349,恒耀,39.2,0.1,0.26,26W33,08/14,31.4,-0.48,33.0,-0.01,67.0,0.01
1815,6177,達麗,47.75,0.4,0.84,26W33,08/14,30.5,0.5,33.0,-0.21,67.0,0.21
1816,2477,美隆電,21.05,-0.35,-1.64,26W33,08/14,30.9,0.0,33.0,0.0,67.0,0.0
1817,4764,雙鍵,232.0,-13.0,-5.31,26W33,08/14,31.9,0.3,33.0,0.3,67.0,-0.3
1818,2317,鴻海,259.5,-2.5,-0.95,26W33,08/14,32.2,0.02,33.0,0.01,67.0,-0.01
1819,4154,樂威科-KY,12.2,-0.6,-4.69,26W33,08/14,32.9,0.0,32.9,0.0,67.1,0.0
1820,3016,嘉晶,102.5,-1.5,-1.44,26W33,08/14,32.0,0.69,32.9,0.02,67.1,-0.02
1821,9928,中視,18.6,0.2,1.09,26W33,08/14,28.9,0.0,32.8,0.0,67.2,0.0
1822,6592B,和潤企業乙特,94.8,0.0,0.0,26W33,08/14,24.8,0.0,32.8,0.0,67.2,0.0
1823,1437,勤益控,31.4,-0.1,-0.32,26W33,08/14,28.1,-0.08,32.7,-0.08,67.3,0.08
1824,1504,東元,70.6,0.2,0.28,26W33,08/14,32.1,-0.53,32.7,-0.49,67.3,0.49
1825,7734,印能科技,3090.0,-160.0,-4.92,26W33,08/14,29.7,3.15,32.7,0.0,67.3,0.0
1826,1104,環泥,26.45,-0.1,-0.38,26W33,08/14,31.5,-0.33,32.7,-0.07,67.3,0.07
1827,9941,裕融,84.4,-1.7,-1.97,26W33,08/14,32.0,-0.3,32.7,-0.27,67.3,0.27
1828,2543,皇昌,38.9,-0.75,-1.89,26W33,08/14,31.8,0.34,32.7,-0.04,67.3,0.04
1829,6264,富裔,6.05,0.0,0.0,26W33,08/14,31.2,-0.01,32.7,-0.01,67.3,0.01
1830,6219,富旺,12.15,-0.1,-0.82,26W33,08/14,32.6,-0.01,32.6,-0.01,67.4,0.01
1831,5469,瀚宇博,74.1,-2.8,-3.64,26W33,08/14,31.5,0.21,32.6,-0.14,67.4,0.14
1832,4707,磐亞,31.5,-0.95,-2.93,26W33,08/14,31.5,-0.25,32.5,-0.49,67.5,0.49
1833,2603,長榮,219.0,3.5,1.62,26W33,08/14,30.7,-0.5,32.5,-0.5,67.5,0.5
1834,2388,威盛,76.1,0.0,0.0,26W33,08/14,30.8,0.29,32.5,0.94,67.5,-0.94
1835,8466,美吉吉-KY,16.1,-0.15,-0.92,26W33,08/14,31.5,0.15,32.5,0.15,67.5,-0.15
1836,00695B,富邦美債7-10,35.16,-0.07,-0.2,26W33,08/14,30.1,2.8,32.4,0.73,67.6,-0.73
1837,2440,太空梭,13.9,-0.45,-3.14,26W33,08/14,32.4,0.0,32.4,0.0,67.6,0.0
1838,6227,茂綸,124.0,-3.0,-2.36,26W33,08/14,31.3,0.08,32.4,0.0,67.6,0.0
1839,3066,李洲,23.2,-0.4,-1.69,26W33,08/14,31.1,0.0,32.3,0.03,67.7,-0.03
1840,6781,AES-KY,1120.0,-5.0,-0.44,26W33,08/14,32.2,-0.09,32.2,-0.09,67.8,0.09
1841,3709,鑫聯大投控,70.5,-1.1,-1.54,26W33,08/14,31.0,0.76,32.2,-0.45,67.8,0.45
1842,5529,鉅陞,21.1,-0.25,-1.17,26W33,08/14,30.5,0.0,32.2,0.0,67.8,0.0
1843,2892,第一金,33.35,0.2,0.6,26W33,08/14,31.3,0.25,32.2,0.26,67.8,-0.26
1844,3652,精聯,37.5,-0.5,-1.32,26W33,08/14,32.2,0.0,32.2,0.0,67.8,0.0
1845,6184,大豐電,42.05,-0.15,-0.36,26W33,08/14,31.1,0.0,32.2,0.0,67.8,0.0
1846,6919,康霈*,104.0,0.0,0.0,26W33,08/14,29.9,-0.09,32.1,-0.14,67.9,0.14
1847,2739,寒舍,36.2,0.4,1.12,26W33,08/14,30.1,0.04,32.0,0.0,68.0,0.0
1848,2385,群光,107.5,1.5,1.42,26W33,08/14,30.4,0.08,32.0,0.08,68.0,-0.08
1849,7718,友鋮,48.0,0.25,0.52,26W33,08/14,28.3,-0.04,31.9,-0.04,68.1,0.04
1850,1233,天仁,27.8,0.2,0.72,26W33,08/14,30.8,-0.06,31.9,-0.06,68.1,0.06
1851,4950,金耘國際,16.75,0.35,2.13,26W33,08/14,29.1,-0.01,31.9,0.0,68.1,0.0
1852,2368,金像電,1015.0,5.0,0.5,26W33,08/14,29.0,1.31,31.8,1.81,68.2,-1.81
1853,1410,南染,25.85,-0.15,-0.58,26W33,08/14,28.9,0.0,31.8,0.0,68.2,0.0
1854,3005,神基,116.5,2.0,1.75,26W33,08/14,30.4,0.1,31.8,-0.34,68.2,0.34
1855,3252,海灣,16.0,0.0,0.0,26W33,08/14,30.0,-0.09,31.7,-0.09,68.3,0.09
1856,8069,元太,165.5,-5.5,-3.22,26W33,08/14,29.6,0.82,31.7,0.73,68.3,-0.73
1857,3703,欣陸,19.95,-0.05,-0.25,26W33,08/14,30.6,0.12,31.7,-0.01,68.3,0.01
1858,6577,勁豐,78.3,-1.2,-1.51,26W33,08/14,30.0,0.0,31.7,0.0,68.3,0.0
1859,2029,盛餘,21.15,-0.25,-1.17,26W33,08/14,31.1,0.0,31.6,0.0,68.4,0.0
1860,1773,勝一,157.5,-3.0,-1.87,26W33,08/14,30.4,0.14,31.6,0.42,68.4,-0.42
1861,6715,嘉基,390.0,-0.5,-0.13,26W33,08/14,27.7,0.12,31.6,0.07,68.4,-0.07
1862,3037,欣興,1020.0,20.0,2.0,26W33,08/14,29.4,-0.2,31.6,-0.3,68.4,0.27
1863,3188,鑫龍騰,23.3,0.0,0.0,26W33,08/14,29.2,-0.44,31.5,-0.01,68.5,0.01
1864,3189,景碩,862.0,11.0,1.29,26W33,08/14,30.2,0.2,31.5,-0.16,68.5,0.16
1865,8374,羅昇,85.7,-0.9,-1.04,26W33,08/14,29.9,0.0,31.4,0.0,68.6,0.0
1866,1457,宜進,14.35,-0.2,-1.37,26W33,08/14,30.0,-0.02,31.4,-0.02,68.6,0.02
1867,1434,福懋,17.5,-0.1,-0.57,26W33,08/14,30.6,-0.16,31.4,-0.15,68.6,0.15
1868,6835,圓裕,31.1,-0.3,-0.96,26W33,08/14,31.2,-0.01,31.2,-0.01,68.8,0.01
1869,5465,富驊,24.7,1.45,6.24,26W33,08/14,31.2,0.0,31.2,0.0,68.8,0.0
1870,6166,凌華,129.5,-7.5,-5.47,26W33,08/14,27.6,-0.02,31.2,-0.51,68.8,0.51
1871,6862,三集瑞-KY,142.5,-5.5,-3.72,26W33,08/14,31.2,0.0,31.2,0.0,68.8,0.0
1872,1475,業旺,25.2,-0.75,-2.89,26W33,08/14,29.8,0.0,31.0,0.0,69.0,0.0
1873,2948,寶陞,37.95,0.0,0.0,26W33,08/14,28.2,0.0,31.0,0.0,69.0,0.0
1874,3229,晟鈦,53.8,0.8,1.51,26W33,08/14,31.0,0.0,31.0,0.0,69.0,0.0
1875,2884,玉山金,37.65,0.35,0.94,26W33,08/14,29.8,0.05,30.9,0.06,69.1,-0.06
1876,6789,采鈺,442.5,-8.5,-1.88,26W33,08/14,30.1,0.9,30.9,-0.15,69.1,0.15
1877,1617,榮星,18.55,-0.05,-0.27,26W33,08/14,27.6,0.0,30.9,0.0,69.1,0.0
1878,1603,華電,31.1,0.95,3.15,26W33,08/14,29.8,-0.25,30.9,-0.75,69.1,0.75
1879,6884,海柏特,30.95,0.0,0.0,26W33,08/14,30.8,0.15,30.8,0.15,69.2,-0.15
1880,1473,台南,20.0,0.05,0.25,26W33,08/14,30.2,0.0,30.8,0.0,69.2,0.0
1881,4584,君帆,39.4,0.8,2.07,26W33,08/14,21.4,0.02,30.7,0.02,69.3,-0.02
1882,2520,冠德,34.85,-0.45,-1.27,26W33,08/14,30.1,-0.36,30.7,-0.78,69.3,0.78
1883,4545,銘鈺,32.6,0.0,0.0,26W33,08/14,29.4,0.06,30.7,0.05,69.3,-0.05
1884,8059,凱碩,14.1,-0.6,-4.08,26W33,08/14,29.7,0.0,30.6,0.0,69.4,0.0
1885,8131,福懋科,65.2,-0.8,-1.21,26W33,08/14,29.8,0.35,30.6,-0.07,69.4,0.07
1886,3516,亞帝歐,25.2,-0.2,-0.79,26W33,08/14,27.6,0.0,30.6,0.0,69.4,0.0
1887,1905,華紙,13.7,0.25,1.86,26W33,08/14,30.2,-0.05,30.6,0.03,69.4,-0.03
1888,1413,宏洲,9.44,-0.02,-0.21,26W33,08/14,27.6,0.0,30.6,0.0,69.4,0.0
1889,9943,好樂迪,50.8,-0.4,-0.78,26W33,08/14,30.5,0.0,30.5,0.0,69.5,0.0
