"代號","名稱","成交","漲跌價","漲跌幅","法人買賣日期","外資連續買賣日數","外資連續買賣張數","外資連續買賣佔成交(%)","外資連續買賣佔發行量(%)","投信連續買賣日數","投信連續買賣張數","投信連續買賣佔成交(%)","投信連續買賣佔發行量(%)","自營商連續買賣日數","自營商連續買賣張數","自營商連續買賣佔成交(%)","自營商連續買賣佔發行量(%)","三大法人連續買賣日數","三大法人連續買賣張數","三大法人連續買賣佔成交(%)","三大法人連續買賣佔發行量(%)"
"00720B","元大投資級公司債","32.87","+0.1","+0.31","05/26","+7","+27,194","41.6","0.65","0","0","0","0","-1","-370","-4.1","-0.01","+7","+34,886","53.4","0.84"
"00724B","群益投資級金融債","33.56","+0.08","+0.24","05/26","+7","+2,071","6.31","0.07","0","0","0","0","-3","-943","-7.28","-0.03","+6","+2,070","7.58","0.07"
"00757","統一FANG+","129.05","-0.45","-0.35","05/26","+7","+1,748","11.7","0.59","0","0","0","0","-3","-803","-11","-0.27","+1","+70","4.74","0.02"
"00770","國泰北美科技","66","-0.25","-0.38","05/26","+7","+989","28.8","1.19","0","0","0","0","-1","-7","-4.15","-0.01","+8","+1,947","52.4","2.35"
"00795B","中信美國公債20年","26.47","+0.05","+0.19","05/26","+7","+20,627","33.7","1.18","0","0","0","0","-1","-351","-4.43","-0.02","+7","+27,059","44.2","1.55"
"00931B","統一美債20年","13.29","+0.03","+0.23","05/26","+7","+17,795","42.6","0.81","0","0","0","0","-1","-2,539","-24.2","-0.12","+7","+17,084","40.9","0.77"
"00933B","國泰10Y+金融債","15.9","+0.04","+0.25","05/26","+7","+30,650","32.1","0.46","0","0","0","0","-1","-1,188","-11.1","-0.02","+7","+54,622","57.3","0.82"
"009812","野村日本東證","12.23","+0.04","+0.33","05/26","+7","+1,073","19.3","0.96","0","0","0","0","-1","-7","-1.3","-0.01","+8","+3,028","45.3","2.71"
"00984B","大華優利美A債15","16.29","+0.05","+0.31","05/26","+7","+9,656","56.5","5.68","0","0","0","0","-1","-304","-23.5","-0.18","+7","+11,489","67.2","6.76"
"1709","和益","19.25","+0.1","+0.52","05/26","+7","+1,265","22.1","0.27","0","0","0","0","-1","-11","-1.12","0","+7","+1,284","22.4","0.27"
"2404","漢唐","1265","+20","+1.61","05/26","+7","+11,986","29.9","6.29","-1","-555","-6.93","-0.29","-1","-87","-1.09","-0.05","+7","+11,663","29.1","6.12"
"2458","義隆","166","+2.5","+1.53","05/26","+7","+5,519","17.2","1.82","-1","-41","-1.47","-0.01","+1","+13","0.46","0","+7","+6,083","19","2"
"2885","元大金","57.3","+1.2","+2.14","05/26","+7","+50,425","25.8","0.38","-12","-64,148","-20.3","-0.48","-5","-2,291","-1.65","-0.02","+2","+3,789","5.7","0.03"
"3594","磐儀","52.9","+0.9","+1.73","05/26","+7","+877","22.2","0.91","0","0","0","0","+2","+2","0.24","0","+7","+867","22","0.9"
"3607","谷崧","15.15","+0.05","+0.33","05/26","+7","+936","27.8","0.77","0","0","0","0","+1","+1","0.25","0","+7","+935","27.8","0.77"
"4766","南寶","375","-0.5","-0.13","05/26","+7","+1,253","18.6","1.04","-3","-9","-0.23","-0.01","+5","+42","0.79","0.03","+7","+1,280","19","1.06"
"5274","信驊","17240","-485","-2.74","05/26","+7","+490","20.5","1.3","-7","-360","-15","-0.95","-2","-2","-0.55","-0.01","-1","-12","-5.61","-0.03"
"6270","倍微","26.85","-0.6","-2.19","05/26","+7","+563","19.6","0.78","0","0","0","0","0","0","0","0","+7","+563","19.6","0.78"
"6414","樺漢","355.5","-8","-2.2","05/26","+7","+3,248","22.6","2.23","-1","-3","-0.19","0","-6","-463","-3.91","-0.32","+7","+3,180","22.1","2.18"
"6509","聚和","51.8","0","0","05/26","+7","+6,438","18.2","3.28","-1","-1","-0.02","0","-1","-82","-2.01","-0.04","+7","+6,494","18.4","3.3"
"6546","正基","78.1","-3.4","-4.17","05/26","+7","+1,190","11.7","1.78","0","0","0","0","-1","-49","-3.19","-0.07","+7","+1,328","13","1.99"
"6657","華安","38.8","-0.4","-1.02","05/26","+7","+313","23.9","0.35","0","0","0","0","+1","+2","1.02","0","+7","+313","23.9","0.35"
"7736","虎山","71.8","-0.3","-0.42","05/26","+7","+30","16","0.04","0","0","0","0","0","0","0","0","+8","+29","14","0.04"
"8473","山林水","42.1","+0.2","+0.48","05/26","+7","+3,413","23.4","1.88","0","0","0","0","-4","-18","-0.18","-0.01","+7","+3,404","23.4","1.88"
"00717","富邦美國特別股","14.96","+0.01","+0.07","05/26","+6","+1,424","84.5","1.08","0","0","0","0","-2","-132","-11","-0.1","+34","+9,702","84","7.34"
"00730","富邦臺灣優質高息","27.95","+0.06","+0.22","05/26","+6","+498","25.7","0.67","0","0","0","0","-1","-115","-21.2","-0.15","+6","+1,045","53.9","1.4"
"00936","台新永續高息中小","20.2","-0.13","-0.64","05/26","+6","+6,782","25.9","2.74","0","0","0","0","+34","+109,730","52.9","44.3","+37","+154,659","73.3","62.4"
"00939","統一台灣高息動能","19.78","+0.4","+2.06","05/26","+6","+6,036","13.1","0.49","0","0","0","0","+38","+165,374","42.2","13.4","+37","+233,569","60.5","18.9"
"009817","國泰日本不動產","8.84","0","0","05/26","+6","+6,303","24.6","2.23","0","0","0","0","-1","-1,076","-15.9","-0.38","+2","+2,450","22.7","0.87"
"1517","利奇","10.05","0","0","05/26","+6","+153","8.72","0.07","0","0","0","0","-3","-7","-0.55","0","+4","+129","9.01","0.06"
"1614","三洋電","30.8","+0.1","+0.33","05/26","+6","+66","22.9","0.02","0","0","0","0","0","0","0","0","+6","+71","24.6","0.03"
"1618","合機","42.3","+2.55","+6.42","05/26","+6","+744","9.46","0.39","0","0","0","0","-1","-2","-0.03","0","+6","+752","9.55","0.39"
"1725","元禎","30.85","-0.55","-1.75","05/26","+6","+80","10.8","0.04","0","0","0","0","-2","-5","-1.8","0","+4","+60","11.4","0.03"
"2114","鑫永銓","91.2","-0.4","-0.44","05/26","+6","+122","14.1","0.16","0","0","0","0","-1","-4","-2.5","-0.01","+6","+114","13.2","0.15"
"2239","英利-KY","22.25","-0.15","-0.67","05/26","+6","+80","12.6","0.07","0","0","0","0","-1","-4","-5.47","0","+6","+78","12.3","0.07"
"2392","正崴","38.7","+0.1","+0.26","05/26","+6","+3,173","19.2","0.62","0","0","0","0","+4","+163","1.5","0.03","+6","+3,319","20.1","0.65"
"2497","怡利電","59","0","0","05/26","+6","+374","13.3","0.29","0","0","0","0","-1","-1","-0.23","0","+6","+394","14","0.3"
"2646","星宇航空","20.2","-0.1","-0.49","05/26","+6","+10,347","33.1","0.34","+1","+1","0.02","0","+3","+111","0.57","0","+6","+10,482","33.5","0.35"
"3005","神基","104","+0.5","+0.48","05/26","+6","+10,936","28.6","1.75","-15","-9,828","-11.2","-1.57","+2","+122","1.27","0.02","-2","-1,036","-10.8","-0.17"
"3073","天方能源","20.2","-0.05","-0.25","05/26","+6","+100","14.5","0.25","0","0","0","0","0","0","0","0","+6","+100","14.5","0.25"
"3135","凌航","225","+11.5","+5.39","05/26","+6","+1,229","9.98","1.59","0","0","0","0","-2","-22","-0.47","-0.03","+6","+1,208","9.81","1.56"
"4106","雃博","23.45","+0.1","+0.43","05/26","+6","+107","17","0.11","0","0","0","0","-1","-3","-2.27","0","+6","+107","16.9","0.11"
"4526","東台","44.35","+4","+9.91","05/26","+6","+10,613","15.3","4.16","0","0","0","0","+4","+630","1.08","0.25","+6","+11,095","16","4.35"
"4580","捷流閥業","82.9","0","0","05/26","+6","+85","21","0.18","0","0","0","0","0","0","0","0","+6","+85","21","0.18"
"5388","中磊","84.6","-1.8","-2.08","05/26","+6","+11,104","31.7","3.7","-1","-98","-2.4","-0.03","-2","-71","-0.82","-0.02","+6","+10,943","31.3","3.64"
"6245","立端","90.9","+1.1","+1.22","05/26","+6","+2,484","20.2","1.69","0","0","0","0","-1","-24","-1.23","-0.02","+6","+2,519","20.5","1.72"
"6416","瑞祺電通","91.3","-0.4","-0.44","05/26","+6","+503","20.7","0.69","0","0","0","0","-1","-2","-0.57","0","+6","+502","20.7","0.68"
"6432","今展科","59.3","+2.2","+3.85","05/26","+6","+882","3.1","2.57","0","0","0","0","+3","+2","0.02","0.01","+6","+882","3.1","2.57"
"6446","藥華藥","878","+38","+4.52","05/26","+6","+3,005","17.8","0.79","+2","+27","0.38","0.01","+4","+49","0.49","0.01","+6","+2,377","14.1","0.63"
"6548","長科*","60.3","+5.4","+9.84","05/26","+6","+12,860","28.2","1.35","0","0","0","0","+4","+1,489","3.68","0.16","+4","+13,771","34","1.45"
"6579","研揚","174.5","+15.5","+9.75","05/26","+6","+1,170","21.4","0.69","0","0","0","0","+2","+14","0.69","0.01","+6","+1,185","21.6","0.7"
"6695","芯鼎","64","+1.8","+2.89","05/26","+6","+2,603","9.67","2.7","0","0","0","0","-1","-156","-1.26","-0.16","+6","+2,610","9.7","2.7"
"6922","宸曜","193.5","+2.5","+1.31","05/26","+6","+129","11.7","0.48","0","0","0","0","+1","+5","3.03","0.02","+6","+123","11.2","0.45"
"7744","崴寶","505","-15","-2.88","05/26","+6","+95","7.63","0.3","0","0","0","0","-3","-3","-0.49","-0.01","+5","+89","8.06","0.28"
"9933","中鼎","40.6","+1.1","+2.78","05/26","+6","+9,550","26.7","1.06","-1","-4","-0.05","0","-1","-684","-8.12","-0.08","+6","+10,681","29.9","1.19"
"9944","新麗","16.95","-0.1","-0.59","05/26","+6","+38","3.96","0.04","0","0","0","0","-1","-5","-3.06","0","-1","-4","-2.45","0"
"00400A","主動國泰動能高息","14.65","+0.08","+0.55","05/26","+5","+31,863","13.9","2.09","0","0","0","0","+3","+15,721","9.95","1.03","+5","+47,758","20.8","3.13"
"0056","元大高股息","48.32","-0.03","-0.06","05/26","+5","+57,277","22.9","0.42","-1","-240","-0.49","0","+22","+381,958","24.8","2.79","+5","+117,380","47","0.86"
"006208","富邦台50","232.55","-0.6","-0.26","05/26","+5","+4,193","19.7","0.23","0","0","0","0","-2","-868","-8.63","-0.05","-1","-105","-4.13","-0.01"
"00692","富邦公司治理","87.25","-0.35","-0.4","05/26","+5","+854","15.1","0.14","0","0","0","0","+6","+1,898","30.1","0.31","+6","+2,687","42.6","0.43"
"00751B","元大AAA至A公司債","31.61","+0.11","+0.35","05/26","+5","+19,433","49.1","0.37","0","0","0","0","+2","+1,662","10.6","0.03","+7","+28,909","55.9","0.55"
"00755B","群益投資級公用債","32.48","+0.09","+0.28","05/26","+5","+69","8.93","0.02","0","0","0","0","0","0","0","0","+3","+28","8.16","0.01"
"00858","永豐美國500大","35.92","-0.02","-0.06","05/26","+5","+474","17.3","0.39","0","0","0","0","+3","+480","26.9","0.4","+15","+5,059","45.3","4.17"
"00878","國泰永續高股息","29.62","+0.14","+0.47","05/26","+5","+167,888","38.4","0.89","0","0","0","0","+5","+85,892","19.6","0.45","+5","+256,280","58.6","1.36"
"00891","中信關鍵半導體","35.11","+0.02","+0.06","05/26","+5","+56,871","26.2","3.11","0","0","0","0","+4","+49,796","26.4","2.72","+4","+105,742","56","5.77"
"00893","國泰智能電動車","46.35","+0.07","+0.15","05/26","+5","+1,301","18.1","0.35","0","0","0","0","+4","+869","13.7","0.23","+4","+2,152","34","0.57"
"00898","國泰基因免疫革命","8.16","0","0","05/26","+5","+1,336","53.6","0.83","0","0","0","0","+7","+459","13.7","0.29","+5","+1,733","69.6","1.08"
"00900","富邦特選高股息30","18.1","-0.01","-0.06","05/26","+5","+24,944","38.9","1.41","0","0","0","0","+37","+232,544","38.8","13.2","+37","+420,097","70.2","23.8"
"00919","群益台灣精選高息","27.93","+0.46","+1.67","05/26","+5","+57,520","10.6","0.33","0","0","0","0","+29","+1,495,096","35","8.53","+29","+2,052,607","48.1","11.7"
"00923","群益台ESG低碳50","40.6","+0.07","+0.17","05/26","+5","+3,775","19.8","0.44","0","0","0","0","+5","+3,837","20.2","0.45","+5","+8,612","45.3","1.02"
"00927","群益半導體收益","39.46","+0.46","+1.18","05/26","+5","+20,865","21.9","2.71","0","0","0","0","-2","-18,483","-36.4","-2.4","-2","-7,950","-15.6","-1.03"
"00980B","台新特選IG債10+","9.41","+0.01","+0.11","05/26","+5","+45","1.55","0.08","0","0","0","0","+5","+1,702","58.7","3.04","+5","+1,747","60.2","3.12"
"00981D","主動中信非投等債","10.26","+0.03","+0.29","05/26","+5","+10,359","26.1","1.76","0","0","0","0","-3","-3,649","-12.8","-0.62","+1","+3,019","43.2","0.51"
"00982A","主動群益台灣強棒","24.06","+0.34","+1.43","05/26","+5","+92,144","31.5","3.99","+2","+1,534","0.97","0.07","+4","+57,225","22.9","2.48","+5","+140,208","47.9","6.07"
"00985A","主動野村台灣50","22.04","+0.11","+0.5","05/26","+5","+7,493","19.9","1.47","0","0","0","0","+4","+7,945","24.6","1.56","+9","+20,322","27.8","3.99"
"00992A","主動群益科技創新","18.92","+0.07","+0.37","05/26","+5","+84,373","22.3","2.93","0","0","0","0","+3","+37,061","13.7","1.29","+5","+117,632","31.1","4.09"
"00993A","主動安聯台灣","13.65","+0.03","+0.22","05/26","+5","+13,546","19.3","1.54","0","0","0","0","+7","+24,990","25.7","2.83","+5","+34,633","49.4","3.93"
"00999A","主動野村臺灣高息","10.66","+0.01","+0.09","05/26","+5","+68,444","23.9","4.24","0","0","0","0","+4","+91,854","39.5","5.7","+4","+159,980","68.7","9.92"
"1305","華夏","12","-0.35","-2.83","05/26","+5","+2,473","15.2","0.43","0","0","0","0","-3","-34","-0.29","-0.01","+5","+2,427","14.9","0.42"
"1611","中電","11.35","-0.05","-0.44","05/26","+5","+506","19.8","0.16","0","0","0","0","0","0","0","0","+5","+507","19.9","0.16"
"2038","海光","14.05","-0.45","-3.1","05/26","+5","+542","7.65","0.28","0","0","0","0","-1","-11","-0.27","-0.01","+7","+584","7.68","0.3"
"2061","風青","32.2","+2.9","+9.9","05/26","+5","+1,591","6.02","2.77","0","0","0","0","-1","-1","-0.02","0","+5","+1,602","6.06","2.79"
"2066","世德","57.7","+0.1","+0.17","05/26","+5","+128","19.3","0.29","0","0","0","0","0","0","0","0","+5","+128","19.3","0.29"
"2364","倫飛","68.6","-0.5","-0.72","05/26","+5","+282","21.8","0.54","0","0","0","0","-1","-3","-1.25","-0.01","+5","+290","22.5","0.55"
"2369","菱生","37.7","+3.4","+9.91","05/26","+5","+31,174","24.7","8.2","0","0","0","0","+4","+1,022","0.85","0.27","+5","+32,152","25.5","8.46"
"2387","精元","41.4","+1.45","+3.63","05/26","+5","+1,255","32.7","0.64","0","0","0","0","+2","+30","1.25","0.02","+5","+1,285","33.5","0.66"
"2397","友通","63.9","-1","-1.54","05/26","+5","+885","25.4","0.77","0","0","0","0","0","0","0","0","+5","+885","25.4","0.77"
"2399","映泰","50.5","+3.1","+6.54","05/26","+5","+9,550","13.2","5.36","0","0","0","0","+2","+7","0.02","0","+5","+9,033","12.5","5.07"
"2436","偉詮電","79.6","-0.9","-1.12","05/26","+5","+11,243","20.2","5.62","0","0","0","0","+1","+50","0.42","0.03","+5","+11,724","21.1","5.86"
"2440","太空梭","17.8","-0.45","-2.47","05/26","+5","+823","17.6","0.59","0","0","0","0","-1","-2","-0.25","0","+5","+834","17.9","0.6"
"2495","普安","46.05","-0.1","-0.22","05/26","+5","+11,047","14.2","4.04","0","0","0","0","-1","-80","-0.46","-0.03","+5","+12,440","16","4.55"
"3010","華立","141","+1","+0.71","05/26","+5","+3,205","39.6","1.24","-3","-18","-0.4","-0.01","-1","-12","-0.95","0","+5","+3,075","38","1.19"
"3022","威強電","75","+1.5","+2.04","05/26","+5","+1,534","30.6","0.87","0","0","0","0","+3","+14","0.39","0.01","+5","+1,537","30.7","0.87"
"3038","全台","23.45","-0.05","-0.21","05/26","+5","+947","36.9","0.6","-1","-3","-0.57","0","-1","-20","-4.12","-0.01","+5","+947","36.9","0.6"
"3062","建漢","30.05","-1.2","-3.84","05/26","+5","+10,106","15.2","3.06","0","0","0","0","+3","+655","1.21","0.2","+5","+10,760","16.2","3.26"
"3066","李洲","20.85","-0.35","-1.65","05/26","+5","+556","10.3","0.67","0","0","0","0","0","0","0","0","+5","+556","10.3","0.67"
"3071","協禧","33.55","+2","+6.34","05/26","+5","+1,200","22.8","1.09","0","0","0","0","-4","-66","-1.35","-0.06","+5","+1,134","21.5","1.03"
"3213","茂訊","121","-1.5","-1.22","05/26","+5","+1,016","23.2","1.73","0","0","0","0","-1","-2","-0.33","0","+5","+1,052","24","1.79"
"3227","原相","236","+3.5","+1.51","05/26","+5","+2,895","21.5","1.92","-1","-16","-0.58","-0.01","+1","+121","4.42","0.08","+5","+3,086","22.9","2.05"
"3234","光環","110.5","+3.5","+3.27","05/26","+5","+1,326","12.5","1.19","0","0","0","0","-2","-1","-0.02","0","+5","+1,325","12.4","1.19"
"3265","台星科","191.5","+2","+1.06","05/26","+5","+3,217","27.6","2.36","0","0","0","0","+1","+41","2","0.03","+5","+3,262","28","2.39"
"3305","昇貿","163.5","+3","+1.87","05/26","+5","+7,787","11.5","5.8","0","0","0","0","-1","-231","-1.36","-0.17","+5","+7,900","11.6","5.89"
"3311","閎暉","35.5","+1.65","+4.87","05/26","+5","+985","29","0.98","0","0","0","0","-1","-3","-0.17","0","+5","+976","28.7","0.98"
"3372","典範","22.05","+0.1","+0.46","05/26","+5","+2,713","30.9","1.55","0","0","0","0","0","0","0","0","+5","+2,723","31","1.55"
"3406","玉晶光","588","-3","-0.51","05/26","+5","+1,096","12.8","0.97","-6","-65","-0.46","-0.06","-1","-31","-2.23","-0.03","+4","+1,109","16.4","0.98"
"3444","利機","107","+1","+0.94","05/26","+5","+800","15","1.78","0","0","0","0","-1","-1","-0.04","0","+5","+800","15","1.78"
"3492","長盛","22.9","+0.35","+1.55","05/26","+5","+83","19.8","0.23","0","0","0","0","0","0","0","0","+5","+83","19.8","0.23"
"3508","位速","21.35","+1.9","+9.77","05/26","+5","+325","20.5","0.31","0","0","0","0","-1","0","-0.06","0","+5","+325","20.5","0.31"
"3588","通嘉","65.1","+0.3","+0.46","05/26","+5","+808","23.3","1.3","0","0","0","0","-2","-3","-0.19","0","+5","+806","23.2","1.3"
"3596","智易","191.5","+2.5","+1.32","05/26","+5","+4,164","43.6","1.89","0","0","0","0","+1","+6","0.32","0","+5","+4,187","43.9","1.9"
"3715","定穎投控","186","+7","+3.91","05/26","+5","+15,039","23.1","5.3","0","0","0","0","+3","+956","1.89","0.34","+3","+15,016","29.7","5.3"
"4432","銘旺實","17.1","0","0","05/26","+5","+27","7.72","0.05","0","0","0","0","0","0","0","0","+5","+27","7.72","0.05"
"4533","協易機","34.25","+0.5","+1.48","05/26","+5","+3,589","14.1","2.27","0","0","0","0","+4","+403","1.7","0.25","+5","+3,943","15.5","2.49"
"4549","桓達","107","+1.5","+1.42","05/26","+5","+287","14.8","0.5","0","0","0","0","0","0","0","0","+7","+658","29","1.15"
"4561","健椿","50","-1.8","-3.47","05/26","+5","+64","1.66","0.11","0","0","0","0","-2","-63","-2.31","-0.11","+1","+43","2.49","0.07"
"4760","勤凱","395.5","+20.5","+5.47","05/26","+5","+1,040","10.3","3.23","0","0","0","0","+1","+20","0.49","0.06","+3","+853","12.8","2.65"
"5225","東科-KY","71.3","+0.8","+1.13","05/26","+5","+200","18","0.25","0","0","0","0","0","0","0","0","+5","+195","17.5","0.25"
"5228","鈺鎧","54.9","0","0","05/26","+5","+147","6.58","0.39","0","0","0","0","+1","+10","2.69","0.03","+5","+136","6.08","0.36"
"5371","中光電","72.8","-0.2","-0.27","05/26","+5","+7,031","30.6","1.8","0","0","0","0","-1","-14","-0.36","0","+5","+5,303","23.1","1.36"
"5443","均豪","129.5","-2.5","-1.89","05/26","+5","+3,020","8.27","1.83","0","0","0","0","-1","-100","-0.99","-0.06","+4","+2,854","8.82","1.73"
"5460","同協","15.2","-0.2","-1.3","05/26","+5","+22","6.51","0.04","0","0","0","0","-1","-1","-1.13","0","+5","+21","6.3","0.04"
"6015","宏遠證","16.35","+0.35","+2.19","05/26","+5","+4,061","24.2","1.03","0","0","0","0","0","0","0","0","+5","+4,061","24.2","1.03"
"6104","創惟","101.5","-1.5","-1.46","05/26","+5","+3,304","31.1","3.63","0","0","0","0","+1","+5","0.33","0.01","+5","+3,425","32.2","3.76"
"6124","業強","29.85","+0.05","+0.17","05/26","+5","+91","22.4","0.05","0","0","0","0","+2","0","0.28","0","+5","+91","22.5","0.05"
"6134","萬旭","32.65","+0.6","+1.87","05/26","+5","+654","21.1","0.8","0","0","0","0","0","0","0","0","+5","+641","20.7","0.78"
"6143","振曜","99.6","+0.3","+0.3","05/26","+5","+434","10.7","0.5","0","0","0","0","+5","+13","0.32","0.01","+5","+447","11","0.52"
"6188","廣明","85.5","-0.8","-0.93","05/26","+5","+5,121","34.9","1.84","-7","-3,984","-19.4","-1.43","+2","+28","0.46","0.01","-1","-197","-6.99","-0.07"
"6196","帆宣","506","+20","+4.12","05/26","+5","+1,513","9.68","0.69","+1","+704","11.2","0.32","-1","-41","-0.64","-0.02","+7","+3,278","16.6","1.49"
"6217","中探針","277","-8.5","-2.98","05/26","+5","+1,000","9.45","0.85","0","0","0","0","+1","+37","2.78","0.03","+5","+1,348","12.7","1.15"
"6241","鑫永洋","10.35","-0.25","-2.36","05/26","+5","+60","8.52","0.12","0","0","0","0","0","0","0","0","+5","+60","8.52","0.12"
"6257","矽格","237","+5.5","+2.38","05/26","+5","+15,389","23.2","3.18","-6","-10,142","-12.3","-2.1","-2","-2,090","-8.42","-0.43","-1","-142","-0.98","-0.03"
"6269","台郡","64.2","-0.5","-0.77","05/26","+5","+4,326","24.9","1.34","0","0","0","0","+3","+424","3.49","0.13","+5","+4,595","26.5","1.42"
"6412","群電","102","-2","-1.92","05/26","+5","+3,081","14.6","0.77","-1","-84","-2.38","-0.02","-1","-7","-0.19","0","+6","+3,887","16.2","0.97"
"6465","威潤","50.7","-0.6","-1.17","05/26","+5","+435","16.9","0.92","0","0","0","0","0","0","0","0","+5","+421","16.3","0.89"
"6494","九齊","57.8","+0.6","+1.05","05/26","+5","+467","24.6","1.48","0","0","0","0","+2","+9","1.34","0.03","+5","+478","25.2","1.51"
"6679","鈺太","343","-2.5","-0.72","05/26","+5","+643","16","1.17","+7","+90","1.8","0.16","-1","-26","-3.15","-0.05","+5","+724","18","1.32"
"6698","旭暉應材","34.45","-0.35","-1.01","05/26","+5","+674","23.4","1.02","0","0","0","0","0","0","0","0","+5","+674","23.4","1.02"
"6751","智聯服務","47.5","-0.05","-0.11","05/26","+5","+21","13.5","0.09","0","0","0","0","0","0","0","0","+5","+21","13.5","0.09"
"6781","AES-KY","1245","-15","-1.19","05/26","+5","+509","7.04","0.6","0","0","0","0","-1","-21","-1.03","-0.02","+4","+598","9.74","0.7"
"6862","三集瑞-KY","181.5","-4","-2.16","05/26","+5","+702","9.65","1.4","0","0","0","0","-1","-11","-0.97","-0.02","+5","+870","12","1.74"
"6913","鴻呈","149","+8","+5.67","05/26","+5","+593","12.3","1.35","0","0","0","0","+2","+81","2.68","0.19","+5","+738","15.3","1.68"
