排名,代號,名稱,成交,漲跌 價,漲跌 幅,持股 資料 月份,非獨 董監 持股 (萬張),非獨 董監 增減 張數,非獨 董監 持股 (%),非獨 董監 質押 (萬張),非獨 董監 質押 (%),獨立 董監 持股 (萬張),獨立 董監 增減 張數,獨立 董監 持股 (%),獨立 董監 質押 (萬張),獨立 董監 質押 (%),全體 董監 持股 (萬張),全體 董監 增減 張數,全體 董監 持股 (%),全體 董監 質押 (萬張),全體 董監 質押 (%)
901,2642,宅配通,20.55,0.05,0.24,26M06,4.38,0.0,45.9,0,0,0.0,0.0,0.0,0,0,4.38,0.0,45.9,0,0
902,2645,長榮航太,196.5,-1.5,-0.76,26M06,25.7,0.0,68.6,0,0,0.0,0.0,0.0,0,0,25.7,0.0,68.6,0,0
903,2646,星宇航空,21.15,-0.1,-0.47,26M06,166.0,0.0,55.3,0,0,0.0,0.0,0.0,0,0,166.0,0.0,55.3,0,0
904,2701,萬企,10.8,-0.05,-0.46,26M06,8.98,0.0,20.0,0,0,0.0,0.0,0.01,0,0,8.98,0.0,20.0,0,0
905,2704,國賓,45.6,-0.2,-0.44,26M06,7.72,0.0,21.0,0,0,0.0,0.0,0.0,0,0,7.72,0.0,21.0,0,0
906,2705,六福,16.35,0.25,1.55,26M06,2.48,0.0,13.0,0,0,0.0,0.0,0.0,0,0,2.48,0.0,13.0,0,0
907,2706,第一店,12.8,-0.05,-0.39,26M06,9.9,0.0,19.8,0,0,0.0,0.0,0.0,0,0,9.9,0.0,19.8,0,0
908,2707,晶華,179.0,1.0,0.56,26M06,1.34,0.0,10.5,0,0,0.0,0.0,0.0,0,0,1.34,0.0,10.5,0,0
909,2712,遠雄來,15.0,0.0,0.0,26M06,5.37,0.0,51.1,0,0,0.0,0.0,0.0,0,0,5.37,0.0,51.1,0,0
910,2718,全心投控,45.75,-0.95,-2.03,26M06,1.04,0.0,11.9,0,0,0.0,0.0,0.0,0,0,1.04,0.0,11.9,0,0
911,2723,美食-KY,62.0,-0.1,-0.16,26M06,8.34,0.0,46.3,0,0,0.0,0.0,0.0,0,0,8.34,0.0,46.3,0,0
912,2724,藝舍-KY,11.85,0.3,2.6,26M06,2.73,0.0,45.8,0,0,0.0,0.0,0.0,0,0,2.73,0.0,45.8,0,0
913,2726,雅茗-KY,9.09,0.0,0.0,26M06,0.91,0.0,24.0,0,0,0.0,0.0,0.0,0,0,0.91,0.0,24.0,0,0
914,2727,王品,220.5,-1.5,-0.68,26M06,0.51,-2067.0,6.18,0,0,0.0,0.0,0.0,0,0,0.51,-2067.0,6.18,0,0
915,2731,雄獅,145.0,1.0,0.69,26M06,1.63,0.0,17.5,0,0,0.0,0.0,0.0,0,0,1.63,0.0,17.5,0,0
916,2736,富野,11.85,-0.1,-0.84,26M06,3.4,20000.0,42.5,0,0,0.0,0.0,0.0,0,0,3.4,20000.0,42.5,0,0
917,2745,五福,94.2,-0.5,-0.53,26M06,0.77,-71.0,22.8,0,0,0.0,0.0,0.0,0,0,0.77,-71.0,22.8,0,0
918,2748,雲品,39.85,0.1,0.25,26M06,6.2,0.0,58.6,0,0,0.0,0.0,0.02,0,0,6.2,0.0,58.6,0,0
919,2751,王座,52.5,0.4,0.77,26M06,1.2,0.0,60.6,0,0,0.0,0.0,0.0,0,0,1.2,0.0,60.6,0,0
920,2752,豆府,175.0,-3.0,-1.69,26M06,0.61,0.0,23.0,0,0,0.0,0.0,0.0,0,0,0.61,0.0,23.0,0,0
921,2754,亞洲藏壽司,68.6,-0.1,-0.15,26M06,3.12,0.0,66.5,0,0,0.0,0.0,0.0,0,0,3.12,0.0,66.5,0,0
922,2756,聯發國際,58.5,-0.6,-1.02,26M06,0.71,0.0,28.8,0,0,0.0,0.0,0.0,0,0,0.71,0.0,28.8,0,0
923,2762,世界健身-KY,85.5,1.3,1.54,26M06,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0,0
924,2801,彰銀,24.35,0.1,0.41,26M06,296.0,0.0,25.1,0,0,0.01,0.0,0.0,0,0,296.0,0.0,25.1,0,0
925,2816,旺旺保,33.7,0.05,0.15,26M06,4.67,0.0,20.9,0,0,0.0,0.0,0.0,0,0,4.67,0.0,20.9,0,0
926,2834,臺企銀,18.0,0.1,0.56,26M06,235.0,0.0,24.2,0,0,0.0,0.0,0.0,0,0,235.0,0.0,24.2,0,0
927,2838,聯邦銀,20.3,0.05,0.25,26M06,49.3,0.0,11.4,0,0,0.0,0.0,0.0,0,0,49.3,0.0,11.4,0,0
928,2845,遠東銀,13.35,0.15,1.14,26M06,36.3,0.0,7.47,0,0,0.0,0.0,0.0,0,0,36.3,0.0,7.47,0,0
