"排名","代號","名稱","成交","漲跌價","漲跌幅","持股資料週別","更新日期","持股100張以下(%)","100張以下增減","持股200張以下(%)","200張以下增減","持股400張以下(%)","400張以下增減","持股600張以下(%)","600張以下增減"
"901","00986D","主動復華金融債息","14.38","-0.09","-0.62","26W31","07/31","26.1","-0.11","38","-0.88","48.4","-1.21","51.6","-0.94"
"902","2493","揚博","181.5","-3.5","-1.89","26W31","07/31","39.8","+0.57","42.7","+0.38","47","+0.72","52.2","+0.74"
"903","6515","穎崴","6250","+145","+2.38","26W31","07/31","28.2","+0.65","37.8","+0.34","49.4","+0.06","53.3","+0.16"
"904","4164","承業醫","26.2","-0.1","-0.38","26W31","07/31","37.9","+0.05","44.3","-0.05","49.2","+0.02","52.6","+0.26"
"905","6703","軒郁","103","0","0","26W31","07/31","40.9","-0.4","44.9","-0.06","48.4","-0.02","56.4","+0.18"
"906","6272","驊陞","26.5","+2.4","+9.96","26W31","07/31","34.5","-0.04","42.8","+0.04","48.7","-0.53","53.4","-0.01"
"907","2745","五福","89.4","-0.1","-0.11","26W31","07/31","40.7","+0.12","42.5","+0.13","47.4","+0.18","48.7","0"
"908","2250","IKKA-KY","59.7","+0.4","+0.67","26W31","07/31","41.4","+0.6","46.4","+0.6","48.6","-0.06","48.6","-0.06"
"909","3485","敘豐","234","+3","+1.3","26W31","07/31","31.4","-0.07","39.5","-0.07","47.5","-0.03","53.3","-0.02"
"910","1305","華夏","12.1","-0.3","-2.42","26W31","07/31","40.3","-0.06","44.7","-0.1","48.9","-0.06","51.2","+0.3"
"911","4912","聯德控股-KY","99.2","+1","+1.02","26W31","07/31","35","+0.39","43.3","+0.31","49.1","-0.09","57.7","-0.07"
"912","4138","曜亞","52.8","+0.5","+0.96","26W31","07/31","45","+0.26","47.6","0","48.6","0","48.6","0"
"913","6265","方土昶","57.1","-1","-1.72","26W31","07/31","46.6","+0.43","51.9","+0.81","55.6","+0.2","58.7","+0.69"
"914","6615","慧智","34.5","+0.1","+0.29","26W31","07/31","41.5","-0.01","46.1","-0.01","48.5","-0.01","61.3","-0.01"
"915","8255","朋程","152","+3","+2.01","26W31","07/31","39.6","+0.36","44.3","+0.65","49.1","+1.07","51.5","+1.19"
"916","6185","幃翔","12.65","+0.05","+0.4","26W31","07/31","34","-0.22","39.8","-0.24","47.7","+0.25","52.4","-0.04"
"917","4744","皇將","27.5","-0.25","-0.9","26W31","07/31","30.6","-0.22","39.5","-0.25","48.3","0","53.6","0"
"918","5258","虹堡","47.3","-0.95","-1.97","26W31","07/31","34.9","+0.11","40.8","-0.14","47.9","-0.24","54.8","+1.15"
"919","00650L","復華香港正2","17.29","+0.02","+0.12","26W31","07/31","28.1","-1.45","36.7","-2.46","47.2","-3.22","52.6","-4.27"
"920","1537","廣隆","119","-0.5","-0.42","26W31","07/31","39.8","-0.12","42.8","-0.33","48.2","+0.5","49.9","0"
"921","3558","神準","125.5","-2","-1.57","26W31","07/31","44.6","+0.1","47.4","-0.07","49","0","50.4","0"
"922","3114","好德","33.9","+0.1","+0.3","26W31","07/31","33.8","+0.18","39.2","-0.28","47.2","-0.31","50.8","-0.97"
"923","8040","九暘","72.3","+0.7","+0.98","26W31","07/31","38.9","+0.2","43.7","+0.64","48.8","-0.44","52.3","-0.03"
"924","3294","英濟","31","-0.25","-0.8","26W31","07/31","40.6","-0.03","44.2","+0.47","48.1","+0.41","49.7","+0.07"
"925","5457","宣德","27.95","+0.25","+0.9","26W31","07/31","38.5","+0.67","42.3","+0.16","47.8","+0.36","48.9","+0.38"
"926","6186","新潤","32.5","-0.45","-1.37","26W31","07/31","35.4","+0.28","42.3","+0.47","47.8","+0.15","49.6","-0.05"
"927","5015","華祺","22.1","+0.1","+0.45","26W31","07/31","39.5","+0.02","43.3","-0.06","48","-0.06","52.9","-0.05"
"928","2468","華經","33.9","-0.35","-1.02","26W31","07/31","43.6","-0.28","47","-0.2","49.3","-0.7","50","0"
"929","3623","富晶通","22.2","+0.25","+1.14","26W31","07/31","40.1","-0.07","45.2","-0.02","48.1","-0.02","51.8","0"
"930","6708","天擎","37.1","-0.4","-1.07","26W31","07/31","35.3","-0.03","45.6","-0.03","47.9","0","52.5","0"
"931","00857B","永豐20年美公債","22.56","-0.17","-0.75","26W31","07/31","35.6","-0.53","42.6","-0.65","47.7","-0.56","50.7","-0.56"
"932","2065","世豐","36.65","-0.3","-0.81","26W31","07/31","41.1","+0.09","44.3","+0.1","47.5","+0.12","50.6","+0.1"
"933","911622","泰聚亨-DR","3.62","+0.02","+0.56","26W31","07/31","36.4","-0.06","42.8","-0.06","47.9","-0.06","53.4","0"
"934","4562","穎漢","31.65","-0.6","-1.86","26W31","07/31","43.2","-0.48","45.4","+0.24","47.9","+0.01","49.2","+0.01"
"935","3032","偉訓","79.8","+0.1","+0.13","26W31","07/31","36.3","-0.49","42.5","-0.36","47.5","-0.37","52.8","-0.18"
"936","4554","橙的","29.8","+1","+3.47","26W31","07/31","35.1","-0.02","40.9","+0.01","47.8","0","49.4","0"
"937","2030","彰源","22.8","-0.2","-0.87","26W31","07/31","43.6","-0.31","47.9","-0.15","51.6","-0.3","53.4","-0.15"
"938","1597","直得","152","+4.5","+3.05","26W31","07/31","37.3","-0.09","39.7","-0.18","46.7","-1.68","53.2","+0.13"
