排名,代號,名稱,成交,漲跌 價,漲跌 幅,法人 買賣 日期,當日 買賣超 佔 發行 張數,2日 買賣超 佔 發行 張數,3日 買賣超 佔 發行 張數,5日 買賣超 佔 發行 張數,10日 買賣超 佔 發行 張數,1個月 買賣超 佔 發行 張數,3個月 買賣超 佔 發行 張數,半年 買賣超 佔 發行 張數,1年 買賣超 佔 發行 張數,3年 買賣超 佔 發行 張數,10年 買賣超 佔 發行 張數,今年 買賣超 佔 發行 張數
1,00995A,主動中信台灣卓越,16.62,0.6,3.75,08/05,0.5,0.74,2.23,8.96,7.36,6.44,12.2,12.6,,,,
2,00991A,主動復華未來50,16.89,0.56,3.43,08/05,-0.47,0.42,2.01,8.44,6.16,2.63,-2.18,-2.79,,,,-2.52
3,00632R,元大台灣50反1,10.3,-0.33,-3.1,08/05,-0.04,3.89,7.85,8.0,7.91,7.85,7.8,7.47,-4.81,20.1,114.0,6.47
4,00987A,主動台新優勢成長,15.18,0.66,4.55,08/05,0.38,0.63,2.17,6.93,3.78,0.99,9.47,10.9,,,,26.4
5,00992A,主動群益科技創新,16.55,0.37,2.29,08/05,0.23,0.57,1.39,6.24,5.56,2.63,11.2,8.31,,,,9.62
6,00996A,主動兆豐台灣豐收,13.47,0.55,4.26,08/05,0.26,0.24,0.53,6.01,1.75,-0.26,4.2,,,,,
7,5351,鈺創,96.5,8.7,9.91,08/05,3.9,6.01,6.52,5.83,1.87,3.48,4.24,6.3,15.2,15.3,7.7,9.42
8,00947,台新臺灣IC設計,34.69,1.34,4.02,08/05,-0.32,1.18,2.09,5.53,2.7,2.35,-3.68,6.08,11.0,,,4.6
9,00401A,主動摩根台灣鑫收,13.41,0.49,3.79,08/05,0.93,0.69,1.79,5.41,4.66,5.53,21.4,,,,,
10,00981A,主動統一台股增長,28.46,0.88,3.19,08/05,0.36,0.61,1.72,5.05,3.9,1.38,2.35,-4.44,-4.52,,,-4.74
11,5371,中光電,90.5,7.8,9.43,08/05,2.19,3.9,4.28,4.72,5.24,0.94,4.47,3.47,-3.02,-10.6,-42.0,3.77
12,4127,天良,84.9,7.7,9.97,08/05,0.16,0.27,0.36,4.08,2.65,2.57,5.64,5.61,5.01,5.34,5.82,5.34
13,00400A,主動國泰動能高息,13.69,0.24,1.78,08/05,0.56,0.69,1.36,4.01,2.24,-0.02,1.37,,,,,
14,3006,晶豪科,239.0,21.5,9.89,08/05,1.44,3.52,4.26,3.94,1.53,5.53,10.8,14.9,27.3,29.1,28.4,12.2
15,00913,兆豐台灣晶圓製造,47.25,1.37,2.99,08/05,-2.22,-2.15,-2.46,3.91,2.2,3.49,-3.27,3.98,3.4,6.1,,3.85
16,00405A,主動富邦台灣龍耀,8.05,0.15,1.9,08/05,0.61,0.64,1.7,3.87,1.48,1.09,,,,,,
17,00980A,主動野村臺灣優選,23.31,0.65,2.87,08/05,-0.07,-0.51,-0.71,3.84,2.79,2.57,6.69,9.02,10.0,,,9.33
18,00994A,主動第一金台股優,16.25,0.45,2.85,08/05,0.27,0.23,1.27,3.65,1.04,-0.95,2.34,-3.04,,,,
19,00993A,主動安聯台灣,12.81,0.35,2.81,08/05,0.32,0.5,1.47,3.46,2.14,2.4,9.8,31.1,,,,
20,00634R,富邦上証反1,3.08,-0.04,-1.28,08/05,1.7,2.12,2.12,3.44,3.44,2.88,5.51,6.55,5.65,7.94,34.3,5.5
21,00888,永豐台灣ESG,32.09,0.71,2.26,08/05,0.37,0.37,0.79,3.31,2.73,-0.2,0.53,4.35,5.0,11.9,,4.54
22,00935,野村臺灣新科技50,55.85,1.8,3.33,08/05,0.23,-0.05,1.07,3.25,0.8,-1.39,-5.1,-3.95,-2.11,,,-4.18
23,009801,中信美國創新科技,12.72,0.37,3.0,08/05,0.63,1.12,1.12,3.11,4.07,4.15,12.8,23.9,39.1,,,26.4
24,00999A,主動野村臺灣高息,10.75,0.24,2.28,08/05,0.92,1.2,1.87,3.1,2.1,1.43,6.23,,,,,
25,009819,中信數據及電力,10.42,0.31,3.07,08/05,2.26,2.46,2.55,3.05,4.34,4.66,6.77,,,,,
26,4967,十銓,265.5,9.0,3.51,08/05,1.57,2.07,1.45,3.0,2.49,2.25,-6.03,-13.5,4.22,2.79,,-14.4
27,00733,富邦臺灣中小,62.75,1.3,2.12,08/05,0.06,0.21,1.3,2.99,1.58,-0.34,10.1,33.0,50.5,29.4,,44.0
28,6206,飛捷,148.0,8.0,5.71,08/05,1.37,1.91,3.33,2.92,3.56,2.63,9.16,11.4,10.1,8.61,-5.21,11.2
29,8112,至上,86.2,1.0,1.17,08/05,0.84,2.48,2.91,2.85,0.61,1.55,-10.0,-8.6,-12.3,-9.51,-11.5,-4.89
30,3231,緯創,193.0,-2.0,-1.03,08/05,1.12,1.7,2.14,2.71,6.52,7.84,3.52,8.03,2.8,-6.15,-11.7,2.08
31,00700,富邦恒生國企,17.91,0.0,0.0,08/05,0.37,0.89,0.29,2.68,4.25,6.93,8.27,32.9,52.1,69.5,,40.4
32,2301,光寶科,249.0,-3.0,-1.19,08/05,1.28,2.53,2.5,2.6,2.12,2.07,5.33,10.1,13.3,6.11,-12.4,11.0
33,009816,凱基台灣TOP50,15.0,0.44,3.02,08/05,0.54,0.74,1.4,2.55,1.55,1.33,0.89,0.69,,,,
34,00904,台新臺灣半導體30,39.41,1.28,3.36,08/05,0.21,0.28,0.5,2.3,2.07,0.97,1.58,6.56,6.63,3.32,,6.77
35,00668,國泰美國道瓊,64.0,0.95,1.51,08/05,2.14,2.15,2.16,2.3,2.29,2.46,2.18,2.8,2.91,0.04,,2.23
36,00403A,主動統一升級50,9.81,0.27,2.83,08/05,0.58,0.81,1.29,2.22,-0.03,-3.78,,,,,,
37,2618,長榮航,43.8,0.0,0.0,08/05,0.44,0.65,0.9,2.21,3.83,9.53,8.16,7.88,7.18,1.55,8.15,10.4
38,00894,中信小資高價30,47.12,1.76,3.88,08/05,0.57,0.77,1.48,2.11,1.96,2.41,3.52,2.49,3.68,8.13,,2.32
39,00631L,元大台灣50正2,34.15,2.0,6.22,08/05,1.47,1.41,1.42,2.11,1.52,1.63,1.14,-0.5,-0.31,1.29,3.15,-0.45
40,2376,技嘉,342.0,10.0,3.01,08/05,0.74,1.58,2.26,2.08,1.61,0.97,0.23,9.04,1.22,-8.5,-16.0,5.58
41,6533,晶心科,228.5,3.0,1.33,08/05,0.25,0.09,0.96,2.08,1.55,1.61,0.7,-1.81,-8.27,-12.1,,-2.78
42,00982A,主動群益台灣強棒,22.33,0.72,3.33,08/05,0.12,0.36,0.38,2.07,1.17,-1.26,4.44,4.33,7.73,,,5.26
43,00657,國泰日經225,78.55,3.05,4.04,08/05,-0.05,-0.06,3.05,2.07,6.76,6.14,8.02,6.75,8.29,54.3,82.0,8.21
44,6243,迅杰,49.5,-1.0,-1.98,08/05,0.38,0.52,0.83,2.05,0.58,-0.12,1.24,0.87,0.24,-6.52,-6.35,1.76
45,3605,宏致,101.5,8.9,9.61,08/05,2.84,2.93,3.57,2.01,2.31,5.17,11.3,11.8,8.78,13.1,12.4,9.4
46,8271,宇瞻,227.0,3.0,1.34,08/05,0.69,1.82,0.5,2.0,2.83,1.03,-9.42,-8.75,-10.8,-13.8,-12.6,-9.57
47,00651R,復華香港反1,5.12,0.0,0.0,08/05,1.09,1.1,1.02,1.98,1.23,0.17,2.1,2.12,0.71,-0.87,-5.65,0.4
48,2388,威盛,83.0,2.7,3.36,08/05,0.96,1.51,1.9,1.93,1.91,1.75,2.4,4.77,2.75,-12.5,-2.7,4.05
49,3227,原相,209.5,4.0,1.95,08/05,0.53,1.04,1.54,1.9,2.22,0.6,6.98,8.89,-8.08,7.64,9.82,5.56
50,00952,凱基台灣AI50,17.99,0.3,1.7,08/05,0.3,0.37,0.82,1.88,1.84,1.18,1.9,2.41,5.61,,,3.52
51,00875,國泰網路資安,56.4,2.75,5.13,08/05,-0.01,1.95,1.94,1.86,5.11,5.66,6.14,21.2,46.1,148.0,,20.0
52,2486,一詮,218.5,-2.5,-1.13,08/05,-0.27,0.29,1.03,1.85,1.55,0.55,-5.15,-5.86,8.44,4.9,4.75,8.45
53,3141,晶宏,74.4,2.6,3.62,08/05,0.41,0.93,1.39,1.84,1.92,1.0,-0.86,0.14,-1.87,2.72,-7.26,0.33
54,00892,富邦台灣半導體,40.29,1.38,3.55,08/05,0.29,0.3,0.79,1.84,1.54,1.63,1.12,0.56,2.46,16.8,,0.79
