排名,代號,名稱,成交,漲跌 價,漲跌 幅,法人 買賣 日期,當日 買賣超 佔 成交,2日 買賣超 佔 成交,3日 買賣超 佔 成交,5日 買賣超 佔 成交,10日 買賣超 佔 成交,1個月 買賣超 佔 成交,3個月 買賣超 佔 成交,半年 買賣超 佔 成交,1年 買賣超 佔 成交,3年 買賣超 佔 成交,10年 買賣超 佔 成交,今年 買賣超 佔 成交
1,00709,富邦歐洲,40.55,-0.2,-0.49,07/24,77.4,71.5,74.5,57.4,46.2,23.5,6.58,2.56,0.99,0.45,,2.23
2,00741B,富邦全球非投等債,38.0,0.18,0.48,07/24,67.7,56.6,54.0,49.1,37.8,21.7,8.73,4.56,1.68,0.36,,3.89
3,009814,富邦標普500,11.12,-0.08,-0.71,07/24,59.9,46.8,50.2,41.8,33.5,15.8,3.74,1.5,,,,1.18
4,2542,興富發,44.2,-0.75,-1.67,07/24,0.34,30.5,35.5,40.9,34.4,26.5,15.4,10.1,6.09,1.1,0.41,8.82
5,2880,華南金,40.7,-0.55,-1.33,07/24,13.2,25.3,29.1,30.0,20.4,16.6,19.9,13.4,13.1,8.9,3.67,12.8
6,2474,可成,189.5,-2.5,-1.3,07/24,0.14,20.0,22.4,28.3,14.7,13.1,-3.8,-5.45,-7.49,0.09,0.58,-7.3
7,2912,統一超,241.0,4.0,1.69,07/24,24.6,28.1,26.4,26.6,19.5,13.0,21.8,9.53,5.98,6.4,2.31,7.82
8,00695B,富邦美債7-10,35.25,0.01,0.03,07/24,0.0,0.0,0.0,25.4,40.9,26.0,9.14,4.31,1.87,0.53,,3.69
9,2801,彰銀,24.35,0.1,0.41,07/24,0.34,16.4,19.7,24.2,19.3,27.2,11.1,6.6,2.29,0.65,0.69,2.69
10,2887,台新新光金,34.15,-0.35,-1.01,07/24,-1.21,14.1,12.7,22.4,18.0,12.1,4.12,5.09,7.69,7.49,4.1,4.86
11,3702,大聯大,117.5,-4.0,-3.29,07/24,35.6,27.5,23.2,20.8,8.94,20.8,-0.85,-2.41,-5.17,-2.24,-0.22,-3.04
12,2892,第一金,34.3,0.15,0.44,07/24,0.45,13.3,17.9,20.7,12.9,30.5,13.3,9.38,-0.66,1.66,1.05,8.61
13,3665,貿聯-KY,2205.0,-80.0,-3.5,07/24,15.4,20.1,20.6,20.4,14.5,8.51,-0.67,-0.16,-0.86,0.83,0.39,-1.94
14,5871,中租-KY,120.0,-0.5,-0.41,07/24,10.1,19.0,20.8,20.2,16.3,6.68,14.7,7.09,-2.07,2.31,1.05,4.18
15,00645,富邦日本,56.45,-0.85,-1.48,07/24,40.2,23.4,30.0,19.5,12.0,5.92,1.18,0.53,0.22,0.03,0.01,0.47
16,9946,三發地產,17.95,-0.15,-0.83,07/24,3.4,12.8,16.0,19.3,9.46,6.63,1.42,1.01,0.73,0.14,0.05,0.95
17,2530,華建,20.0,0.05,0.25,07/24,0.0,22.7,17.9,19.3,12.5,13.5,2.76,1.21,1.63,0.43,0.2,2.67
18,1216,統一,77.4,0.4,0.52,07/24,7.36,17.0,16.8,18.8,13.1,11.8,12.5,4.54,7.74,7.33,2.82,2.63
19,2886,兆豐金,48.45,0.3,0.62,07/24,1.01,13.3,16.9,17.8,11.0,31.4,23.3,13.6,7.25,4.47,1.83,12.3
20,8938,明安,56.8,-0.8,-1.39,07/24,0.0,38.7,29.6,17.6,10.8,12.8,2.97,1.34,0.68,0.19,0.03,1.18
