排名,代號,名稱,成交,漲跌 價,漲跌 幅,更新 日期,當日 增減 (%),2日 增減 (%),3日 增減 (%),5日 增減 (%),10日 增減 (%),1個月 增減 (%),3個月 增減 (%),半年 增減 (%),1年 增減 (%),今年 增減 (%)
1,00754B,群益AAA-AA公司債,31.32,-0.41,-1.29,08/21,,,-100.0,-100.0,,,,,,
2,00844B,台新15年IG金融債,30.43,-0.3,-0.98,08/21,,,,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0
3,00845B,富邦新興投等債,32.64,-0.21,-0.64,08/21,,,-100.0,-100.0,-100.0,-100.0,-100.0,,,
4,009825,聯邦美國金融創新,10.08,-0.05,-0.49,08/21,,-100.0,-100.0,-100.0,,,,,,
5,1563,巧新,63.5,0.0,0.0,08/21,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0
6,5371,中光電,83.5,-0.8,-0.95,08/21,,,,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0
7,6838,台新藥,23.2,0.1,0.43,08/21,,,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0
8,6949,沛爾生醫-創,1155.0,30.0,2.67,08/21,,,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0
9,6657,華安,30.6,0.35,1.16,08/21,0.0,0.0,-52.9,-95.1,-96.1,-96.7,-98.9,-98.3,-96.8,-95.9
10,2301,光寶科,261.0,-6.0,-2.25,08/21,-68.5,-68.5,-68.6,-70.7,-82.8,-84.1,-88.9,-73.7,-90.4,-57.4
11,7631,聚賢研發-創,147.5,1.5,1.03,08/21,-66.7,-66.7,0.0,-66.7,0.0,,,,,
12,8443,阿瘦,11.4,-0.05,-0.44,08/21,0.0,0.0,-55.6,-55.6,-55.6,-66.7,-89.7,-97.4,-90.9,-97.2
13,2420,新巨,57.5,0.2,0.35,08/21,1.75,2.11,1.22,-53.3,-59.8,-43.9,6.59,-27.9,-59.7,-8.78
14,2431,聯昌,10.3,0.0,0.0,08/21,-15.7,-30.6,-30.6,-49.3,-56.8,-66.4,-77.2,-94.0,-92.7,-94.3
15,3661,世芯-KY,3700.0,-50.0,-1.33,08/21,-3.86,-20.0,-30.6,-44.3,-70.6,-77.5,-74.8,-88.3,-77.6,-71.6
16,6221,晉泰,22.85,-0.05,-0.22,08/21,-0.36,-0.36,-26.1,-43.8,-46.8,-48.8,-56.8,-47.5,2.43,-44.6
17,2892,第一金,33.65,0.35,1.05,08/21,5.1,-30.9,-28.6,-43.5,-50.4,-48.0,-24.5,156.0,420.0,96.8
18,3356,奇偶,63.2,0.4,0.64,08/21,-1.86,-1.86,-29.5,-39.6,-38.9,-14.2,-15.1,-45.0,-71.0,-58.8
19,4543,萬在,32.65,0.5,1.56,08/21,-3.19,-3.19,-3.19,-39.2,-53.5,-57.1,-65.1,-70.2,53.1,-37.9
