排名,代號,名稱,成交,漲跌 價,漲跌 幅,持股 資料 月份,非獨 董監 持股 (萬張),非獨 董監 增減 張數,非獨 董監 持股 (%),非獨 董監 質押 (萬張),非獨 董監 質押 (%),獨立 董監 持股 (萬張),獨立 董監 增減 張數,獨立 董監 持股 (%),獨立 董監 質押 (萬張),獨立 董監 質押 (%),全體 董監 持股 (萬張),全體 董監 增減 張數,全體 董監 持股 (%),全體 董監 質押 (萬張),全體 董監 質押 (%)
601,1109,信大,13.35,-0.05,-0.37,26M08,11.9,0,35.0,0,0,0.0,0.0,0.0,0,0,11.9,0,35.0,0,0
602,1201,味全,12.05,0.0,0.0,26M08,7.36,0,14.6,0,0,0.0,0.0,0.0,0,0,7.36,0,14.6,0,0
603,1213,大飲,7.49,0.19,2.6,26M08,1.59,0,28.1,0,0,0.0,0.0,0.0,0,0,1.59,0,28.1,0,0
604,1215,卜蜂,110.5,-0.5,-0.45,26M08,8.37,0,28.4,0,0,0.0,0.0,0.0,0,0,8.37,0,28.4,0,0
605,1219,福壽,11.4,-0.15,-1.3,26M08,3.27,100,9.57,0,0,0.0,0.0,0.01,0,0,3.27,100,9.58,0,0
606,1220,台榮,10.85,0.0,0.0,26M08,4.12,0,23.3,0,0,0.01,0.0,0.07,0,0,4.13,0,23.3,0,0
607,1227,佳格,28.45,0.1,0.35,26M08,2.93,0,3.2,0,0,0.0,0.0,0.0,0,0,2.93,0,3.2,0,0
608,1232,大統益,156.0,-0.5,-0.32,26M08,9.71,-100,60.7,0,0,0.0,0.0,0.0,0,0,9.71,-100,60.7,0,0
609,1236,宏亞,26.1,-0.1,-0.38,26M08,1.45,0,16.7,0,0,0.0,0.0,0.0,0,0,1.45,0,16.7,0,0
610,1264,德麥,248.5,-0.5,-0.2,26M08,0.59,1,15.9,0,0,0.0,0.0,0.0,0,0,0.59,1,15.9,0,0
611,1268,漢來美食,171.5,-1.0,-0.58,26M08,0.68,0,16.0,0,0,0.0,0.0,0.0,0,0,0.68,0,16.0,0,0
612,1294,漢田生技,51.7,-1.3,-2.45,26M08,0.78,0,21.2,0,0,0.0,0.0,0.0,0,0,0.78,0,21.2,0,0
