單位名稱,買進金額,賣出金額,買賣差額
自營商(自行買賣),"5,917,783,643","5,932,484,586","-14,700,943"
自營商(避險),"18,059,309,907","22,377,201,146","-4,317,891,239"
投信,"14,658,074,448","11,603,257,854","3,054,816,594"
外資及陸資(不含外資自營商),"239,969,265,026","255,705,396,353","-15,736,131,327"
外資自營商,0,0,0
合計,"278,604,433,024","295,618,339,939","-17,013,906,915"
