排名,代號,名稱,成交,漲跌 價,漲跌 幅,更新 日期,當日 增減 張數,2日 增減 張數,3日 增減 張數,5日 增減 張數,10日 增減 張數,1個月 增減 張數,3個月 增減 張數,半年 增減 張數,1年 增減 張數,今年 增減 張數
1,00981A,主動統一台股增長,29.52,0.08,0.27,08/27,-21078,-54012,-59283,-59335,-62564,-124310,-260468.0,-13828.0,56437.0,39487.0
2,2886,兆豐金,46.15,-0.45,-0.97,08/27,-4651,-30113,-37328,-48863,-85605,-7018,58747.0,69696.0,37942.0,89712.0
3,2002,中鋼,19.15,-0.2,-1.03,08/27,888,-16046,-40255,-43118,-71665,-150506,-337306.0,-146916.0,-36017.0,-245844.0
4,1216,統一,77.1,-0.6,-0.77,08/27,-4816,-19919,-29607,-38359,-72905,-123035,-97888.0,-36199.0,83911.0,2611.0
5,009816,凱基台灣TOP50,15.46,0.03,0.19,08/27,-19481,-24929,-24720,-26913,-32039,-58935,-23824.0,50256.0,,
6,00878,國泰永續高股息,32.71,-0.11,-0.34,08/27,-4818,-17360,-18355,-26236,4576,11262,59263.0,69565.0,16244.0,60258.0
7,00937B,群益ESG投等債20+,14.41,0.0,0.0,08/27,201,849,2272,-23751,-16955,12170,-9824.0,-921.0,-83117.0,-40384.0
8,1815,富喬,116.5,-1.5,-1.27,08/27,-4315,-8581,-11707,-17010,-17034,-16914,-20427.0,-4848.0,21755.0,12830.0
9,1102,亞泥,35.1,-0.1,-0.28,08/27,-2266,-8465,-12748,-16834,-20472,-14402,-134266.0,-48193.0,16452.0,1730.0
10,2883,凱基金,32.15,-0.1,-0.31,08/27,-9830,-10068,-14702,-15375,-2071,-13766,33548.0,60620.0,-7589.0,59454.0
11,2382,廣達,333.5,1.0,0.3,08/27,-2501,-6946,-8314,-13948,-68058,-168537,-63817.0,-10397.0,-34894.0,-24233.0
12,00988A,主動統一全球創新,16.53,0.3,1.85,08/27,-817,146,146,-13904,-15649,-41335,-72069.0,18827.0,,27557.0
13,2324,仁寶,39.75,-1.2,-2.93,08/27,-996,-826,-8905,-12921,-30272,-46324,-370365.0,-340552.0,-36794.0,-247791.0
14,2609,陽明,57.9,0.3,0.52,08/27,-2832,-5414,-5798,-12166,-14340,-9601,-158307.0,-63906.0,-114720.0,-123314.0
15,00991A,主動復華未來50,18.19,0.17,0.94,08/27,-6096,-9804,-11928,-11563,-19766,-54752,-20939.0,72923.0,,79307.0
16,9904,寶成,24.8,-0.25,-1.0,08/27,-243,-5913,-8846,-10864,-15035,-12915,4988.0,129928.0,13447.0,120981.0
17,00992A,主動群益科技創新,18.45,0.29,1.6,08/27,-719,-10129,-9956,-10016,-11034,-38857,-30584.0,6248.0,,8155.0
18,2603,長榮,232.5,1.5,0.65,08/27,-1263,-6780,-8656,-9313,-31730,-52359,-107604.0,-83576.0,-71591.0,-103368.0
19,2542,興富發,47.75,-0.25,-0.52,08/27,-410,-296,-2908,-8517,-15315,-7184,37642.0,46748.0,73071.0,41258.0
20,00631L,元大台灣50正2,35.95,0.24,0.67,08/27,-8435,-8515,-8360,-8360,-14519,-46826,9879.0,325425.0,321548.0,324934.0
21,2301,光寶科,301.0,-6.0,-1.95,08/27,-438,-458,146,-8229,-8638,-20558,-37216.0,-18561.0,-24696.0,-5292.0
22,0050,元大台灣50,106.05,0.15,0.14,08/27,-2010,-2010,-1913,-8078,-21123,10147,90298.0,40395.0,43817.0,70039.0
23,00881,國泰台灣科技龍頭,49.61,0.08,0.16,08/27,-6320,-11123,-10144,-7942,-3082,8128,-8905.0,-5538.0,13588.0,7693.0
24,2451,創見,298.0,-3.0,-1.0,08/27,-40,-4888,-7295,-7450,-9375,-9590,-70.0,8606.0,8582.0,7558.0
25,2880,華南金,39.35,-0.25,-0.63,08/27,-1727,-10022,-6298,-7400,-10752,76052,264052.0,318436.0,341960.0,315843.0
26,3706,神達,91.4,-0.1,-0.11,08/27,-3271,-3453,-3757,-6751,-10003,-22439,1303.0,-15576.0,53370.0,-17461.0
27,9945,潤泰新,28.6,-0.3,-1.04,08/27,96,-4915,-5668,-6626,-18109,-23591,-12885.0,20134.0,-64143.0,17247.0
28,1504,東元,73.4,2.0,2.8,08/27,-483,-1056,-2513,-5920,-22475,-25750,-30193.0,14130.0,42369.0,33331.0
29,5876,上海商銀,43.05,-0.25,-0.58,08/27,1303,-3409,-5245,-5557,-11550,-64603,-9208.0,74101.0,62165.0,67410.0
30,2353,宏碁,31.2,-0.2,-0.64,08/27,-1270,-3625,-4103,-5511,-12605,-12223,-45591.0,-45298.0,70784.0,76481.0
31,00982A,主動群益台灣強棒,22.35,0.16,0.72,08/27,-3795,-7256,-6128,-5472,1302,-1792,-18726.0,33758.0,26457.0,31309.0
32,2890,永豐金,39.35,0.2,0.51,08/27,4,-1009,-1769,-5114,8277,9307,37387.0,45076.0,-110491.0,35582.0
33,6770,力積電,69.6,-0.4,-0.57,08/27,-497,-4226,-3783,-5004,-52041,-2772,-144439.0,120996.0,-22779.0,68603.0
34,00900,富邦特選高股息30,19.04,0.1,0.53,08/27,-400,-2546,-2808,-4608,-7093,-14372,-24112.0,-12731.0,-27549.0,-34192.0
35,1909,榮成,10.9,-0.1,-0.91,08/27,272,284,145,-4454,-4952,-4803,-10605.0,4090.0,765.0,3593.0
36,2634,漢翔,70.3,1.3,1.88,08/27,-133,-334,-1090,-4322,-9276,-7232,-17490.0,-6901.0,-16394.0,-17187.0
37,2812,台中銀,18.85,-0.15,-0.79,08/27,216,-1244,-1387,-4242,5397,23892,-37493.0,52970.0,84968.0,78023.0
38,2367,燿華,45.55,0.75,1.67,08/27,852,-3513,-3287,-4067,-10917,-11640,-17864.0,-8545.0,14021.0,-6685.0
39,1718,中纖,10.7,0.0,0.0,08/27,716,-4548,-3844,-3983,-3496,19598,24526.0,36829.0,37641.0,34947.0
40,2104,國際中橡,10.45,-0.2,-1.88,08/27,-386,-2843,-3708,-3948,-5288,1590,2905.0,7362.0,11170.0,7697.0
41,2201,裕隆,28.65,-0.15,-0.52,08/27,-1793,-2604,-2973,-3873,-4881,-4103,-10024.0,328.0,16956.0,5657.0
42,2610,華航,20.8,0.0,0.0,08/27,-1713,-1991,-4004,-3866,-4683,-1,-188648.0,-72405.0,-107101.0,-131647.0
43,2912,統一超,220.5,-2.5,-1.12,08/27,-121,-1780,-3443,-3860,-5177,-13093,2276.0,8044.0,10344.0,5280.0
44,2393,億光,66.5,-0.3,-0.45,08/27,-177,-2934,-3653,-3854,-5738,-6118,-897.0,5610.0,-4891.0,880.0
