"排名","代號","名稱","成交","漲跌價","漲跌幅","持股資料週別","更新日期","持股超過600張(%)","超過600張增減","持股超過800張(%)","超過800張增減","持股超過1千張(%)","超過1千張增減"
"601","1907","永豐餘","25.7","-0.4","-1.53","26W23","06/05","82.8","+0.12","81.8","+0.21","80.7","+0.09"
"602","6492","生華科","43.4","+0.3","+0.7","26W23","06/05","27","+0.09","27","+0.09","26","+0.09"
"603","6672","騰輝電子-KY","213.5","-5","-2.29","26W23","06/05","21.7","+0.13","17.4","+0.09","17.4","+0.09"
"604","4119","旭富","42.3","-0.65","-1.51","26W23","06/05","44.5","+0.09","42.8","+0.09","42.8","+0.09"
"605","6461","益得","15.65","-0.25","-1.57","26W23","06/05","59","-0.24","55.8","+0.09","53.9","+0.09"
"606","4538","大詠城","18.45","+0.05","+0.27","26W23","06/05","76.8","+0.09","73.1","+0.09","71.5","+0.09"
"607","2107","厚生","25.85","0","0","26W23","06/05","58.5","+0.11","56.9","+0.11","56","+0.09"
"608","5523","豐謙","30.4","0","0","26W23","06/05","90.6","+0.09","89.7","+0.09","88.5","+0.09"
"609","1104","環泥","29","0","0","26W23","06/05","70.1","-0.05","68.8","-0.04","68","+0.09"
"610","3062","建漢","24.9","-0.4","-1.58","26W23","06/05","26.2","+0.93","21.8","-0.52","19.7","+0.09"
"611","8040","九暘","96.5","+1.6","+1.69","26W23","06/05","50.5","-0.71","46.9","-0.77","45.9","+0.09"
"612","5263","智崴","102","+0.5","+0.49","26W23","06/05","49.4","+0.98","46.8","+0.17","45.6","+0.09"
"613","4108","懷特","12.2","-0.05","-0.41","26W23","06/05","27.2","+0.07","25.8","+0.07","24","+0.09"
"614","1584","精剛","19.5","-0.05","-0.26","26W23","06/05","39.3","+0.49","38.4","+0.5","36.5","+0.09"
"615","6661","威健生技","16","-0.5","-3.03","26W23","06/05","61.6","+0.09","61.6","+0.09","61.6","+0.09"
"616","2231","為升","92.4","-0.6","-0.65","26W23","06/05","63.4","+0.09","62.8","+0.09","62.8","+0.09"
"617","9935","慶豐富","19.2","+0.3","+1.59","26W23","06/05","56.8","-0.31","52.5","+0.08","50.1","+0.08"
"618","4171","瑞基","17.3","-0.2","-1.14","26W23","06/05","31.6","+0.08","30.4","+0.08","27.6","+0.08"
"619","4178","永笙-KY","17.95","-0.25","-1.37","26W23","06/05","75.5","-0.2","72.8","+0.08","72.4","+0.08"
"620","8404","百和興業-KY","17.25","-0.2","-1.15","26W23","06/05","76.1","+0.25","74.2","+0.27","73","+0.08"
"621","6283","淳安","23.15","-1.25","-5.12","26W23","06/05","59.6","+0.5","58.7","+0.09","57.5","+0.08"
"622","8255","朋程","159.5","-3","-1.85","26W23","06/05","50.8","-2.86","48.7","-0.81","47.9","+0.08"
"623","5439","高技","346","-9.5","-2.67","26W23","06/05","44.4","-0.66","42.1","+0.08","37.4","+0.08"
"624","2605","新興","30.4","+0.1","+0.33","26W23","06/05","52.5","+0.11","51","-0.1","50.1","+0.08"
"625","4706","大恭","31.95","+0.55","+1.75","26W23","06/05","79","+0.08","78.1","+0.08","76.9","+0.08"
"626","2230","泰茂","26","-1","-3.7","26W23","06/05","41.9","+0.08","36.8","+0.08","28.8","+0.08"
"627","8935","邦泰","21.2","-0.3","-1.4","26W23","06/05","48.1","+0.08","46.9","+0.08","43","+0.08"
"628","1452","宏益","10.95","+0.15","+1.39","26W23","06/05","45.8","+0.11","41.2","+0.11","37.9","+0.08"
"629","4183","福永生技","13.65","0","0","26W23","06/05","52","+0.08","46.4","+0.08","42.8","+0.08"
"630","00850","元大臺灣ESG永續","85.9","-0.3","-0.35","26W23","06/05","16.9","-0.24","16.5","+0.08","15.6","+0.08"
"631","3630","新鉅科","30.1","-0.3","-0.99","26W23","06/05","53.7","+0.59","52.6","+0.56","51.7","+0.08"
"632","00666R","富邦恒生國企反1","9.42","+0.05","+0.53","26W23","06/05","83","+0.08","83","+0.08","83","+0.08"
"633","6781","AES-KY","1155","+75","+6.94","26W23","06/05","70.9","-0.87","70","-0.98","70","+0.08"
"634","2891C","中信金丙特","62.7","+0.1","+0.16","26W23","06/05","93.2","+0.07","93.2","+0.07","90.9","+0.07"
"635","7786","東方風能","130","+9.5","+7.88","26W23","06/05","79.3","-0.28","77.3","+0.07","76.8","+0.07"
"636","3164","景岳","16.35","0","0","26W23","06/05","50","-0.65","46.7","+0.06","39.8","+0.07"
"637","6405","悅城","73","+3.4","+4.89","26W23","06/05","47.8","+0.02","44.7","+0.07","39.4","+0.07"
"638","5258","虹堡","50.6","+1.75","+3.58","26W23","06/05","43.1","-0.86","40.2","-0.09","36.2","+0.07"
"639","4934","太極","16.8","+0.55","+3.38","26W23","06/05","32.7","+0.39","29.8","-0.31","28.2","+0.07"
"640","9946","三發地產","17.8","0","0","26W23","06/05","78.9","+0.28","78.3","+0.08","77.1","+0.07"
"641","9910","豐泰","97","+3","+3.19","26W23","06/05","88.8","+0.1","87.7","+0.1","86.9","+0.07"
"642","1473","台南","20.4","-0.1","-0.49","26W23","06/05","70.6","-0.36","69.6","+0.07","69","+0.07"
"643","2911","麗嬰房","8.22","+0.22","+2.75","26W23","06/05","42","+0.07","41.4","+0.07","40.6","+0.07"
"644","6269","台郡","65.8","-2.5","-3.66","26W23","06/05","30.9","+0.94","28.3","+0.04","27.2","+0.07"
"645","6469","大樹","76.9","+2.1","+2.81","26W23","06/05","45","+0.25","43.3","+0.7","42","+0.07"
"646","00768B","復華20年美債","49.75","+0.07","+0.14","26W23","06/05","98.1","+0.17","97.8","+0.17","97.5","+0.07"
"647","4994","傳奇","87.5","+2.1","+2.46","26W23","06/05","82.3","-1.17","80.4","-1.15","79","+0.07"
"648","2347","聯強","90.8","-1.4","-1.52","26W23","06/05","87.3","-0.08","86.3","-0.05","85.2","+0.07"
"649","4129","聯合","89.6","-0.9","-0.99","26W23","06/05","49.9","-0.68","48.4","+0.06","46.4","+0.07"
"650","2515","中工","12.7","-0.1","-0.78","26W23","06/05","57.6","+0.38","55.4","+0.18","53.4","+0.07"
"651","7767","仁大資訊","42.6","+0.35","+0.83","26W23","06/05","65.6","+0.07","61.3","+0.07","54.8","+0.07"
"652","2905","三商","14.3","-0.1","-0.69","26W23","06/05","82.3","+0.01","81","-0.01","80.2","+0.06"
