排名,代號,名稱,成交,漲跌 價,漲跌 幅,持股 資料 週別,更新 日期,持股 超過 600張 (%),超過 600張 增減,持股 超過 800張 (%),超過 800張 增減,持股 超過 1千張 (%),超過 1千張 增減
1,00657,國泰日經225,75.75,-2.35,-3.01,26W30,07/24,17.6,4.22,17.6,4.22,17.6,17.6
2,00928,中信上櫃ESG30,29.83,-1.33,-4.27,26W30,07/24,19.9,9.42,15.5,6.57,15.5,8.8
3,00875,國泰網路資安,49.72,-1.48,-2.89,26W30,07/24,7.61,-3.0,7.61,1.67,7.61,7.61
4,3372,典範,16.4,-0.45,-2.67,26W30,07/24,53.2,8.26,51.6,7.51,50.8,7.18
5,5227,立凱-KY,40.1,-0.3,-0.74,26W30,07/24,23.4,10.8,20.3,7.74,18.4,7.17
6,3605,宏致,91.0,-3.5,-3.7,26W30,07/24,53.7,4.79,52.5,5.57,50.5,6.22
7,009809,富邦淨零ESG50,17.2,-0.31,-1.77,26W30,07/24,30.8,4.88,26.3,2.77,23.5,5.85
8,00920,富邦ESG綠色電力,24.42,-0.27,-1.09,26W30,07/24,14.0,-0.18,10.2,-3.96,10.2,5.2
9,00988B,玉山嚴選非投債,19.82,-0.13,-0.65,26W30,07/24,30.2,4.5,30.2,4.5,26.8,4.99
10,3081,聯亞,1760.0,-70.0,-3.83,26W30,07/24,43.5,1.88,39.1,0.42,37.2,4.53
11,00981T,平衡凱基雙核收息,11.92,-0.1,-0.83,26W30,07/24,29.5,3.07,26.0,3.77,23.5,4.1
12,6527,明達醫,68.5,-0.1,-0.15,26W30,07/24,35.0,0.32,32.2,0.32,32.2,4.09
13,3231,緯創,179.0,5.5,3.17,26W30,07/24,62.9,3.62,61.7,3.62,60.8,3.79
14,00961,FT臺灣永續高息,12.75,0.05,0.39,26W30,07/24,8.99,3.62,8.02,3.49,7.57,3.72
15,00674R,期元大S&P黃金反1,30.56,0.7,2.34,26W30,07/24,45.3,3.62,45.3,3.62,45.3,3.62
16,00986A,主動台新龍頭成長,14.53,-0.25,-1.69,26W30,07/24,16.1,1.22,14.4,1.22,9.91,3.56
17,6525,捷敏-KY,141.5,-7.5,-5.03,26W30,07/24,66.3,1.07,62.7,2.78,60.5,3.41
18,1558,伸興,90.3,0.6,0.67,26W30,07/24,27.7,2.0,17.9,2.01,13.7,3.32
19,3581,博磊,112.5,-5.5,-4.66,26W30,07/24,54.6,-1.33,51.8,1.54,48.5,3.19
20,00633L,富邦上証正2,50.5,-0.75,-1.46,26W30,07/24,30.6,3.08,28.4,3.73,23.8,3.14
21,009823,群益S&P500,10.25,-0.08,-0.77,26W30,07/24,15.8,2.54,15.2,2.52,13.4,3.06
22,00926,凱基全球菁英55,25.45,-0.27,-1.05,26W30,07/24,50.2,2.95,48.8,3.02,47.9,3.06
23,009803,玉山市值動能50,20.6,-0.36,-1.72,26W30,07/24,14.9,2.88,14.5,2.91,13.5,3.02
24,3441,聯一光,64.3,-4.4,-6.4,26W30,07/24,23.1,2.8,19.8,3.01,17.6,3.01
25,5210,寶碩,28.8,-0.8,-2.7,26W30,07/24,41.1,1.0,41.1,1.81,38.9,2.94
26,6414,樺漢,500.0,-3.0,-0.6,26W30,07/24,61.1,1.99,54.2,2.16,52.0,2.73
27,00763U,期街口道瓊銅,33.71,-1.02,-2.94,26W30,07/24,52.8,2.67,49.8,2.62,47.6,2.55
