"排名","代號","名稱","成交","漲跌價","漲跌幅","持股資料週別","更新日期","持股100張以下(%)","100張以下增減","持股200張以下(%)","200張以下增減","持股400張以下(%)","400張以下增減","持股600張以下(%)","600張以下增減"
"1","00793B","群益AAA-A醫療債","29.72","-0.28","-0.93","26W32","08/07","65.4","+8.7","76.8","+14.4","100","+18.6","100","0"
"2","00643K","群益深証中小+R","3.91","0","0","26W32","08/07","100","0","100","0","100","0","100","0"
"3","00657K","國泰日經225+U","24.8","+0.14","+0.57","26W32","08/07","100","0","100","0","100","0","100","0"
"4","00668K","國泰美國道瓊+U","19.63","+0.06","+0.31","26W32","08/07","100","0","100","0","100","0","100","0"
"5","00636K","國泰中國A50+U","8.79","+0.01","+0.11","26W32","08/07","100","0","100","0","100","0","100","0"
"6","006204","永豐臺灣加權","230.7","+0.9","+0.39","26W32","08/07","67.8","-0.41","86.4","-13.6","100","0","100","0"
"7","0057","富邦摩台","319.55","+0.6","+0.19","26W32","08/07","72.3","+8.38","100","0","100","0","100","0"
"8","00625K","富邦上証+R","8.57","0","0","26W32","08/07","65.5","0","100","0","100","0","100","0"
"9","00860B","群益1-5Y投資級債","37.66","-0.24","-0.63","26W32","08/07","84.7","+2.09","84.7","-1.99","84.7","-15.3","100","0"
"10","00728","第一金工業30","69.2","+0.95","+1.39","26W32","08/07","87.6","-1.35","92.2","-2.41","97.6","-1.05","100","0"
"11","009818","華南永昌NASDAQxT","19.9","+0.15","+0.76","26W32","08/07","77.4","-1.82","85.2","-2.15","90.9","-2.14","90.9","-3.21"
"12","00899","FT潔淨能源","23.41","-0.01","-0.04","26W32","08/07","83.1","-0.74","89.7","-1.89","94.3","-0.03","94.3","-0.03"
"13","00701","國泰股利精選30","38.3","+0.6","+1.59","26W32","08/07","89.3","+0.45","91.1","+0.15","92.7","+0.14","94.7","+0.64"
"14","00861","元大全球未來通訊","85.4","-0.6","-0.7","26W32","08/07","89.7","-0.89","91.5","-0.9","94.5","-0.74","94.5","-1.39"
"15","00939","統一台灣高息動能","22.79","+0.07","+0.31","26W32","08/07","81.6","+0.45","89.8","+0.42","93","+0.43","93.8","+0.52"
"16","00905","FT臺灣Smart","26.57","+0.22","+0.83","26W32","08/07","82.5","-0.45","88.9","-0.68","91.9","-0.68","93.1","-0.83"
"17","00893","國泰智能電動車","42.89","+0.16","+0.37","26W32","08/07","83.8","-0.26","88.8","-0.32","91.6","-0.16","92.7","-0.27"
