排名,代號,名稱,成交,漲跌 價,漲跌 幅,持股 資料 週別,更新 日期,持股 100張 以下 (%),100張 以下 增減,持股 200張 以下 (%),200張 以下 增減,持股 400張 以下 (%),400張 以下 增減,持股 600張 以下 (%),600張 以下 增減
1,00643K,群益深証中小+R,4.03,-0.03,-0.74,26W33,08/14,43.1,-56.9,100.0,0.0,100.0,0.0,100.0,0.0
2,00657K,國泰日經225+U,25.35,0.05,0.2,26W33,08/14,100.0,0.0,100.0,0.0,100.0,0.0,100.0,0.0
3,00668K,國泰美國道瓊+U,19.69,0.03,0.15,26W33,08/14,100.0,0.0,100.0,0.0,100.0,0.0,100.0,0.0
4,006204,永豐臺灣加權,229.7,1.5,0.66,26W33,08/14,67.8,-0.07,86.4,-0.07,100.0,0.0,100.0,0.0
5,00636K,國泰中國A50+U,8.88,-0.07,-0.78,26W33,08/14,100.0,0.0,100.0,0.0,100.0,0.0,100.0,0.0
6,00793B,群益AAA-A醫療債,29.99,-0.16,-0.53,26W33,08/14,65.0,-0.39,77.6,0.8,100.0,0.0,100.0,0.0
7,00860B,群益1-5Y投資級債,38.61,-0.16,-0.41,26W33,08/14,86.5,1.83,86.5,1.83,100.0,15.3,100.0,0.0
8,00625K,富邦上証+R,8.77,-0.1,-1.13,26W33,08/14,65.5,0.0,100.0,0.0,100.0,0.0,100.0,0.0
9,0057,富邦摩台,317.25,-1.85,-0.58,26W33,08/14,65.2,-7.07,100.0,0.0,100.0,0.0,100.0,0.0
10,00728,第一金工業30,66.05,-0.15,-0.23,26W33,08/14,85.9,-1.72,90.4,-1.77,96.1,-1.43,97.5,-2.54
11,00899,FT潔淨能源,24.2,-0.1,-0.41,26W33,08/14,82.7,-0.45,89.3,-0.37,94.3,-0.02,94.3,-0.02
12,00961,FT臺灣永續高息,13.44,0.13,0.98,26W33,08/14,74.4,-0.28,87.0,0.05,94.2,0.41,96.6,0.86
13,00861,元大全球未來通訊,88.85,-1.15,-1.28,26W33,08/14,89.0,-0.68,91.2,-0.29,94.0,-0.53,94.0,-0.53
14,00701,國泰股利精選30,38.78,0.03,0.08,26W33,08/14,89.8,0.43,91.5,0.43,93.3,0.6,95.3,0.64
15,00939,統一台灣高息動能,22.46,0.07,0.31,26W33,08/14,81.6,-0.03,89.8,0.07,93.1,0.09,94.0,0.12
16,00905,FT臺灣Smart,26.37,-0.07,-0.26,26W33,08/14,82.3,-0.27,88.6,-0.28,91.6,-0.3,92.8,-0.29
17,00930,永豐ESG低碳高息,24.14,-0.08,-0.33,26W33,08/14,85.7,-0.71,89.2,-0.73,91.4,-0.77,91.9,-0.77
18,00893,國泰智能電動車,44.07,-0.17,-0.38,26W33,08/14,83.5,-0.36,88.4,-0.39,91.2,-0.44,92.3,-0.43
19,00936,台新永續高息中小,21.47,-0.31,-1.42,26W33,08/14,83.5,0.57,89.1,0.74,91.1,0.79,91.3,0.79
