排名,代號,名稱,成交,漲跌 價,漲跌 幅,持股 資料 週別,更新 日期,持股 100張 以下 (%),100張 以下 增減,持股 200張 以下 (%),200張 以下 增減,持股 400張 以下 (%),400張 以下 增減,持股 600張 以下 (%),600張 以下 增減
1801,2477,美隆電,20.85,-0.15,-0.71,26W34,08/21,20.6,-0.04,23.4,0.0,26.4,-0.01,28.8,-0.01
1802,2887I,台新新光辛特,9.52,0.0,0.0,26W34,08/21,18.4,-0.04,22.4,-0.08,26.4,-0.1,29.1,-0.13
1803,2454,聯發科,3790.0,90.0,2.43,26W34,08/21,15.6,0.38,20.3,0.43,26.4,0.5,30.8,0.57
1804,2739,寒舍,38.05,2.15,5.99,26W34,08/21,20.9,-0.03,24.1,-0.36,26.3,-0.07,27.8,-0.03
1805,4558,寶緯,16.95,0.25,1.5,26W34,08/21,15.9,0.05,19.1,0.04,26.3,0.03,40.1,0.02
1806,2702,華園,12.55,0.25,2.03,26W34,08/21,21.0,-0.01,24.1,0.0,26.3,0.0,26.5,0.0
1807,2640,大車隊,155.5,0.0,0.0,26W34,08/21,14.1,-0.05,17.8,-0.05,26.2,0.01,32.5,0.01
1808,6971,惠民實業,26.0,0.1,0.39,26W34,08/21,21.4,0.66,24.1,0.0,26.2,0.0,32.1,0.0
1809,2520,冠德,36.8,0.25,0.68,26W34,08/21,20.2,-0.38,23.3,-0.46,26.1,-0.68,28.0,-0.66
1810,4113,聯上,14.8,0.1,0.68,26W34,08/21,15.9,0.09,21.2,0.08,26.1,0.15,29.9,-0.1
1811,2379,瑞昱,714.0,11.0,1.56,26W34,08/21,13.9,0.35,18.5,0.35,26.0,0.56,31.5,-0.12
1812,2204,中華,55.1,0.1,0.18,26W34,08/21,21.7,-0.41,24.2,-0.35,26.0,-0.44,26.9,-0.54
1813,8162,微矽電子-創,59.1,0.3,0.51,26W34,08/21,17.5,-0.03,21.9,-0.44,26.0,0.0,30.3,0.0
1814,6577,勁豐,80.7,0.0,0.0,26W34,08/21,20.5,-0.23,22.8,-0.02,26.0,0.0,27.7,0.0
1815,9905,大華,21.5,0.0,0.0,26W34,08/21,20.7,-0.03,22.9,0.05,25.9,-0.13,27.3,0.01
1816,1301,台塑,59.4,1.6,2.77,26W34,08/21,21.3,0.1,23.8,0.15,25.9,0.19,27.0,0.19
1817,6624,萬年清,42.3,1.25,3.05,26W34,08/21,15.8,-0.01,19.8,-0.01,25.9,0.0,30.1,0.0
1818,2385,群光,106.0,-1.0,-0.93,26W34,08/21,19.9,-0.02,22.5,0.03,25.8,-0.09,28.1,-0.51
1819,7753,星亞,37.7,-0.2,-0.53,26W34,08/21,18.5,0.08,22.1,0.0,25.8,0.0,27.5,0.0
1820,6870,騰雲,264.5,3.5,1.34,26W34,08/21,16.2,-0.04,18.5,-0.07,25.8,-0.06,36.5,-0.08
1821,9907,統一實,15.3,0.1,0.66,26W34,08/21,18.6,-0.06,22.1,-0.03,25.8,-0.05,27.7,-0.05
