排名,代號,名稱,成交,漲跌 價,漲跌 幅,持股 資料 週別,更新 日期,持股 超過 600張 (%),超過 600張 增減,持股 超過 800張 (%),超過 800張 增減,持股 超過 1千張 (%),超過 1千張 增減
1,00410A,主動永豐科技趨勢,10.57,-0.31,-2.85,,,,,,,,
2,00702,國泰標普低波高息,25.23,-0.02,-0.08,26W30,07/24,35.0,0.57,15.3,0.0,15.3,0.0
3,00660,元大歐洲50,47.47,0.17,0.36,26W30,07/24,12.8,0.23,12.8,0.23,0.0,0.0
4,00980A,主動野村臺灣優選,23.57,-0.16,-0.67,26W30,07/24,15.3,0.61,14.6,0.54,14.5,0.53
5,5351,鈺創,104.0,1.0,0.97,26W30,07/24,32.5,-5.43,30.2,-5.85,28.3,-5.86
6,00913,兆豐台灣晶圓製造,46.35,-0.86,-1.82,26W30,07/24,11.5,2.34,5.6,-3.57,3.81,0.93
7,00991A,主動復華未來50,16.86,-0.3,-1.75,26W30,07/24,17.3,0.43,16.3,0.46,15.3,0.57
8,4533,協易機,24.6,-0.3,-1.2,26W30,07/24,27.5,-0.12,24.5,-0.59,24.0,0.6
9,009807,台新標普科技精選,17.05,0.0,0.0,26W30,07/24,42.6,-1.58,38.1,-6.1,31.1,-6.34
10,3605,宏致,107.5,-0.5,-0.46,26W30,07/24,53.7,4.79,52.5,5.57,50.5,6.22
11,00405A,主動富邦台灣龍耀,8.02,-0.23,-2.79,26W30,07/24,14.5,0.33,12.7,0.08,11.2,0.27
12,00989A,主動摩根美國科技,17.14,0.11,0.65,26W30,07/24,18.1,-1.14,17.1,-1.16,17.1,0.14
13,3006,晶豪科,256.5,-1.5,-0.58,26W30,07/24,50.4,-0.35,46.9,-1.04,44.5,-0.72
14,00981A,主動統一台股增長,28.03,-0.81,-2.81,26W30,07/24,17.7,0.63,16.5,0.68,15.5,0.61
15,00956,中信日經高股息,13.4,0.17,1.28,26W30,07/24,20.0,-0.54,18.0,-0.57,12.4,-0.74
16,00911,兆豐洲際半導體,54.25,0.2,0.37,26W30,07/24,7.54,-2.49,5.35,0.54,5.35,0.54
17,8271,宇瞻,235.5,-11.5,-4.66,26W30,07/24,39.6,1.39,38.0,1.5,37.2,0.77
18,00947,台新臺灣IC設計,35.14,-0.36,-1.01,26W30,07/24,20.4,1.19,18.4,1.25,17.2,1.29
19,00663L,國泰臺灣加權正2,96.6,-0.35,-0.36,26W30,07/24,21.1,0.85,20.2,0.87,19.0,0.84
20,00757,統一FANG+,139.65,-0.5,-0.36,26W30,07/24,29.6,0.01,28.6,0.01,28.3,0.01
21,2464,盟立,173.5,-4.5,-2.53,26W30,07/24,37.0,0.01,34.3,-0.08,34.3,1.23
22,8421,旭源,15.3,0.85,5.88,26W30,07/24,63.1,-0.09,59.4,-0.13,59.4,-0.13
23,009818,華南永昌NASDAQxT,20.37,0.05,0.25,26W30,07/24,7.89,1.45,7.89,1.45,6.13,1.2
24,6206,飛捷,144.0,-0.5,-0.35,26W30,07/24,48.1,0.81,45.8,0.46,44.0,1.02
25,00685L,群益臺灣加權正2,11.01,-0.04,-0.36,26W30,07/24,25.6,-2.79,22.0,-2.97,19.6,-2.85
26,6491,晶碩,373.0,4.0,1.08,26W30,07/24,58.8,0.9,56.2,-0.05,53.8,-0.05
27,009809,富邦淨零ESG50,17.15,-0.12,-0.69,26W30,07/24,30.8,4.88,26.3,2.77,23.5,5.85
28,00408A,主動第一金優股息,10.09,-0.16,-1.56,26W30,07/24,26.0,-8.16,25.1,-8.6,18.8,-10.0
29,00992A,主動群益科技創新,16.63,-0.3,-1.77,26W30,07/24,14.6,0.48,13.7,0.45,12.5,0.44
30,3489,森寶,26.0,0.1,0.39,26W30,07/24,71.0,0.0,69.5,0.0,66.6,0.0
31,006206,元大上證50,38.6,0.48,1.26,26W30,07/24,20.1,0.54,17.2,-0.08,11.0,-0.09
32,00733,富邦臺灣中小,63.2,-1.45,-2.24,26W30,07/24,13.1,-0.61,12.1,-0.63,12.1,-0.63
33,00654R,富邦印度反1,6.58,-0.02,-0.3,26W30,07/24,38.3,-0.41,38.3,-0.41,33.5,-0.41
34,00852L,國泰美國道瓊正2,36.6,-0.96,-2.56,26W30,07/24,58.5,0.52,58.5,0.52,47.0,0.08
35,00400A,主動國泰動能高息,13.74,-0.15,-1.08,26W30,07/24,13.0,-0.28,11.9,-0.21,10.8,-0.29
36,00996A,主動兆豐台灣豐收,13.27,-0.21,-1.56,26W30,07/24,14.6,0.05,13.1,-0.2,11.8,-0.22
37,00964,中信亞太高股息,14.05,-0.05,-0.35,26W30,07/24,19.7,0.94,15.9,0.02,13.3,-0.02
38,3260,威剛,416.0,-5.0,-1.19,26W30,07/24,27.6,-0.58,26.2,-0.14,25.1,-0.1
39,6226,光鼎,22.05,-0.8,-3.5,26W30,07/24,23.6,-4.47,22.9,-2.66,22.2,-2.66
40,00670L,富邦NASDAQ正2,200.65,-0.6,-0.3,26W30,07/24,8.56,-1.33,5.91,-1.19,3.45,-2.4
41,00651R,復華香港反1,5.17,-0.03,-0.58,26W30,07/24,60.0,-1.09,53.3,-1.12,47.7,-0.79
42,009819,中信數據及電力,10.31,0.01,0.1,26W30,07/24,12.2,-0.07,11.6,-0.05,10.1,-0.18
43,2321,東訊,15.3,0.3,2.0,26W30,07/24,71.1,0.05,71.1,0.05,67.9,0.0
44,009803,玉山市值動能50,20.84,-0.13,-0.62,26W30,07/24,14.9,2.88,14.5,2.91,13.5,3.02
45,00655L,國泰中國A50正2,35.52,1.04,3.02,26W30,07/24,21.6,2.65,16.4,2.64,14.8,1.06
46,00999A,主動野村臺灣高息,10.83,-0.05,-0.46,26W30,07/24,10.1,-0.91,9.01,-0.99,8.32,-0.76
47,5274,信驊,16345.0,-405.0,-2.42,26W30,07/24,21.9,-3.38,21.9,-1.57,19.3,0.63
48,6213,聯茂,389.0,14.0,3.73,26W30,07/24,59.9,-2.31,57.2,-1.74,54.7,-2.0
49,009824,群益美國科技巨頭,10.19,-0.03,-0.29,26W30,07/24,16.4,1.91,15.7,1.78,13.6,2.04
50,2421,建準,151.5,-3.0,-1.94,26W30,07/24,51.9,0.49,48.2,0.75,45.0,-0.44
51,2388,威盛,77.9,-1.5,-1.89,26W30,07/24,67.8,0.68,66.5,0.12,65.0,0.65
52,00403A,主動統一升級50,9.72,-0.19,-1.92,26W30,07/24,12.5,-0.57,11.3,-0.62,9.96,-0.56
53,3231,緯創,183.5,-6.0,-3.17,26W30,07/24,62.9,3.62,61.7,3.62,60.8,3.79
54,00926,凱基全球菁英55,26.95,0.07,0.26,26W30,07/24,50.2,2.95,48.8,3.02,47.9,3.06
55,3413,京鼎,309.0,-11.0,-3.44,26W30,07/24,48.3,-1.59,45.9,-0.4,43.4,-1.27
56,5388,中磊,91.4,-0.4,-0.44,26W30,07/24,49.4,1.75,45.3,1.63,42.4,1.38
57,00968B,元大優息投等債,9.17,-0.06,-0.65,26W30,07/24,62.0,-0.46,61.3,-0.48,59.9,-0.5
58,00404A,主動聯博動能50,9.39,-0.07,-0.74,26W30,07/24,21.9,0.66,21.6,0.67,21.0,0.92
59,00631L,元大台灣50正2,33.68,-0.17,-0.5,26W30,07/24,25.3,-0.1,22.8,-0.04,21.0,0.0
60,00995A,主動中信台灣卓越,16.39,-0.45,-2.67,26W30,07/24,12.8,1.73,11.2,1.31,10.5,1.32
61,4442,竣邦-KY,51.1,-1.7,-3.22,26W30,07/24,68.1,0.05,57.3,0.05,42.8,-0.02
62,00966B,統一ESG投等債15+,13.69,-0.11,-0.8,26W30,07/24,35.0,-1.47,33.2,-1.52,29.9,-1.68
63,2377,微星,153.0,-1.0,-0.65,26W30,07/24,63.9,2.0,62.3,1.82,60.2,1.62
64,00407A,主動凱基台灣,9.28,-0.17,-1.8,26W30,07/24,14.9,0.08,13.2,-0.21,11.8,-0.06
65,2301,光寶科,247.0,-5.5,-2.18,26W30,07/24,76.9,0.23,75.5,0.2,73.7,0.2
66,00632R,元大台灣50反1,10.35,0.02,0.19,26W30,07/24,37.0,-0.74,32.0,-0.78,28.7,-0.37
67,5392,能率,46.05,-0.15,-0.32,26W30,07/24,32.8,-0.06,31.2,-0.1,29.2,-0.01
68,00994A,主動第一金台股優,16.27,-0.23,-1.39,26W30,07/24,14.9,2.22,14.2,2.25,13.3,2.28
69,00951,台新日本半導體,17.51,-0.56,-3.1,26W30,07/24,22.7,0.02,21.4,-0.02,20.5,0.4
70,2359,所羅門,143.5,-1.0,-0.69,26W30,07/24,44.9,-1.17,43.3,-0.65,39.1,-1.12
71,006201,元大富櫃50,42.6,-1.06,-2.43,26W30,07/24,44.9,4.63,38.6,-1.65,34.3,-1.63
72,00987A,主動台新優勢成長,14.92,-0.5,-3.24,26W30,07/24,13.5,1.51,13.5,1.51,11.8,0.99
73,6538,倉和,145.0,-5.0,-3.33,26W30,07/24,28.2,-0.09,20.9,-0.04,13.7,-0.01
74,9939,宏全,144.5,2.0,1.4,26W30,07/24,59.2,0.69,55.2,0.38,51.6,0.37
75,00921,兆豐龍頭等權重,23.45,0.0,0.0,26W30,07/24,8.94,-0.27,7.52,-1.69,6.04,0.12
76,2467,志聖,500.0,-19.0,-3.66,26W30,07/24,66.4,0.29,62.6,0.71,59.2,-1.01
