代號,名稱,成交,漲跌 價,漲跌 幅,法人 買賣 週別,更新 日期,外資 連續 買賣 週數,外資 連續 買賣 張數,外資 連續 買賣 佔 成交 (%),外資 連續 買賣 佔發 行量 (%),投信 連續 買賣 週數,投信 連續 買賣 張數,投信 連續 買賣 佔 成交 (%),投信 連續 買賣 佔發 行量 (%),自營 商 連續 買賣 週數,自營 商 連續 買賣 張數,自營 商 連續 買賣 佔 成交 (%),自營 商 連續 買賣 佔發 行量 (%),三大 法人 連續 買賣 週數,三大 法人 連續 買賣 張數,三大 法人 連續 買賣 佔 成交 (%),三大 法人 連續 買賣 佔發 行量 (%)
00696B,富邦美債20年,28.46,-0.3,-1.04,26W32,08/07,64,711761,43.4,117.0,0,0,0.0,0.0,-8,-21069,-14.0,-3.47,-1,-521,-2.85,-0.09
00717,富邦美國特別股,14.91,-0.08,-0.53,26W32,08/07,58,28923,60.7,23.9,0,0,0.0,0.0,2,135,5.28,0.11,23,18564,74.2,15.3
00931B,統一美債20年,13.21,-0.12,-0.9,26W32,08/07,29,338276,50.9,15.0,0,0,0.0,0.0,2,6819,31.5,0.3,29,396204,59.7,17.6
00900,富邦特選高股息30,18.64,-0.03,-0.16,26W32,08/07,18,238456,25.2,14.9,0,0,0.0,0.0,18,342607,36.3,21.5,18,589563,62.4,37.0
1268,漢來美食,183.5,13.0,7.62,26W32,08/07,13,326,8.59,0.77,0,0,0.0,0.0,0,0,0.0,0.0,13,329,8.67,0.78
6657,華安,31.2,0.2,0.65,26W32,08/07,13,1895,14.2,2.13,0,0,0.0,0.0,-1,-3,-0.9,0.0,13,1892,14.2,2.13
2645,長榮航太,193.0,-1.0,-0.52,26W32,08/07,12,16631,7.18,4.44,-4,-4260,-4.01,-1.14,-1,-21,-0.22,-0.01,2,1512,6.13,0.4
2646,星宇航空,21.3,0.15,0.71,26W32,08/07,12,48527,12.7,1.61,-1,-1782,-8.66,-0.06,-1,-476,-2.31,-0.02,-1,-1682,-8.18,-0.06
8467,波力-KY,96.5,-1.4,-1.43,26W32,08/07,12,199,19.1,0.41,0,0,0.0,0.0,-1,-4,-6.26,-0.01,12,198,19.0,0.41
00898,國泰基因免疫革命,9.68,0.07,0.73,26W32,08/07,11,22272,45.4,15.9,0,0,0.0,0.0,-1,-215,-5.46,-0.15,26,45414,50.1,32.3
2910,統領,24.25,-0.2,-0.82,26W32,08/07,11,360,8.46,0.21,0,0,0.0,0.0,-2,-20,-1.99,-0.01,11,353,8.29,0.2
4438,廣越,59.7,-0.8,-1.32,26W32,08/07,11,483,13.0,0.43,0,0,0.0,0.0,-1,-4,-0.99,0.0,11,470,12.7,0.41
7610,聯友金屬-創,1850.0,100.0,5.71,26W32,08/07,11,3882,15.1,7.99,0,0,0.0,0.0,-1,-7,-0.57,-0.02,11,3849,15.0,7.92
00864B,中信美國公債0-1,47.11,0.01,0.02,26W32,08/07,10,12852,18.9,13.1,0,0,0.0,0.0,-4,-4415,-16.2,-4.5,-1,-71,-1.12,-0.07
1565,精華,93.3,0.2,0.21,26W32,08/07,10,539,7.27,1.07,0,0,0.0,0.0,2,11,0.84,0.02,10,549,7.4,1.09
2887E,台新新光戊特一,48.75,0.0,0.0,26W32,08/07,10,1155,9.04,0.23,0,0,0.0,0.0,0,0,0.0,0.0,10,1155,9.04,0.23
5324,士開,12.3,-0.1,-0.81,26W32,08/07,10,9650,55.9,4.26,0,0,0.0,0.0,1,0,0.01,0.0,10,9650,55.9,4.26
00916,國泰全球品牌50,27.22,-0.13,-0.48,26W32,08/07,9,11315,6.87,9.85,0,0,0.0,0.0,7,25650,40.0,22.3,7,35818,55.8,31.2
00918,大華優利高填息30,33.59,0.01,0.03,26W32,08/07,9,128072,6.65,3.79,0,0,0.0,0.0,7,232384,22.2,6.88,7,351303,33.6,10.4
2006,東和鋼鐵,88.5,2.3,2.67,26W32,08/07,9,65570,35.1,8.98,-1,-479,-1.29,-0.07,-1,-104,-0.28,-0.01,5,31257,32.2,4.28
3714,富采,59.4,1.7,2.95,26W32,08/07,9,22079,5.02,2.99,0,0,0.0,0.0,2,415,0.56,0.06,9,21352,4.85,2.89
00652,富邦印度,34.14,-0.32,-0.93,26W32,08/07,8,3264,22.4,5.22,4,393,5.68,0.63,4,1214,17.6,1.94,12,7352,31.5,11.8
1203,味王,47.65,0.15,0.32,26W32,08/07,8,342,25.2,0.14,0,0,0.0,0.0,-1,-22,-12.8,-0.01,8,331,24.4,0.14
1235,興泰,36.7,-0.2,-0.54,26W32,08/07,8,188,16.2,0.1,0,0,0.0,0.0,-1,-13,-18.2,-0.01,-1,-8,-11.2,0.0
1341,富林-KY,58.6,-0.7,-1.18,26W32,08/07,8,47,14.6,0.09,0,0,0.0,0.0,-1,-4,-15.3,-0.01,8,45,14.0,0.09
1454,台富,12.8,-0.2,-1.54,26W32,08/07,8,132,12.1,0.1,0,0,0.0,0.0,-1,-9,-12.0,-0.01,-1,-6,-8.0,0.0
1475,業旺,27.3,0.2,0.74,26W32,08/07,8,108,12.8,0.16,0,0,0.0,0.0,-1,-13,-12.0,-0.02,0,0,0.0,0.0
2008,高興昌,30.7,-0.15,-0.49,26W32,08/07,8,352,26.1,0.18,0,0,0.0,0.0,-1,-18,-10.6,-0.01,8,349,25.8,0.18
2543,皇昌,39.25,1.55,4.11,26W32,08/07,8,4476,8.14,0.85,3,13,0.07,0.0,-1,-75,-1.26,-0.01,8,4323,7.87,0.82
2606,裕民,67.5,3.1,4.81,26W32,08/07,8,52922,28.4,6.26,-1,-877,-4.4,-0.1,1,358,1.8,0.04,8,44147,23.7,5.22
2712,遠雄來,14.85,0.0,0.0,26W32,08/07,8,74,17.7,0.07,0,0,0.0,0.0,-1,-5,-14.9,0.0,-1,-1,-2.98,0.0
2883,凱基金,30.85,0.25,0.82,26W32,08/07,8,395473,15.3,2.13,3,28465,3.77,0.15,-1,-4751,-2.03,-0.03,8,449813,17.4,2.42
