"排名","代號","名稱","成交","漲跌價","漲跌幅","持股資料月份","非獨董監持股(萬張)","非獨董監增減張數","非獨董監持股(%)","非獨董監質押(萬張)","非獨董監質押(%)","獨立董監持股(萬張)","獨立董監增減張數","獨立董監持股(%)","獨立董監質押(萬張)","獨立董監質押(%)","全體董監持股(萬張)","全體董監增減張數","全體董監持股(%)","全體董監質押(萬張)","全體董監質押(%)"
"1201","4162","智擎","62.1","-1.5","-2.36","26M03","4.85","0","33.3","0","0","0","0","0.02","0","0","4.85","0","33.3","0","0"
"1202","4166","友霖","23.95","-0.55","-2.24","26M03","14.5","0","59.5","0","0","0","0","0","0","0","14.5","0","59.5","0","0"
"1203","4167","松瑞藥","19.15","+0.8","+4.36","26M03","2.17","0","6.99","0","0","0.03","0","0.09","0","0","2.2","0","7.08","0","0"
"1204","4168","醣聯","22.8","0","0","26M03","1.03","0","9.17","0","0","0","0","0","0","0","1.03","0","9.17","0","0"
"1205","4169","泰宗","152.5","+2.5","+1.67","26M03","1.37","+19","23.2","0","0","0","0","0","0","0","1.37","+19","23.2","0","0"
"1206","4173","久裕","17.25","-0.1","-0.58","26M03","2.98","0","40","0","0","0","0","0","0","0","2.98","0","40","0","0"
"1207","4178","永笙-KY","17.8","-0.25","-1.39","26M03","4.25","0","22.1","0","0","0","0","0","0","0","4.25","0","22.1","0","0"
"1208","4188","安克","10.05","+0.11","+1.11","26M03","2.97","0","46.9","0","0","0","0","0","0","0","2.97","0","46.9","0","0"
"1209","4190","佐登-KY","24.65","+0.1","+0.41","26M03","0.6","-27","9.7","0","0","0","0","0","0","0","0.6","-27","9.7","0","0"
"1210","4192","杏國","18.75","-0.1","-0.53","26M03","2.28","0","64.7","0","0","0","0","0","0","0","2.28","0","64.7","0","0"
"1211","4195","基米-創","14.7","-0.3","-2","26M03","1.19","0","16.4","0","0","0","0","0","0","0","1.19","0","16.4","0","0"
"1212","4198","欣大健康","41.75","+0.25","+0.6","26M03","1.46","+97","60.5","0","0","0","0","0","0","0","1.46","+97","60.5","0","0"
"1213","4205","中華食","70.1","0","0","26M03","3.05","-162","31.3","0","0","0","0","0.01","0","0","3.05","-162","31.3","0","0"
"1214","4303","信立","47.15","-0.45","-0.95","26M03","1.18","0","12.5","0","0","0","0","0","0","0","1.18","0","12.5","0","0"
"1215","4304","勝昱","16.05","-0.2","-1.23","26M03","0.36","0","5.91","0","0","0","0","0","0","0","0.36","0","5.91","0","0"
"1216","4305","世坤","43.75","+0.1","+0.23","26M03","1.3","0","23.6","0","0","0","0","0.09","0","0","1.31","0","23.7","0","0"
"1217","4306","炎洲","15.5","+1","+6.9","26M03","9.76","0","14.4","0","0","0","0","0","0","0","9.76","0","14.4","0","0"
"1218","4401","東隆興","14.05","+0.05","+0.36","26M03","2.87","0","23.4","0","0","0.01","0","0.09","0","0","2.88","0","23.5","0","0"
"1219","4406","新昕纖","10.05","0","0","26M03","0.81","0","15.6","0","0","0","0","0.09","0","0","0.82","0","15.7","0","0"
"1220","4414","如興","8.62","0","0","26M03","7.16","-130","27.1","0","0","0.02","0","0.06","0","0","7.18","-130","27.2","0","0"
"1221","4419","皇家美食","46.5","-0.35","-0.75","26M03","6.1","0","36.1","0","0","0","0","0","0","0","6.1","0","36.1","0","0"
"1222","4420","光明","36.8","0","0","26M03","1.68","0","41.5","0","0","0","0","0","0","0","1.68","0","41.5","0","0"
"1223","4426","利勤","7.92","-0.03","-0.38","26M03","1.62","0","9.38","0","0","0","0","0","0","0","1.62","0","9.38","0","0"
"1224","4430","耀億","17.9","0","0","26M03","1.46","0","25.9","0","0","0","0","0","0","0","1.46","0","25.9","0","0"
"1225","4432","銘旺實","16.55","+0.15","+0.91","26M03","2.21","0","43.6","0","0","0","0","0","0","0","2.21","0","43.6","0","0"
"1226","4433","興采","19.45","-0.45","-2.26","26M03","2.33","0","38","0","0","0","0","0","0","0","2.33","0","38","0","0"
"1227","4438","廣越","61","+0.2","+0.33","26M03","4.44","0","39.1","0","0","0","0","0","0","0","4.44","0","39.1","0","0"
"1228","4439","冠星-KY","101.5","+0.5","+0.5","26M03","1.71","0","44.9","0","0","0","0","0.02","0","0","1.71","0","44.9","0","0"
"1229","4440","宜新實業","17.45","-0.05","-0.29","26M03","0.71","0","10.5","0","0","0","0","0","0","0","0.71","0","10.5","0","0"
"1230","4441","振大環球","200","-4.5","-2.2","26M03","1.36","0","20.1","0","0","0","0","0","0","0","1.36","0","20.1","0","0"
"1231","4503","金雨","26.15","-2.7","-9.36","26M03","1.73","+2","22.1","0","0","0","0","0","0","0","1.73","+2","22.1","0","0"
"1232","4506","崇友","123","+0.5","+0.41","26M03","10.8","0","61.1","0","0","0","0","0","0","0","10.8","0","61.1","0","0"
"1233","4527","方土霖","41.25","+0.4","+0.98","26M03","2.16","0","28.4","0","0","0","0","0","0","0","2.16","0","28.4","0","0"
"1234","4528","江興鍛","15.2","0","0","26M03","3.2","0","38","0","0","0","0","0.02","0","0","3.2","0","38","0","0"
"1235","4529","淳紳","3.66","-0.4","-9.85","26M03","0","0","0.01","0","0","0","0","0","0","0","0","0","0.01","0","0"
"1236","4530","宏易","26.5","-0.3","-1.12","26M03","0.56","0","20.6","0","0","0","0","0","0","0","0.56","0","20.6","0","0"
"1237","4532","瑞智","23.55","-0.15","-0.63","26M03","19.5","+20","38.6","0","0","0","0","0","0","0","19.5","+20","38.6","0","0"
"1238","4533","協易機","28.4","+0.2","+0.71","26M03","1.73","0","10.9","0","0","0","0","0","0","0","1.73","0","10.9","0","0"
"1239","4534","慶騰","33.4","+0.3","+0.91","26M03","1.73","0","19.9","0","0","0","0","0","0","0","1.73","0","19.9","0","0"
"1240","4535","至興","28.85","-0.15","-0.52","26M03","3.57","+45","47.2","0","0","0","0","0","0","0","3.57","+45","47.2","0","0"
"1241","4536","拓凱","166.5","-4","-2.35","26M03","1.93","0","21.3","0","0","0","0","0","0","0","1.93","0","21.3","0","0"
"1242","4538","大詠城","17.5","-0.25","-1.41","26M03","1.53","+114","25.7","0","0","0","0","0","0","0","1.53","+114","25.7","0","0"
"1243","4540","全球傳動","59.7","-0.6","-1","26M03","0.94","0","8.41","0","0","0","0","0","0","0","0.94","0","8.41","0","0"
"1244","4541","晟田","73.9","+1.3","+1.79","26M03","0.83","0","12.2","0","0","0","0","0","0","0","0.83","0","12.2","0","0"
"1245","4543","萬在","31.65","-0.45","-1.4","26M03","0.41","0","6.89","0","0","0","0","0","0","0","0.41","0","6.89","0","0"
"1246","4545","銘鈺","32.6","0","0","26M03","5.08","-164","66","0","0","0","0","0","0","0","5.08","-164","66","0","0"
"1247","4549","桓達","98.1","+1.1","+1.13","26M03","0.92","0","16.1","0","0","0","0","0","0","0","0.92","0","16.1","0","0"
"1248","4550","長佳","24.4","-0.2","-0.81","26M03","0.73","0","19.3","0","0","0","0","0","0","0","0.73","0","19.3","0","0"
"1249","4551","智伸科","162","-12","-6.9","26M03","1.25","0","10.8","0","0","0","0","0","0","0","1.25","0","10.8","0","0"
"1250","4552","力達-KY","17.65","+0.1","+0.57","26M03","4.61","0","39.8","0","0","0","0","0","0","0","4.61","0","39.8","0","0"
"1251","4554","橙的","31.9","-0.6","-1.85","26M03","1.12","0","42.5","0","0","0","0","0","0","0","1.12","0","42.5","0","0"
"1252","4555","氣立","48.6","-2.4","-4.71","26M03","2.01","+8","28.7","0","0","0","0","0","0","0","2.01","+8","28.7","0","0"
"1253","4556","旭然","85.4","-5.5","-6.05","26M03","1.45","0","34.3","0","0","0","0","0","0","0","1.45","0","34.3","0","0"
"1254","4557","永新-KY","53","+3.15","+6.32","26M03","0.08","0","1.68","0","0","0","0","0","0","0","0.08","0","1.68","0","0"
"1255","4558","寶緯","17.9","-0.1","-0.56","26M03","0.4","+17","8.04","0","0","0","0","0","0","0","0.4","+17","8.04","0","0"
"1256","4560","強信-KY","32.05","-0.4","-1.23","26M03","2.73","0","40","0","0","0","0","0","0","0","2.73","0","40","0","0"
"1257","4561","健椿","46.1","+0.45","+0.99","26M03","1.16","0","19.9","0","0","0","0","0","0","0","1.16","0","19.9","0","0"
"1258","4564","元翎","18.15","+1.25","+7.4","26M03","3.24","0","13.9","0","0","0.01","0","0.06","0","0","3.25","0","14","0","0"
"1259","4568","科際精密","39.45","-0.2","-0.5","26M03","0.5","0","15.7","0","0","0","0","0","0","0","0.5","0","15.7","0","0"
"1260","4569","六方科-KY","160","-3","-1.84","26M03","1.29","0","42.3","0","0","0","0","0","0","0","1.29","0","42.3","0","0"
"1261","4571","鈞興-KY","167.5","-3","-1.76","26M03","0.72","0","13.5","0","0","0","0","0","0","0","0.72","0","13.5","0","0"
"1262","4572","駐龍","140","+1","+0.72","26M03","0.8","0","20","0","0","0","0","0","0","0","0.8","0","20","0","0"
"1263","4577","達航科技","78.1","+1","+1.3","26M03","0.9","0","18.3","0","0","0","0","0","0","0","0.9","0","18.3","0","0"
"1264","4581","光隆精密-KY","47.85","-0.35","-0.73","26M03","0.45","0","13.3","0","0","0","0","0","0","0","0.45","0","13.3","0","0"
"1265","4582","聚恆-創","25.5","+0.25","+0.99","26M03","1.18","0","17.8","0","0","0","0","0","0","0","1.18","0","17.8","0","0"
"1266","4583","台灣精銳","493.5","-18.5","-3.61","26M03","2.57","0","32.1","0","0","0","0","0","0","0","2.57","0","32.1","0","0"
"1267","4584","君帆","39.4","+0.8","+2.07","26M03","1.05","0","34.8","0","0","0","0","0","0","0","1.05","0","34.8","0","0"
"1268","4585","達明","305.5","-4","-1.29","26M03","8","0","77.8","0","0","0","0","0","0","0","8","0","77.8","0","0"
"1269","4588","玖鼎電力","52.2","-0.4","-0.76","26M03","0.89","0","20.7","0","0","0","0","0","0","0","0.89","0","20.7","0","0"
"1270","4590","富田-創","93.5","+2.9","+3.2","26M03","1.11","0","20.2","0","0","0","0","0","0","0","1.11","0","20.2","0","0"
"1271","4609","唐鋒","4.96","+0.18","+3.77","26M03","0.91","0","19","0","0","0","0","0","0","0","0.91","0","19","0","0"
"1272","4702","中美實","9.72","+0.08","+0.83","26M03","3.08","0","42.6","0","0","0","0","0","0","0","3.08","0","42.6","0","0"
"1273","4706","大恭","32.5","-0.1","-0.31","26M03","2.76","-5","34.9","0","0","0","0","0","0","0","2.76","-5","34.9","0","0"
"1274","4711","永純","16.7","+0.15","+0.91","26M03","1.13","0","18.5","0","0","0","0","0","0","0","1.13","0","18.5","0","0"
"1275","4714","永捷","10.45","-0.1","-0.95","26M03","2.26","0","12.7","0","0","0","0","0","0","0","2.26","0","12.7","0","0"
"1276","4721","美琪瑪","74.3","0","0","26M03","0.71","+8","9.43","0","0","0","0","0","0","0","0.71","+8","9.43","0","0"
"1277","4728","雙美","385.5","-3","-0.77","26M03","0.44","+19","8","0","0","0","0","0","0","0","0.44","+19","8","0","0"
"1278","4729","熒茂","19.45","-0.35","-1.77","26M03","2.61","0","33","0","0","0","0","0","0","0","2.61","0","33","0","0"
"1279","4735","豪展","38.15","+0.15","+0.39","26M03","0.82","0","19.8","0","0","0","0","0","0","0","0.82","0","19.8","0","0"
"1280","4736","泰博","139","-2","-1.42","26M03","0.49","0","5.12","0","0","0","0","0.01","0","0","0.49","0","5.14","0","0"
"1281","4741","泓瀚","43","-0.8","-1.83","26M03","1.08","0","30.9","0","0","0","0","0","0","0","1.08","0","30.9","0","0"
"1282","4743","合一","46.5","-1.45","-3.02","26M03","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"1283","4744","皇將","28.75","-0.6","-2.04","26M03","0.43","+40","7.84","0","0","0","0","0","0","0","0.43","+40","7.84","0","0"
"1284","4749","新應材","787","-11","-1.38","26M03","1.22","0","13.1","0","0","0","0","0","0","0","1.22","0","13.1","0","0"
"1285","4754","國碳科","38.2","-0.35","-0.91","26M03","0.69","0","22.9","0","0","0.01","0","0.32","0","0","0.7","0","23.3","0","0"
"1286","4755","三福化","118","-1.5","-1.26","26M03","3.65","-646","36.3","0","0","0","0","0.01","0","0","3.65","-646","36.3","0","0"
"1287","4763","材料*-KY","51.5","-0.1","-0.19","26M03","41","-1,800","41.5","0","0","0","0","0","0","0","41","-1,800","41.5","0","0"
"1288","4766","南寶","338","-2","-0.59","26M03","1.52","0","12.6","0","0","0","0","0","0","0","1.52","0","12.6","0","0"
"1289","4767","誠泰科技","28","+1.55","+5.86","26M03","0.45","0","14.4","0","0","0","0","0","0","0","0.45","0","14.4","0","0"
"1290","4770","上品","218.5","-5.5","-2.46","26M03","1.49","+1","18.6","0","0","0","0","0","0","0","1.49","+1","18.6","0","0"
"1291","4771","望隼","198","-3.5","-1.74","26M03","1.25","+18","21.6","0","0","0","0","0","0","0","1.25","+18","21.6","0","0"
"1292","4772","台特化","254","-1","-0.39","26M03","4.33","0","29.3","0","0","0","0","0","0","0","4.33","0","29.3","0","0"
"1293","4806","桂田文創","9.51","-0.02","-0.21","26M03","1.29","0","12.9","0","0","0","0","0","0","0","1.29","0","12.9","0","0"
"1294","4807","日成-KY","31.55","+0.05","+0.16","26M03","1.78","+1,265","36.3","0","0","0","0","0","0","0","1.78","+1,265","36.3","0","0"
"1295","4903","聯光通","36.9","-0.6","-1.6","26M03","4.19","0","39.8","1.5","35.8","0","0","0","0","0","4.19","0","39.8","1.5","35.8"
"1296","4904","遠傳","99","-0.5","-0.5","26M03","107","0","29.7","0","0","0","0","0","0","0","107","0","29.7","0","0"
"1297","4905","台聯電","84.7","+7.7","+10","26M03","0.75","0","25.6","0","0","0","0","0","0","0","0.75","0","25.6","0","0"
"1298","4906","正文","36.3","-0.3","-0.82","26M03","1.44","0","3.36","0","0","0","0","0","0","0","1.44","0","3.36","0","0"
"1299","4907","富宇","45.9","-0.7","-1.5","26M03","0.9","0","7.59","0","0","0","0","0","0","0","0.9","0","7.59","0","0"
"1300","4908","前鼎","155","-5","-3.12","26M03","1.03","0","13.1","0","0","0","0","0","0","0","1.03","0","13.1","0","0"
"1301","4909","新復興","39","0","0","26M03","0.95","0","10.2","0","0","0","0","0","0","0","0.95","0","10.2","0","0"
"1302","4911","德英","28.85","+0.5","+1.76","26M03","1.57","0","24.6","0","0","0.04","0","0.56","0","0","1.6","0","25.1","0","0"
"1303","4919","新唐","123","-3.5","-2.77","26M03","22.7","0","54.1","0","0","0","0","0","0","0","22.7","0","54.1","0","0"
"1304","4923","力士","52","+1.4","+2.77","26M03","0.54","0","15.8","0","0","0","0","0","0","0","0.54","0","15.8","0","0"
"1305","4924","欣厚-KY","9.77","-0.21","-2.1","26M03","0.41","0","11","0","0","0","0","0","0","0","0.41","0","11","0","0"
"1306","4927","泰鼎-KY","33.35","-1.2","-3.47","26M03","0.16","0","0.59","0","0","0","0","0.01","0","0","0.16","0","0.6","0","0"
"1307","4930","燦星網","16.15","+0.05","+0.31","26M03","3.55","0","44.4","0","0","0","0","0","0","0","3.55","0","44.4","0","0"
"1308","4931","新盛力","263","+2","+0.77","26M03","0.23","+8","3.48","0","0","0","0","0","0","0","0.23","+8","3.48","0","0"
"1309","4933","友輝","55","-0.5","-0.9","26M03","4.02","0","49","0","0","0","0","0","0","0","4.02","0","49","0","0"
"1310","4934","太極","14.3","-0.35","-2.39","26M03","6.11","0","27.2","0","0","0","0","0","0","0","6.11","0","27.2","0","0"
"1311","4935","茂林-KY","34.9","-0.45","-1.27","26M03","2.35","0","18.2","0","0","0","0","0","0","0","2.35","0","18.2","0","0"
"1312","4938","和碩","94.8","0","0","26M03","15.9","0","5.93","0","0","0","0","0","0","0","15.9","0","5.93","0","0"
