"排名","代號","名稱","成交","漲跌價","漲跌幅","持股資料週別","更新日期","持股100張以下(%)","100張以下增減","持股200張以下(%)","200張以下增減","持股400張以下(%)","400張以下增減","持股600張以下(%)","600張以下增減"
"301","6204","艾華","88.4","-0.6","-0.67","26W31","07/31","68.5","-0.56","70.3","0","70.3","0","70.3","0"
"302","00983D","主動富邦複合收益","9.91","-0.03","-0.3","26W31","07/31","43.4","-1.71","56.5","-1.76","68.8","-1.57","75.5","-2.14"
"303","3441","聯一光","130","-7.5","-5.45","26W31","07/31","60.9","-2.67","65.1","-3.84","71.7","-1.36","75.5","-1.36"
"304","3402","漢科","122.5","0","0","26W31","07/31","60","+1.21","64.6","+1.08","70.1","+2.18","72.1","+2.76"
"305","8024","佑華","13.2","0","0","26W31","07/31","54.4","-0.33","61.6","-0.02","70.1","-1.3","74.5","0"
"306","3338","泰碩","64.2","+0.3","+0.47","26W31","07/31","59","+0.56","64","-0.16","70.4","+1.47","72.8","-0.08"
"307","3615","安可","38.05","-0.75","-1.93","26W31","07/31","62.6","-1.42","65.9","-1.09","69.3","-1.55","73.2","-0.26"
"308","1310","台苯","8.43","-0.26","-2.99","26W31","07/31","57.9","-0.87","64.6","-0.53","70.1","-0.36","73.6","-0.27"
"309","4976","佳凌","39.15","-0.85","-2.12","26W31","07/31","60.7","+0.72","66.9","+1.28","71.4","+0.39","72.1","+0.53"
"310","00660","元大歐洲50","46.55","-0.06","-0.13","26W31","07/31","37.5","-0.05","43.7","-0.04","67.1","-0.04","87.1","-0.04"
"311","00647L","元大S&P500正2","139.5","+0.4","+0.29","26W31","07/31","54.4","+0.03","56.8","-0.37","70.6","+0.23","70.6","+0.23"
"312","00685L","群益臺灣加權正2","11.96","+0.12","+1.01","26W31","07/31","44.9","+0.42","58.4","+1.33","70.6","+1.66","76.4","+1.98"
"313","3390","旭軟","22.35","-0.2","-0.89","26W31","07/31","51.3","-0.32","60.5","+0.27","68.9","+0.49","71.9","-0.06"
"314","00781B","國泰A級科技債","27.15","-0.15","-0.55","26W31","07/31","50.5","0","59.2","-0.42","69.9","-0.53","82","0"
"315","3325","旭品","11.25","0","0","26W31","07/31","54","-0.08","61.1","+0.16","69.5","-0.04","76.5","-0.03"
"316","1528","恩德","19.55","+0.05","+0.26","26W31","07/31","62","-0.53","66","-0.08","70.1","-0.01","71.4","-0.09"
"317","8936","國統","51.1","-0.1","-0.2","26W31","07/31","57.3","-0.22","64.1","+0.09","68.8","+0.52","71.2","+0.28"
"318","00719B","元大美債1-3","30.97","-0.13","-0.42","26W31","07/31","26.4","-0.88","32","-1.28","37.4","-1.46","39.2","-1.88"
"319","911608","明輝-DR","2.68","+0.06","+2.29","26W31","07/31","46.9","+0.06","61.4","+0.06","69.5","-0.57","76.6","-0.47"
"320","5315","光聯","19.25","-0.25","-1.28","26W31","07/31","51","-0.24","60.9","-0.36","69","+0.13","72.8","-0.5"
"321","6462","神盾","101","+0.5","+0.5","26W31","07/31","59.8","+0.17","65.4","+0.51","69.7","+0.48","72.8","-0.02"
"322","8011","台通","16.1","0","0","26W31","07/31","59.2","-0.41","64.1","-0.09","69.2","-0.04","71.5","+0.01"
"323","2480","敦陽科","157","+0.5","+0.32","26W31","07/31","54.2","-0.13","61.6","-0.15","68.9","-0.19","75.5","-0.55"
"324","1582","信錦","76.8","+0.9","+1.19","26W31","07/31","59.4","+0.65","65","+0.14","70.1","+0.58","72.1","+0.68"
"325","6169","昱泉","12.65","-0.05","-0.39","26W31","07/31","59.7","-0.03","63","-0.03","69.1","-0.03","73.6","0"
"326","8033","雷虎","189.5","-9.5","-4.77","26W31","07/31","53.6","+1.18","57.9","+1.35","61.7","-0.09","66.2","+1.1"
"327","8071","能率網通","24.5","+0.1","+0.41","26W31","07/31","58.2","-0.31","65.1","-0.82","68.5","-0.09","71.6","+0.6"
"328","00408A","主動第一金優股息","10.56","+0.07","+0.67","26W31","07/31","56.5","+1.76","66.1","+2.12","72.3","+2.9","77.2","+3.13"
"329","3236","千如","46.1","+1.95","+4.42","26W31","07/31","59.4","+0.16","63.9","+0.44","67.3","-0.75","69.8","-0.78"
"330","6122","擎邦","48.65","-0.05","-0.1","26W31","07/31","57.3","-0.28","63.5","+0.54","69","+0.56","70.3","-0.01"
"331","00887","永豐中國科技50大","16.3","0","0","26W31","07/31","48","-0.26","60.1","-0.28","68.7","-0.17","73.9","-0.53"
"332","4540","全球傳動","60.2","-1.2","-1.95","26W31","07/31","61.8","+0.26","65.6","+0.65","68.8","-0.09","70.7","+0.37"
"333","00752","中信中國50","23.21","-0.04","-0.17","26W31","07/31","51.6","+0.55","60.4","+0.86","65.6","+0.54","68","+0.23"
"334","00635U","期元大S&P黃金","47.38","-0.42","-0.88","26W31","07/31","69.4","-0.19","75.8","-0.16","81.1","+0.02","82.2","-0.16"
"335","3014","聯陽","131.5","-0.5","-0.38","26W31","07/31","53.3","+1.01","59","+0.57","68.9","+1.23","73.1","+1.79"
"336","6672","騰輝電子-KY","289.5","+8","+2.84","26W31","07/31","62.3","+0.55","66.7","+0.29","70.6","+1.1","74.4","+1.9"
"337","00922","國泰台灣領袖50","41.53","+0.47","+1.14","26W31","07/31","60.6","-0.36","66.2","-0.26","69","-0.24","70","-0.28"
"338","3317","尼克森","66.7","0","0","26W31","07/31","62","-0.62","65.6","-0.65","68.6","-1.55","73.4","-1.41"
"339","2601","益航","6.78","-0.08","-1.17","26W31","07/31","55.9","-0.25","62.5","-0.16","68.1","-0.19","70.6","-0.27"
"340","1609","大亞","38.1","+0.35","+0.93","26W31","07/31","60.7","+0.41","65.6","+0.48","68.3","+0.31","70.2","+0.39"
"341","009809","富邦淨零ESG50","17.82","+0.21","+1.19","26W31","07/31","53.9","-0.27","56.7","-0.8","64.4","-1.67","67.6","-1.57"
"342","00706L","期元大S&P日圓正2","18.88","-0.02","-0.11","26W31","07/31","43","-1.21","56.4","-1.73","67.8","-1.16","71.4","-3.25"
"343","2929","淘帝-KY","5.7","0","0","26W31","07/31","52.1","-0.19","63.1","+0.03","69","+0.07","71.6","+0.61"
"344","5222","全訊","107","+1","+0.94","26W31","07/31","53.2","+0.44","60.7","+0.02","67.8","-0.01","72.6","-0.04"
"345","6799","來頡","80.5","-1.4","-1.71","26W31","07/31","56.5","+1.43","63.1","+1.79","68","+0.34","70.1","+1.54"
"346","3484","崧騰","50.3","-0.4","-0.79","26W31","07/31","51.5","+0.33","58.3","+0.3","68.7","0","71.7","0"
"347","3213","茂訊","128","+0.5","+0.39","26W31","07/31","56","-0.21","64.9","-0.09","69.6","-0.06","76.6","+1.92"
"348","3419","譁裕","11.95","+0.05","+0.42","26W31","07/31","54","-0.06","61.1","-0.15","68","-0.47","71.1","-0.11"
"349","6830","汎銓","525","-5","-0.94","26W31","07/31","51.4","+1.05","57.3","+0.23","66.5","+1.61","73.5","+1.66"
"350","2369","菱生","32.35","+0.9","+2.86","26W31","07/31","61.8","+2.08","65.6","+2.07","68.2","+1.84","69.8","+1.75"
"351","3128","昇銳","20.7","-0.1","-0.48","26W31","07/31","53.8","-0.14","61.2","+0.45","69.1","-0.83","69.9","+0.02"
"352","00712","復華富時不動產","8.73","-0.02","-0.23","26W31","07/31","40.3","-0.3","54.9","-0.48","67.2","-0.78","72.8","-0.94"
"353","3710","連展投控","5.08","+0.04","+0.79","26W31","07/31","49.6","-0.18","59.5","-0.2","67.5","-0.23","73.2","-0.02"
"354","00652","富邦印度","33","-0.07","-0.21","26W31","07/31","57.5","-1.4","63.7","-1.65","66.9","-1.2","71.2","-1.87"
"355","00757","統一FANG+","138.7","+0.75","+0.54","26W31","07/31","60.2","-0.37","65.9","-0.23","69.1","-0.23","70.4","-0.05"
"356","6269","台郡","75","+2.1","+2.88","26W31","07/31","60.2","+1.1","65.7","+1.36","72","+1.4","75.3","+0.92"
"357","6215","和椿","98.4","+0.2","+0.2","26W31","07/31","60.7","+0.79","64.2","+0.95","68.1","+0.26","69.3","+0.96"
"358","6432","今展科","65.4","+1.6","+2.51","26W31","07/31","56.1","-2.45","62.9","-0.69","65.5","-0.75","67.8","-3.15"
"359","2399","映泰","46.9","+0.3","+0.64","26W31","07/31","59.2","-0.5","63.4","-0.5","67","-0.95","68.5","-1.67"
"360","6438","迅得","151","+2.5","+1.68","26W31","07/31","55.7","+0.5","60.2","+0.7","67.7","+0.55","70","+1.18"
"361","3548","兆利","90.9","+6.4","+7.57","26W31","07/31","56.9","+0.68","61.5","+1.29","67.2","+0.8","71.5","+0.12"
"362","00943","兆豐電子高息等權","21.38","-0.05","-0.23","26W31","07/31","60.9","-0.3","64","+0.11","65.6","+0.53","65.6","-0.75"
"363","8176","智捷","9.81","-0.04","-0.41","26W31","07/31","48.5","-0.03","57","-0.07","67.4","-0.04","72.4","+0.77"
"364","8440","綠電","20.55","-0.1","-0.48","26W31","07/31","62.2","+0.32","65.4","+0.06","68.2","+0.84","69","0"
"365","4171","瑞基","17.15","-0.05","-0.29","26W31","07/31","56.6","-0.19","62.2","-0.08","66.4","-0.1","68.3","0"
"366","3587","閎康","252.5","-1.5","-0.59","26W31","07/31","55.8","+0.66","60.7","+0.48","67.6","+0.19","69.7","+0.33"
"367","3260","威剛","412","-3.5","-0.84","26W31","07/31","59.4","-0.06","64.9","-0.04","69.6","+0.12","71.8","-0.56"
"368","0061","元大寶滬深","24.37","-0.11","-0.45","26W31","07/31","48.8","+0.29","56.9","+0.34","67","+0.39","71.7","-0.15"
"369","6231","系微","220.5","+4.5","+2.08","26W31","07/31","52.4","+0.11","59.1","+0.32","67.3","-0.94","70.8","+0.25"
"370","8049","晶采","24.45","-0.05","-0.2","26W31","07/31","56.8","-0.1","62.4","-0.2","66.9","-0.02","70.2","0"
"371","5274","信驊","15630","+325","+2.12","26W31","07/31","42.9","-0.31","55.1","+0.15","66.2","-1.4","76.3","-1.89"
"372","5289","宜鼎","1470","-20","-1.34","26W31","07/31","49.7","+0.46","55.6","+0.24","65.1","+0.04","71.8","+0.87"
"373","3095","及成","35.5","-0.5","-1.39","26W31","07/31","49.6","+0.17","58.9","0","66.9","0","76.8","0"
"374","4721","美琪瑪","74.8","-0.2","-0.27","26W31","07/31","56.7","+0.11","60","+0.06","66","+1.21","69.2","-1.65"
"375","3607","谷崧","14.15","-0.2","-1.39","26W31","07/31","48.9","-0.4","57.6","-0.41","67.2","-0.46","70.9","+0.36"
"376","6244","茂迪","24.4","+0.15","+0.62","26W31","07/31","57.8","+0.13","63.1","+0.33","67.9","+0.85","71","+0.86"
