"排名","代號","名稱","成交","漲跌價","漲跌幅","持股資料週別","更新日期","持股100張以下(%)","100張以下增減","持股200張以下(%)","200張以下增減","持股400張以下(%)","400張以下增減","持股600張以下(%)","600張以下增減"
"1201","00665L","富邦恒生國企正2","9.5","+0.01","+0.11","26W29","07/17","17.8","-0.2","27.8","-0.36","38","-0.22","43.9","-0.03"
"1202","1342","八貫","104","0","0","26W29","07/17","31.5","+0.11","35.3","-0.47","40","-0.27","41.9","-0.91"
"1203","9927","泰銘","69.1","-0.2","-0.29","26W29","07/17","33.6","-0.18","37","0","41.1","-0.02","42.9","-0.02"
"1204","2916","滿心","40.05","-0.05","-0.12","26W29","07/17","30.4","+0.42","35.7","+0.13","41.8","-0.05","42.5","-0.05"
"1205","3447","展達","28.7","+1.1","+3.99","26W29","07/17","31.5","+0.43","36.1","+0.44","41.1","0","44.7","0"
"1206","6142","友勁","8.87","-0.08","-0.89","26W29","07/17","30.2","+0.11","35.8","-0.14","41","-0.08","44.2","-0.54"
"1207","00641R","富邦日本反1","3.62","-0.03","-0.82","26W29","07/17","26.7","-1.61","37.8","-1.77","48.8","-1.32","54.9","-3.51"
"1208","6112","邁達特","45.05","-0.45","-0.99","26W29","07/17","36.6","+0.13","39.2","+0.15","41.4","+0.26","42.4","+0.06"
"1209","2331","精英","19.7","-0.1","-0.51","26W29","07/17","34.7","-0.1","38.4","-0.21","41.6","-0.18","43.7","-0.23"
"1210","2732","六角","64.8","-0.3","-0.46","26W29","07/17","36.1","-0.04","40.6","-0.04","41.2","-0.04","46.5","-0.04"
"1211","7819","精誠金融","34.5","-0.3","-0.86","26W29","07/17","34.1","+0.33","38.8","-0.02","40.9","-0.02","40.9","-0.02"
"1212","4129","聯合","82.4","+0.1","+0.12","26W29","07/17","27.3","-0.11","32.8","-0.1","40.3","-0.24","48.7","-0.3"
"1213","2421","建準","163.5","+4","+2.51","26W29","07/17","32.6","+0.12","37.3","-0.14","42.9","+0.12","48.5","+0.1"
"1214","3628","盈正","68.4","-0.3","-0.44","26W29","07/17","31.8","+0.25","36.3","+0.44","40.8","0","40.8","0"
"1215","2364","倫飛","67.6","-0.4","-0.59","26W29","07/17","37.9","-0.65","41.3","-0.44","45","0","45","0"
"1216","5521","工信","10.65","-0.15","-1.39","26W29","07/17","30.4","+0.03","36.7","+0.15","42.1","-0.09","44.3","-0.01"
"1217","1474","弘裕","10","0","0","26W29","07/17","29.5","-0.07","35.3","-0.02","40.6","-0.04","43.9","-0.05"
"1218","3581","博磊","110.5","-2.5","-2.21","26W29","07/17","31.9","-0.03","37.2","+0.5","42.2","+0.11","44.1","+0.11"
"1219","2313","華通","241","-3","-1.23","26W29","07/17","37.2","-2.01","39.7","-1.98","41.8","-1.96","43.5","-2.19"
"1220","3691","碩禾","100","+1.3","+1.32","26W29","07/17","33.1","-0.39","37.6","-0.71","43.1","+0.98","43.7","0"
"1221","3416","融程電","180.5","-2","-1.1","26W29","07/17","32","+0.73","37.7","+0.21","43","-0.36","44.8","+0.29"
"1222","6620","漢達","84.5","+7.6","+9.88","26W29","07/17","28.1","-0.32","33.9","-0.27","40.3","+0.58","45.2","+0.09"
"1223","1312","國喬","14.15","-0.15","-1.05","26W29","07/17","31.4","-7.64","36","-8.55","40","-9.03","41.9","-9.28"
"1224","6203","海韻電","59.6","-0.1","-0.17","26W29","07/17","36.8","+0.16","39.5","+0.54","40.8","0","44.4","0"
"1225","6637","醫影","57.2","-0.8","-1.38","26W29","07/17","32.8","0","35.6","0","39.2","0","40.8","0"
"1226","3362","先進光","199.5","-5","-2.44","26W29","07/17","35","-0.47","38.2","-0.18","40.2","-0.4","43.8","-0.6"
"1227","2414","精技","51.9","-0.2","-0.38","26W29","07/17","30.2","+0.29","35.4","+0.17","40.8","+0.76","45.3","+0.18"
"1228","4157","太景*-KY","8.99","-0.01","-0.11","26W29","07/17","27.4","-0.07","34","-0.1","41.1","-0.02","44.3","-0.18"
"1229","6767","台微醫","24.3","-0.3","-1.22","26W29","07/17","25.9","0","35.6","0","40.7","0","46.5","0"
"1230","2032","新鋼","17.15","0","0","26W29","07/17","34.4","+0.02","37.4","-0.14","41","+0.02","46.1","-0.05"
"1231","3622","洋華","53.5","+0.2","+0.38","26W29","07/17","32","+0.18","36.3","+0.12","40.8","+0.13","43.1","+0.48"
"1232","7757","金色三麥","88.7","-0.3","-0.34","26W29","07/17","22.8","+0.06","29.5","+0.01","42.1","+0.01","48.8","0"
"1233","2458","義隆","138.5","-1","-0.72","26W29","07/17","30.9","-0.45","35.3","-0.12","39.1","-0.11","43","-0.07"
"1234","3684","榮昌","54.5","+0.5","+0.93","26W29","07/17","29","+0.01","31.8","+0.01","38.5","+0.01","42.1","+0.01"
"1235","3004","豐達科","119","-2.5","-2.06","26W29","07/17","28.3","-0.03","34.6","+0.41","40.7","+0.47","44.5","+1.24"
"1236","1616","億泰","19.8","-0.3","-1.49","26W29","07/17","33.2","+0.45","36.6","+0.38","40","+0.54","41","+0.05"
"1237","3533","嘉澤","1735","+110","+6.77","26W29","07/17","19","-0.21","27.1","-0.2","36.1","+0.25","42.4","-0.68"
"1238","6996","力領科技","179","-2.5","-1.38","26W29","07/17","25.8","+0.47","34.9","+0.55","40.4","-0.01","44.2","0"
"1239","5483","中美晶","183.5","+1.5","+0.82","26W29","07/17","27.7","-3.16","30.3","-3.23","34","-2.92","36.5","-3.45"
"1240","6831","邁科","620","+27","+4.55","26W29","07/17","20.1","+0.31","28.2","+0.45","38.7","+1.27","43.6","+0.51"
"1241","7704","明遠精密","62.6","-0.3","-0.48","26W29","07/17","21.7","-0.33","29.4","-0.01","40.6","0","49.3","0"
"1242","5321","美而快","85","0","0","26W29","07/17","28.2","+0.04","34.7","+0.12","42.2","+0.2","50.7","+0.2"
"1243","4771","望隼","206","-5.5","-2.6","26W29","07/17","23.9","+0.06","30.7","+0.06","40.3","-0.07","49","+1.05"
"1244","1777","生泰","74.7","-0.2","-0.27","26W29","07/17","32.1","-0.02","35.9","+0.06","40.5","+0.06","42.6","+0.06"
"1245","6690","安碁資訊","165","0","0","26W29","07/17","35.6","-0.4","38.4","+0.01","40.1","+0.01","40.1","+0.01"
"1246","1256","鮮活果汁-KY","188","+5","+2.73","26W29","07/17","27.7","+0.2","30.9","+0.04","40.1","0","44.1","0"
"1247","4523","永彰","24.05","0","0","26W29","07/17","31","-0.62","35.6","0","40.4","+0.01","45.5","+0.01"
"1248","2449","京元電子","270","+22.5","+9.09","26W29","07/17","26.9","+0.4","29.8","+0.47","33.4","+0.49","36.2","+0.53"
"1249","00970B","台新BBB投等債20+","9.06","-0.05","-0.55","26W29","07/17","27.3","+0.36","35.5","+0.42","40.8","+0.45","43","+0.31"
"1250","3564","其陽","44.55","-1.05","-2.3","26W29","07/17","33.1","+0.06","35.1","+0.41","39.9","0","39.9","0"
"1251","4915","致伸","59.6","-0.2","-0.33","26W29","07/17","27.2","-0.03","30.8","+0.01","36.2","-0.26","39.5","-0.02"
"1252","6128","上福","20.3","+0.05","+0.25","26W29","07/17","28.5","-0.06","33.1","-0.2","40.6","-0.03","42.4","-0.03"
"1253","5269","祥碩","1450","-15","-1.02","26W29","07/17","33.2","-0.97","37.4","-1.55","40","-1.14","42.9","-1.19"
"1254","4711","永純","16.9","+0.1","+0.6","26W29","07/17","29.7","+0.19","34.6","-0.01","40","0","41.6","0"
"1255","8150","南茂","90.5","+0.2","+0.22","26W29","07/17","20.3","-3.34","22.3","-3.39","24.3","-3.45","26.4","-3.15"
"1256","6613","朋億*","275.5","+9.5","+3.57","26W29","07/17","29.8","+0.3","34.9","+0.6","39.4","-0.36","42.4","+0.16"
"1257","1294","漢田生技","54.4","-0.4","-0.73","26W29","07/17","25.3","+0.11","34.1","+1.16","43.7","+0.5","45.3","+0.5"
"1258","6120","達運","12.8","+0.05","+0.39","26W29","07/17","30.3","+0.09","35.2","+0.21","39.3","+0.14","41.6","+0.28"
"1259","3031","佰鴻","24.7","-0.45","-1.79","26W29","07/17","34.6","+0.64","37.7","+0.68","39.9","+0.49","40.2","+0.21"
"1260","5340","建榮","84.8","+2.4","+2.91","26W29","07/17","32.7","-0.3","35.4","+0.02","39.2","+0.07","42.6","+0.02"
"1261","4420","光明","36.8","+0.1","+0.27","26W29","07/17","35.3","-0.07","39.6","-0.07","40.8","0","45.9","0"
"1262","6641","基士德-KY","17.7","-0.05","-0.28","26W29","07/17","23.6","-0.04","27.4","+0.03","40.7","0","45.9","0"
"1263","8072","陞泰","26.2","-0.2","-0.76","26W29","07/17","33.1","-0.01","36.1","+0.03","40.1","+0.59","40.1","+0.05"
"1264","6955","邦睿生技-創","108.5","+0.5","+0.46","26W29","07/17","13","-0.01","23","-0.01","39.7","0","47.6","0"
"1265","3003","健和興","72.1","+3.2","+4.64","26W29","07/17","34.3","-0.1","37.6","0","41.5","-0.11","43.8","-0.33"
"1266","1598","岱宇","20.6","-0.05","-0.24","26W29","07/17","30.1","-0.17","34.9","-0.17","40.1","+0.01","42.2","0"
"1267","2751","王座","55.5","+0.6","+1.09","26W29","07/17","25.3","-0.02","34.7","+0.01","39.6","+0.01","39.6","+0.01"
"1268","2537","聯上發","11.45","-0.2","-1.72","26W29","07/17","30.5","-0.35","35.3","-0.36","40.8","-0.48","44.6","+0.03"
"1269","1612","宏泰","35.2","-0.3","-0.85","26W29","07/17","33.1","+0.61","36.8","+0.66","40.1","+0.66","42.9","+0.27"
"1270","2642","宅配通","20.6","-0.05","-0.24","26W29","07/17","38.2","0","38.8","0","39.6","0","39.6","0"
"1271","6925","意藍","50.9","+0.6","+1.19","26W29","07/17","34","+0.08","36.6","0","39.6","0","58.3","0"
"1272","3557","嘉威","24.2","-0.2","-0.82","26W29","07/17","31.2","-0.19","35.3","0","39.4","0","41.9","0"
"1273","2515","中工","11.95","-0.1","-0.83","26W29","07/17","28.2","+0.05","33.5","0","38.5","0","41.4","-0.04"
"1274","8424","惠普","68.8","-0.3","-0.43","26W29","07/17","30.2","+0.31","35.3","+0.01","39.4","+0.01","40.6","+0.01"
"1275","00937B","群益ESG投等債20+","14.34","-0.07","-0.49","26W29","07/17","21.1","+0.38","30.7","+0.58","39.6","+0.9","44","+1.02"
"1276","7765","中華資安","224","-1.5","-0.67","26W29","07/17","26.8","0","34.7","0","39.2","+0.01","40.3","+0.01"
"1277","1304","台聚","12.05","-0.35","-2.82","26W29","07/17","32.2","+0.1","36.1","+0.2","38.9","+0.46","40.3","+0.59"
"1278","6875","國邑*","33","0","0","26W29","07/17","25.3","-0.26","31.5","-0.03","38.7","+0.12","42.8","+0.12"
"1279","7721","微程式","62.8","+0.8","+1.29","26W29","07/17","24.1","+0.09","28.2","+0.33","39.3","-0.01","43.2","-0.01"
"1280","4763","材料*-KY","45.65","-0.15","-0.33","26W29","07/17","31.3","+0.12","36.7","+0.18","40.4","+0.18","42.1","+0.3"
"1281","5283","禾聯碩","51.9","-0.6","-1.14","26W29","07/17","35.8","-0.12","38.4","-0.03","38.9","-0.03","41.4","-0.03"
"1282","2834","臺企銀","16.45","+0.1","+0.61","26W29","07/17","26.8","+0.09","33.4","+0.1","38.8","+0.18","41.4","+0.15"
"1283","6506","雙邦","17.8","+0.1","+0.56","26W29","07/17","25.1","-0.25","32.2","+0.24","39","+0.2","47.5","+0.19"
