排名,代號,名稱,市 場,成交,漲跌 價,漲跌 幅,成交 張數,法人 買賣 日期,外資 買賣超 張數,投信 買賣超 張數,自營 買賣超 張數,合計 買賣超 張數,外資 持有 (千張),外資 持股 (%),法人 買賣超 註記
1801,00983D,主動富邦複合收益,市,10.12,0.01,0.1,536,08/10,-15,0,-379,-394,1.2,1.2,－・－
1802,2063,世鎧,櫃,24.6,0.5,2.07,48,08/10,8,0,0,8,0.57,1.2,＋・－
1803,6183,關貿,市,92.9,1.1,1.2,34,08/10,-2,0,2,0,1.78,1.2,－・＋
1804,00728,第一金工業30,市,64.8,1.15,1.81,421,08/10,-111,0,8,-103,0.46,1.2,－・＋
1805,00936,台新永續高息中小,市,21.67,0.24,1.12,1821,08/10,-348,0,1196,848,2.33,1.2,－・＋
1806,1423,利華,市,35.95,0.4,1.13,18,08/10,2,0,0,2,1.18,1.2,＋・・
1807,2926,誠品生活,櫃,30.2,-0.2,-0.66,18,08/10,0,0,0,0,0.56,1.2,・・・
1808,6574,霈方,櫃,154.0,14.0,10.0,382,08/10,61,0,1,62,0.26,1.2,＋・＋
1809,4131,浩泰,櫃,32.6,0.1,0.31,1,08/10,0,0,0,0,0.46,1.2,・・・
1810,4198,欣大健康,櫃,41.4,-0.3,-0.72,1,08/10,0,0,0,0,0.28,1.2,・・・
1811,6506,雙邦,櫃,17.2,0.55,3.3,128,08/10,47,0,0,47,0.96,1.2,＋・＋
1812,6967,汎瑋材料,櫃,69.3,1.2,1.76,11,08/10,2,0,0,2,0.29,1.2,＋・・
1813,00861,元大全球未來通訊,市,87.85,0.9,1.04,160,08/10,37,0,8,45,0.8,1.1,＋・＋
1814,5465,富驊,櫃,21.6,0.05,0.23,40,08/10,2,0,0,2,1.69,1.1,＋・・
1815,2748,雲品,市,38.5,0.15,0.39,69,08/10,26,0,1,27,1.2,1.1,＋・＋
1816,00695B,富邦美債7-10,櫃,35.32,0.09,0.26,95,08/10,-9,0,-13,-22,0.45,1.1,－・－
1817,3516,亞帝歐,櫃,26.2,-0.3,-1.13,22,08/10,5,0,0,5,0.67,1.1,＋・＋
1818,6581,鋼聯,市,108.0,0.0,0.0,10,08/10,2,0,0,2,1.25,1.1,＋・・
1819,8935,邦泰,櫃,17.55,0.05,0.29,136,08/10,15,0,0,15,1.27,1.1,＋・－
1820,00719B,元大美債1-3,櫃,31.48,0.03,0.1,1950,08/10,-315,0,293,-22,3.35,1.1,－・＋
1821,00900,富邦特選高股息30,市,18.8,0.16,0.86,5791,08/10,2172,0,3094,5266,17.7,1.1,＋・＋
1822,1225,福懋油,市,25.0,0.8,3.31,141,08/10,28,0,-3,25,2.71,1.1,＋・－
