代號,名稱,成交,漲跌 價,漲跌 幅,法人 買賣 日期,外資 連續 買賣 日數,外資 連續 買賣 張數,外資 連續 買賣 佔 成交 (%),外資 連續 買賣 佔發 行量 (%),投信 連續 買賣 日數,投信 連續 買賣 張數,投信 連續 買賣 佔 成交 (%),投信 連續 買賣 佔發 行量 (%),自營 商 連續 買賣 日數,自營 商 連續 買賣 張數,自營 商 連續 買賣 佔 成交 (%),自營 商 連續 買賣 佔發 行量 (%),三大 法人 連續 買賣 日數,三大 法人 連續 買賣 張數,三大 法人 連續 買賣 佔 成交 (%),三大 法人 連續 買賣 佔發 行量 (%)
5274,信驊,16345.0,-405.0,-2.42,08/07,-2,-35,-6.43,-0.08,18,825,14.3,1.98,1,1,0.31,0.0,-1,-10,-6.09,-0.03
2892,第一金,35.55,0.05,0.14,08/07,-5,-88668,-37.4,-0.62,17,64762,8.58,0.45,-2,-442,-0.53,0.0,-5,-67952,-28.7,-0.47
3008,大立光,4385.0,-240.0,-5.19,08/07,-15,-3734,-10.7,-2.85,17,2392,5.99,1.83,1,16,0.93,0.01,-9,-1354,-5.65,-1.04
3653,健策,4380.0,-70.0,-1.57,08/07,-4,-874,-9.04,-0.6,17,3935,12.9,2.68,2,4,0.11,0.0,1,45,2.62,0.03
2880,華南金,44.4,0.35,0.79,08/07,-9,-55927,-22.2,-0.4,16,117027,25.0,0.84,1,41,0.16,0.0,-3,-4586,-6.43,-0.03
2886,兆豐金,50.9,0.6,1.19,08/07,-5,-54446,-34.5,-0.37,16,67468,12.0,0.45,3,1725,2.05,0.01,-5,-30336,-19.2,-0.2
2379,瑞昱,750.0,6.0,0.81,08/07,1,213,6.13,0.04,15,3200,4.51,0.62,1,30,0.87,0.01,1,374,10.8,0.07
1477,聚陽,224.0,-2.0,-0.88,08/07,-6,-2681,-20.3,-1.09,11,653,3.36,0.26,-1,-5,-0.29,0.0,-3,-989,-17.1,-0.4
1717,長興,66.2,0.0,0.0,08/07,1,766,13.8,0.06,11,3814,3.39,0.32,-2,-118,-0.91,-0.01,5,8382,21.8,0.71
3044,健鼎,394.0,-3.5,-0.88,08/07,-3,-1309,-15.1,-0.25,11,1039,3.05,0.2,1,29,1.44,0.01,-3,-796,-9.15,-0.15
3023,信邦,318.0,-5.0,-1.55,08/07,-2,-1241,-38.3,-0.52,10,1054,5.54,0.44,2,31,0.94,0.01,-2,-666,-20.6,-0.28
3529,力旺,2725.0,65.0,2.44,08/07,-1,-98,-12.1,-0.13,10,879,8.41,1.18,-1,-6,-0.72,-0.01,-1,-76,-9.37,-0.1
3711,日月光投控,585.0,-10.0,-1.68,08/07,-4,-22594,-19.4,-0.51,10,7284,3.03,0.16,-1,-274,-2.1,-0.01,-2,-6347,-20.7,-0.14
4938,和碩,87.1,-0.9,-1.02,08/07,1,178,3.4,0.01,10,1951,1.74,0.07,-4,-642,-1.51,-0.02,1,618,11.8,0.02
0050,元大台灣50,102.85,-0.45,-0.44,08/07,-2,-31426,-21.2,-0.14,9,47239,2.08,0.21,1,8196,11.8,0.04,-2,-30989,-20.9,-0.14
3037,欣興,955.0,-18.0,-1.85,08/07,-2,-1406,-2.97,-0.09,9,13887,5.11,0.85,-5,-569,-0.34,-0.03,-2,-827,-1.74,-0.05
