"排名","代號","名稱","成交","漲跌價","漲跌幅","法人買賣日期","當日賣出佔成交","2日賣出佔成交","3日賣出佔成交","5日賣出佔成交","10日賣出佔成交","1個月賣出佔成交","3個月賣出佔成交","半年賣出佔成交","1年賣出佔成交","3年賣出佔成交","10年賣出佔成交","今年賣出佔成交"
"258","9940","信義","20.5","-0.2","-0.97","08/19","58.2","53","46.1","43.2","33.8","35.4","32.2","28","15.3","5.85","1.91","27.8"
"259","8131","福懋科","61","-1.2","-1.93","08/19","48.8","42.5","46","34.1","37","40","32.3","26.8","9.55","8.9","6.16","23.7"
"260","6541","泰福-KY","35.95","+0.45","+1.27","08/19","27.7","45.7","45.9","45","36","37.6","34.3","34.1","31.2","26.2","","35.6"
"261","6535","順藥","81","-2.1","-2.53","08/19","49.8","48.3","45.9","40.7","35.5","30.5","26.3","23.1","23","19.8","","22.8"
"262","4739","康普","83.3","-3.7","-4.25","08/19","46","49","45.9","37.5","30.8","33.7","30.9","29.9","29.5","27.6","13.2","29.6"
"263","1614","三洋電","30.55","-0.1","-0.33","08/19","37.9","48.6","45.8","31.6","24.8","28.7","25.6","27.8","21.6","20.4","12.6","25.5"
"264","2388","威盛","72","-0.4","-0.55","08/19","63","53.5","45.7","43.5","39.6","31.8","31.8","30.1","30.1","26.2","18.5","30.4"
"265","2850","新產","159.5","-2","-1.24","08/19","70","75.3","45.7","42.2","42.3","39.6","42","36.7","37.1","36.5","29.4","37.6"
"266","5522","遠雄","62.6","-0.5","-0.79","08/19","41.4","47.6","45.7","53","48.7","54.8","48.3","51","49","42.3","40.3","49.6"
"267","3293","鈊象","749","+7","+0.94","08/19","41.6","47.3","45.7","51","39.5","35.6","39.1","37.4","40.3","38","22.8","36.8"
"268","3284","太普高","20.6","-0.2","-0.96","08/19","21.3","26.4","45.7","35.3","35.7","31.8","23.5","21.9","19.1","20.9","11.6","20.8"
"269","1623","大東電","203","-2","-0.98","08/19","42.2","41.7","45.6","41.1","43","48.5","26.9","20.2","","","",""
"270","6016","康和證","19.15","-0.25","-1.29","08/19","41.1","43.7","45.6","31.4","25.8","29.9","32.3","29","25.7","24.4","18.2","26.6"
"271","4526","東台","29.9","-0.3","-0.99","08/19","49.8","47.2","45.6","41.4","38.3","41.5","30.5","28.5","26.9","22.2","20.8","28.2"
"272","2028","威致","15.55","0","0","08/19","75.4","57.8","45.6","25.3","19.6","21.1","23","23.6","19.8","20.8","15.7","20.2"
"273","3518","柏騰","27.7","-0.5","-1.77","08/19","35","47.9","45.5","31.2","32.8","37.8","33.5","27.4","26.8","22.3","17.5","27.3"
"274","1308","亞聚","13.35","-0.1","-0.74","08/19","67.2","44","45.5","43.1","36.8","43","35.8","31","30.7","31.7","22.9","31.2"
"275","2441","超豐","113.5","-1","-0.87","08/19","42.9","43.7","45.4","37.5","29.1","35.6","32.1","31.8","30.8","32.4","32.3","31.1"
"276","5007","三星","55.6","-0.4","-0.71","08/19","81.2","58.7","45.3","49.5","19.3","26.6","17.9","23.8","15.6","13.4","14.4","19.7"
"277","6510","精測","2660","-105","-3.8","08/19","46.9","47.8","45.3","37.1","33.8","40.9","38.5","36.3","35.4","31.9","20.5","36.9"
"278","6835","圓裕","30.7","-0.3","-0.97","08/19","39.1","45.3","45.2","49.4","32.7","36.5","35.4","25","17.5","3.49","","23.6"
"279","1616","億泰","19.05","+0.3","+1.6","08/19","45.8","49.1","45.2","43.2","32.4","32.7","31.3","33","30.9","23","18","32.9"
"280","6546","正基","62","0","0","08/19","42.3","49","45.1","47.1","35","35","29.2","27.7","28.8","22.5","","27.9"
"281","6965","中傑-KY","73.3","-0.7","-0.95","08/19","56.6","48.9","45.1","42.7","29.1","31.1","28.3","23.2","8.15","","","23"
"282","4909","新復興","37.1","-0.3","-0.8","08/19","54.5","49","45.1","36.7","30.8","29","31.4","25.9","23","19.7","18","23.6"
"283","5519","隆大","27.7","-0.1","-0.36","08/19","51.6","45.3","45","43.7","42.6","42.8","37.9","35","31.6","30","18.5","34.7"
"284","1907","永豐餘","29.95","+0.65","+2.22","08/19","40.2","48.4","45","50.9","42.2","44.2","36.7","40","40.6","41.7","25.7","40.4"
"285","4583","台灣精銳","481","+9","+1.91","08/19","54.6","46.3","45","42.5","36.2","29.3","31.7","30.6","28.5","26.3","","28.4"
"286","1582","信錦","72.9","+0.1","+0.14","08/19","61.4","50.3","44.9","40.2","41.8","38.7","30.9","26.1","27.3","27.3","26.8","26.6"
"287","6928","攸泰科技","47.5","-0.5","-1.04","08/19","75.4","45.2","44.9","36.7","37.6","33.8","29.1","26.4","10","","","23.4"
"288","4771","望隼","199.5","+1.5","+0.76","08/19","25.3","36.9","44.9","40.9","27.9","35.5","29.6","26.4","25.4","","","25.9"
"289","3661","世芯-KY","3630","-85","-2.29","08/19","60.2","50","44.9","38.1","35","42.2","43.1","39.3","38.7","36.4","19.9","38.6"
"290","3563","牧德","674","-16","-2.32","08/19","50","51.6","44.8","41.6","37.2","35.4","29.9","27.8","29.7","28.1","18.3","28.1"
"291","2436","偉詮電","65.1","+0.4","+0.62","08/19","28.6","50.5","44.8","32","26.5","31.5","30.1","28.2","27.8","24.6","16.8","27.9"
"292","6121","新普","401.5","+4","+1.01","08/19","52.2","49.2","44.8","32.4","22.4","25.3","33.1","39","42.4","40.6","34.5","38.1"
"293","7750","新代","2515","+25","+1","08/19","46.9","44.6","44.8","46","45.9","45","45.2","34.7","","","","27.9"
"294","3545","敦泰","49.4","+1.05","+2.17","08/19","29.4","47.4","44.8","49.3","45.4","41.7","34.6","33.3","36.6","30.5","17.2","33.2"
"295","8926","台汽電","55.8","-0.2","-0.36","08/19","45.2","42.9","44.8","38.8","46.6","47.2","35.1","31.1","25.6","13.4","5.69","30.5"
"296","3023","信邦","322","+15","+4.89","08/19","32","40.9","44.8","40.6","41.3","57.3","56.4","49.2","51.4","55.9","44.4","48.7"
"297","3588","通嘉","52.3","-0.4","-0.76","08/19","51.6","44.8","44.7","37.2","30.8","42.3","28.3","27.3","26.6","23.6","17.3","27.1"
"298","6792","詠業","57.1","-1.4","-2.39","08/19","73.3","55.8","44.7","38.3","39.3","39.6","34.3","30.3","25.5","20.7","","27.7"
"299","6282","康舒","45.55","-0.85","-1.83","08/19","46.6","38.9","44.6","33.7","37.4","36.2","32","30.9","28.3","27.3","21.9","29.1"
"300","6743","安普新","24.85","-0.1","-0.4","08/19","51","43","44.6","49.2","36.7","36.6","32.2","28.9","28","27.9","","28.8"
