單位名稱,買進金額,賣出金額,買賣差額
自營商(自行買賣),"11,440,535,430","11,305,726,131","134,809,299"
自營商(避險),"29,562,163,217","25,426,272,351","4,135,890,866"
投信,"18,581,609,705","18,778,155,605","-196,545,900"
外資及陸資(不含外資自營商),"400,318,672,148","358,564,570,961","41,754,101,187"
外資自營商,0,0,0
合計,"459,902,980,500","414,074,725,048","45,828,255,452"
