排名,代號,名稱,成交,漲跌 價,漲跌 幅,持股 資料 週別,更新 日期,持股 超過 600張 (%),超過 600張 增減,持股 超過 800張 (%),超過 800張 增減,持股 超過 1千張 (%),超過 1千張 增減
301,6446,藥華藥,1240.0,-50.0,-3.88,26W32,08/07,52.4,1.13,46.8,0.83,44.1,0.55
302,1513,中興電,157.5,-3.0,-1.87,26W32,08/07,41.2,1.06,39.9,0.93,38.7,0.54
303,00881,國泰台灣科技龍頭,52.25,-0.5,-0.95,26W32,08/07,14.5,0.46,14.1,0.5,13.8,0.54
304,6957,裕慶-KY,208.0,-2.0,-0.95,26W32,08/07,67.1,-0.55,60.5,0.54,54.0,0.54
305,8105,凌巨,16.4,-0.1,-0.61,26W32,08/07,59.7,0.1,58.6,0.54,57.5,0.54
306,3024,憶聲,12.7,0.1,0.79,26W32,08/07,46.4,0.33,42.1,0.84,36.9,0.54
307,3694,海華,55.6,-0.5,-0.89,26W32,08/07,56.3,-0.17,55.0,1.12,54.4,0.54
308,3661,世芯-KY,3715.0,55.0,1.5,26W32,08/07,26.8,-0.1,22.5,1.53,16.3,0.54
309,5498,凱崴,48.5,-1.6,-3.19,26W32,08/07,33.1,0.54,31.7,0.53,29.9,0.53
310,2887H,台新新光庚特二,41.7,-0.15,-0.36,26W32,08/07,67.6,0.24,64.4,0.16,62.9,0.53
311,00922,國泰台灣領袖50,39.55,-0.25,-0.63,26W32,08/07,30.4,0.44,29.8,0.49,29.4,0.53
312,4906,正文,33.95,-1.55,-4.37,26W32,08/07,25.6,-0.06,24.1,-0.07,22.7,0.53
313,00893,國泰智能電動車,43.46,0.04,0.09,26W32,08/07,7.27,0.27,6.47,0.06,5.7,0.53
314,2425,承啟,52.9,4.75,9.87,26W32,08/07,44.0,-1.47,39.6,-0.34,38.6,0.52
315,2356,英業達,64.0,-1.5,-2.29,26W32,08/07,72.2,0.51,71.3,0.49,70.4,0.52
316,6274,台燿,1440.0,-90.0,-5.88,26W32,08/07,63.8,-0.02,59.2,1.18,55.2,0.52
317,1477,聚陽,224.0,-2.0,-0.88,26W32,08/07,60.6,0.94,56.8,0.42,53.6,0.51
318,3543,州巧,36.0,-0.6,-1.64,26W32,08/07,42.0,0.82,38.4,1.35,33.6,0.51
319,8103,瀚荃,78.7,-5.8,-6.86,26W32,08/07,37.5,0.57,31.0,1.55,30.0,0.51
320,5515,建國,43.25,0.85,2.0,26W32,08/07,66.5,0.06,63.8,0.45,62.0,0.5
321,8039,台虹,237.5,21.5,9.95,26W32,08/07,63.3,0.3,60.4,-0.09,58.6,0.5
322,4714,永捷,10.4,-0.15,-1.42,26W32,08/07,26.1,0.14,23.9,0.5,22.4,0.5
323,3714,富采,59.4,1.7,2.95,26W32,08/07,39.6,0.21,38.2,0.02,36.7,0.49
324,2332,友訊,22.15,-0.55,-2.42,26W32,08/07,34.4,0.58,32.8,0.91,32.1,0.49
325,00898,國泰基因免疫革命,9.68,0.07,0.73,26W32,08/07,16.0,1.48,13.4,0.48,10.7,0.48
326,2353,宏碁,30.25,0.25,0.83,26W32,08/07,34.6,0.41,33.5,0.47,32.5,0.48
327,2395,研華,634.0,12.0,1.93,26W32,08/07,82.2,0.04,80.0,-0.17,78.5,0.48
328,9934,成霖,10.95,0.2,1.86,26W32,08/07,63.2,0.4,62.1,0.24,60.1,0.48
329,4927,泰鼎-KY,33.0,-2.05,-5.85,26W32,08/07,20.0,-0.22,18.1,0.53,15.3,0.47
330,2516,新建,14.05,0.2,1.44,26W32,08/07,70.6,0.3,69.2,0.03,64.3,0.47
331,3026,禾伸堂,535.0,-58.0,-9.78,26W32,08/07,51.0,-1.22,47.5,0.03,42.0,0.46
332,6854,錼創科技-KY創,96.8,-0.2,-0.21,26W32,08/07,61.8,0.37,58.3,-0.26,54.7,0.46
333,00859B,群益0-1年美債,41.54,0.02,0.05,26W32,08/07,16.6,-2.49,16.6,0.45,16.6,0.45
334,6527,明達醫,76.4,0.8,1.06,26W32,08/07,35.4,0.44,32.7,0.44,32.7,0.44
335,8046,南電,1080.0,-25.0,-2.26,26W32,08/07,83.3,0.29,81.9,0.29,80.8,0.44
336,2392,正崴,36.95,-0.45,-1.2,26W32,08/07,46.3,0.59,44.8,0.44,43.6,0.44
337,00905,FT臺灣Smart,25.3,-0.14,-0.55,26W32,08/07,6.92,0.83,6.39,0.66,6.17,0.44
338,3207,耀勝,41.4,-0.2,-0.48,26W32,08/07,31.9,0.43,28.6,0.44,23.3,0.44
339,006205,富邦上証,41.8,0.55,1.33,26W32,08/07,38.3,-0.2,34.6,1.3,32.8,0.43
340,00993A,主動安聯台灣,12.75,-0.18,-1.39,26W32,08/07,12.4,0.5,11.3,0.31,10.4,0.43
341,6805,富世達,1670.0,-90.0,-5.11,26W32,08/07,58.1,2.22,48.7,-2.08,46.2,0.42
342,3191,雲嘉南,18.75,0.15,0.81,26W32,08/07,50.8,0.42,47.5,0.42,47.5,0.42
343,00931B,統一美債20年,13.21,-0.12,-0.9,26W32,08/07,75.5,0.44,75.1,0.42,74.6,0.42
344,4938,和碩,87.1,-0.9,-1.02,26W32,08/07,77.0,0.65,75.6,0.51,74.2,0.42
345,00830,國泰費城半導體,86.35,0.45,0.52,26W32,08/07,21.6,0.43,20.9,0.5,20.2,0.41
346,8422,可寧衛*,26.3,0.15,0.57,26W32,08/07,35.4,0.38,34.4,0.34,33.8,0.41
347,2206,三陽工業,62.0,0.6,0.98,26W32,08/07,84.2,0.04,82.6,0.3,81.6,0.41
348,4541,晟田,65.9,2.2,3.45,26W32,08/07,38.9,-0.31,32.7,-4.53,30.0,0.41
349,00902,中信電池及儲能,13.35,0.24,1.83,26W32,08/07,16.2,0.41,15.0,0.41,14.1,0.41
350,2365,昆盈,30.25,0.0,0.0,26W32,08/07,20.4,0.43,19.7,0.35,18.1,0.41
351,4583,台灣精銳,503.0,-2.0,-0.4,26W32,08/07,85.0,0.51,83.2,1.41,82.2,0.41
352,3147,大綜,223.0,-21.5,-8.79,26W32,08/07,54.0,0.41,52.5,0.41,50.4,0.41
353,2832,台產,58.6,0.8,1.38,26W32,08/07,66.2,0.04,64.3,0.01,62.9,0.4
354,00763U,期街口道瓊銅,35.86,0.14,0.39,26W32,08/07,55.4,0.67,52.2,0.53,49.9,0.4
355,8086,宏捷科,111.5,-12.0,-9.72,26W32,08/07,50.0,0.67,48.0,0.4,48.0,0.4
356,3094,聯傑,34.85,-0.75,-2.11,26W32,08/07,14.4,0.39,14.4,0.39,13.3,0.39
357,6219,富旺,12.55,0.15,1.21,26W32,08/07,67.9,0.39,67.3,0.39,67.3,0.39
358,8070,長華*,47.35,0.1,0.21,26W32,08/07,72.0,0.07,70.1,0.24,69.2,0.38
359,3673,TPK-KY,60.4,-1.4,-2.27,26W32,08/07,39.6,0.24,37.7,0.23,35.7,0.38
360,009811,統一美國50,13.5,-0.04,-0.3,26W32,08/07,17.3,0.07,16.0,0.73,14.4,0.38
361,00877,復華中國5G,38.66,1.79,4.85,26W32,08/07,13.3,-1.21,11.9,-0.32,9.61,0.38
362,2476,鉅祥,125.5,-2.0,-1.57,26W32,08/07,64.2,-0.07,62.3,1.2,60.3,0.38
363,3498,陽程,116.5,5.5,4.95,26W32,08/07,43.7,-3.17,42.5,0.37,42.5,0.37
364,1608,華榮,34.95,0.55,1.6,26W32,08/07,62.4,0.22,61.6,0.53,60.6,0.37
365,8069,元太,196.0,0.0,0.0,26W32,08/07,74.0,0.65,71.2,0.52,69.0,0.37
366,6423,億而得,76.1,0.0,0.0,26W32,08/07,37.1,0.36,25.4,0.36,22.4,0.36
367,00949,復華日本龍頭,21.77,0.11,0.51,26W32,08/07,18.7,0.4,17.1,0.36,16.0,0.36
368,6189,豐藝,48.6,-0.35,-0.72,26W32,08/07,32.3,1.14,29.0,0.4,24.4,0.36
369,1215,卜蜂,108.0,0.5,0.47,26W32,08/07,56.8,0.05,55.7,0.05,54.4,0.36
370,2883,凱基金,30.85,0.25,0.82,26W32,08/07,66.7,0.32,65.5,0.35,64.6,0.36
371,3264,欣銓,207.5,-4.0,-1.89,26W32,08/07,67.5,0.62,64.6,0.0,63.8,0.35
372,1219,福壽,10.75,0.1,0.94,26W32,08/07,62.0,-0.03,60.6,0.36,58.8,0.35
373,2349,錸德,10.95,0.05,0.46,26W32,08/07,26.3,-0.03,24.4,0.06,22.5,0.35
374,00903,富邦元宇宙,21.44,0.02,0.09,26W32,08/07,11.9,0.35,10.2,0.35,10.2,0.35
375,1709,和益,27.8,0.15,0.54,26W32,08/07,64.3,-0.1,61.6,0.29,58.7,0.35
376,8074,鉅橡,53.4,-2.1,-3.78,26W32,08/07,33.0,0.35,30.3,0.35,29.4,0.35
377,2867,三商壽,9.81,0.04,0.41,26W32,08/07,85.3,0.32,84.4,0.33,83.5,0.34
378,00938,凱基優選30,24.76,0.06,0.24,26W32,08/07,43.2,0.34,43.2,0.34,43.2,0.34
379,2347,聯強,93.4,-1.3,-1.37,26W32,08/07,87.8,0.22,86.7,0.12,85.7,0.34
380,2915,潤泰全,51.9,0.7,1.37,26W32,08/07,67.2,0.09,65.5,0.49,63.8,0.33
381,2547,日勝生,10.65,0.3,2.9,26W32,08/07,68.5,0.18,66.0,-0.01,64.1,0.33
382,6244,茂迪,23.1,-0.65,-2.74,26W32,08/07,29.5,0.48,27.7,0.3,26.5,0.32
383,2641,正德,17.3,0.15,0.87,26W32,08/07,25.0,-0.19,24.6,0.04,23.5,0.32
384,00751B,元大AAA至A公司債,30.92,-0.26,-0.83,26W32,08/07,73.8,0.27,73.1,0.26,72.6,0.32
