排名,代號,名稱,成交,漲跌 價,漲跌 幅,法人 買賣 日期,當日 買賣超 佔 發行 張數,2日 買賣超 佔 發行 張數,3日 買賣超 佔 發行 張數,5日 買賣超 佔 發行 張數,10日 買賣超 佔 發行 張數,1個月 買賣超 佔 發行 張數,3個月 買賣超 佔 發行 張數,半年 買賣超 佔 發行 張數,1年 買賣超 佔 發行 張數,3年 買賣超 佔 發行 張數,10年 買賣超 佔 發行 張數,今年 買賣超 佔 發行 張數
1,5351,鈺創,122.0,2.5,2.09,08/12,0.63,1.54,5.43,10.5,16.3,6.74,12.2,16.6,26.1,26.1,18.2,19.9
2,4931,新盛力,267.0,12.0,4.71,08/12,4.09,5.85,6.34,8.15,6.32,8.37,6.36,7.66,-13.1,13.4,,-4.93
3,8112,至上,96.9,-3.1,-3.1,08/12,-1.3,4.55,5.24,7.44,10.3,11.3,3.29,-2.54,-4.54,-3.65,-3.97,2.55
4,00898,國泰基因免疫革命,10.28,0.02,0.19,08/12,1.23,1.52,4.66,5.87,7.13,10.2,21.4,33.8,55.3,121.0,,39.9
5,2464,盟立,196.5,9.0,4.8,08/12,2.5,4.02,5.32,5.75,6.88,7.79,4.11,15.5,15.8,6.56,3.83,16.2
6,3006,晶豪科,274.0,6.5,2.43,08/12,0.33,0.56,1.84,5.08,9.02,8.19,11.7,18.0,31.8,34.6,33.9,17.2
7,2465,麗臺,95.5,8.6,9.9,08/12,2.28,1.54,4.59,4.85,6.25,5.38,6.35,9.42,7.19,10.7,4.76,9.47
8,4967,十銓,279.5,5.0,1.82,08/12,0.88,0.62,0.09,3.97,6.97,7.8,-1.03,-10.7,8.25,6.12,,-10.4
9,009821,野村稀土關鍵資源,15.05,-0.02,-0.13,08/12,0.82,1.96,2.95,3.91,5.48,7.12,,,,,,
10,3450,聯鈞,507.0,33.5,7.07,08/12,0.2,0.19,1.21,3.9,5.11,2.33,-4.65,17.1,16.8,14.5,-8.44,14.5
11,6265,方土昶,56.8,0.7,1.25,08/12,1.48,2.53,2.81,3.68,4.55,4.51,6.69,2.71,3.27,3.54,5.27,1.79
12,00989A,主動摩根美國科技,17.47,-0.06,-0.34,08/12,0.0,0.0,-0.01,3.52,5.02,5.89,11.3,51.9,,,,66.4
13,6213,聯茂,464.0,12.0,2.65,08/12,0.37,1.03,2.27,3.43,3.75,1.52,7.25,6.42,3.36,10.3,2.61,9.69
14,2436,偉詮電,67.6,0.6,0.9,08/12,0.67,0.75,2.92,3.39,3.3,1.08,9.47,8.24,8.38,7.17,10.0,11.0
15,3141,晶宏,75.0,-2.7,-3.47,08/12,0.12,0.2,0.54,3.25,5.09,5.2,3.99,3.39,1.27,7.29,-3.55,3.58
16,9921,巨大,109.0,-2.5,-2.24,08/12,0.6,1.75,2.71,3.12,3.11,3.76,3.72,3.34,3.48,3.75,3.83,4.69
17,6770,力積電,73.7,6.7,10.0,08/12,2.42,2.5,2.43,2.89,1.95,-1.47,-2.34,-9.11,0.18,-6.56,,-7.08
18,3605,宏致,120.0,10.5,9.59,08/12,1.18,1.46,0.98,2.83,4.84,8.76,14.2,14.7,11.5,16.0,15.5,12.2
19,1608,華榮,37.95,1.5,4.12,08/12,1.44,1.89,2.39,2.78,3.32,2.14,1.36,0.76,2.31,3.69,0.38,1.16
20,3022,威強電,105.5,-2.5,-2.31,08/12,0.39,0.52,2.12,2.72,3.23,5.44,9.04,9.06,5.81,1.54,26.7,8.7
21,6913,鴻呈,150.0,3.0,2.04,08/12,0.77,0.75,1.07,2.7,2.89,2.79,3.62,4.11,4.44,,,4.49
22,6279,胡連,130.5,0.0,0.0,08/12,0.26,0.39,0.91,2.65,3.18,3.09,2.51,-0.81,-7.58,-0.55,-17.1,-2.23
23,2421,建準,150.5,-1.0,-0.66,08/12,0.19,0.27,0.14,2.58,3.59,2.82,3.89,-8.31,0.24,6.16,15.1,-8.05
24,6781,AES-KY,1145.0,-30.0,-2.55,08/12,0.41,1.05,1.3,2.5,3.06,3.07,3.2,2.46,-6.05,-4.03,,1.65
25,3234,光環,133.0,11.5,9.47,08/12,1.23,1.48,1.86,2.37,2.63,2.79,4.76,1.43,5.42,6.12,2.16,4.62
26,3033,威健,50.3,-0.1,-0.2,08/12,0.36,1.0,1.96,2.24,2.45,1.12,8.68,20.8,17.7,17.5,21.1,19.7
27,00715L,期街口布蘭特正2,48.63,1.38,2.92,08/12,0.07,0.27,0.51,2.15,1.85,3.46,2.29,-4.45,90.2,221.0,,20.6
28,2030,彰源,21.55,0.4,1.89,08/12,0.62,1.15,1.77,2.12,2.17,2.29,4.99,5.86,4.88,7.14,4.66,5.04
29,3324,雙鴻,1050.0,5.0,0.48,08/12,-0.04,0.4,0.07,2.11,2.83,4.37,0.2,-7.13,-0.35,0.71,13.0,-7.16
30,00956,中信日經高股息,13.32,-0.08,-0.6,08/12,0.16,0.76,0.73,2.09,0.9,3.95,1.68,3.78,15.8,,,3.83
31,1717,長興,78.6,6.7,9.32,08/12,1.38,1.67,2.03,2.08,2.4,0.7,1.83,-0.24,-2.12,-2.51,-0.28,-0.64
32,6782,視陽,207.5,-4.5,-2.12,08/12,0.17,0.25,0.34,2.06,2.97,1.75,1.35,2.97,1.74,6.7,,2.74
33,3003,健和興,69.7,-0.8,-1.13,08/12,0.07,0.99,1.89,2.04,2.31,1.82,3.0,2.8,2.48,5.01,-0.75,2.95
34,2727,王品,234.0,-2.5,-1.06,08/12,-0.03,-0.09,0.6,2.01,3.07,3.92,5.58,11.6,6.99,-4.65,20.2,11.3
35,00681R,元大美債20反1,21.78,-0.15,-0.68,08/12,0.0,0.66,1.95,2.0,2.03,2.63,1.92,6.28,12.1,70.8,,9.93
36,8081,致新,268.0,-2.0,-0.74,08/12,0.12,0.7,2.35,2.0,2.11,0.94,-3.09,-4.31,-1.92,-4.77,-5.34,-2.06
37,1605,華新,40.0,1.7,4.44,08/12,1.0,1.27,2.0,1.89,2.82,2.22,2.92,5.08,3.79,-0.75,-9.31,7.66
38,2031,新光鋼,45.35,-0.75,-1.63,08/12,-0.03,0.07,0.21,1.87,1.65,2.41,2.18,1.89,-1.04,-6.8,1.59,1.13
39,2377,微星,169.0,15.0,9.74,08/12,0.93,1.0,1.42,1.86,3.37,4.02,4.47,3.57,-9.1,-22.2,-18.5,0.2
40,3441,聯一光,87.2,7.9,9.96,08/12,3.4,2.88,1.96,1.83,-2.13,-2.93,0.62,-0.32,0.23,3.66,1.22,0.05
41,2451,創見,294.5,8.5,2.97,08/12,0.74,0.66,0.3,1.8,1.65,0.07,-1.2,-1.68,1.66,-0.86,-20.6,-1.16
42,3260,威剛,409.5,4.0,0.99,08/12,1.13,1.0,-0.17,1.78,2.1,3.05,0.58,-12.6,-2.63,3.8,6.52,-14.6
43,4961,天鈺,173.0,0.0,0.0,08/12,0.22,0.4,0.72,1.78,2.22,1.84,3.31,3.98,4.48,6.95,,3.27
44,2103,台橡,27.35,-1.3,-4.54,08/12,-0.5,0.9,1.71,1.74,1.44,1.37,4.48,2.99,1.12,-0.29,-5.32,4.96
45,2354,鴻準,63.0,0.3,0.48,08/12,0.4,0.55,1.26,1.71,2.24,2.19,1.76,-0.6,-5.99,-6.34,-22.9,-1.03
46,3213,茂訊,134.0,-2.0,-1.47,08/12,-0.07,-0.03,0.03,1.67,1.96,1.98,9.88,11.9,12.3,6.99,10.2,11.5
47,2359,所羅門,143.0,2.5,1.78,08/12,0.57,-0.01,1.36,1.66,3.39,0.47,5.45,6.7,3.58,2.16,4.6,7.14
48,9914,美利達,93.3,-1.0,-1.06,08/12,0.42,0.7,1.14,1.61,1.69,4.06,5.6,2.3,3.15,4.19,3.19,7.12
49,6269,台郡,66.9,-0.5,-0.74,08/12,0.23,0.61,0.25,1.61,1.9,-1.16,-3.85,-5.39,-3.03,-12.7,-20.8,-4.65
50,2009,第一銅,41.35,1.3,3.25,08/12,0.78,0.9,0.94,1.6,2.12,2.11,0.09,0.77,2.42,2.75,-5.23,1.53
51,00632R,元大台灣50反1,10.06,-0.1,-0.98,08/12,0.01,-0.02,-0.1,1.59,8.76,8.78,8.65,8.01,-2.16,17.1,103.0,7.4
52,2337,旺宏,136.5,4.0,3.02,08/12,0.56,0.97,1.38,1.58,-0.71,-2.48,-3.76,-3.8,12.5,5.89,38.3,5.85
53,2049,上銀,369.0,1.0,0.27,08/12,0.25,0.17,0.03,1.58,1.96,2.25,2.86,13.1,10.9,7.7,11.5,15.6
54,4763,材料*-KY,52.6,1.0,1.94,08/12,0.45,1.05,1.04,1.55,1.57,1.77,1.96,2.51,-2.87,-8.96,-8.27,1.19
