排名,代號,名稱,市 場,成交,漲跌 價,漲跌 幅,成交 張數,法人 買賣 日期,外資 買賣超 張數,投信 買賣超 張數,自營 買賣超 張數,合計 買賣超 張數,外資 持有 (千張),外資 持股 (%),法人 買賣超 註記
601,6546,正基,櫃,71.7,-0.5,-0.69,299,06/25,-104,0,-2,-106,6.97,10.4,－・－
602,6462,神盾,櫃,124.5,-9.5,-7.09,5779,06/25,-653,0,-60,-712,9.39,10.3,－・－
603,2354,鴻準,市,57.4,-0.6,-1.03,4753,06/25,-1270,-4,-86,-1360,145.0,10.3,－－－
604,6909,創控,市,58.4,-2.0,-3.31,2275,06/25,-453,0,0,-453,6.91,10.3,－・・
605,2731,雄獅,市,151.5,0.5,0.33,1067,06/25,28,-66,-2,-40,9.57,10.2,＋－－
606,2352,佳世達,市,30.5,-0.1,-0.33,5341,06/25,867,-7,-128,731,162.0,10.2,＋－－
607,3552,同致,櫃,49.8,-0.5,-0.99,184,06/25,40,0,0,40,10.0,10.2,＋・－
608,3441,聯一光,櫃,92.8,2.5,2.77,1975,06/25,201,0,12,213,4.09,10.2,＋・＋
609,3546,宇峻,櫃,83.6,-0.7,-0.83,325,06/25,61,0,-7,54,5.96,10.2,＋・－
610,6679,鈺太,櫃,286.0,2.5,0.88,219,06/25,37,0,-7,30,5.61,10.2,＋・－
611,9924,福興,市,40.25,0.05,0.12,70,06/25,23,-1,1,24,15.4,10.2,＋－＋
612,4906,正文,市,43.25,-1.6,-3.57,13027,06/25,-3058,-5,-83,-3146,44.2,10.2,－－－
613,4721,美琪瑪,櫃,93.0,-4.5,-4.62,1808,06/25,-360,0,-83,-443,7.59,10.1,－・－
614,4909,新復興,櫃,45.75,-1.3,-2.76,764,06/25,14,0,-28,-14,9.45,10.1,＋・－
615,9958,世紀鋼,市,117.0,2.0,1.74,2942,06/25,-16,0,101,85,25.0,10.1,－・＋
616,2538,基泰,市,10.05,0.06,0.6,567,06/25,65,0,7,72,45.0,10.1,＋・＋
617,2476,鉅祥,市,130.5,3.0,2.35,5952,06/25,-272,0,82,-190,22.0,10.1,－・＋
618,3062,建漢,市,24.95,-0.15,-0.6,2651,06/25,-302,0,-15,-318,33.3,10.1,－・－
619,1513,中興電,市,185.0,0.0,0.0,13725,06/25,-1091,4521,-356,3074,50.6,10.0,－＋－
620,6234,高僑,櫃,48.75,-1.65,-3.27,2738,06/25,-533,0,-26,-559,10.1,10.0,－・－
621,1904,正隆,市,21.75,-0.4,-1.81,2200,06/25,-119,0,0,-119,111.0,10.0,－・・
