排名,代號,名稱,成交,漲跌 價,漲跌 幅,法人 買賣 日期,當日 賣出 佔 成交,2日 賣出 佔 成交,3日 賣出 佔 成交,5日 賣出 佔 成交,10日 賣出 佔 成交,1個月 賣出 佔 成交,3個月 賣出 佔 成交,半年 賣出 佔 成交,1年 賣出 佔 成交,3年 賣出 佔 成交,10年 賣出 佔 成交,今年 賣出 佔 成交
1,6515,穎崴,6055.0,-630.0,-9.42,07/17,43.4,46.7,42.4,33.1,18.4,18.1,13.5,9.37,5.28,5.33,,8.52
2,3090,日電貿,194.5,-14.5,-6.94,07/17,9.1,14.4,14.3,20.8,16.7,9.75,2.43,2.27,1.79,1.64,0.83,2.55
3,2882B,國泰金乙特,58.6,0.0,0.0,07/17,23.5,28.7,30.7,20.1,17.2,5.43,1.65,2.04,7.51,3.33,,2.56
4,2610,華航,20.75,-0.15,-0.72,07/17,0.08,18.0,23.3,19.6,9.77,3.4,2.66,3.25,3.93,2.13,1.01,3.59
5,6768,志強-KY,70.0,-1.0,-1.41,07/17,21.0,30.9,25.1,17.2,9.69,4.48,2.06,2.42,4.34,2.58,,4.75
6,9910,豐泰,66.8,-1.0,-1.47,07/17,38.2,29.8,25.7,17.0,9.23,17.0,3.96,2.85,1.95,0.92,0.33,2.82
7,6535,順藥,90.2,-5.8,-6.04,07/17,11.6,15.9,17.6,16.3,9.58,10.5,3.83,2.14,0.59,0.37,,1.96
8,6670,復盛應用,259.5,-3.5,-1.33,07/17,24.2,11.0,11.9,15.4,16.7,5.82,6.21,5.85,11.8,6.09,,6.24
9,6005,群益證,33.0,-1.65,-4.76,07/17,38.3,30.5,25.0,15.3,17.0,25.8,16.6,12.6,11.5,10.2,4.98,12.4
10,5289,宜鼎,1275.0,-120.0,-8.6,07/17,14.7,17.5,13.3,15.1,12.8,9.87,3.48,2.94,2.38,3.37,2.56,2.7
11,2347,聯強,85.3,-2.0,-2.29,07/17,64.1,52.7,35.8,14.7,7.9,12.5,9.12,7.69,11.3,13.8,7.45,9.47
12,2385,群光,102.5,-3.0,-2.84,07/17,29.6,27.7,23.4,14.6,15.6,18.3,10.6,8.74,12.9,11.0,6.74,10.6
