"排名","代號","名稱","成交","漲跌價","漲跌幅","持股資料週別","更新日期","持股800張以下(%)","800張以下增減","持股1千張以下(%)","1千張以下增減","持股超過1千張(%)","超過1千張增減"
"2341","00841B","凱基AAA-AA公司債","28.24","-0.28","-0.98","26W30","07/24","1.33","0","1.33","0","98.7","0"
"2342","00884B","中信低碳新興債","29.14","-0.1","-0.34","26W30","07/24","1.25","0","2.57","0","97.4","0"
"2343","00759B","復華製藥債","54.1","-0.35","-0.64","26W30","07/24","1.1","0","1.1","0","98.9","0"
"2344","00844B","台新15年IG金融債","31.38","-0.26","-0.82","26W30","07/24","1.04","0","1.04","0","99","0"
"2345","00789B","復華公司債A3","46.81","-0.47","-0.99","26W30","07/24","0.93","0","0.93","0","99.1","0"
"2346","00760B","復華新興企業債","53.6","-0.15","-0.28","26W30","07/24","0.84","0","0.84","0","99.2","0"
"2347","00711B","復華彭博新興債","15.81","-0.05","-0.32","26W30","07/24","0.69","0","0.69","0","99.3","0"
"2348","00848B","中信新興亞洲債","33.86","-0.15","-0.44","26W30","07/24","0.78","0","0.78","0","99.2","0"
"2349","00836B","永豐10年A公司債","28.3","-0.23","-0.81","26W30","07/24","0.61","0","0.77","0","99.2","0"
"2350","00775B","台新投等債15+","32","-0.35","-1.08","26W30","07/24","0.33","0","0.76","0","99.2","0"
"2351","00840B","凱基IG精選15+","29.34","-0.28","-0.95","26W30","07/24","0.73","0","0.73","0","99.3","0"
"2352","00750B","凱基科技債10+","32.21","-0.33","-1.01","26W30","07/24","0.68","0","0.68","0","99.3","0"
"2353","00845B","富邦新興投等債","33.43","-0.06","-0.18","26W30","07/24","0.65","0","0.65","0","99.3","0"
"2354","2923","鼎固-KY","27.2","-1","-3.55","26W30","07/24","0.6","-0.01","0.6","-0.01","99.4","+0.01"
"2355","00863B","中信全球電信債","31.23","-0.33","-1.05","26W30","07/24","0.58","0","0.58","0","99.4","0"
"2356","00870B","元大15年EM主權債","27.9","-0.02","-0.07","26W30","07/24","0.58","0","0.58","0","99.4","0"
"2357","00746B","富邦A級公司債","35.01","-0.28","-0.79","26W30","07/24","0.55","+0.01","0.58","+0.05","99.4","-0.05"
"2358","00779B","凱基美債25+","27.69","-0.27","-0.97","26W30","07/24","0.44","+0.02","0.52","+0.02","99.5","-0.02"
"2359","00849B","中信EM主權債0-5","37.76","-0.03","-0.08","26W30","07/24","0.39","0","0.39","0","99.6","0"
"2360","00791B","復華信用債1-5","57.45","-0.05","-0.09","26W30","07/24","0.32","0","0.32","0","99.7","0"
"2361","00723B","群益投資級科技債","29.85","-0.3","-1","26W30","07/24","0.31","0","0.31","0","99.7","0"
"2362","00785B","富邦金融投等債","34.63","-0.29","-0.83","26W30","07/24","0.29","+0.02","0.29","+0.02","99.7","-0.02"
"2363","00867B","台新A-BBB電信債","30.29","-0.28","-0.92","26W30","07/24","0.28","-0.03","0.28","-0.03","99.7","+0.03"
"2364","00754B","群益AAA-AA公司債","32.43","-0.42","-1.28","26W30","07/24","0.29","0","0.29","0","99.7","0"
"2365","00749B","凱基新興債10+","31.24","-0.1","-0.32","26W30","07/24","0.24","0","0.24","0","99.8","0"
"2366","00792B","群益A級公司債","31.2","-0.32","-1.02","26W30","07/24","0.15","-0.02","0.19","-0.02","99.8","+0.02"
"2367","00777B","凱基AAA至A公司債","31.84","-0.26","-0.81","26W30","07/24","0.06","0","0.11","0","99.9","0"
"2368","00778B","凱基金融債20+","33.91","-0.37","-1.08","26W30","07/24","0.1","0","0.1","0","99.9","0"
