單位名稱,買進金額,賣出金額,買賣差額
自營商(自行買賣),"14,056,174,917","8,073,396,529","5,982,778,388"
自營商(避險),"33,909,399,783","24,857,002,001","9,052,397,782"
投信,"17,936,723,508","17,758,876,686","177,846,822"
外資及陸資(不含外資自營商),"356,641,149,793","307,546,943,176","49,094,206,617"
外資自營商,0,0,0
合計,"422,543,448,001","358,236,218,392","64,307,229,609"
